,ECE2 (9718)
ACH-000004,-0.015279665212
ACH-000007,-0.045769294970899994
ACH-000009,-0.051969640950800006
ACH-000011,-0.218087911759
ACH-000012,-0.0876020873085
ACH-000013,-0.106735336612
ACH-000014,-0.19721067099700001
ACH-000015,-0.0256400928284
ACH-000017,-0.197454071954
ACH-000018,-0.014787968892600001
ACH-000019,-0.0523161166873
ACH-000021,0.0681518889132
ACH-000022,-0.20647274325399997
ACH-000025,-0.262685438573
ACH-000028,-0.00122733944329
ACH-000030,-0.147840580854
ACH-000035,-0.1531381997
ACH-000036,0.025277337003700003
ACH-000037,-0.123372423027
ACH-000039,-0.052779364553500005
ACH-000040,-0.0945649762006
ACH-000041,-0.12523420222999998
ACH-000042,0.0211907932454
ACH-000045,-0.0671952868105
ACH-000047,-0.11126109840399999
ACH-000052,-0.256596378834
ACH-000053,-0.0410286106435
ACH-000054,-0.147836251785
ACH-000055,-0.08648428273119999
ACH-000060,-0.29792837259300003
ACH-000067,-0.047636089642199994
ACH-000070,0.150950014218
ACH-000075,0.0964710161579
ACH-000078,-0.04957539119130001
ACH-000082,-0.15393665327199998
ACH-000085,-0.144653932239
ACH-000086,-0.115428542423
ACH-000087,-0.09741131541169999
ACH-000092,-0.272213501021
ACH-000095,-0.0561280886129
ACH-000097,-0.0137460586694
ACH-000098,-0.196860964208
ACH-000099,-0.22891858195599998
ACH-000108,-0.11460542645199999
ACH-000113,-0.0383329452817
ACH-000115,-0.036245748963300004
ACH-000116,-0.0743445310069
ACH-000118,-0.0507176394241
ACH-000120,-0.0453212740872
ACH-000123,-0.0644399259039
ACH-000127,-0.0711693585547
ACH-000128,-0.300255348014
ACH-000132,0.00212050464673
ACH-000133,-0.12604806907
ACH-000137,-0.269883843975
ACH-000138,-0.17169854191300002
ACH-000142,-0.22770633780000002
ACH-000143,0.12056113230900001
ACH-000146,-0.068239342606
ACH-000148,-0.00935184963557
ACH-000150,-0.0342503084833
ACH-000152,-0.138916379379
ACH-000153,0.0633848451349
ACH-000159,-0.0918869776147
ACH-000160,-0.28532324025199995
ACH-000163,-0.0102113324695
ACH-000167,-0.288941965479
ACH-000168,-0.348960047017
ACH-000169,-0.17733482811299997
ACH-000178,-0.0246763615722
ACH-000182,-0.250805493846
ACH-000183,0.038284471583199996
ACH-000188,-0.126519546293
ACH-000189,-0.0207280092939
ACH-000190,-0.285280080402
ACH-000198,-0.10448875341399999
ACH-000204,0.153858922114
ACH-000206,-0.0255593743868
ACH-000207,0.00231789697661
ACH-000211,-0.12197972115399999
ACH-000215,-0.105191694708
ACH-000221,-0.16142159121
ACH-000222,-0.156074535066
ACH-000223,-0.18160769861200002
ACH-000226,-0.0578316584888
ACH-000227,-0.152252459782
ACH-000228,-0.00659912820146
ACH-000231,-0.0636616274478
ACH-000232,-0.211319474369
ACH-000233,-0.160448515933
ACH-000234,-0.232353288603
ACH-000235,-0.111403326925
ACH-000237,-0.012366279565399999
ACH-000238,-0.156544882127
ACH-000243,0.022478414567
ACH-000244,-0.255091470823
ACH-000246,-0.101599853224
ACH-000248,-0.147773229731
ACH-000250,-0.09207348350510002
ACH-000251,-0.133602972753
ACH-000253,-0.12218646813100001
ACH-000255,-0.154461544692
ACH-000256,-0.316672874346
ACH-000257,-0.08714852974269999
ACH-000258,0.09881460689020001
ACH-000259,-0.07719667045189998
ACH-000260,-0.15288531254499999
ACH-000261,-0.11896875001900001
ACH-000262,-0.468779069304
ACH-000263,-0.162271154765
ACH-000264,-0.04015614975369999
ACH-000265,-0.0650435949141
ACH-000266,-0.11928529743100001
ACH-000272,-0.13939528560999997
ACH-000273,-0.00849889790789
ACH-000274,-0.187854463489
ACH-000277,-0.135292604333
ACH-000278,0.07523846359969999
ACH-000279,-0.16685334660499998
ACH-000280,-0.142683561242
ACH-000281,-0.07168859679600001
ACH-000288,-0.0054360211957
ACH-000291,-0.185397214023
ACH-000293,0.09051596368289999
ACH-000294,-0.134273823387
ACH-000295,-0.0110145732555
ACH-000296,-0.136029831215
ACH-000302,-0.10519065833999999
ACH-000304,-0.181410058136
ACH-000307,-0.15529779774
ACH-000308,-0.0786373456734
ACH-000310,-0.273027357276
ACH-000311,0.057746747013099994
ACH-000312,-0.0329116827299
ACH-000315,-0.288741480466
ACH-000316,-0.0184529260565
ACH-000317,0.059243477562600004
ACH-000318,-0.0935624928255
ACH-000319,0.0516383492224
ACH-000320,-0.173087826178
ACH-000322,-0.032972704004
ACH-000323,-0.08249303104460001
ACH-000324,0.0146832833287
ACH-000329,-0.0789157613426
ACH-000330,0.0328549911583
ACH-000331,-0.161365769345
ACH-000332,-0.0734795561712
ACH-000334,0.175984428119
ACH-000335,-0.16452232178200002
ACH-000336,-0.163134014389
ACH-000337,-0.06683046744940001
ACH-000339,-0.0584064003495
ACH-000341,-0.289445003757
ACH-000348,0.0374442549588
ACH-000350,-0.130506196696
ACH-000352,-0.193608578735
ACH-000356,-0.204944649974
ACH-000361,0.0496939299697
ACH-000362,-0.189995664967
ACH-000363,-0.24898756628899998
ACH-000364,-0.17286050337499997
ACH-000365,-0.11524858720799999
ACH-000366,-0.141256036453
ACH-000368,-0.177722503884
ACH-000374,0.153719822595
ACH-000375,0.05763632465969999
ACH-000376,-0.196292734784
ACH-000381,-0.0391972266829
ACH-000383,-0.107676072641
ACH-000387,-0.151109462656
ACH-000389,-0.0499324850834
ACH-000390,-0.0887445599068
ACH-000393,-0.17676606053399999
ACH-000395,0.0787256874475
ACH-000397,-0.165411009016
ACH-000401,-0.076060886197
ACH-000402,-0.35625715715499995
ACH-000403,-0.211409977392
ACH-000404,0.261466676063
ACH-000406,-0.13750500213199998
ACH-000407,-0.226455995099
ACH-000408,-0.161289856814
ACH-000410,0.07764303420919999
ACH-000411,-0.0984886263432
ACH-000414,-0.038335819429199995
ACH-000415,-0.048065159933099996
ACH-000416,-0.154048330905
ACH-000420,0.0113161230259
ACH-000421,0.052327242200800005
ACH-000424,-0.169343545663
ACH-000425,-0.09616125152989999
ACH-000426,-0.142703035962
ACH-000427,-0.11400786043099999
ACH-000433,-0.128865408964
ACH-000436,0.188867282112
ACH-000444,-0.054270994459300004
ACH-000445,0.028370992027099997
ACH-000448,-0.132985559563
ACH-000450,0.150809600164
ACH-000452,-0.061562036987300006
ACH-000454,-0.18527718863200002
ACH-000458,-0.14678286231499998
ACH-000459,0.0275565500323
ACH-000460,-0.228876831105
ACH-000461,0.0041241824112
ACH-000463,0.0365574692458
ACH-000464,-0.300655167572
ACH-000466,-0.138430803523
ACH-000467,-0.220374575775
ACH-000468,-0.05826196830469999
ACH-000469,-0.0185801871553
ACH-000470,-0.21029068352400002
ACH-000471,-0.20032773462
ACH-000472,-0.142321118721
ACH-000473,-0.138015645771
ACH-000475,-0.0798937981795
ACH-000476,-0.22197462906399998
ACH-000477,-0.117768841503
ACH-000480,0.028673062561400002
ACH-000481,-0.10245677887
ACH-000483,-0.052667645529300006
ACH-000484,-0.0317699585435
ACH-000485,-0.10738171624199999
ACH-000486,-0.0558786811921
ACH-000487,-0.024419680869200003
ACH-000488,-0.10760414830999998
ACH-000490,-0.136897974656
ACH-000491,-0.0408382146895
ACH-000495,-0.169041596176
ACH-000496,-0.0733959485289
ACH-000499,-0.147275871991
ACH-000500,-0.39496150104999994
ACH-000502,-0.0140578046035
ACH-000503,-0.0997858218809
ACH-000505,-0.05765217052180001
ACH-000507,-0.10361321645600001
ACH-000510,-0.0395782299679
ACH-000511,-0.0767290628009
ACH-000512,-0.225683174059
ACH-000516,-0.11087947014
