,CHRNA4 (1137)
ACH-000004,0.010518906521299998
ACH-000007,-0.129862491938
ACH-000009,-0.17837970806200001
ACH-000011,-0.453253555894
ACH-000012,-0.106515036895
ACH-000013,-0.232635272797
ACH-000014,-0.452493494317
ACH-000015,-0.056473286763300004
ACH-000017,-0.10033784975099999
ACH-000018,-0.332464156373
ACH-000019,-0.16780872804000002
ACH-000021,-0.286423763491
ACH-000022,-0.159563420476
ACH-000025,-0.22198762498100003
ACH-000028,-0.21645342704700002
ACH-000030,-0.125886096038
ACH-000035,-0.0870328501506
ACH-000036,-0.283001281337
ACH-000037,-0.147036210691
ACH-000039,0.112638121986
ACH-000040,-0.333350139463
ACH-000041,-0.122863153201
ACH-000042,-0.272751968467
ACH-000045,-0.131798412409
ACH-000047,-0.231019574386
ACH-000052,-0.125979434291
ACH-000053,-0.196583560301
ACH-000054,-0.25921818545499997
ACH-000055,-0.184294969902
ACH-000060,-0.20602257066500002
ACH-000067,-0.129235847257
ACH-000070,-0.206892343723
ACH-000075,-0.112586398555
ACH-000078,-0.330649541926
ACH-000082,-0.103530847624
ACH-000085,-0.44595198174999995
ACH-000086,-0.158201938362
ACH-000087,-0.474621233449
ACH-000092,-0.225201094951
ACH-000095,-0.10430371971699999
ACH-000097,-0.234060032348
ACH-000098,-0.0810128270038
ACH-000099,-0.253880087709
ACH-000108,-0.30535108594599997
ACH-000113,-0.240022672986
ACH-000115,-0.284797881584
ACH-000116,-0.191185031768
ACH-000118,0.0374304163701
ACH-000120,-0.061209807683199995
ACH-000123,-0.173313467876
ACH-000127,-0.134546485149
ACH-000128,-0.448146895203
ACH-000132,-0.0490917111866
ACH-000133,-0.21827405891899998
ACH-000137,-0.398575856957
ACH-000138,-0.15595366830600002
ACH-000142,-0.23823618842799998
ACH-000143,-0.254106463193
ACH-000146,0.145886188368
ACH-000148,-0.184643557814
ACH-000150,-0.12574417348300002
ACH-000152,-0.09814591745519999
ACH-000153,0.149978141377
ACH-000159,-0.15001529167199998
ACH-000160,-0.126102749171
ACH-000163,-0.0364866807024
ACH-000167,-0.09548350625350001
ACH-000168,-0.134067435478
ACH-000169,-0.284460904714
ACH-000178,-0.165821851912
ACH-000182,-0.0856309784598
ACH-000183,-0.119630070296
