,DAD1 (1603)
ACH-000387,-1.6288220645200002
ACH-000389,-1.5049089990900002
ACH-000390,-1.7082928370200001
ACH-000393,-1.52280525183
ACH-000395,-1.1500791690899999
ACH-000397,-1.13820006327
ACH-000401,-1.73716445692
ACH-000402,-1.60165462419
ACH-000403,-1.6909388299399999
ACH-000404,-1.8029160401400002
ACH-000406,-1.62887989502
ACH-000407,-1.57451042453
ACH-000408,-1.42704982067
ACH-000410,-1.2990481864499999
ACH-000411,-1.5823635816600001
ACH-000414,-1.90793530777
ACH-000415,-1.3661722159399998
ACH-000416,-1.46597003183
ACH-000420,-1.4620087238400001
ACH-000421,-1.5834882433500002
ACH-000424,-1.32170182287
ACH-000425,-1.5333819082700002
ACH-000426,-1.86691617293
ACH-000427,-1.39110600063
ACH-000433,-1.61603747704
ACH-000436,-1.7115659624000001
ACH-000444,-1.54132470254
ACH-000445,-1.327822906
ACH-000448,-1.56384424689
ACH-000450,-1.9367644433099998
ACH-000452,-1.53235521377
ACH-000454,-1.38363882374
ACH-000458,-1.69140202107
ACH-000459,-1.67276411951
ACH-000460,-1.37207131417
ACH-000461,-1.02243948781
ACH-000463,-1.60758902918
ACH-000464,-1.37205075143
ACH-000466,-2.09150709622
ACH-000467,-1.40262362981
ACH-000468,-1.1749243061499999
ACH-000469,-1.4894485308899998
ACH-000470,-1.41395096565
ACH-000471,-1.3492446774899998
ACH-000472,-1.55197891309
ACH-000473,-1.4867211268
ACH-000475,-1.33240792831
ACH-000476,-1.8545615886400002
ACH-000477,-1.9221387952900002
ACH-000480,-1.7699213247599999
ACH-000481,-1.57816662865
ACH-000483,-1.8473790035
ACH-000484,-1.51586601676
ACH-000485,-1.3154959823
ACH-000486,-1.29597589991
ACH-000487,-1.56393426735
ACH-000488,-1.3087501865
ACH-000490,-1.22794449149
ACH-000491,-1.2753403451899998
ACH-000495,-1.88082725408
ACH-000496,-1.3712690476700002
ACH-000499,-1.5812411592700002
ACH-000500,-0.833665576923
ACH-000502,-1.5068720834399998
ACH-000503,-1.46873879493
ACH-000505,-1.5818480693799999
ACH-000507,-1.6724173119299999
ACH-000510,-1.52013407887
ACH-000511,-1.34272694083
ACH-000512,-1.15930066293
ACH-000516,-1.4972521749799999
ACH-000517,-1.4287514323100001
ACH-000518,-1.65191340096
ACH-000520,-1.39875288449
ACH-000521,-1.1545337251899999
ACH-000522,-1.3059823114
ACH-000524,-1.5294635595500001
ACH-000527,-1.33173296418
ACH-000528,-1.57029743864
ACH-000537,-1.2402091607799999
ACH-000541,-1.5793779104499999
ACH-000542,-1.2991222139899998
ACH-000544,-1.30931672231
ACH-000545,-1.3920360432799999
ACH-000547,-1.45453737863
ACH-000548,-1.6764009731
ACH-000549,-1.4064704833500001
ACH-000550,-1.49672742317
ACH-000552,-1.3663841233399998
ACH-000556,-1.4150855429499998
ACH-000557,-1.67168860706
ACH-000570,-1.5500279209799999
ACH-000571,-2.0821018723400004
ACH-000573,-1.46918034868
ACH-000576,-1.59046456748
ACH-000580,-1.8450163792099998
ACH-000584,-1.28939783909
ACH-000585,-1.57000705114
ACH-000588,-1.51382849393
ACH-000589,-1.50716956279
ACH-000591,-1.61653197141
ACH-000593,-1.4873516929
ACH-000600,-1.73995795305
ACH-000601,-1.4455469219
ACH-000604,-1.5061813898700003
ACH-000605,-1.5475291351700002
ACH-000606,-1.1210421227
ACH-000608,-1.9043075371
ACH-000614,-1.63770594541
ACH-000616,-1.28297775729
ACH-000618,-1.58043214348
ACH-000619,-1.4939300011
ACH-000620,-1.43539421271
ACH-000621,-1.2581039087600001
ACH-000622,-1.5460181835299998
ACH-000623,-1.5924911159600001
ACH-000624,-1.4160166788799997
ACH-000627,-1.233345401
ACH-000630,-1.38650545151
ACH-000632,-1.5705780223299999
ACH-000633,-1.7558667128299998
ACH-000637,-1.54368089528
ACH-000638,-1.52329248316
ACH-000646,-1.51247957542
ACH-000647,-1.67500366977
ACH-000648,-1.95943349122
ACH-000649,-1.68861778957
ACH-000651,-1.44736990477
ACH-000652,-1.9129571411700002
ACH-000653,-1.72403834352
ACH-000657,-1.53219860768
ACH-000658,-1.71797360789
ACH-000661,-1.8852828407799997
ACH-000662,-1.42189977201
ACH-000663,-1.46150404588
ACH-000665,-1.59126707875
ACH-000671,-1.77129528645
ACH-000673,-1.37766860761
ACH-000676,-1.3606061442700002
ACH-000677,-1.3575560316100002
ACH-000681,-1.6255187050100002
ACH-000682,-1.547936494
ACH-000683,-1.39639393533
ACH-000684,-1.65640494116
ACH-000688,-1.45690950068
ACH-000693,-1.2183739484
ACH-000694,-1.13010320117
ACH-000695,-1.2746783940200002
ACH-000696,-1.51154062845
ACH-000697,-1.29453072998
ACH-000699,-1.58145189566
ACH-000701,-1.4073485068399998
ACH-000706,-1.54929186965
ACH-000711,-1.46239910224
ACH-000713,-1.43539092493
ACH-000714,-1.52389943859
ACH-000718,-1.30342933642
ACH-000720,-1.55364606743
ACH-000721,-1.35412856067
ACH-000724,-2.41436643332
ACH-000725,-0.794152014307
ACH-000732,-1.68796098631
ACH-000734,-1.40681166725
ACH-000735,-1.5134909002099999
ACH-000736,-1.40913893743
ACH-000738,-1.5462963524899997
ACH-000746,-1.62591074354
ACH-000747,-1.59709690956
ACH-000748,-1.5841318246599998
ACH-000753,-1.56426233055
ACH-000756,-1.0910569778399999
ACH-000757,-1.5382787885100002
ACH-000758,-1.4337615857
ACH-000760,-1.23465868403
ACH-000763,-2.0129740596
ACH-000764,-1.2558295881000001
ACH-000765,-1.5904005754
ACH-000766,-1.40577206616
ACH-000767,-1.59016576264
ACH-000768,-1.3468778104799999
ACH-000769,-1.6055482211899998
ACH-000770,-1.58924793755
ACH-000771,-1.3253619480399998
ACH-000773,-1.3679721348299998
ACH-000776,-1.36387649906
ACH-000777,-1.4406658412
ACH-000778,-1.59989960958
ACH-000781,-1.54144135588
ACH-000782,-1.42749158541
ACH-000783,-1.0140583208399998
ACH-000784,-1.5663621513400001
ACH-000785,-1.5214456046399998
ACH-000787,-1.41910988928
ACH-000788,-1.4276213949
ACH-000791,-1.62189843136
ACH-000792,-1.6680023870700003
ACH-000794,-1.24105472407
ACH-000796,-1.3062085635
ACH-000799,-1.26986334146
ACH-000800,-1.6743019444299998
ACH-000802,-1.3679183341499999
ACH-000804,-1.4353957303100002
ACH-000805,-1.51582184686
ACH-000809,-1.46492593131
ACH-000810,-1.6630482932600001
ACH-000811,-1.6769323954
ACH-000817,-1.7151249144100003
ACH-000819,-1.60031209268
ACH-000820,-1.9725748691
ACH-000821,-1.50760631419
ACH-000822,-1.4106794359600001
ACH-000823,-1.53864688675
ACH-000824,-1.7685824663599998
ACH-000827,-1.4274528702399998
ACH-000829,-1.81822168927
ACH-000831,-1.4767848421899998
ACH-000832,-1.34221011804
ACH-000833,-1.796344694
ACH-000834,-1.47556883475
ACH-000835,-1.2516572584299999
ACH-000836,-1.62147259984
ACH-000837,-1.28422463897
ACH-000838,-1.6762824671799998
ACH-000839,-1.11717339723
ACH-000840,-1.26143282721
ACH-000841,-1.3770222823500002
ACH-000843,-1.71455160144
ACH-000846,-1.5159390929499998
ACH-000847,-1.5359392038
ACH-000848,-1.37891230264
ACH-000849,-1.5705281665600002
ACH-000851,-1.28772563193
ACH-000855,-1.7270516928200002
ACH-000856,-1.31910124338
ACH-000858,-1.4700519973100001
ACH-000859,-1.55169339552
ACH-000861,-1.72957256012
ACH-000862,-1.41739179125
ACH-000865,-1.41375184572
ACH-000866,-1.44293563345
ACH-000867,-1.38787528526
ACH-000869,-1.5166648626299999
ACH-000872,-1.47178963336
ACH-000873,-1.71724771
ACH-000876,-1.59504074661
ACH-000878,-2.03704433994
ACH-000880,-1.42279203234
ACH-000881,-1.72616651187
ACH-000882,-1.24622908809
ACH-000884,-1.4633986482299999
ACH-000885,-1.40458294459
ACH-000887,-1.3254523614899998
ACH-000888,-1.2560933047799998
ACH-000889,-1.43312223099
ACH-000890,-1.37923841479
ACH-000896,-1.56188755456
ACH-000898,-1.18287646883
ACH-000900,-1.4542670968399998
ACH-000901,-1.46268980025
ACH-000905,-1.22981960456
ACH-000906,-1.3036248909100001
ACH-000907,-1.5531299578
ACH-000910,-1.3564162168
ACH-000911,-1.40868697162
ACH-000912,-1.45722182218
ACH-000913,-1.5278236252500002
ACH-000915,-1.67400384091
ACH-000916,-0.9884760848559999
ACH-000917,-1.6165919022400002
ACH-000921,-1.31593313065
ACH-000924,-1.18039927593
ACH-000926,-1.48537489598
ACH-000928,-1.3022008565
ACH-000929,-1.4627848472
ACH-000932,-1.67231476847
ACH-000935,-1.4464150514899998
ACH-000936,-1.47713767847
ACH-000937,-1.68159079571
ACH-000938,-1.50444234053
ACH-000939,-1.74652957492
ACH-000941,-1.59823258628
ACH-000943,-1.63773743355
ACH-000946,-1.5169969942800001
ACH-000947,-1.45472236242
ACH-000948,-1.5403627499599999
ACH-000950,-1.84580090675
ACH-000953,-1.4529617018799998
ACH-000957,-1.759177704
ACH-000958,-1.40247915019
ACH-000960,-1.6201665419100002
ACH-000963,-0.948598252869
ACH-000968,-1.50423570345
ACH-000969,-1.3171100951899999
ACH-000973,-1.41484948096
ACH-000974,-1.43848631887
ACH-000975,-1.4062340854700002
ACH-000976,-1.71955805098
ACH-000978,-1.54109017439
ACH-000980,-1.54182190944
ACH-000984,-1.3656544088799998
ACH-000986,-1.47687052206
ACH-000988,-1.8525213962
ACH-000993,-1.47548500299
ACH-000994,-1.75929172408
ACH-000996,-1.4125013565600002
ACH-001001,-1.585312126
ACH-001020,-1.4854619091999999
ACH-001028,-1.32703303631
ACH-001031,-1.58007953306
ACH-001038,-1.52177220486
ACH-001048,-1.58953774928
ACH-001050,-1.66043884007
ACH-001053,-1.7298272375900001
ACH-001054,-1.2694342155
ACH-001061,-1.41473515674
ACH-001067,-1.16730886257
ACH-001075,-1.51460067407
ACH-001096,-1.5898090064800001
ACH-001128,-1.44138826259
ACH-001134,-1.4390996484099998
ACH-001151,-1.4121518331
ACH-001163,-1.27785573396
ACH-001164,-1.7631999871400001
ACH-001173,-1.4956945931999999
ACH-001183,-1.4757747276
ACH-001184,-1.34161674318
ACH-001190,-1.3345573984799999
ACH-001192,-1.59205925826
ACH-001193,-1.52684191575
ACH-001196,-1.6063881859399998
ACH-001197,-1.21724477961
ACH-001205,-1.50167511139
ACH-001211,-1.6707773611599999
ACH-001212,-1.32087088388
ACH-001228,-2.15343009872
ACH-001232,-1.34501702516
ACH-001239,-0.968994812368
ACH-001274,-1.19432861635
ACH-001275,-1.50798522238
ACH-001277,-1.97616031803
ACH-001278,-1.72424592317
ACH-001280,-1.08970685325
ACH-001283,-1.62339000961
ACH-001289,-1.6864450811000002
ACH-001295,-1.49986074537
ACH-001300,-1.8263955968099999
ACH-001301,-1.7740834413799997
ACH-001302,-1.6067330176299999
ACH-001303,-1.28767424876
ACH-001306,-1.33606683984
ACH-001318,-1.75887458107
ACH-001322,-1.5812333440600002
ACH-001328,-1.5083936023700002
ACH-001332,-1.33447682144
ACH-001333,-1.4452588079
ACH-001336,-1.5948080328100003
ACH-001340,-1.52190619177
ACH-001346,-1.3490533151100002
ACH-001353,-1.4560964721899998
ACH-001354,-2.16729439215
ACH-001367,-1.2421543197799998
ACH-001368,-1.35515830842
ACH-001374,-1.12378158
ACH-001375,-1.6919626398899998
ACH-001377,-1.4591104628799998
ACH-001380,-1.5166498435100002
ACH-001391,-1.48696253819
ACH-001407,-1.5244454306600002
ACH-001408,-1.7323786921200002
ACH-001413,-1.2168300155
ACH-001430,-1.7793148299900001
ACH-001431,-1.3506511401199999
ACH-001450,-1.83354830205
ACH-001496,-1.57285361754
ACH-001500,-1.4525364693399998
ACH-001521,-1.5915299625900001
ACH-001523,-1.5618704042700002
ACH-001532,-1.47217685153
ACH-001536,-1.24741600249
ACH-001550,-1.4627290565600002
ACH-001552,-1.5041045621899998
ACH-001554,-1.50947797364
ACH-001645,-1.69515820284
ACH-001654,-1.70642445568
ACH-001715,-1.5838395684
ACH-001735,-1.5999748325999998
ACH-001736,-1.31960486414
ACH-001737,-1.18619620866
ACH-001740,-1.5478339569600001
ACH-001745,-1.56295822924
ACH-001750,-1.17869386407
ACH-001765,-1.4176175465399998
ACH-001956,-1.64961689215
ACH-001957,-1.6272627527799999
