,PML (5371)
ACH-000004,-0.389397539978
ACH-000007,0.122664667192
ACH-000009,0.008663091672639999
ACH-000011,0.125511697651
ACH-000012,-0.0021282961334000003
ACH-000013,0.028593012611099998
ACH-000014,0.269261003215
ACH-000015,0.22232353468600002
ACH-000017,0.034078545307999995
ACH-000018,0.500748511676
ACH-000019,0.307643242482
ACH-000021,0.21979397152199998
ACH-000022,-0.053109331066699995
ACH-000025,0.119902039416
ACH-000028,0.269038283227
ACH-000030,0.10689994877499999
ACH-000035,0.0613793309375
ACH-000036,-0.024129028198299998
ACH-000037,0.0594073518223
ACH-000039,0.0134272170267
ACH-000040,0.09610687550130001
ACH-000041,0.116029244959
ACH-000042,0.18533414598700002
ACH-000045,0.166387962133
ACH-000047,0.014901241446400001
ACH-000052,-0.0218417837439
ACH-000053,0.106298605118
ACH-000054,-0.136343446014
ACH-000055,-0.178718325377
ACH-000060,0.159965052556
ACH-000067,0.0252826685647
ACH-000070,0.11184907922399999
ACH-000075,0.119363891493
ACH-000078,-0.14395120261
ACH-000082,0.413638730524
ACH-000085,0.18401533950100002
ACH-000086,0.111694845596
ACH-000087,0.22243367820300003
ACH-000092,0.0263173156794
ACH-000095,-0.12361893215999999
ACH-000097,0.110944157305
ACH-000098,0.184860388845
ACH-000099,-0.0141094995453
ACH-000108,0.194192476715
ACH-000113,0.0668992102441
ACH-000115,-0.09907626808520001
ACH-000116,0.018211397947900002
ACH-000118,0.0728075565647
ACH-000120,0.23250624507599998
ACH-000123,0.15065059072599998
ACH-000127,0.0785209201063
ACH-000128,0.0330286281933
ACH-000132,0.04427425364580001
ACH-000133,0.243438934564
ACH-000137,0.212409237766
ACH-000138,0.30505926314599996
ACH-000142,0.17239791684300002
ACH-000143,-0.136830136426
ACH-000146,0.0355890290862
ACH-000148,0.280147852146
ACH-000150,0.0386644607834
ACH-000152,0.176142029452
ACH-000153,0.2220371886
ACH-000159,0.208184617874
ACH-000160,0.387347859851
ACH-000163,0.198976434518
ACH-000167,0.5962953173300001
ACH-000168,-0.0055127211484
ACH-000169,0.0100531988604
ACH-000178,0.07813679930539999
ACH-000182,0.0139998192894
ACH-000183,-0.032066914769099994
ACH-000188,0.136592258759
ACH-000189,0.0738208404711
ACH-000190,0.46911954323
ACH-000198,0.0731818035848
ACH-000204,0.09062810653629999
ACH-000206,0.105451822864
ACH-000207,0.169344525297
ACH-000211,0.21687166115200002
ACH-000215,0.160995261278
ACH-000221,0.0793313693593
ACH-000222,0.176662661079
ACH-000223,-0.102853840471
ACH-000226,0.149439172691
ACH-000227,-0.0671832114164
