,PIK3CD (5293)
ACH-000317,0.013459406774
ACH-000318,-0.10060027075200001
ACH-000319,-0.24499745401200002
ACH-000320,-0.15942976127800002
ACH-000322,-0.0681503380543
ACH-000323,-0.542328443844
ACH-000324,0.024159968921
ACH-000329,-0.442714982044
ACH-000330,-0.185199475695
ACH-000331,-0.042997629195800004
ACH-000332,-0.119002835451
ACH-000334,-0.26314523459399997
ACH-000335,0.0606139349155
ACH-000336,-0.348162067148
ACH-000337,-0.110246181551
ACH-000339,-0.11278565352499999
ACH-000341,-0.36943731895000004
ACH-000348,-0.455167006552
ACH-000350,-0.0893861788623
ACH-000352,-0.0258063062963
ACH-000356,0.029909992227599998
ACH-000361,-0.18357539870700001
ACH-000362,-0.34245173370800003
ACH-000363,-0.31545987379900003
ACH-000364,-0.31976701635899996
ACH-000365,-0.6016392110859999
ACH-000366,-0.07253173229330001
ACH-000368,-0.491272047996
ACH-000374,-0.18476311584199998
ACH-000375,-0.132365125612
ACH-000376,-0.28602754200999997
ACH-000381,-0.26489487889
ACH-000383,-0.0827090300538
ACH-000387,-0.11643354324
ACH-000389,-0.283003113711
ACH-000390,-0.20477037093699998
ACH-000393,-0.18283487020999997
ACH-000395,-0.24504385389400002
ACH-000397,-0.0154419073217
ACH-000401,-0.20124157732
ACH-000402,-0.60804508484
ACH-000403,-0.166096259165
ACH-000404,-0.469928742694
ACH-000406,-0.415627600484
ACH-000407,-0.12461285530999999
ACH-000408,-0.004658009871270001
ACH-000410,-0.199814606031
ACH-000411,-0.39744203514
ACH-000414,-0.223837842295
ACH-000415,-0.0428449151768
ACH-000416,-0.139329501177
ACH-000420,-0.03828258894330001
ACH-000421,-0.08911847392370001
ACH-000424,-0.164923258858
ACH-000425,-0.0418917066685
ACH-000426,-0.321712286267
ACH-000427,0.372302947787
ACH-000433,-0.129234648168
ACH-000436,-0.16996541032600002
ACH-000444,-0.16668754416099998
ACH-000445,-0.079749429521
ACH-000448,-0.105840131246
ACH-000450,-0.565838546042
ACH-000452,-0.12408700315
ACH-000454,-0.291317953278
ACH-000458,-0.20520634874000002
ACH-000459,-0.283702054231
ACH-000460,-0.152139443698
ACH-000461,-0.009365964022309999
ACH-000463,-0.0204078665663
ACH-000464,-0.334351392689
ACH-000466,-0.103658479268
ACH-000467,-0.151760716471
ACH-000468,-0.272797412631
ACH-000469,-0.322647879703
ACH-000470,-0.024962157649699997
ACH-000471,-0.08209780727860001
ACH-000472,-0.0144309264715
ACH-000473,-0.000623989332903
ACH-000475,-0.12283559623500001
ACH-000476,-0.11891949625999998
ACH-000477,-0.430558476619
ACH-000480,-0.0587439372844
ACH-000481,-0.17133408122299998
ACH-000483,-0.244572511538
ACH-000484,-0.390201681792
ACH-000485,-0.118169320986
ACH-000486,0.0076419068175900004
ACH-000487,-0.256310292697
ACH-000488,-0.198021939961
ACH-000490,-0.221817179083
ACH-000491,-0.151432318005
ACH-000495,-0.22641325812899998
ACH-000496,-0.318253873743
ACH-000499,-0.22022535666999998
ACH-000500,0.6974470151440001
ACH-000502,-0.035074595755699996
ACH-000503,-0.292526889026
ACH-000505,-0.715488502719
ACH-000507,-0.00583317132553
ACH-000510,-0.0839987051127
ACH-000511,-0.181113767834
ACH-000512,-0.49607362488999995
ACH-000516,-0.08222878277739999
ACH-000517,-0.09027383565510001
ACH-000518,-0.056401572103199994
ACH-000520,-0.1051857432
ACH-000521,-0.348981898554
ACH-000522,-0.25686433029399997
ACH-000524,-0.101995954723
ACH-000527,-0.203604112048
ACH-000528,-0.0960751280779
ACH-000537,-0.116534413702
ACH-000541,-0.014927741605
ACH-000542,-0.144059492162
ACH-000544,-0.306830723861
ACH-000545,-0.201121496571
ACH-000547,-0.127908801356
ACH-000548,-0.25561502161
ACH-000549,-0.233504226924
ACH-000550,-0.47756136465000004
ACH-000552,-0.09749502552650001
ACH-000556,-0.152705521307
ACH-000557,-0.0502868076337
ACH-000570,-0.256297366282
ACH-000571,-0.295220084182
ACH-000573,-0.487407671769
ACH-000576,-0.204675965775
ACH-000580,0.0303156738703
ACH-000584,-0.151009319922
ACH-000585,-0.170428452423
ACH-000588,-0.086671871587
ACH-000589,-0.16387206015699998
ACH-000591,-0.311491292018
ACH-000593,-0.091618242261
ACH-000600,-0.122487018172
ACH-000601,-0.16620970247400002
ACH-000604,-0.320683797586
ACH-000605,0.067870078443
ACH-000606,-0.09644818307660001
ACH-000608,-0.0549860517442
ACH-000614,-0.18407874414099998
ACH-000616,-0.18198726714400001
ACH-000618,-0.0419752893484
ACH-000619,-0.126478989268
ACH-000620,-0.164841810722
ACH-000621,-0.354464039448
ACH-000622,-0.11061737079299999
ACH-000623,-0.043838423293699996
ACH-000624,-0.030142688656
ACH-000627,-0.243196973079
ACH-000630,-0.143932301905
ACH-000632,-0.48439325285400003
ACH-000633,-0.390631572277
ACH-000637,-0.09458596435380001
ACH-000638,-0.28147029379099997
ACH-000646,-0.342482108696
ACH-000647,0.056118459697900004
ACH-000648,0.008557338368760001
ACH-000649,-0.164206427481
ACH-000651,-0.146468611008
ACH-000652,-0.439719138579
ACH-000653,-0.214404551976
ACH-000657,-0.137714178162
ACH-000658,-0.0766771563143
ACH-000661,-0.0853619321282
ACH-000662,-0.386714549768
ACH-000663,-0.293903011933
ACH-000665,-0.0732654642686
ACH-000671,-0.029319872341400002
ACH-000673,-0.201683243678
ACH-000676,-0.105786773495
ACH-000677,-0.0122437851243
ACH-000681,-0.186386088017
ACH-000682,-0.101426535414
ACH-000683,-0.258600230479
ACH-000684,-0.139148975911
ACH-000688,-0.291668486617
ACH-000693,-0.113958789404
ACH-000694,-0.113731789835
ACH-000695,-0.305725543597
ACH-000696,-0.108260965759
ACH-000697,-0.155257641679
ACH-000699,-0.294059265535
ACH-000701,0.029490475448500003
ACH-000706,-0.091892609443
ACH-000711,-0.149404623246
ACH-000713,-0.0961681481577
ACH-000714,-0.170400570637
ACH-000718,-0.127857398884
ACH-000720,-0.10012380754000001
ACH-000721,-0.145172810452
ACH-000724,-0.140423204541
ACH-000725,-0.0204181499882
ACH-000732,-0.0416347120256
ACH-000734,-0.12344792600099999
ACH-000735,-0.221330696244
ACH-000736,-0.0887153975045
ACH-000738,-0.13701309556299998
ACH-000746,-0.238489622709
ACH-000747,-0.0393864795283
ACH-000748,-0.343343769383
ACH-000753,-0.179876880122
ACH-000756,-0.418001216857
ACH-000757,-0.17839014959600002
ACH-000758,-0.03980498671530001
ACH-000760,-0.22944633693000005
ACH-000763,-0.0929145854937
ACH-000764,-0.11792271033
ACH-000765,-0.458789128016
ACH-000766,-0.241587140068
ACH-000767,-0.1762033495
ACH-000768,-0.0239564965424
ACH-000769,0.039028173272099995
ACH-000770,-0.00647779838255
ACH-000771,-0.0931996732194
ACH-000773,-0.127143135087
ACH-000776,-0.0919895603991
ACH-000777,-0.258591400584
ACH-000778,-0.098668178351
ACH-000781,-0.0431771129321
ACH-000782,-0.577319217064
ACH-000783,-0.1804610284
ACH-000784,-0.192745568166
ACH-000785,-0.153774382328
ACH-000787,-0.330791554788
ACH-000788,-0.171673917618
ACH-000791,-0.0202249714701
ACH-000792,-0.134645477963
ACH-000794,-0.126509674682
ACH-000796,-0.120657301213
ACH-000799,0.0181027667471
ACH-000800,-0.36715820461800003
ACH-000802,0.0013760813929000002
ACH-000804,-0.0646465592743
ACH-000805,-0.372386441677
ACH-000809,0.00118669034789
ACH-000810,-0.118366302517
ACH-000811,-0.203514677126
ACH-000817,-0.300406942361
ACH-000819,0.081053552238
ACH-000820,-0.591070188976
ACH-000821,-0.182424056065
ACH-000822,-0.0499358290307
ACH-000823,-0.0423342786456
ACH-000824,0.0008287894692130001
ACH-000827,-0.501119134722
ACH-000829,-0.532076595881
ACH-000831,-0.09090509715230001
ACH-000832,-0.050434932502
ACH-000833,-0.09560276822010001
ACH-000834,-0.14484311265900002
ACH-000835,-0.290214753489
ACH-000836,-0.150777999604
ACH-000837,-0.0498951923178
ACH-000838,0.0679124020504
ACH-000839,-0.436921344017
ACH-000840,-0.234122067696
ACH-000841,-0.26592450977
ACH-000843,-0.027506042443699998
ACH-000846,0.150995841025
ACH-000847,-0.31878905358000004
ACH-000848,-0.0414321336829
ACH-000849,0.0034252952132600004
ACH-000851,-0.207206986508
ACH-000855,0.046576524157
ACH-000856,-0.0793194579385
ACH-000858,-0.183332580588
ACH-000859,-0.332956897236
ACH-000861,-0.216101416852
ACH-000862,-0.108308165188
ACH-000865,-0.152521841665
ACH-000866,-0.0780579539455
ACH-000867,-0.0653106251024
ACH-000869,-0.138367774943
ACH-000872,-0.160827988454
ACH-000873,-0.46838135598700004
ACH-000876,-0.0615917788719
ACH-000878,-0.104546142774
ACH-000880,-0.147807942342
ACH-000881,0.0256797322205
ACH-000882,-0.291643437027
ACH-000884,-0.298367228298
ACH-000885,0.105526339769
ACH-000887,-0.18732924973999998
ACH-000888,-0.0616444779287
ACH-000889,-0.159884384219
ACH-000890,-0.0881398079568
ACH-000896,-0.0986132781157
ACH-000898,-0.055766685894300005
ACH-000900,-0.0206303710057
ACH-000901,-0.22522721946999996
ACH-000905,-0.144425949605
ACH-000906,-0.239833634163
ACH-000907,-0.16846597333000002
ACH-000910,-0.211204801014
ACH-000911,-0.06683822109319999
ACH-000912,-0.0846731816802
ACH-000913,-0.050757799951
ACH-000915,-0.29084017243
ACH-000916,0.33266362488400003
ACH-000917,-0.0198465633249
ACH-000921,-0.0642553092103
ACH-000924,-0.212424645462
ACH-000926,-0.286260546982
ACH-000928,-0.17089617831099999
ACH-000929,0.100164850023
ACH-000932,-0.123450429248
ACH-000935,-0.122866687908
ACH-000936,-0.144468509008
ACH-000937,-1.0037578768000002
ACH-000938,-0.843555264549
ACH-000939,-0.185344007766
ACH-000941,-0.0767532950083
ACH-000943,-0.0780996189345
ACH-000946,0.000880590166363
ACH-000947,-0.135476287389
ACH-000948,0.011537468742
ACH-000950,0.08390056465430001
ACH-000953,-0.16712665932600002
ACH-000957,0.18856863335000001
ACH-000958,0.06876085333439999
ACH-000960,-0.7616256969399999
ACH-000963,-0.329825128285
ACH-000968,-0.302995814854
ACH-000969,-0.045954275540899994
ACH-000973,-0.106041507301
ACH-000974,-0.037971088961199995
ACH-000975,-0.21001791537
ACH-000976,-0.19566538586399998
ACH-000978,-0.037812981497
ACH-000980,-0.219558941
ACH-000984,-0.171274452139
ACH-000986,-0.0835871017833
ACH-000988,-0.156542881975
ACH-000993,-0.214068883033
ACH-000994,-0.146754956537
ACH-000996,0.192669166984
ACH-001001,-0.0705717671773
ACH-001020,0.132433784693
ACH-001028,-0.18873297119600002
ACH-001031,0.0603365279895
ACH-001038,-0.168684342128
ACH-001048,-0.20153787073899998
ACH-001050,-1.3202022688500001
ACH-001053,-0.565879585241
ACH-001054,-0.195506737841
ACH-001061,-0.115739110056
ACH-001067,-0.158708845908
ACH-001075,-0.06220100967619999
ACH-001096,-0.06557658099580001
ACH-001128,-0.327639731447
ACH-001134,-0.46153692378899996
ACH-001151,-0.0877757885272
ACH-001163,0.00484768837757
ACH-001164,0.086784873048
ACH-001173,-0.08843986769889998
ACH-001183,-0.0316186027444
ACH-001184,-0.21499608260800002
ACH-001190,-0.42154269762100005
ACH-001192,-0.17264796369000002
ACH-001193,-0.400173049037
ACH-001196,-0.20324972401
ACH-001197,-0.279054028818
ACH-001205,-0.07740073342619999
ACH-001211,-0.12018015277899999
ACH-001212,-0.42204145488000006
ACH-001228,-0.21889396658399998
ACH-001232,-0.0619882786161
ACH-001239,-0.231517957852
ACH-001274,-0.239892947198
ACH-001275,-0.08961166929339999
ACH-001277,-0.257321937628
ACH-001278,-0.020270802509800002
ACH-001280,-0.11042993431800001
ACH-001283,0.129483234522
ACH-001289,-0.17981858287900002
ACH-001295,-0.129498313981
ACH-001300,-0.073974045674
ACH-001301,0.0147416498424
ACH-001302,-0.265226031325
ACH-001303,-0.20079169250300002
ACH-001306,-0.656780868251
ACH-001318,-0.0764833246414
ACH-001322,-0.163238688443
ACH-001328,-0.193226287434
ACH-001332,-0.121297201594
ACH-001333,0.011722754282400001
ACH-001336,-0.104019644587
ACH-001340,-0.13308394086
ACH-001346,-0.096318632057
ACH-001353,-0.0794295251963
ACH-001354,-0.299652592093
ACH-001367,-0.189617989932
ACH-001368,-0.231669309758
ACH-001374,0.133642950414
ACH-001375,-0.21201283393399997
ACH-001377,-0.0973104456662
ACH-001380,-0.247383572883
ACH-001391,0.08914562415279999
ACH-001407,-0.335664025824
ACH-001408,-0.0730209919266
ACH-001413,-0.057005109533799996
ACH-001430,-0.101905010439
ACH-001431,-0.046037266327599996
ACH-001450,-0.178759000379
ACH-001496,-0.163423016264
ACH-001500,-0.07738281581419999
ACH-001521,-0.111251123768
ACH-001523,-0.0939673869554
ACH-001532,-0.111067071236
ACH-001536,-0.00404167589572
ACH-001550,-0.163056932621
ACH-001552,-0.189478123088
ACH-001554,-0.136561886794
ACH-001645,-0.115760778339
ACH-001654,-0.18332062349599998
ACH-001715,0.122634412925
ACH-001735,-0.7379320115970001
ACH-001736,-0.504738028277
ACH-001737,-0.720629192695
ACH-001740,-0.164673894362
ACH-001745,-0.0988263591876
ACH-001750,-0.26003407141199997
ACH-001765,-0.18329521786400002
ACH-001956,0.0202173853287
ACH-001957,0.0023023535461500003
