,FBLIM1 (54751)
ACH-000260,-0.503966524472
ACH-000261,-0.499660009067
ACH-000262,-0.497910043644
ACH-000263,-0.515800749058
ACH-000264,-0.610761372611
ACH-000265,-0.44589566803499997
ACH-000266,-0.554233061518
ACH-000272,-0.44338512599
ACH-000273,-0.616658145085
ACH-000274,-0.717424621587
ACH-000277,-0.666107454583
ACH-000278,-0.762688411677
ACH-000279,-0.743685854747
ACH-000280,-0.6568916707169999
ACH-000281,-0.553880111797
ACH-000288,-0.7164031710009999
ACH-000291,-0.6669051852660001
ACH-000293,-0.632637779079
ACH-000294,-0.118108431231
ACH-000295,-0.651434635315
ACH-000296,-0.411843152983
ACH-000302,-0.466439073373
ACH-000304,-0.23544646408199998
ACH-000307,-0.367288381787
ACH-000308,-0.57903537393
ACH-000310,-0.503139360101
ACH-000311,-0.452433665094
ACH-000312,-0.7158178258650001
ACH-000315,-0.627886130517
ACH-000316,-0.672809028618
ACH-000317,-0.608326474492
ACH-000318,-0.329527778183
ACH-000319,-0.5697605652000001
ACH-000320,-0.7614158474320001
ACH-000322,-0.493863209242
ACH-000323,-0.718668991762
ACH-000324,-0.447412542465
ACH-000329,-0.6760378643889999
ACH-000330,-0.6774228831039999
ACH-000331,-0.6518283922029999
ACH-000332,-0.584088913839
ACH-000334,-0.762862418304
ACH-000335,-0.379933560594
ACH-000336,-0.817220985721
ACH-000337,-0.550005759308
ACH-000339,-0.48764539812200003
ACH-000341,-0.417893488538
ACH-000348,-0.477906787034
ACH-000350,-0.519547572194
ACH-000352,-0.612455775225
ACH-000356,-0.352457017413
ACH-000361,-0.663128442923
ACH-000362,-0.509337150076
ACH-000363,-0.7361347998280001
ACH-000364,-0.667771476521
ACH-000365,-0.49725006604500005
ACH-000366,-0.622298940417
ACH-000368,-0.604341848276
ACH-000374,-0.775758430537
ACH-000375,-0.516162830887
ACH-000376,-0.660918213112
ACH-000381,-0.570171099077
ACH-000383,-0.423758256712
ACH-000387,-0.550159069994
ACH-000389,-0.765025924771
ACH-000390,-0.262756521269
ACH-000393,-0.860358282813
ACH-000395,-0.601244336589
ACH-000397,-0.409053228951
ACH-000401,-0.534845974493
ACH-000402,-0.493514497702
ACH-000403,-0.525571115484
ACH-000404,-0.5610822926210001
ACH-000406,-0.494271812061
ACH-000407,-0.655329919239
ACH-000408,-0.5572848871589999
ACH-000410,-0.594562153974
ACH-000411,-0.519479927098
ACH-000414,-0.456998455956
ACH-000415,-0.589018666593
ACH-000416,-0.570186092643
ACH-000420,-0.656275254437
ACH-000421,-0.560299463243
ACH-000424,-0.591993318231
ACH-000425,-0.569176123075
ACH-000426,-0.698065108151
ACH-000427,-0.582140892996
ACH-000433,-0.637399017315
ACH-000436,-0.5379169627679999
ACH-000444,-0.586225770382
ACH-000445,-0.8194263802830001
ACH-000448,-0.410370904337
ACH-000450,-0.611058415691
ACH-000452,-0.322981254308
ACH-000454,-0.5294152970570001
ACH-000458,-0.5227330282029999
ACH-000459,-0.660570767684
ACH-000460,-0.505586605758
ACH-000461,-0.275308452398
ACH-000463,-0.41478738416
ACH-000464,-0.630773484304
ACH-000466,-0.536557503695
ACH-000467,-0.5787595504749999
ACH-000468,-0.514461464953
ACH-000469,-0.561088410824
ACH-000470,-0.322247819543
ACH-000471,-0.5428649738870001
ACH-000472,-0.520909917546
ACH-000473,-0.6444242961659999
ACH-000475,-0.43076949528499997
ACH-000476,-0.693344826839
ACH-000477,-0.615246011906
ACH-000480,-0.630484027147
ACH-000481,-0.381226354492
ACH-000483,-0.422480822294
ACH-000484,-0.561063379364
ACH-000485,-0.536256534831
ACH-000486,-0.48531097037
ACH-000487,-0.538723790091
ACH-000488,-0.509209464827
ACH-000490,-0.47236633198999994
ACH-000491,-0.388739749481
ACH-000495,-0.79110458393
ACH-000496,-0.586364577264
ACH-000499,-0.6229026919349999
ACH-000500,-0.9190062320799999
ACH-000502,-0.45415266804300003
ACH-000503,-0.706583389643
ACH-000505,-0.490704897031
ACH-000507,-0.503357874392
ACH-000510,-0.62107114688
ACH-000511,-0.38448525295599995
ACH-000512,-0.431099951106
ACH-000516,-0.538217952903
ACH-000517,-0.43571603013899995
ACH-000518,-0.38214082774
ACH-000520,-0.650714820689
ACH-000521,-0.5893902543899999
ACH-000522,-0.540382660647
ACH-000524,-0.541111335546
ACH-000527,-0.523308418222
ACH-000528,-0.36553169470799995
ACH-000537,-0.666660704061
ACH-000541,-0.599272078022
ACH-000542,-0.47281838586400005
ACH-000544,-0.44559758963
ACH-000545,-0.368482596869
ACH-000547,-0.6444954680089999
ACH-000548,-0.43287829609300005
ACH-000549,-0.579265489489
ACH-000550,-0.525202151357
ACH-000552,-0.452822869359
ACH-000556,-0.456460255862
ACH-000557,-0.8605104020200001
ACH-000570,-0.523336694944
ACH-000571,-0.536881306539
ACH-000573,-0.50785157774
ACH-000576,-0.8646702724600001
ACH-000580,-0.895863959345
ACH-000584,-0.650290316426
ACH-000585,-0.547444211335
ACH-000588,-0.6799951643340001
ACH-000589,-0.51944433963
ACH-000591,-0.7712450500929999
ACH-000593,-0.628898249499
ACH-000600,-0.509804511884
ACH-000601,-0.741775974902
ACH-000604,-0.29903638106400005
ACH-000605,-0.276868210748
ACH-000606,-0.597751377058
ACH-000608,-0.547124756697
ACH-000614,-0.601363545822
ACH-000616,-0.75899725799
ACH-000618,-0.433473549569
ACH-000619,-0.424741278684
ACH-000620,-0.557609975603
ACH-000621,-0.691465514859
ACH-000622,-0.611299474316
ACH-000623,-0.510694259097
ACH-000624,-0.320082116582
ACH-000627,-0.522781026788
ACH-000630,-0.605352927444
ACH-000632,-0.594523262575
ACH-000633,-0.6055846802699999
ACH-000637,-0.449586193965
ACH-000638,-0.411722140133
ACH-000646,-0.670520445585
ACH-000647,-0.487673741835
ACH-000648,-0.613744174253
ACH-000649,-0.482381764714
ACH-000651,-0.524433203118
ACH-000652,-0.672959130612
ACH-000653,-0.5426527335119999
ACH-000657,-0.5214412035830001
ACH-000658,-0.714015020769
ACH-000661,-0.586723189993
ACH-000662,-0.0598558659872
ACH-000663,-0.383590546621
ACH-000665,-0.48182035970799997
ACH-000671,-0.577914067245
ACH-000673,-0.677448564116
ACH-000676,-0.5294079912640001
ACH-000677,-0.6303467122990001
ACH-000681,-0.447455992504
ACH-000682,-0.602135657583
ACH-000683,-0.7660902132649999
ACH-000684,-0.377882731049
ACH-000688,-0.707703494433
ACH-000693,-0.636055463916
ACH-000694,-0.443650610225
ACH-000695,-0.578632363955
ACH-000696,-0.44586071976499997
ACH-000697,-0.617267341911
ACH-000699,-0.7393619363670001
ACH-000701,-0.292011980666
ACH-000706,-0.444712497236
ACH-000711,-0.537143759693
ACH-000713,-0.617148799119
ACH-000714,-0.573418791881
ACH-000718,-0.47552071787600003
ACH-000720,-0.8135009936769999
ACH-000721,-0.445016537284
ACH-000724,-0.772894503655
ACH-000725,-0.6785664177799999
ACH-000732,-0.562329662395
ACH-000734,-0.570564350834
ACH-000735,-0.551810918974
ACH-000736,-0.511850197681
ACH-000738,-0.461617495072
ACH-000746,-0.607543895869
ACH-000747,-0.47349149212499997
ACH-000748,-0.696537132544
ACH-000753,-0.595764914633
ACH-000756,-0.751849375117
ACH-000757,-0.537467817759
ACH-000758,-0.586215602297
ACH-000760,-0.645403614124
ACH-000763,-0.412596318842
ACH-000764,-0.619496414246
ACH-000765,-0.65499215353
ACH-000766,-0.792010041705
ACH-000767,-0.531748538499
ACH-000768,-0.623936000535
ACH-000769,-0.536010797708
ACH-000770,-0.3784160316
ACH-000771,-0.544383580894
ACH-000773,-0.405279595812
ACH-000776,-0.593423620442
ACH-000777,-0.596412981942
ACH-000778,-0.276317699589
ACH-000781,-0.472857490365
ACH-000782,-0.706518000293
ACH-000783,-0.732012058734
ACH-000784,-0.65585021791
ACH-000785,-0.531281066764
ACH-000787,-0.521882349786
ACH-000788,-0.595957093553
ACH-000791,-0.509581383566
ACH-000792,-0.44636901427000003
ACH-000794,-0.712080390368
ACH-000796,-0.606274909379
ACH-000799,-0.5818953449759999
ACH-000800,-0.524417049098
ACH-000802,-0.5445046254079999
ACH-000804,-0.35546327353
ACH-000805,-0.49671410432400004
ACH-000809,-0.717475711614
ACH-000810,-1.16837467184
ACH-000811,-0.531710934153
ACH-000817,-0.607259502827
ACH-000819,-0.5287772280899999
ACH-000820,-0.39375438542900004
ACH-000821,-0.7285308413070001
ACH-000822,-0.493945037746
ACH-000823,-0.572746481305
ACH-000824,-0.46663731028399996
ACH-000827,-0.520595824544
ACH-000829,-0.9631416220799999
ACH-000831,-0.650050452977
ACH-000832,-0.47754238558
ACH-000833,-0.648988160614
ACH-000834,-0.562045530743
ACH-000835,-0.613411241603
ACH-000836,-0.458233963527
ACH-000837,-0.668052085743
ACH-000838,-0.37595488250799997
ACH-000839,-0.550108831228
ACH-000840,-0.261958575794
ACH-000841,-0.411296767589
ACH-000843,-0.755126300679
ACH-000846,-0.5020926392989999
ACH-000847,-0.401934430629
ACH-000848,-0.679495548703
ACH-000849,-0.600034397565
ACH-000851,-0.417146003666
ACH-000855,-0.686913965246
ACH-000856,-0.5354357478890001
ACH-000858,-0.718878471322
ACH-000859,-0.6004402385750001
ACH-000861,-0.394536021404
ACH-000862,-0.24984270483100002
ACH-000865,-0.521262450709
ACH-000866,-0.7589229966750001
ACH-000867,-0.6558262945000001
ACH-000869,-0.391538217766
ACH-000872,-0.614507455368
ACH-000873,-0.341672279199
ACH-000876,-0.640435554449
ACH-000878,-0.466355384701
ACH-000880,-0.313293360686
ACH-000881,-0.7171486726999999
ACH-000882,-0.5530411512619999
ACH-000884,-0.52956174685
ACH-000885,-0.55159644272
ACH-000887,-0.612120793899
ACH-000888,-0.512394175856
ACH-000889,-0.696007516322
ACH-000890,-0.451684417782
ACH-000896,-0.453349869224
ACH-000898,-0.41028523408600004
ACH-000900,-0.5716042067830001
ACH-000901,-0.589958424927
ACH-000905,-0.533987887614
ACH-000906,-0.361515077987
ACH-000907,-0.8013950569670001
ACH-000910,-0.7173156527240001
ACH-000911,-0.396236867554
ACH-000912,-0.447225451162
ACH-000913,-0.388593970131
ACH-000915,-0.616357845193
ACH-000916,-0.573343765298
ACH-000917,-0.612902170772
ACH-000921,-0.713277632492
ACH-000924,-0.709343161605
ACH-000926,-0.631892332947
ACH-000928,-0.528347864679
ACH-000929,-0.5197600575069999
ACH-000932,-0.662573831176
ACH-000935,-0.605669385136
ACH-000936,-0.7787488170379999
ACH-000937,-0.471953234601
ACH-000938,-0.465247173829
ACH-000939,-0.651251124253
ACH-000941,-0.539999569125
ACH-000943,-0.410938185518
ACH-000946,-0.331297652836
ACH-000947,-0.590530914366
ACH-000948,-0.5477126459189999
ACH-000950,-0.7692124911370001
ACH-000953,-0.49557768685599995
ACH-000957,-0.258927680562
ACH-000958,-0.501257249512
ACH-000960,-0.465177769079
ACH-000963,-0.254632560295
ACH-000968,-0.562977553005
ACH-000969,-0.415080123575
ACH-000973,-0.513012702362
ACH-000974,-0.46504565248
ACH-000975,-0.650712681541
ACH-000976,-0.5650088041579999
ACH-000978,-0.5359793226690001
ACH-000980,-0.553312951562
ACH-000984,-0.556296276404
ACH-000986,-0.56706983161
ACH-000988,-0.546273495389
ACH-000993,-0.698870788264
ACH-000994,-0.385221562118
ACH-000996,-0.391653698895
ACH-001001,-0.477189115818
ACH-001020,-0.781825072788
ACH-001028,-0.658784444594
ACH-001031,-0.689636119314
ACH-001038,-0.6117044219300001
ACH-001048,-0.537392221172
ACH-001050,-0.464782660873
ACH-001053,-0.649568754277
ACH-001054,-0.571828170828
ACH-001061,-0.533207156015
ACH-001067,-0.7964568631800001
ACH-001075,-0.491549957391
ACH-001096,-0.762748650915
ACH-001128,-0.605887119223
ACH-001134,-0.5947705751210001
ACH-001151,-0.6251674533680001
ACH-001163,-0.613933103199
ACH-001164,-0.6988383445020001
ACH-001173,-0.599445903557
ACH-001183,-0.662842008574
ACH-001184,-0.6486623694210001
ACH-001190,-0.455806567531
ACH-001192,-0.57646394253
ACH-001193,-0.752469459742
ACH-001196,-0.49242284408299997
ACH-001197,-0.6965479611100001
ACH-001205,-0.642525099346
ACH-001211,-0.911679025658
ACH-001212,-0.837622994393
ACH-001228,-0.514955354623
ACH-001232,-0.50103052663
ACH-001239,-0.632096824887
ACH-001274,-0.490506334334
ACH-001275,-0.710926871422
ACH-001277,-0.242573348915
ACH-001278,-0.5342982419300001
ACH-001280,-0.424556687296
ACH-001283,-0.426435684065
ACH-001289,-0.696301828998
ACH-001295,-0.582975318938
ACH-001300,-0.6257399675909999
ACH-001301,-0.460917418102
ACH-001302,-0.32690520196899997
ACH-001303,-0.538433108516
ACH-001306,-0.717526445581
ACH-001318,-0.476710755431
ACH-001322,-0.605128458111
ACH-001328,-0.610331037895
ACH-001332,-0.44531352938999996
ACH-001333,-0.372738064652
ACH-001336,-0.289947777092
ACH-001340,-0.316943864681
ACH-001346,-0.334870638206
ACH-001353,-0.42063107018600004
ACH-001354,-0.589499773627
ACH-001367,-0.670686340558
ACH-001368,-0.624682276735
ACH-001374,-0.277061442231
ACH-001375,-0.295990600231
ACH-001377,-0.599294792187
ACH-001380,-0.500031288757
ACH-001391,-0.39719735988899996
ACH-001407,-0.318887512958
ACH-001408,-0.43314899228200004
ACH-001413,-0.690085623325
ACH-001430,-0.577273592002
ACH-001431,-0.682932525991
ACH-001450,-0.514788410455
ACH-001496,-0.45946684028499996
ACH-001500,-0.647564288966
ACH-001521,-0.575577153844
ACH-001523,-0.554444401167
ACH-001532,-0.700337768241
ACH-001536,-0.409248532973
ACH-001550,-0.468011176971
ACH-001552,-0.480287933359
ACH-001554,-0.506428728337
ACH-001645,-0.581269901018
ACH-001654,-0.7339542910150001
ACH-001715,-0.668331214002
ACH-001735,-0.808419728638
ACH-001736,-0.629602918723
ACH-001737,-0.496062737468
ACH-001740,-0.6930504943440001
ACH-001745,-0.756217649159
ACH-001750,-0.548994341755
ACH-001765,-0.45092790968
ACH-001956,-0.507949979436
ACH-001957,-0.44597285736500003
