,PCYT1A (5130)
ACH-001340,-0.223833009713
ACH-001346,-0.578493207014
ACH-001353,-0.814603447326
ACH-001354,0.0578062403981
ACH-001367,-0.133093233013
ACH-001368,-0.310725374446
ACH-001374,-0.176689055374
ACH-001375,-0.418453774266
ACH-001377,-0.688770120945
ACH-001380,-0.667015941496
ACH-001391,-1.45878429001
ACH-001407,-0.900344162863
ACH-001408,-0.759649884058
ACH-001413,-0.181771673257
ACH-001430,-0.756487302665
ACH-001431,-0.85015623683
ACH-001450,-0.467033508256
ACH-001496,-0.838290925616
ACH-001500,-0.915402018352
ACH-001521,-0.296181717704
ACH-001523,-0.7060690983519999
ACH-001532,-0.266948910019
ACH-001536,-0.47737449037199997
ACH-001550,-0.580481293424
ACH-001552,-0.31253004735999995
ACH-001554,-0.6302464261540001
ACH-001645,-0.0614197122279
ACH-001654,-0.193587949377
ACH-001715,-0.9235517419220001
ACH-001735,-0.000601258013256
ACH-001736,-0.377694810507
ACH-001737,-0.221129328979
ACH-001740,-0.00842682954415
ACH-001745,-0.14242545214299998
ACH-001750,-0.046793836226199995
ACH-001765,0.305267223295
ACH-001956,-0.0804051319739
ACH-001957,-0.684818032619
