,PCYT1A (5130)
ACH-000004,-0.11827766883600001
ACH-000007,-0.780771480526
ACH-000009,-0.103780683814
ACH-000011,-0.812676572427
ACH-000012,-0.588836553771
ACH-000013,0.130734993538
ACH-000014,-0.37898988218099994
ACH-000015,-0.500027845862
ACH-000017,-0.572807444644
ACH-000018,-0.880753768585
ACH-000019,-0.752297307016
ACH-000021,-0.64452586765
ACH-000022,-0.6887151236169999
ACH-000025,-1.2286870187999999
ACH-000028,-0.46093872188699997
ACH-000030,-0.465952875669
ACH-000035,-0.690037316377
ACH-000036,0.17001935666700002
ACH-000037,0.00346672857894
ACH-000039,-0.083709133041
ACH-000040,-0.952437147428
ACH-000041,-0.238849777662
ACH-000042,-0.48204063376
ACH-000045,-0.6716642229790001
ACH-000047,-0.517758729529
ACH-000052,-0.47171601243
ACH-000053,-0.9102981464700002
ACH-000054,-0.8709509924
ACH-000055,-0.48578172648699997
ACH-000060,-0.319220542569
ACH-000067,-0.8975012060870001
ACH-000070,-0.4829903321399999
ACH-000075,-0.6566704756530001
ACH-000078,-0.21550429021099998
ACH-000082,-0.0232834301712
ACH-000085,-0.63262436227
ACH-000086,-0.641195689069
ACH-000087,-0.0317576388924
ACH-000092,-1.07833602868
ACH-000095,-0.390375640608
ACH-000097,-0.786035529454
ACH-000098,-0.830783979005
ACH-000099,0.00536510561454
ACH-000108,-0.759721726788
ACH-000113,-0.6332108318249999
ACH-000115,-0.9500952272259999
ACH-000116,-0.08372149872210001
ACH-000118,-0.6844291023219999
ACH-000120,-0.155784898847
ACH-000123,-0.5924384030200001
ACH-000127,-0.7109844757189999
ACH-000128,-0.133852176661
ACH-000132,-0.14492094685100002
ACH-000133,-0.8757745142990001
ACH-000137,0.201497869448
ACH-000138,-0.685500161076
ACH-000142,-0.620333044507
ACH-000143,-0.424784873351
ACH-000146,-1.0039768377
ACH-000148,-0.40547677814099997
ACH-000150,0.0547914763201
ACH-000152,-0.807779534224
ACH-000153,-0.0926896507322
ACH-000159,-0.623983386553
ACH-000160,-0.648729017277
ACH-000163,-1.0852691292399999
ACH-000167,-1.04703376094
ACH-000168,-0.979340130416
ACH-000169,-0.027939108226099997
ACH-000178,-0.8540389923839999
ACH-000182,-0.753887559147
ACH-000183,-0.545541075644
ACH-000188,-0.0680422572595
ACH-000189,-0.274257138396
ACH-000190,-0.565668668847
ACH-000198,-0.604417664947
ACH-000204,-0.30309482714
ACH-000206,-0.408123420403
ACH-000207,-0.549049171915
ACH-000211,0.0187056586606
ACH-000215,-0.267632635142
ACH-000221,-0.577705611512
ACH-000222,-0.577337871458
ACH-000223,-0.551589244523
ACH-000226,-0.497819353895
ACH-000227,-0.38996512510799997
ACH-000228,-0.0671252164198
ACH-000231,-0.46107223672700004
ACH-000232,-0.34076844995800004
ACH-000233,-1.2249928640799999
ACH-000234,-0.840700582484
ACH-000235,-0.56521991813
ACH-000237,-0.128804968498
ACH-000238,-0.33264003941500003
ACH-000243,-0.18335315459600002
ACH-000244,-0.109433515807
ACH-000246,-0.485308745955
ACH-000248,-0.659922840369
ACH-000250,-0.8619939091809999
ACH-000251,-0.359783647152
ACH-000253,0.106977122745
ACH-000255,-0.429357040549
ACH-000256,-0.270867300237
ACH-000257,0.0461784492379
ACH-000258,-1.10060898022
ACH-000259,0.288535684067
ACH-000260,-0.323644589195
ACH-000261,-0.173445439095
ACH-000262,-0.6424614036899999
ACH-000263,0.134575742679
ACH-000264,-0.22043338368299997
ACH-000265,-0.643586446222
ACH-000266,-0.5993035046540001
ACH-000272,-0.932216445927
ACH-000273,-0.622437057121
ACH-000274,-0.08745544707810002
ACH-000277,-0.661357963186
ACH-000278,-0.171916716742
ACH-000279,-0.46085295287699996
ACH-000280,-0.34860848397699995
ACH-000281,-0.481791327145
ACH-000288,-0.45707155092
ACH-000291,-0.528367172457
ACH-000293,0.0524800541189
ACH-000294,-0.288378045396
ACH-000295,-0.7038190204189999
ACH-000296,-0.655169144138
ACH-000302,-0.212721484959
ACH-000304,-0.6050562750999999
ACH-000307,-0.692866024781
ACH-000308,0.0269621445664
ACH-000310,-0.275122340247
ACH-000311,-0.6772068368529999
ACH-000312,-0.031666162601400004
ACH-000315,-0.552122964003
ACH-000316,-0.9677267869089999
ACH-000317,-0.34114135864
ACH-000318,-0.39228591989100003
ACH-000319,-0.7868855150730001
ACH-000320,-0.707500495556
ACH-000322,-0.544762547749
ACH-000323,-0.256698666952
ACH-000324,-0.7315286305230001
ACH-000329,-0.260780976994
ACH-000330,-0.602915497781
ACH-000331,-0.705630294283
ACH-000332,-0.329737418746
ACH-000334,-0.54581334044
ACH-000335,-0.566386810298
ACH-000336,-0.22181050981999997
ACH-000337,-0.93200604279
ACH-000339,-0.923789223572
ACH-000341,-0.353611055541
ACH-000348,-0.882921355415
ACH-000350,-0.270349749109
ACH-000352,-0.559957294469
ACH-000356,-0.860567758459
ACH-000361,-0.951588784542
ACH-000362,-0.9903640309589999
ACH-000363,-0.804029425049
ACH-000364,-0.385296404343
ACH-000365,-0.41062697922799996
ACH-000366,0.125720972761
ACH-000368,-0.100856035693
ACH-000374,-0.573800052285
ACH-000375,-0.47488832630000005
ACH-000376,-0.22242116475
ACH-000381,-0.719369927589
ACH-000383,-0.81562051419
ACH-000387,-0.0987900600891
ACH-000389,-0.511581691488
ACH-000390,-0.7580621704330001
ACH-000393,-0.023202660679900004
ACH-000395,-0.525695231247
ACH-000397,-0.533699306194
ACH-000401,-0.46933558231399997
ACH-000402,-1.26233655718
ACH-000403,-0.224632013944
ACH-000404,0.0950421071078
ACH-000406,-0.572360108402
ACH-000407,-0.09207887942439999
ACH-000408,-0.312040623262
ACH-000410,-0.277831174151
ACH-000411,-0.691945627615
ACH-000414,-0.652466710623
ACH-000415,-0.39229153873899997
ACH-000416,-0.888367064435
ACH-000420,-0.43244399628200003
ACH-000421,-0.642193657173
ACH-000424,-0.74810208509
ACH-000425,-0.55171641531
ACH-000426,-0.496257442904
ACH-000427,-0.40955932653099997
ACH-000433,-0.695831771679
ACH-000436,-0.598797247546
ACH-000444,-0.487355115884
ACH-000445,-0.409729850486
ACH-000448,-0.871364530234
ACH-000450,-0.39617874937200004
ACH-000452,-0.216328421686
ACH-000454,-0.107119245957
ACH-000458,-0.0756374537142
ACH-000459,-0.608981349788
ACH-000460,-0.622680431638
ACH-000461,-0.501775827226
ACH-000463,-0.16161604334899998
ACH-000464,-0.319989577794
ACH-000466,-0.560858548548
ACH-000467,-0.569136968171
ACH-000468,-0.7515059471500001
ACH-000469,-0.109994708421
ACH-000470,-0.513864997375
ACH-000471,-0.857468430465
ACH-000472,-1.02197277161
ACH-000473,-0.674634404449
ACH-000475,-0.8064037305940001
ACH-000476,-0.6387167354659999
ACH-000477,-0.31919789602
ACH-000480,-0.25308045228799997
ACH-000481,-0.619043601395
ACH-000483,-0.319203022349
ACH-000484,-0.069807615531
ACH-000485,-0.438508833645
ACH-000486,-0.7069165176659999
ACH-000487,-0.00400010257143
ACH-000488,-0.654939986973
ACH-000490,-0.40105313604599996
ACH-000491,-1.03207390671
ACH-000495,-0.8392039730230001
ACH-000496,-0.772326804337
ACH-000499,-0.247481381189
ACH-000500,-0.141228900708
ACH-000502,-0.768441970576
ACH-000503,-0.611542882878
ACH-000505,-0.571773781073
ACH-000507,-0.628256378182
ACH-000510,-0.7847846786920001
ACH-000511,0.0540957153095
ACH-000512,-0.230266146712
ACH-000516,0.24677433929200002
ACH-000517,0.09650353327130001
ACH-000518,-0.43678222912000003
ACH-000520,-0.8128061442319999
ACH-000521,-0.562320415933
ACH-000522,-0.9150142624269999
ACH-000524,-0.0340274482619
ACH-000527,-0.610346970061
ACH-000528,-0.6706399729429999
ACH-000537,-0.148869281709
ACH-000541,-0.467098300849
ACH-000542,-0.607650339581
ACH-000544,-0.503047573327
ACH-000545,-0.301670822434
ACH-000547,-0.85144888883
ACH-000548,-0.7175656915449999
ACH-000549,-0.321258518601
ACH-000550,-0.193261003765
ACH-000552,-0.7421647449009999
ACH-000556,-0.231558847802
ACH-000557,-0.114257752037
ACH-000570,-0.179730437806
ACH-000571,-0.874348344947
ACH-000573,-0.775495035247
ACH-000576,-0.45277877097900004
ACH-000580,-0.12392740613700001
ACH-000584,-0.602840732692
ACH-000585,-0.43763314806000003
ACH-000588,-0.504468602655
ACH-000589,-0.753828193137
ACH-000591,-0.034793724156999994
ACH-000593,-0.819183674952
ACH-000600,-0.45584004108000004
ACH-000601,-0.652451482707
ACH-000604,-0.5840649694060001
ACH-000605,-0.641963135971
ACH-000606,-0.19034882746100001
ACH-000608,-0.486228508609
ACH-000614,-0.58941137412
ACH-000616,-0.8069058887710001
ACH-000618,-0.517840295928
ACH-000619,-0.578949728582
ACH-000620,-0.696631094326
ACH-000621,-0.435759620926
ACH-000622,-0.477183461777
ACH-000623,0.077960200503
ACH-000624,-0.252637638844
ACH-000627,-0.623434133701
ACH-000630,-0.7447124327339999
ACH-000632,-0.49444649601999996
ACH-000633,-0.3644627108199999
ACH-000637,-0.0662445439107
ACH-000638,-0.34853938060199996
ACH-000646,-0.632637376602
ACH-000647,-0.0162592652306
ACH-000648,-0.817770214753
ACH-000649,-0.673258049065
ACH-000651,-0.351503750445
ACH-000652,-0.603137051631
ACH-000653,-0.40787517202699997
ACH-000657,-0.17347431885200001
ACH-000658,-0.877188696764
ACH-000661,-0.779495887295
ACH-000662,-0.88349867106
ACH-000663,-0.555702444953
ACH-000665,-0.59440699532
ACH-000671,-0.48462846223800005
ACH-000673,-0.7445953187809999
ACH-000676,-0.654025708013
ACH-000677,0.0567385925901
ACH-000681,-1.0639162418600001
ACH-000682,-0.9119092190870001
ACH-000683,0.0475437128923
ACH-000684,-0.7493282402410001
ACH-000688,-1.00673681324
ACH-000693,-0.536442103794
ACH-000694,-0.687832427758
ACH-000695,0.0133654065934
ACH-000696,-0.388863323089
ACH-000697,-0.47806521882799996
ACH-000699,-0.583580136618
ACH-000701,-0.591557117504
ACH-000706,-0.712696245
ACH-000711,-0.710476730827
ACH-000713,-0.458972366631
ACH-000714,-0.356995139337
ACH-000718,-0.7445894305040001
ACH-000720,0.0307110084993
ACH-000721,-0.62908845058
ACH-000724,-0.119778031059
ACH-000725,-1.16795646928
ACH-000732,-0.226550170361
ACH-000734,-0.699918726226
ACH-000735,-0.80274727092
ACH-000736,-0.385317411161
ACH-000738,-0.00386271963317
ACH-000746,-0.9050697370559999
ACH-000747,-0.41973203783
ACH-000748,-0.10727678055199999
ACH-000753,-0.690159125775
ACH-000756,-0.7199498130149999
ACH-000757,-0.747080824894
ACH-000758,-0.650468273929
ACH-000760,-1.1884269728899999
ACH-000763,-0.0696380023103
ACH-000764,-1.30637500264
ACH-000765,-0.223902536846
ACH-000766,-0.584172028135
ACH-000767,0.0025833691152199996
ACH-000768,-0.674127308759
ACH-000769,-0.559080551848
ACH-000770,0.19239373191300002
ACH-000771,-0.43704410255099996
ACH-000773,-0.44234823311399996
ACH-000776,-0.500788584186
ACH-000777,-0.514131504526
ACH-000778,-0.782208286706
ACH-000781,-0.801026735191
ACH-000782,-0.6628782916629999
ACH-000783,-1.2907233915
ACH-000784,0.117710813064
ACH-000785,-1.08955699698
ACH-000787,-0.699289680052
ACH-000788,-0.7399018948370001
ACH-000791,-0.629485972864
ACH-000792,-0.693685398069
ACH-000794,-0.601442064347
ACH-000796,-0.725029032571
ACH-000799,-0.162158264948
ACH-000800,-0.781037930952
ACH-000802,-0.653191027536
ACH-000804,0.14095353497000002
ACH-000805,-0.45597487897600003
ACH-000809,-0.656912688782
ACH-000810,-0.5516829233470001
ACH-000811,-0.126085721453
ACH-000817,-0.567914244106
ACH-000819,-0.980447120685
ACH-000820,-1.0519302400700001
ACH-000821,-0.8655951088349999
ACH-000822,-0.286507470049
ACH-000823,-0.382355389594
ACH-000824,-0.48921376354199997
ACH-000827,-0.636377979995
ACH-000829,-0.6939624674250001
ACH-000831,-0.535155556319
ACH-000832,-0.600156430508
ACH-000833,-0.0331334400997
ACH-000834,-0.563297509626
ACH-000835,-0.689144947705
ACH-000836,-0.618458527164
ACH-000837,-0.559303440415
ACH-000838,-0.841600557377
ACH-000839,-0.084202503661
ACH-000840,-0.7175504133059999
ACH-000841,-0.8259726641230001
ACH-000843,-0.464505951189
ACH-000846,-0.858819790271
ACH-000847,-0.921183191795
ACH-000848,-0.42923012246799996
ACH-000849,-0.852503171828
ACH-000851,-0.90273166175
ACH-000855,-0.645555358788
ACH-000856,-0.273156343999
ACH-000858,-0.0358830052533
ACH-000859,-0.6269996299580001
ACH-000861,-0.70665629878
ACH-000862,-0.326063408459
ACH-000865,-0.433307891162
ACH-000866,0.0878341352432
ACH-000867,-0.9833886058679999
ACH-000869,-1.0452008209499999
ACH-000872,-0.394396204688
ACH-000873,0.0134373872236
ACH-000876,-0.255914628018
ACH-000878,-0.636779257956
ACH-000880,-0.733633210654
ACH-000881,-0.548531527897
ACH-000882,0.187471587447
ACH-000884,-0.459110076173
ACH-000885,-0.736724436355
ACH-000887,-0.772191788566
ACH-000888,-0.9563486057889999
ACH-000889,-0.644390430964
ACH-000890,-0.630652722466
ACH-000896,-0.805114013998
ACH-000898,-0.8367591438609999
ACH-000900,-0.7174506818790001
ACH-000901,-0.347789028085
ACH-000905,-0.7172058233399999
ACH-000906,-0.8309614461370001
ACH-000907,-0.0546088586184
ACH-000910,-0.515686169375
ACH-000911,-0.819463746544
ACH-000912,-0.634101020928
ACH-000913,-0.8959108411660001
ACH-000915,-0.7577561218089999
ACH-000916,-0.350733822944
ACH-000917,-0.9389315129200001
ACH-000921,-0.6938085563959999
ACH-000924,-0.667160625361
ACH-000926,-0.966136453875
ACH-000928,-0.5738333512839999
ACH-000929,-0.685955015087
ACH-000932,-0.691916100615
ACH-000935,-0.44132627700099997
ACH-000936,-0.009008117257709999
ACH-000937,0.24906388901299997
ACH-000938,-0.823139389038
ACH-000939,-0.29278175194
ACH-000941,-0.641979941095
ACH-000943,-0.5860387313009999
ACH-000946,-0.411000585583
ACH-000947,-0.5725010730510001
ACH-000948,-0.621335808553
ACH-000950,-0.149954004592
ACH-000953,-0.0303027121203
ACH-000957,-0.49676881145900004
ACH-000958,-0.290887323679
ACH-000960,-0.5872530409000001
ACH-000963,-0.503435774555
ACH-000968,-0.04956192994659999
ACH-000969,-0.569122276387
ACH-000973,-0.317670512433
ACH-000974,-0.53266498529
ACH-000975,-0.835633617682
ACH-000976,-0.654062468979
ACH-000978,-0.692982450282
ACH-000980,0.191500982641
ACH-000984,0.019642878367000002
ACH-000986,-0.710351095614
ACH-000988,-0.625375454022
ACH-000993,-0.473867218823
ACH-000994,-0.7607147379870001
ACH-000996,-0.33603045599299997
ACH-001001,-0.6959152203460001
ACH-001020,-0.9470377328730001
ACH-001028,-0.926983282518
ACH-001031,-0.780537632586
ACH-001038,0.109903749648
ACH-001048,-0.396939767514
ACH-001050,-0.337712836713
ACH-001053,-0.62845839952
ACH-001054,-0.38920813112499997
ACH-001061,-0.7540585695540001
ACH-001067,-0.721638092951
ACH-001075,-0.8701671896080001
ACH-001096,-0.0838127666527
ACH-001128,-0.9088744771170001
ACH-001134,-0.847203954268
ACH-001151,-0.740385939132
ACH-001163,-0.776462625443
ACH-001164,-0.385233117191
ACH-001173,-0.37681530971199995
ACH-001183,-0.902654397114
ACH-001184,-0.33364809311
ACH-001190,-0.227120159485
ACH-001192,-0.46523383549099995
ACH-001193,-0.9156465530069999
ACH-001196,0.0060587776852
ACH-001197,-0.485693528582
ACH-001205,-0.967422285359
ACH-001211,-0.706501884891
ACH-001212,0.0773130812845
ACH-001228,-0.316343474056
ACH-001232,-0.270297379012
ACH-001239,-0.918091236256
ACH-001274,-0.5655585447779999
ACH-001275,-0.485501281631
ACH-001277,-0.29675165089899996
ACH-001278,-0.646795601912
ACH-001280,-0.497520309933
ACH-001283,-0.124482950804
ACH-001289,-0.40350351527500006
ACH-001295,0.20962344159000001
ACH-001300,-0.019911089322500002
ACH-001301,-0.274442851627
ACH-001302,-0.205832181439
ACH-001303,-0.265928267895
ACH-001306,-0.32161111170400003
ACH-001318,-0.887996496196
ACH-001322,-0.881302205243
ACH-001328,-0.820389480696
ACH-001332,-0.45059114458899996
ACH-001333,-0.273419756316
ACH-001336,-0.6951972618950001
