,SDR39U1 (56948)
ACH-000004,-0.036127239736900005
ACH-000007,-0.46792695208000007
ACH-000009,-0.20939626975
ACH-000011,-0.23030201166099998
ACH-000012,-0.103475376521
ACH-000013,-0.0934479648732
ACH-000014,-0.192962221393
ACH-000015,-0.0635041861076
ACH-000017,-0.15849284435900002
ACH-000018,-0.250930124037
ACH-000019,-0.09669048642000001
ACH-000021,-0.0203995560521
ACH-000022,0.0528497479165
ACH-000025,-0.133077246395
ACH-000028,-0.08160690181260001
ACH-000030,-0.121892603707
ACH-000035,-0.051666113956
ACH-000036,-0.13698737772
ACH-000037,0.0206664815577
ACH-000039,-0.20096861868000002
ACH-000040,-0.1452737406
ACH-000041,-0.06903614751360002
ACH-000042,-0.124705938564
ACH-000045,-0.0026900957360999995
ACH-000047,-0.236170177788
ACH-000052,-0.26936020295
ACH-000053,-0.18987973914700002
ACH-000054,-0.197024772036
ACH-000055,-0.010805046547999998
ACH-000060,-0.360469310872
ACH-000067,-0.30745650516999995
ACH-000070,-0.141352497323
ACH-000075,-0.241158854523
ACH-000078,0.06485290377830001
ACH-000082,-0.152606705002
ACH-000085,-0.255593416079
ACH-000086,-0.10922930113500001
ACH-000087,-0.0105041884175
ACH-000092,-0.149204296716
ACH-000095,-0.33965268574600005
ACH-000097,-0.308542708497
ACH-000098,-0.0256049345037
ACH-000099,-0.090852715798
ACH-000108,-0.034993149178699993
ACH-000113,-0.0706462859381
ACH-000115,-0.20580341053100001
ACH-000116,-0.032647492663500005
ACH-000118,-0.233122262484
ACH-000120,-0.064495968157
ACH-000123,-0.039265154528
ACH-000127,-0.122708352401
ACH-000128,0.0302053659284
ACH-000132,-0.197868561854
ACH-000133,-0.261975636937
ACH-000137,-0.163626625094
ACH-000138,-0.0236254351612
ACH-000142,-0.104673875443
ACH-000143,-0.067851798819
ACH-000146,-0.1360649589
ACH-000148,-0.166210876907
ACH-000150,0.0786511058425
ACH-000152,-0.238973108979
ACH-000153,0.08552769315130002
ACH-000159,-0.28030982843400004
ACH-000160,-0.303900116581
ACH-000163,-0.257392588165
ACH-000167,-0.28891749782
ACH-000168,-0.153219329097
ACH-000169,0.021899765195299997
ACH-000178,-0.17405230959399998
ACH-000182,-0.0909344940779
ACH-000183,-0.09005853860200001
ACH-000188,-0.137756506338
ACH-000189,-0.238630947179
ACH-000190,-0.0716739252402
ACH-000198,-0.0652084123618
ACH-000204,0.159794116003
ACH-000206,0.08839726349339999
ACH-000207,0.04605170845380001
ACH-000211,-0.115921829577
ACH-000215,-0.151021631105
ACH-000221,-0.0830920162755
ACH-000222,0.269735580966
ACH-000223,-0.227671059401
ACH-000226,-0.18260258978799998
ACH-000227,-0.109187390898
ACH-000228,0.024365791427500002
ACH-000231,-0.122489900392
ACH-000232,-0.133310715424
ACH-000233,-0.127675577502
ACH-000234,-0.0289221529027
ACH-000235,-0.137491645599
ACH-000237,0.043939098799199994
ACH-000238,0.0164665898205
ACH-000243,-0.178882310608
ACH-000244,0.09610885740019999
ACH-000246,-0.232956564175
ACH-000248,-0.316450851817
ACH-000250,-0.210319204113
ACH-000251,0.44150365093000005
ACH-000253,0.0214824934842
ACH-000255,-0.0283008917598
ACH-000256,-0.122370878536
ACH-000257,0.0505112373756
ACH-000258,0.24544303364199999
ACH-000259,-0.05166733716569999
ACH-000260,-0.00785738164722
ACH-000261,-0.223883447027
ACH-000262,-0.041673545886
ACH-000263,-0.0614076734142
ACH-000264,-0.0711730573819
ACH-000265,-0.022859260400299997
ACH-000266,-0.0671794078523
ACH-000272,-0.23115687899300003
ACH-000273,0.007450451893
ACH-000274,-0.102608127403
ACH-000277,-0.0908989002796
ACH-000278,-0.19423114049600002
ACH-000279,-0.05725891166730001
ACH-000280,-0.055295724997699996
ACH-000281,0.0299985723888
ACH-000288,-0.18990388057
ACH-000291,-0.027218254568199998
ACH-000293,0.0959326146855
ACH-000294,0.18084934340999997
ACH-000295,-0.115023536395
ACH-000296,-0.0480763060559
ACH-000302,-0.08947503164130001
ACH-000304,-0.00198500771287
ACH-000307,-0.0155028340567
ACH-000308,-0.0861921645236
ACH-000310,0.00812629893867
ACH-000311,-0.00107495189181
ACH-000312,0.16474764831
ACH-000315,-0.126298936919
ACH-000316,0.0944628169603
ACH-000317,-0.363592906658
ACH-000318,-0.142372463948
ACH-000319,-0.0725375328181
ACH-000320,0.17347328794599998
ACH-000322,-0.27248172796500003
ACH-000323,-0.30522099888
ACH-000324,-0.22393873724399999
ACH-000329,0.00121660726965
ACH-000330,0.08274731745330001
