,MAFA (389692)
ACH-000004,0.388828713977
ACH-000007,-0.0298847968419
ACH-000009,-0.0136659289797
ACH-000011,-0.224101050623
ACH-000012,-0.100385040668
ACH-000013,0.0504021871698
ACH-000014,0.0785962618151
ACH-000015,0.118974605175
ACH-000017,0.00825292997069
ACH-000018,-0.0548894279251
ACH-000019,0.26433263885499997
ACH-000021,0.103745861441
ACH-000022,-0.0953110210702
ACH-000025,0.0779597953791
ACH-000028,0.0755734442859
ACH-000030,0.0498984587416
ACH-000035,-0.0101766409644
ACH-000036,-0.0307606454021
ACH-000037,-0.00589973992261
ACH-000039,-0.244385095705
ACH-000040,0.159652549519
ACH-000041,0.034253372129900005
ACH-000042,-0.07674082133360001
ACH-000045,0.0856733954899
ACH-000047,0.0529660898876
ACH-000052,0.0459221786025
ACH-000053,-0.0585590906214
ACH-000054,-0.0236508651474
ACH-000055,0.00523925372034
ACH-000060,-0.22977156862300002
ACH-000067,-0.0469657292858
ACH-000070,-0.025611537842900003
ACH-000075,-0.0354627921372
ACH-000078,0.0582310063619
ACH-000082,-0.0164085467659
ACH-000085,-0.162308413573
ACH-000086,0.0893965900279
ACH-000087,-0.0210412380306
ACH-000092,0.0260793252179
ACH-000095,-0.0586033112379
ACH-000097,-0.12028400752999999
ACH-000098,0.0261968109816
ACH-000099,0.0384379475264
ACH-000108,0.07293654467760001
ACH-000113,-0.027084701985299997
ACH-000115,-0.142063498943
ACH-000116,-0.0171322999586
ACH-000118,0.0369550019287
ACH-000120,-0.102332519053
ACH-000123,0.015188952542099999
ACH-000127,0.06255995686549999
ACH-000128,-0.11107492925000001
ACH-000132,0.0884763157503
ACH-000133,-0.0217639626249
ACH-000137,0.0730769309014
ACH-000138,-0.010971294864000001
ACH-000142,-0.00434749237031
ACH-000143,0.0247062094987
ACH-000146,0.04575637551969999
ACH-000148,-0.0334335068736
ACH-000150,-0.299865657819
ACH-000152,0.0792968793237
ACH-000153,-0.104014219927
ACH-000159,-0.12221175082699999
ACH-000160,0.10820597485200001
ACH-000163,-0.293136293241
ACH-000167,-0.11985151224099999
ACH-000168,0.168873486778
ACH-000169,-0.046910652166900005
ACH-000178,-0.0645021274449
ACH-000182,0.0199648824316
ACH-000183,0.09013729296160002
ACH-000188,0.020469464165
ACH-000189,-0.13219328334799998
ACH-000190,-0.09690792334869999
ACH-000198,0.0452009505566
ACH-000204,0.103404762092
ACH-000206,0.178869361917
ACH-000207,-0.13975161767000002
ACH-000211,-0.047524460960300004
ACH-000215,-0.0133932222966
ACH-000221,-0.0748402218557
ACH-000222,0.123235159833
ACH-000223,0.013622249583100002
ACH-000226,-0.0814823275712
ACH-000227,0.135256857616
ACH-000228,-0.022667182276499998
ACH-000231,-0.114842841275
ACH-000232,-0.0981426375066
ACH-000233,0.0117893040062
ACH-000234,-0.1420488808
ACH-000235,-0.095230190196
ACH-000237,0.09531746064539999
ACH-000238,0.10756812802999999
ACH-000243,0.11705715380899999
ACH-000244,0.253038016293
ACH-000246,-0.168767246624
ACH-000248,-0.129095633611
ACH-000250,-0.183800546701
ACH-000251,0.0659657805401
ACH-000253,-0.306621718145
ACH-000255,0.051739176918800006
ACH-000256,-0.26721344693599997
ACH-000257,-0.326199009441
ACH-000258,0.221457645271
ACH-000259,0.05039113949659999
ACH-000260,-0.12169665605900001
ACH-000261,-0.059219360082
ACH-000262,-0.0905567393373
