,EIF4G2 (1982)
ACH-000004,-1.25112237158
ACH-000007,-0.888002660151
ACH-000009,-0.916139962918
ACH-000011,-0.7346588443800001
ACH-000012,-0.99239121016
ACH-000013,-0.902466240718
ACH-000014,-1.18355861621
ACH-000015,-1.01842061654
ACH-000017,-1.3284919825100001
ACH-000018,-0.7271097496369999
ACH-000019,-0.6913930684720001
ACH-000021,-0.889384131163
ACH-000022,-0.857021369415
ACH-000025,-0.9657870718880001
ACH-000028,-0.748296009818
ACH-000030,-0.6792054179189999
ACH-000035,-1.0846884099
ACH-000036,-0.025005895334
ACH-000037,-1.37587655245
ACH-000039,-0.9807447453389999
ACH-000040,-0.181566121063
ACH-000041,-1.0114926183700002
ACH-000042,-0.457324751308
ACH-000045,-0.7904238393780001
ACH-000047,-1.01046194165
ACH-000052,-0.972878728442
ACH-000053,-0.775393106749
ACH-000054,-0.689498576419
ACH-000055,-1.0010994286700001
ACH-000060,-0.154249273287
ACH-000067,-0.8415778048100001
ACH-000070,-0.834177034833
ACH-000075,-0.712750887587
ACH-000078,-0.891913634118
ACH-000082,-1.1974766379700001
ACH-000085,-0.867855451682
ACH-000086,-0.48027367679899996
ACH-000087,-1.00147539091
ACH-000092,-0.7410440068170001
ACH-000095,-0.7981070280429999
ACH-000097,-0.985793540341
ACH-000098,-0.546331476796
ACH-000099,-1.38343495282
ACH-000108,-0.557815915885
ACH-000113,-0.6996403362549999
ACH-000115,-0.8878001908550001
ACH-000116,-1.26766052835
ACH-000118,-0.7022487355310001
ACH-000120,-1.1679853575499999
ACH-000123,-0.79179339653
ACH-000127,-0.688911249181
ACH-000128,-0.595928312354
ACH-000132,-1.1853761649099999
ACH-000133,-0.946901146809
ACH-000137,-0.927335575984
ACH-000138,-0.887453410491
ACH-000142,-0.952484052018
ACH-000143,-0.889111470361
ACH-000146,-0.695857379085
ACH-000148,-0.598259546123
ACH-000150,-0.49041013200800004
ACH-000152,-0.33754372517399994
ACH-000153,-0.8216014670980001
ACH-000159,-0.868190931209
ACH-000160,-0.730667817682
ACH-000163,0.0068174652635499995
ACH-000167,-0.917050853221
ACH-000168,-0.635282338465
ACH-000169,-1.11269454873
ACH-000178,-0.950582973399
ACH-000182,-0.516808714093
ACH-000183,-0.842704530454
ACH-000188,-0.759671789121
ACH-000189,-0.17387916652199997
ACH-000190,-1.0240843259299999
ACH-000198,-1.16553643918
ACH-000204,-0.7244503569349999
ACH-000206,-0.6888061994689999
ACH-000207,-1.23607865056
ACH-000211,-1.1376972579200002
ACH-000215,-0.825746776437
ACH-000221,-1.0972978252399999
ACH-000222,-0.45821664970799997
ACH-000223,-0.978155402297
ACH-000226,-0.715983567508
ACH-000227,-1.0368634912999999
ACH-000228,-0.35341349035499997
ACH-000231,-0.602261517969
ACH-000232,-0.565631899921
ACH-000233,-1.17660999971
ACH-000234,-1.0491163076299999
ACH-000235,-0.34803951801700006
ACH-000237,-0.504930173925
ACH-000238,-0.8546169493350001
ACH-000243,-0.9129397789370001
ACH-000244,-0.7534146419850001
ACH-000246,-0.832951667394
ACH-000248,-0.8629892143729999
ACH-000250,-0.52792821612
ACH-000251,-1.0557676393000002
ACH-000253,-0.8665183097229999
ACH-000255,-0.701250101655
ACH-000256,-1.26910628198
ACH-000257,-0.49034889359899997
ACH-000258,-0.887458721116
ACH-000259,-1.0681111732600002
ACH-000260,-1.23079846984
ACH-000261,-1.03546804399
ACH-000262,-0.797157752666
ACH-000263,-1.06896109435
ACH-000264,-1.11762139732
ACH-000265,-0.651654891641
ACH-000266,-0.787611327887
ACH-000272,-0.842522510505
ACH-000273,-1.22271655347
ACH-000274,-0.8991189238770001
ACH-000277,-1.0585442571500001
ACH-000278,-0.7414015444580001
ACH-000279,-0.9067166068539999
ACH-000280,-0.534505527165
ACH-000281,-0.699170636731
ACH-000288,-0.536887996514
ACH-000291,-1.17656147356
ACH-000293,-1.2129610693000001
ACH-000294,-0.9834129215649999
ACH-000295,-1.20592165272
ACH-000296,-0.930891637373
ACH-000302,-0.991331501567
ACH-000304,-1.1787188087
ACH-000307,-0.782998099461
ACH-000308,-1.1619411442899998
ACH-000310,-0.950520279297
ACH-000311,-0.8230850271860001
ACH-000312,-0.723116986428
ACH-000315,-0.77206231062
ACH-000316,-0.981263267722
ACH-000317,-0.855991240598
ACH-000318,-0.688642790113
ACH-000319,-0.469422233359
ACH-000320,-0.665519842947
ACH-000322,-0.642110451159
ACH-000323,-1.13727360964
ACH-000324,-1.17131149354
ACH-000329,-0.7649502257490001
ACH-000330,-1.18366811933
ACH-000331,-0.750736547597
ACH-000332,-0.5983457427709999
ACH-000334,-1.2031956963400001
ACH-000335,-0.8244872607100001
ACH-000336,-0.978119018822
ACH-000337,-0.7290475491339999
ACH-000339,-0.971368334593
ACH-000341,-0.514918024173
ACH-000348,-1.20883625894
ACH-000350,-0.611631747549
ACH-000352,-0.871873785767
ACH-000356,-0.705959767634
ACH-000361,-0.534884259138
ACH-000362,-1.3273461661100001
ACH-000363,-1.4279798757700002
ACH-000364,-0.9401674835680001
ACH-000365,-0.8656085162630001
ACH-000366,-0.6735211270229999
ACH-000368,-0.932867100433
ACH-000374,-1.2679250583
ACH-000375,-0.976435972955
ACH-000376,-0.9272082621200001
ACH-000381,-0.276485767052
ACH-000383,-0.967923102248
ACH-000387,-1.2520070588299999
ACH-000389,-0.856962912679
ACH-000390,-0.661501854624
ACH-000393,-1.49045089069
ACH-000395,-0.45957914939800004
ACH-000397,-0.787063981969
ACH-000401,-0.542290936327
ACH-000402,-0.720944088671
ACH-000403,-0.743101457977
ACH-000404,-0.757114697232
ACH-000406,-1.1604858214899998
ACH-000407,-1.2469828481799998
ACH-000408,-0.47973710721999996
ACH-000410,-0.931899026581
ACH-000411,-0.723952380677
ACH-000414,-0.872729072516
ACH-000415,-0.768169286523
ACH-000416,-1.06100699645
ACH-000420,-0.553325123502
ACH-000421,-0.944224050591
ACH-000424,-0.880223167503
ACH-000425,-1.2444958672700002
ACH-000426,-0.909742883488
ACH-000427,-1.1357008310299999
ACH-000433,-0.689736939615
ACH-000436,-0.9752405426109999
ACH-000444,-0.913637666179
ACH-000445,-0.948038113384
ACH-000448,-0.760527687245
ACH-000450,-0.814086001277
ACH-000452,-0.7138350737279999
ACH-000454,-0.5822631856139999
ACH-000458,-0.891381663715
ACH-000459,-0.886620683373
ACH-000460,-0.8390706860160001
ACH-000461,-0.721040578952
ACH-000463,-0.959733048263
ACH-000464,0.05239369649450001
ACH-000466,-0.503251982449
ACH-000467,-0.870739588056
ACH-000468,-0.81446653275
ACH-000469,-1.07358667404
ACH-000470,-1.38464118062
ACH-000471,-0.9827208097399999
ACH-000472,-0.890678147508
ACH-000473,-0.979934967327
ACH-000475,-0.8140092568709999
ACH-000476,-1.25324979593
ACH-000477,-0.817575894669
ACH-000480,-1.04249484648
ACH-000481,-0.563340297306
ACH-000483,-0.986045491663
ACH-000484,-0.880057640152
ACH-000485,-1.12097115296
ACH-000486,-0.9348812983660001
ACH-000487,-1.1412468957200002
ACH-000488,-0.583695198865
ACH-000490,-0.5459287952530001
ACH-000491,-0.994545582929
ACH-000495,-0.895031920204
ACH-000496,-1.05286103068
ACH-000499,-0.783764754602
ACH-000500,-0.669496979279
ACH-000502,-0.818067167932
ACH-000503,-0.6581355575119999
ACH-000505,-0.812865044882
ACH-000507,-0.7539379384780001
ACH-000510,-0.749417229528
ACH-000511,-0.72448893858
ACH-000512,-0.48834511258599994
ACH-000516,-0.6709363700909999
ACH-000517,-0.704947068969
ACH-000518,-0.526089858759
ACH-000520,-0.8869617462620001
ACH-000521,-0.734896879559
ACH-000522,-0.835976455068
ACH-000524,-0.696077509102
ACH-000527,-0.855813460672
ACH-000528,-0.6580787628970001
ACH-000537,-1.13414212961
ACH-000541,-0.775921087701
ACH-000542,-0.9221139566709999
ACH-000544,-1.10377471699
ACH-000545,-0.952686492079
ACH-000547,-0.945863524515
ACH-000548,-0.60466979461
ACH-000549,-0.668227070982
ACH-000550,-0.976426003038
ACH-000552,-0.812890174885
ACH-000556,-0.593104466664
ACH-000557,-1.17239290534
ACH-000570,-0.8148028660250001
ACH-000571,-1.46702512728
ACH-000573,-1.0320576133200001
ACH-000576,-0.967041586354
ACH-000580,-1.17067657942
ACH-000584,-0.7772520396879999
ACH-000585,-0.847055361098
ACH-000588,-1.0403978482
ACH-000589,-1.0635228622600001
ACH-000591,-0.259555022024
ACH-000593,-1.24710743037
ACH-000600,-1.4256956249700001
ACH-000601,-0.867740262331
ACH-000604,-0.6906749844050001
ACH-000605,-0.575884833225
ACH-000606,-1.00177132281
ACH-000608,-0.652406461037
ACH-000614,-0.83242656462
ACH-000616,-0.79898499433
ACH-000618,-0.42972686676399996
ACH-000619,-0.773330612065
ACH-000620,-1.10753321418
ACH-000621,-0.800074723313
ACH-000622,-0.9798593798880001
ACH-000623,-0.38378032909599996
ACH-000624,-1.07405517286
ACH-000627,-0.601247596031
ACH-000630,-0.7363002923950001
ACH-000632,-0.534490247989
ACH-000633,-1.39283169321
ACH-000637,-0.759162003157
ACH-000638,-0.7922731691830001
ACH-000646,-0.8095027741799999
ACH-000647,-1.32929900823
ACH-000648,-0.928800912959
ACH-000649,-0.999193743878
ACH-000651,-0.7772709962800001
ACH-000652,-0.9273271153489999
ACH-000653,-0.571372738997
ACH-000657,-0.8878824928650001
ACH-000658,-1.13980018629
ACH-000661,-0.86597243049
ACH-000662,-0.35586903355899996
ACH-000663,-0.8480195433390001
ACH-000665,-0.845314276373
ACH-000671,-1.11701349701
ACH-000673,-0.6929203188959999
ACH-000676,-0.627342372906
ACH-000677,-1.08579986047
ACH-000681,-0.9086237800299999
ACH-000682,-0.523733322914
ACH-000683,-0.864614785065
ACH-000684,-0.862535378318
ACH-000688,-0.907642893113
ACH-000693,-0.793716741702
ACH-000694,-0.746286081696
ACH-000695,-0.554514254476
ACH-000696,-0.923461222472
ACH-000697,-1.16212353699
ACH-000699,-1.10066790834
ACH-000701,-0.581866804561
ACH-000706,-0.9497392429449999
ACH-000711,-0.792398889642
ACH-000713,-0.956013560231
ACH-000714,-0.7653327127940001
ACH-000718,-0.860185887896
ACH-000720,-0.890315400659
ACH-000721,-0.8687385233660001
ACH-000724,-0.6530839025090001
ACH-000725,-1.0313512127200002
ACH-000732,-0.6668982081570001
ACH-000734,-1.08598074376
ACH-000735,-0.37082053932899994
ACH-000736,-0.788122627406
ACH-000738,-0.894290810863
ACH-000746,-0.8017957598469999
ACH-000747,-0.975195347686
ACH-000748,-0.74689386067
ACH-000753,-1.00208202067
ACH-000756,-0.214380558588
ACH-000757,-0.921076357945
ACH-000758,-0.866494254508
ACH-000760,-0.894233599266
ACH-000763,-0.538777552988
ACH-000764,-0.7208874390440001
ACH-000765,-0.896930039622
ACH-000766,-1.32733239192
ACH-000767,-1.20452986979
ACH-000768,-0.704292822439
ACH-000769,-0.7247065071500001
ACH-000770,-0.8557557137080001
ACH-000771,-0.719479322232
ACH-000773,-0.7876961106460001
