,MSRA (4482)
ACH-000004,0.137978923019
ACH-000007,0.167307817336
ACH-000009,0.332795388215
ACH-000011,0.021882751987400004
ACH-000012,0.19767191259300002
ACH-000013,0.16250468696599998
ACH-000014,0.14471384517799998
ACH-000015,0.252533052327
ACH-000017,0.07103286686850001
ACH-000018,0.238153436784
ACH-000019,0.508261819667
ACH-000021,0.20482499483600003
ACH-000022,0.0487744753775
ACH-000025,0.115551361569
ACH-000028,0.14636352391
ACH-000030,0.21730179593199997
ACH-000035,0.0351099334837
ACH-000036,0.27894260063799997
ACH-000037,0.232286879637
ACH-000039,0.181648068277
ACH-000040,0.202319264082
ACH-000041,0.0926351603544
ACH-000042,0.150338738059
ACH-000045,0.225794530128
ACH-000047,0.16263318990800002
ACH-000052,0.31308768609
ACH-000053,0.15942212162
ACH-000054,0.139528555239
ACH-000055,0.270129829192
ACH-000060,-0.019172876233400003
ACH-000067,0.237561288867
ACH-000070,0.230932295977
ACH-000075,0.08068670191380001
ACH-000078,0.152830876396
ACH-000082,0.12002059501599999
ACH-000085,0.219435683341
ACH-000086,0.258903848604
ACH-000087,0.42108409499899996
ACH-000092,0.119650651541
ACH-000095,0.243728922107
ACH-000097,-0.017633486993599998
ACH-000098,0.22450362838000004
ACH-000099,0.17012513091499998
ACH-000108,0.208893691352
ACH-000113,0.151399866857
ACH-000115,0.234349825459
ACH-000116,0.097700780264
ACH-000118,0.139116826543
ACH-000120,0.156245631802
ACH-000123,0.20102734498599997
ACH-000127,0.140255723575
ACH-000128,0.12314723891200001
ACH-000132,0.24486219388900002
ACH-000133,0.0103537126824
ACH-000137,0.10855369495100001
ACH-000138,0.126120040154
ACH-000142,0.113587179364
ACH-000143,0.05055354629890001
ACH-000146,0.145520960659
ACH-000148,0.199052143308
ACH-000150,0.114236996154
ACH-000152,0.174071385036
ACH-000153,0.306273568303
ACH-000159,-0.00046526721983999994
ACH-000160,0.181884430345
ACH-000163,-0.00225777050617
ACH-000167,-0.0055776951342
ACH-000168,0.117149896884
ACH-000169,0.240959860515
ACH-000178,0.027610435495199998
ACH-000182,0.285337901562
ACH-000183,0.016200054849
ACH-000188,0.101069505029
ACH-000189,0.295468992207
ACH-000190,0.439918627858
ACH-000198,0.158510663797
ACH-000204,-0.0467672000936
ACH-000206,0.152131816991
ACH-000207,0.158062740023
ACH-000211,0.08205212896399999
ACH-000215,0.18717404292
ACH-000221,0.0489784258533
ACH-000222,0.36999691608
ACH-000223,0.18417356064399998
ACH-000226,0.22719349924499999
ACH-000227,0.172839161037
ACH-000228,0.229788447782
ACH-000231,0.06275847983590001
ACH-000232,0.09088509041760001
ACH-000233,0.25781847703099997
ACH-000234,-0.0430143131195
ACH-000235,0.210944670244
ACH-000237,0.255705484601
ACH-000238,0.129971595317
ACH-000243,0.20288434916099998
ACH-000244,-0.141818774417
ACH-000246,0.121803032206
ACH-000248,-0.0074303521896700005
ACH-000250,0.0850678891125
ACH-000251,0.175970092425
ACH-000253,0.22253169815499999
ACH-000255,0.29921036203400003
ACH-000256,0.22987463797200003
ACH-000257,0.052955543179199996
ACH-000258,-0.100189238707
ACH-000259,0.16060329816299998
ACH-000260,0.159128406857
ACH-000261,0.137201575022
ACH-000262,0.357189840489
ACH-000263,0.396171810608
