,PHGR1 (644844)
ACH-000004,-0.26650423482200003
ACH-000007,-0.18286354028700003
ACH-000009,-0.133507913071
ACH-000011,-0.16212751277
ACH-000012,-0.12117241204700001
ACH-000013,-0.146798593679
ACH-000014,-0.265533725959
ACH-000015,-0.233032435225
ACH-000017,-0.017582241190900003
ACH-000018,-0.169199173184
ACH-000019,-0.316826513933
ACH-000021,-0.06424539916159999
ACH-000022,-0.108801712358
ACH-000025,-0.09492564180339999
ACH-000028,0.144993105253
ACH-000030,-0.0975224137456
ACH-000035,-0.160045989372
ACH-000036,-0.0999269936289
ACH-000037,-0.14895128376800001
ACH-000039,0.0635795375528
ACH-000040,-0.044175980585
ACH-000041,0.0394303893545
ACH-000042,-0.0471099403138
ACH-000045,-0.07633527165519999
ACH-000047,-0.23308478100699997
ACH-000052,-0.0701994058506
ACH-000053,-0.0715814047291
ACH-000054,-0.165071211836
ACH-000055,-0.29076364483
ACH-000060,-0.121137342698
ACH-000067,-0.20237247042
ACH-000070,-0.15800436097999998
ACH-000075,0.044909418997999995
ACH-000078,-0.234637252962
ACH-000082,-0.242031474074
ACH-000085,-0.169006180284
ACH-000086,-0.019716264013599997
ACH-000087,-0.218006985583
ACH-000092,-0.190274287627
ACH-000095,-0.123537349701
ACH-000097,-0.18759572760200002
ACH-000098,0.034208904219
ACH-000099,-0.171444697408
ACH-000108,0.08773312764550001
ACH-000113,-0.14159213455
ACH-000115,-0.033656684071599996
ACH-000116,-0.216657217549
ACH-000118,0.00853927692643
ACH-000120,-0.151690234948
ACH-000123,0.0567856851106
ACH-000127,-0.109066369158
ACH-000128,-0.311277912639
ACH-000132,-0.315462160837
ACH-000133,-0.154534318392
ACH-000137,-0.412444207016
ACH-000138,0.0033764163301
ACH-000142,-0.215930273325
ACH-000143,-0.20712861080800002
ACH-000146,-0.045656520033400004
ACH-000148,-0.0748095934981
ACH-000150,0.09953753371580001
ACH-000152,-0.09961617146910001
ACH-000153,-0.243629772398
ACH-000159,-0.0434875572948
ACH-000160,-0.413536438178
ACH-000163,-0.010911128032500002
ACH-000167,-0.210323337163
ACH-000168,-0.268460961009
ACH-000169,-0.265984098851
ACH-000178,-0.00738314828182
ACH-000182,-0.00191512185131
ACH-000183,-0.09048023191710002
ACH-000188,-0.247660427852
ACH-000189,-0.131750938509
ACH-000190,-0.15166940720799998
ACH-000198,-0.0742420036468
ACH-000204,-0.263849731571
ACH-000206,-0.11968684052300001
ACH-000207,-0.238821776598
ACH-000211,-0.187720551425
ACH-000215,-0.19886311417
ACH-000221,-0.144901484096
ACH-000222,0.0007790834187170001
ACH-000223,-0.11121171798599999
ACH-000226,-0.340963053717
ACH-000227,-0.031525740296299995
ACH-000228,0.0649393503689
ACH-000231,-0.286334602463
ACH-000232,-0.004550468190720001
ACH-000233,-0.17853942082899998
ACH-000234,0.016750180912
ACH-000235,-0.123572755571
ACH-000237,-0.136444484347
ACH-000238,-0.083823320726
ACH-000243,-0.0644122067724
ACH-000244,-0.407937931953
ACH-000246,-0.11887354631100001
ACH-000248,-0.0556270604787
ACH-000250,-0.05741329875369999
ACH-000251,-0.19783093205
ACH-000253,-0.251885584324
ACH-000255,-0.29349924166200003
ACH-000256,-0.182282619917
ACH-000257,-0.12318891562100001
ACH-000258,-0.021439131123799998
ACH-000259,-0.132096730756
ACH-000260,-0.158993735349
ACH-000261,-0.185249168273
ACH-000262,-0.206076494064
ACH-000263,-0.141341255941
ACH-000264,-0.197711228711
ACH-000265,-0.22388878600099998
ACH-000266,-0.131104032244
ACH-000272,-0.21421543911
ACH-000273,-0.036550105322599995
ACH-000274,-0.320189409602
ACH-000277,0.0847843303804
ACH-000278,-0.15030918112
ACH-000279,-0.054727497467300004
ACH-000280,-0.10929767679000002
ACH-000281,-0.010764662321299998
ACH-000288,-0.11633676846799999
ACH-000291,-0.0522150888085
ACH-000293,-0.05203076968669999
ACH-000294,-0.10344301632099999
ACH-000295,-0.247500808649
ACH-000296,-0.219875938495
ACH-000302,-0.102151069431
ACH-000304,-0.418642327029
ACH-000307,-0.04709016036730001
ACH-000308,-0.10157980019200001
ACH-000310,-0.139670661494
ACH-000311,-0.157407248042
ACH-000312,-0.10648024627599999
ACH-000315,-0.0286178841475
ACH-000316,0.00432709308998
ACH-000317,-0.00241116755911
ACH-000318,-0.155478869887
ACH-000319,-0.170861319165
ACH-000320,-0.0448905343988
ACH-000322,-0.111513181621
ACH-000323,-0.08139206537310001
ACH-000324,-0.06728449509409999
ACH-000329,-0.246042964276
ACH-000330,-0.10868117002599999
ACH-000331,-0.302015667754
ACH-000332,-0.156928443773
ACH-000334,0.07858402283850001
ACH-000335,-0.274086367943
ACH-000336,-0.11859662000999999
ACH-000337,0.0396749271145
ACH-000339,-0.07403604876849999
ACH-000341,-0.00721363770122
ACH-000348,-0.26405571439
ACH-000350,-0.28631181402899997
ACH-000352,-0.212436787386
ACH-000356,-0.07162327697780001
ACH-000361,-0.21829313324000002
ACH-000362,0.101981763377
ACH-000363,-0.21422920904599999
ACH-000364,-0.432149533279
ACH-000365,-0.039849884101199995
ACH-000366,-0.0549161725464
ACH-000368,-0.0662446377471
ACH-000374,-0.0389916486656
ACH-000375,-0.251066314536
ACH-000376,-0.325168135467
ACH-000381,-0.14163004853299999
ACH-000383,-0.15441828068299998
ACH-000387,-0.114492776023
ACH-000389,0.0768796923725
ACH-000390,-0.178371241771
ACH-000393,-0.263283654323
ACH-000395,0.0261390298617
ACH-000397,-0.111875443398
ACH-000401,0.164898874103
ACH-000402,0.0329209711072
ACH-000403,-0.235629184799
ACH-000404,-0.179852474494
ACH-000406,-0.0369774836939
ACH-000407,-0.198348313266
ACH-000408,-0.254148819669
ACH-000410,-0.23963070485100002
ACH-000411,-0.052578654481
ACH-000414,-0.077059041404
ACH-000415,-0.0691608279731
ACH-000416,-0.100711856233
ACH-000420,-0.266352497736
ACH-000421,-0.16263181844799998
ACH-000424,-0.408018478356
ACH-000425,-0.031785308306700004
ACH-000426,-0.358857527879
ACH-000427,-0.2845314162
ACH-000433,-0.004596110791899999
ACH-000436,-0.35860605923699995
ACH-000444,-0.217758874927
ACH-000445,-0.347642676519
ACH-000448,-0.097391288166
ACH-000450,-0.109878187653
ACH-000452,-0.25223687772799996
ACH-000454,-0.260744843605
ACH-000458,-0.18427271700599998
ACH-000459,-0.0945399430635
ACH-000460,-0.249848564608
ACH-000461,-0.10934995137
ACH-000463,-0.0406434762219
ACH-000464,-0.506883775261
ACH-000466,0.0101175921089
ACH-000467,0.0639720304934
ACH-000468,-0.138270712932
ACH-000469,-0.0213974345665
ACH-000470,-0.25944713097100003
ACH-000471,-0.145295809635
ACH-000472,-0.24234790170499998
ACH-000473,-0.23803606603
ACH-000475,-0.08432443945080001
ACH-000476,-0.25291755561
ACH-000477,-0.143911806736
ACH-000480,-0.0432180414905
ACH-000481,-0.383398033887
ACH-000483,-0.17195190562600002
ACH-000484,-0.179588626246
ACH-000485,-0.0407853211063
ACH-000486,-0.0658085797192
ACH-000487,-0.0885341756687
ACH-000488,-0.30901087952
ACH-000490,0.026447986929099998
ACH-000491,-0.29139670969799997
ACH-000495,-0.119737806948
ACH-000496,-0.21669069032299998
ACH-000499,-0.0637248774486
ACH-000500,-0.524508561457
ACH-000502,0.0470410159332
ACH-000503,-0.506061198365
ACH-000505,-0.10523589930600001
ACH-000507,-0.174721234339
ACH-000510,-0.0342398980063
ACH-000511,-0.00531807421222
ACH-000512,-0.057351932310499995
ACH-000516,-0.029479863965699998
ACH-000517,-0.28662793814
ACH-000518,-0.0966022162832
ACH-000520,-0.316519813942
ACH-000521,-0.12174812402999999
ACH-000522,-0.22710034456300002
ACH-000524,-0.0674580340609
ACH-000527,-0.107866343441
ACH-000528,-0.121015965402
ACH-000537,-0.112281052092
ACH-000541,-0.0678502717242
ACH-000542,-0.0429632298718
ACH-000544,-0.18163047353
ACH-000545,0.11040686094100001
ACH-000547,-0.245235428939
ACH-000548,-0.118938418286
ACH-000549,-0.0794884526605
ACH-000550,-0.334533756875
