,PKDCC (91461)
ACH-000004,0.10219708445900001
ACH-000007,0.281999193113
ACH-000009,-0.052486391027699995
ACH-000011,-0.041985578202300006
ACH-000012,0.13756933251700001
ACH-000013,-0.023070040797900003
ACH-000014,-0.15196895451
ACH-000015,0.19656818842300003
ACH-000017,0.0376516981104
ACH-000018,0.17118063084899998
ACH-000019,-0.0313423526945
ACH-000021,0.006286170417310001
ACH-000022,-0.206424749668
ACH-000025,0.0260462127281
ACH-000028,0.00920402977121
ACH-000030,-0.159575490509
ACH-000035,-0.163555183957
ACH-000036,-0.054675740851
ACH-000037,-0.08596039892349999
ACH-000039,0.0830194449049
ACH-000040,-0.033107447426200004
ACH-000041,-0.11911117619200001
ACH-000042,-0.05933141537719999
ACH-000045,-0.145284603418
ACH-000047,0.00235308152855
ACH-000052,-0.161380231719
ACH-000053,0.0441569832636
ACH-000054,-0.023854650402099997
ACH-000055,0.103877409517
ACH-000060,-0.14848908134400002
ACH-000067,0.07492630036220001
ACH-000070,-0.0618582876583
ACH-000075,-0.0926775546448
ACH-000078,-0.0511021935145
ACH-000082,-0.005425695047740001
ACH-000085,-0.191479445935
ACH-000086,-0.0181989217525
ACH-000087,0.125106617166
ACH-000092,-0.0036212969272
ACH-000095,-0.0270223395448
ACH-000097,-0.149875340697
ACH-000098,0.0422628783166
ACH-000099,0.0408735856555
ACH-000108,0.157828658462
ACH-000113,-0.0382295143915
ACH-000115,-0.243175385019
ACH-000116,-0.09485943066619999
ACH-000118,0.0541511657417
ACH-000120,-0.06811164910069999
ACH-000123,-0.07689885949589999
ACH-000127,0.0200299351893
ACH-000128,-0.20332175518399997
ACH-000132,-0.21992688118700002
ACH-000133,0.064232424623
ACH-000137,0.201418488923
ACH-000138,-0.161057368655
ACH-000142,-0.181627412155
ACH-000143,-0.009237946264729999
ACH-000146,-0.08066123469860001
ACH-000148,0.118011394476
ACH-000150,-0.08293473554030001
ACH-000152,-0.0009933496819600001
ACH-000153,-0.09908995595660001
ACH-000159,-0.0174575807715
ACH-000160,0.0722777008072
ACH-000163,0.242871324145
ACH-000167,0.99717633412
ACH-000168,0.008698835454
ACH-000169,-0.045657685735
ACH-000178,-0.285189164604
ACH-000182,0.0203174381916
ACH-000183,-0.161443119857
ACH-000188,-0.07277527529189999
ACH-000189,0.133581264568
ACH-000190,-0.0483111054502
ACH-000198,-0.0458480745698
ACH-000204,0.0059059329284
ACH-000206,0.13742190412
ACH-000207,0.138067774596
ACH-000211,0.20728418310199997
ACH-000215,-0.000751228627537
ACH-000221,0.145290515207
ACH-000222,-0.0728351380605
ACH-000223,0.061530130061
ACH-000226,-0.10340309846899999
ACH-000227,-0.10350883092
ACH-000228,0.129945649096
ACH-000231,-0.12291684454099999
ACH-000232,-0.0745872938596
ACH-000233,-0.0321318276109
ACH-000234,-0.0447151492715
ACH-000235,-0.0120856004357
ACH-000237,-0.07601152345110002
ACH-000238,-0.0201007993509
ACH-000243,-0.0318199255564
ACH-000244,-0.00437593579496
ACH-000246,0.024555484723200002
ACH-000248,0.172369795206
ACH-000250,-0.0094918620212
ACH-000251,0.0238774014959
ACH-000253,0.0228140290155
ACH-000255,0.12746663930500002
ACH-000256,-0.12738447588
ACH-000257,0.37919434980300004
ACH-000258,-0.118419547781
ACH-000259,-0.08513591418860002
ACH-000260,-0.149883490667
ACH-000261,-0.000195917178586
ACH-000262,-0.126226667332
ACH-000263,-0.0173084933317
ACH-000264,0.011647498503
ACH-000265,-0.080361994826
ACH-000266,-0.011155277505700001
ACH-000272,-0.0653297535242
ACH-000273,-0.0160893534702
ACH-000274,0.0182424905678
ACH-000277,-0.149237339906
ACH-000278,0.0980448640323
ACH-000279,0.0815154067044
ACH-000280,0.013402466144299999
ACH-000281,-0.452983286795
ACH-000288,-0.07235428258769999
ACH-000291,-0.12108465128799999
ACH-000293,-0.09323008283220001
ACH-000294,-0.0932379625602
