,TBK1 (29110)
ACH-000004,-0.057408983657
ACH-000007,0.335258944339
ACH-000009,0.0672131129508
ACH-000011,0.168052928629
ACH-000012,-0.206484612879
ACH-000013,0.15988415464199998
ACH-000014,0.049172895439400004
ACH-000015,0.0146927935008
ACH-000017,0.0291355988045
ACH-000018,0.152449253751
ACH-000019,0.0942359195282
ACH-000021,-0.005199796157609999
ACH-000022,0.071357327183
ACH-000025,0.0839677286179
ACH-000028,-0.176035363754
ACH-000030,0.0515740307993
ACH-000035,0.146301488918
ACH-000036,0.056090358733
ACH-000037,0.0779933288527
ACH-000039,0.0788330280062
ACH-000040,0.20199787923
ACH-000041,0.07800274576619999
ACH-000042,0.241771864558
ACH-000045,0.00667107224982
ACH-000047,0.12917657632500001
ACH-000052,0.0425475308186
ACH-000053,-0.0473288464668
ACH-000054,0.174033423367
ACH-000055,-0.017071986647
ACH-000060,0.38292961152800004
ACH-000067,0.0188547879465
ACH-000070,-0.0657914379808
ACH-000075,0.169432271522
ACH-000078,0.183766582754
ACH-000082,0.213820555724
ACH-000085,0.28211052494399996
ACH-000086,-0.0695824229693
ACH-000087,0.273121003602
ACH-000092,0.19221204799400002
ACH-000095,0.122966229063
ACH-000097,0.00861382205699
ACH-000098,0.0937694602767
ACH-000099,0.0528777154758
ACH-000108,0.2969122443
ACH-000113,0.0716062163037
ACH-000115,0.16376064552
ACH-000116,0.07926505666410001
ACH-000118,0.04763098749940001
ACH-000120,0.0840181376439
ACH-000123,0.0562571796741
ACH-000127,0.432285386347
ACH-000128,0.168723474234
ACH-000132,0.201548429733
ACH-000133,0.280085644307
ACH-000137,0.0511481268343
ACH-000138,0.0527096716119
ACH-000142,0.130278597127
ACH-000143,0.470674912759
ACH-000146,0.11457920953800001
ACH-000148,0.10408951039799999
ACH-000150,0.105399624116
ACH-000152,-0.037679645085999997
ACH-000153,-0.125209793187
ACH-000159,0.110453880804
ACH-000160,-0.0387768731849
ACH-000163,-0.0051780694075
ACH-000167,0.144450549893
ACH-000168,0.00059010244778
ACH-000169,0.7329999400689999
ACH-000178,0.344631384573
ACH-000182,0.09552786307460001
ACH-000183,0.125292905953
ACH-000188,0.280697614566
ACH-000189,-0.120960018937
ACH-000190,0.028160682087500003
ACH-000198,0.0614724847386
ACH-000204,0.027350618398700004
