,MT1X (4501)
ACH-000004,-0.335533160386
ACH-000007,-0.193007632432
ACH-000009,-0.058909419640100005
ACH-000011,-0.213898732288
ACH-000012,-0.226669199544
ACH-000013,-0.27893023850000004
ACH-000014,-0.0452741788569
ACH-000015,-0.127349085172
ACH-000017,-0.225241608286
ACH-000018,0.0123256325036
ACH-000019,-0.32086523549699997
ACH-000021,-0.175777866075
ACH-000022,0.022051594495900002
ACH-000025,-0.21979752970400002
ACH-000028,-0.0426621902112
ACH-000030,-0.18771144204100002
ACH-000035,-0.243141526898
ACH-000036,-0.182754339504
ACH-000037,-0.174876045213
ACH-000039,-0.276871299154
ACH-000040,-0.117108930443
ACH-000041,-0.307438704333
ACH-000042,-0.23304322932100002
ACH-000045,-0.144608153967
ACH-000047,-0.303250517236
ACH-000052,-0.08558548519639998
ACH-000053,-0.188565303642
ACH-000054,-0.256114948362
ACH-000055,-0.07604518699789999
ACH-000060,-0.381226068082
ACH-000067,-0.34735595154200005
ACH-000070,-0.08694413153540001
ACH-000075,-0.258774610916
ACH-000078,-0.111067152269
ACH-000082,-0.428703920964
ACH-000085,-0.100258324396
ACH-000086,-0.150860591799
ACH-000087,-0.23859020630600003
ACH-000092,-0.35772182616400006
ACH-000095,-0.369083745242
ACH-000097,-0.197276071149
ACH-000098,-0.327935226247
ACH-000099,-0.134828444541
ACH-000108,-0.14605278183
ACH-000113,-0.140283739819
ACH-000115,-0.17585586462299999
ACH-000116,-0.20636465143599997
ACH-000118,-0.130513052375
ACH-000120,-0.188927825434
ACH-000123,-0.057004838436500005
ACH-000127,-0.190041973132
ACH-000128,-0.291618889075
ACH-000132,-0.315807620613
ACH-000133,-0.276365157376
ACH-000137,-0.276821350184
ACH-000138,-0.125081092924
ACH-000142,-0.172723314496
ACH-000143,-0.265904311769
ACH-000146,-0.235613996921
ACH-000148,-0.242661879335
ACH-000150,-0.423732199915
ACH-000152,-0.32459495699900004
ACH-000153,-0.137288170968
ACH-000159,-0.227558353527
ACH-000160,-0.0819064217106
ACH-000163,-0.17952211962099998
ACH-000167,-0.30128319263799996
ACH-000168,-0.180832862694
ACH-000169,-0.32340847049800003
ACH-000178,-0.22488904796700002
ACH-000182,-0.253340553396
ACH-000183,0.006417029055709999
ACH-000188,-0.306204723847
ACH-000189,-0.333297278109
ACH-000190,-0.28575159923099996
ACH-000198,-0.115914645047
ACH-000204,-0.676575358609
ACH-000206,-0.196335226072
ACH-000207,0.0141258749269
ACH-000211,-0.258340616455
ACH-000215,-0.297008450736
ACH-000221,-0.0201270805598
ACH-000222,-0.111880486404
ACH-000223,-0.30879612109
ACH-000226,-0.333383196456
ACH-000227,-0.18864713461399998
ACH-000228,-0.22381899306400002
ACH-000231,-0.241832754425
ACH-000232,-0.205238006508
ACH-000233,-0.232893576614
ACH-000234,-0.0534190623087
ACH-000235,-0.289695974258
ACH-000237,-0.401361647535
ACH-000238,-0.172301869104
ACH-000243,-0.18607174906100002
ACH-000244,-0.239371647257
ACH-000246,-0.0748901685582
ACH-000248,-0.143652608607
ACH-000250,-0.269556572379
ACH-000251,-0.225433846506
ACH-000253,-0.13460584753
ACH-000255,-0.19243014454500001
ACH-000256,-0.34737466349299995
ACH-000257,-0.130394239766
ACH-000258,-0.387934563578
ACH-000259,-0.09844426162969999
ACH-000260,-0.2214631314
ACH-000261,-0.213374766542
ACH-000262,-0.170629741161
ACH-000263,0.157591192558
ACH-000264,-0.180371042892
ACH-000265,-0.142398686613
ACH-000266,-0.37155532205499997
ACH-000272,-0.184380491517
ACH-000273,-0.19526661317299998
ACH-000274,-0.21118006584000001
ACH-000277,-0.2382724406
ACH-000278,-0.251793600007
ACH-000279,-0.201998963659
ACH-000280,-0.06401890120090001
ACH-000281,-0.201311349655
ACH-000288,-0.285698293043
ACH-000291,-0.211096120583
ACH-000293,-0.22323570645799998
ACH-000294,-0.036144644663699994
ACH-000295,-0.238874627733
ACH-000296,-0.0701433015772
ACH-000302,-0.179594051616
ACH-000304,-0.13057241512
ACH-000307,-0.159628999435
ACH-000308,-0.277485014347
ACH-000310,-0.166965294131
ACH-000311,-0.137574795543
ACH-000312,-0.261372239149
ACH-000315,-0.221880595836
ACH-000316,-0.381155976471
ACH-000317,-0.0725864310331
ACH-000318,-0.153258886885
ACH-000319,-0.139535743824
ACH-000320,-0.186918011138
ACH-000322,-0.412204016721
ACH-000323,-0.12139862864600001
ACH-000324,-0.12430971855999999
ACH-000329,-0.317009348561
ACH-000330,-0.185536490196
ACH-000331,-0.41496296602399996
ACH-000332,-0.263586948198
ACH-000334,-0.474458822409
ACH-000335,-0.224672779421
ACH-000336,0.0770484888501
ACH-000337,-0.354329516699
ACH-000339,-0.22522674879500001
ACH-000341,-0.269147912795
ACH-000348,-0.161242817271
ACH-000350,-0.026593592941200003
ACH-000352,-0.16920192748500001
ACH-000356,-0.25293207187
ACH-000361,-0.27568672441799996
ACH-000362,-0.141105399909
ACH-000363,-0.22151344135
ACH-000364,-0.113484716848
ACH-000365,-0.0502011337713
ACH-000366,-0.112595536267
ACH-000368,-0.21067208923
ACH-000374,-0.14330308257000002
ACH-000375,-0.10545942940099999
ACH-000376,-0.28532782666900003
ACH-000381,-0.0636982717048
ACH-000383,-0.316558137018
ACH-000387,-0.23945048085099999
ACH-000389,-0.23595264358800003
ACH-000390,-0.10707344927100002
ACH-000393,-0.224763168671
ACH-000395,-0.15273587359899998
ACH-000397,-0.274690537779
ACH-000401,-0.132357709691
ACH-000402,-0.339892096871
ACH-000403,-0.233025302099
ACH-000404,-0.331366671142
ACH-000406,-0.208582712698
ACH-000407,-0.2205736961
ACH-000408,-0.309114084997
ACH-000410,-0.299552752147
ACH-000411,-0.410239333548
ACH-000414,-0.248603094819
ACH-000415,-0.060592980386899996
ACH-000416,-0.23336871952100002
ACH-000420,-0.149626800085
ACH-000421,-0.260821564392
ACH-000424,-0.163163204562
ACH-000425,-0.27789819082
ACH-000426,-0.062302461054999994
ACH-000427,-0.308723472322
ACH-000433,-0.284217177213
ACH-000436,-0.129347071433
ACH-000444,-0.19273057114599998
ACH-000445,-0.296426203395
ACH-000448,-0.43696827844999997
ACH-000450,-0.215812793099
ACH-000452,-0.262765229664
ACH-000454,-0.20123720727000002
ACH-000458,-0.09098626491180001
ACH-000459,-0.245519116719
ACH-000460,-0.20836475771200003
ACH-000461,-0.135073452066
ACH-000463,-0.25832425589
ACH-000464,-0.355139789083
ACH-000466,-0.32860079176
ACH-000467,-0.201343229229
ACH-000468,-0.05699442426469999
ACH-000469,-0.283563294497
ACH-000470,-0.29651688705400003
ACH-000471,-0.23639981897
ACH-000472,-0.25799192676800003
ACH-000473,-0.157688349275
ACH-000475,-0.342220109912
ACH-000476,-0.130776429254
ACH-000477,-0.216256665059
ACH-000480,-0.143767880953
ACH-000481,-0.128233880342
ACH-000483,-0.366630266479
ACH-000484,-0.3601016385
ACH-000485,-0.284649952645
ACH-000486,-0.129446844215
ACH-000487,-0.15509817933800002
ACH-000488,-0.534282887745
ACH-000490,-0.161885762054
ACH-000491,0.025942710927
ACH-000495,0.0249969357588
ACH-000496,-0.17825854304699998
ACH-000499,-0.325168179961
ACH-000500,-0.222789382332
ACH-000502,-0.32349511258499997
ACH-000503,-0.205823192614
ACH-000505,-0.344250642262
ACH-000507,-0.292524649327
ACH-000510,-0.17123663951200002
ACH-000511,-0.41895189488300005
ACH-000512,-0.0721045773515
ACH-000516,-0.466968007108
ACH-000517,-0.283966842371
ACH-000518,-0.121965862481
ACH-000520,-0.390041978148
ACH-000521,-0.19644438341200002
ACH-000522,-0.246946525951
ACH-000524,-0.443986445044
ACH-000527,-0.23734018824499997
ACH-000528,-0.233418471757
ACH-000537,-0.229845463438
ACH-000541,-0.428073826696
ACH-000542,-0.17527483164299998
ACH-000544,-0.159561667118
ACH-000545,-0.257696510019
ACH-000547,-0.119205716438
ACH-000548,-0.448484850183
ACH-000549,-0.216552709681
ACH-000550,-0.315483752926
ACH-000552,-0.351149261654
ACH-000556,-0.18789079749899998
ACH-000557,-0.129266540544
ACH-000570,-0.310366817395
ACH-000571,-0.199593480129
ACH-000573,-0.17926598053599999
ACH-000576,-0.22486699039500002
ACH-000580,-0.304769860435
ACH-000584,-0.138626549169
ACH-000585,-0.158979772864
ACH-000588,-0.35894965368799997
ACH-000589,-0.346530913029
ACH-000591,-0.295465721432
ACH-000593,-0.122499377957
ACH-000600,-0.237084663937
ACH-000601,-0.253676948583
ACH-000604,-0.270713568898
ACH-000605,-0.20950352027199998
ACH-000606,-0.11947107943299999
ACH-000608,-0.23953665180599998
ACH-000614,-0.125492208682
ACH-000616,-0.30858045506
ACH-000618,-0.145498562422
ACH-000619,-0.28726782658000005
ACH-000620,-0.38778563390299997
ACH-000621,-0.34369249604999996
ACH-000622,-0.151034727974
ACH-000623,-0.326264397621
ACH-000624,-0.306669383978
ACH-000627,-0.09817289218
ACH-000630,-0.11196002489600002
ACH-000632,-0.335189140995
ACH-000633,-0.208072297008
ACH-000637,-0.49177435195200003
ACH-000638,-0.327767191562
ACH-000646,-0.22997205929099998
ACH-000647,-0.30616221653000003
ACH-000648,-0.188471901022
ACH-000649,-0.21640934238499998
ACH-000651,-0.314915731804
ACH-000652,-0.254369628099
ACH-000653,-0.193201245731
ACH-000657,-0.177118141012
ACH-000658,-0.223692357893
ACH-000661,-0.203491447088
ACH-000662,-0.163495045618
ACH-000663,-0.228354927734
ACH-000665,0.0760850199405
ACH-000671,-0.115288468615
ACH-000673,-0.28047732783199997
ACH-000676,-0.13539347094499998
ACH-000677,-0.150776268782
ACH-000681,-0.17426269030299998
ACH-000682,-0.139271865804
ACH-000683,-0.161389643005
ACH-000684,-0.125389629846
ACH-000688,-0.311965895953
ACH-000693,-0.107368406018
ACH-000694,-0.0417118646525
ACH-000695,-0.062414903836699995
ACH-000696,-0.22469765427900001
ACH-000697,-0.223736761102
ACH-000699,-0.296200916855
ACH-000701,0.0831592721292
ACH-000706,-0.19586903474800002
ACH-000711,-0.175409715728
ACH-000713,-0.24937424330400002
ACH-000714,-0.200460495341
ACH-000718,-0.30159483075300003
ACH-000720,-0.185382021911
ACH-000721,-0.23449760944000003
ACH-000724,-0.464396425158
ACH-000725,-0.207609764304
ACH-000732,-0.18254962065400002
ACH-000734,-0.187904422358
ACH-000735,-0.275288043571
ACH-000736,-0.270026815594
ACH-000738,-0.282359314764
ACH-000746,-0.18034645592700002
ACH-000747,-0.139725161353
ACH-000748,-0.208188067777
ACH-000753,-0.239546438385
ACH-000756,-0.250450570138
ACH-000757,-0.264658614208
ACH-000758,-0.48864486658100004
ACH-000760,-0.34034353611
ACH-000763,-0.07492821791130001
ACH-000764,-0.29273132421500003
ACH-000765,-0.203048280299
ACH-000766,-0.228834327232
ACH-000767,-0.127579594287
ACH-000768,-0.194171264243
ACH-000769,-0.12426230192500001
ACH-000770,-0.22947248901
ACH-000771,-0.160699998913
ACH-000773,-0.126296647491
ACH-000776,-0.0868677328638
ACH-000777,-0.13613196942800002
ACH-000778,-0.12659195778100002
ACH-000781,-0.162704117216
ACH-000782,-0.10488478841499999
ACH-000783,-0.322704175488
ACH-000784,-0.150847459011
ACH-000785,-0.126174200666
ACH-000787,-0.146475083502
ACH-000788,-0.208429716019
ACH-000791,-0.22006583856999998
ACH-000792,-0.143458649321
ACH-000794,-0.0540944576057
ACH-000796,-0.218055369446
ACH-000799,-0.197755388298
ACH-000800,-0.604496823499
ACH-000802,-0.000749251233296
ACH-000804,-0.20163451464999999
ACH-000805,-0.35923119073299997
ACH-000809,-0.17288639981800002
ACH-000810,-0.320445306063
ACH-000811,-0.18232825144099998
ACH-000817,-0.546632457579
ACH-000819,-0.180260002133
ACH-000820,-0.23461745764800002
ACH-000821,-0.286530690123
ACH-000822,-0.221240214037
ACH-000823,-0.0841324148731
ACH-000824,-0.213170961508
ACH-000827,-0.310111546001
ACH-000829,-0.380558035665
ACH-000831,-0.18799022324200002
ACH-000832,-0.162252230732
ACH-000833,-0.274469251597
ACH-000834,-0.132674762532
ACH-000835,-0.192149355508
ACH-000836,-0.24677691072900002
ACH-000837,-0.179807782892
ACH-000838,-0.0535887918946
ACH-000839,-0.13022652627
ACH-000840,-0.190500488897
ACH-000841,-0.000471458277752
ACH-000843,-0.111259735596
ACH-000846,-0.280228889382
ACH-000847,-0.214876129566
ACH-000848,-0.126633457188
ACH-000849,-0.19425805740600002
ACH-000851,-0.19896863008699997
ACH-000855,-0.17212458691500002
ACH-000856,-0.0584946459566
ACH-000858,-0.202675441876
ACH-000859,-0.12001259600299999
ACH-000861,-0.37321931636100003
ACH-000862,-0.221198247699
ACH-000865,-0.21729081226799998
ACH-000866,-0.35638949834899997
ACH-000867,-0.32665630860399997
ACH-000869,-0.18959236734999999
ACH-000872,-0.0400610699639
ACH-000873,0.0524269762473
ACH-000876,-0.255618981078
ACH-000878,-0.290297893455
ACH-000880,-0.21030936429299998
ACH-000881,-0.24373406481999996
ACH-000882,-0.16400102916099998
ACH-000884,-0.132673307096
ACH-000885,-0.14176896964500002
ACH-000887,-0.245901878889
ACH-000888,-0.215863195484
ACH-000889,-0.0487069276037
ACH-000890,-0.249400207288
ACH-000896,-0.10280979457
ACH-000898,-0.107119141605
ACH-000900,-0.181909166096
ACH-000901,-0.24781461468899998
ACH-000905,-0.0419632180316
ACH-000906,-0.22996051382
ACH-000907,-0.399640832121
ACH-000910,-0.31925232311
ACH-000911,-0.270017577277
ACH-000912,-0.080048159152
ACH-000913,-0.008348219038590001
ACH-000915,-0.256896777315
ACH-000916,-0.274262971373
ACH-000917,-0.055608519173600005
ACH-000921,-0.320325643103
ACH-000924,-0.3157672446
ACH-000926,-0.150326658536
ACH-000928,-0.234909294382
ACH-000929,-0.146119800647
ACH-000932,-0.127270932599
ACH-000935,-0.21824206619300002
ACH-000936,-0.116380841724
ACH-000937,-0.134522926616
ACH-000938,-0.141908631357
ACH-000939,-0.14373554168
ACH-000941,-0.23635515026999998
ACH-000943,-0.179976283308
ACH-000946,-0.33874773174
ACH-000947,-0.21667454335499997
ACH-000948,-0.33024174441599996
ACH-000950,-0.113526966592
ACH-000953,-0.0539295047829
ACH-000957,-0.464172611689
ACH-000958,-0.492123033459
ACH-000960,-0.16412083420999998
ACH-000963,-0.21536340744899998
ACH-000968,-0.208589616099
ACH-000969,-0.32232620659
ACH-000973,-0.312263046294
ACH-000974,-0.42361959899400004
ACH-000975,-0.199697232183
ACH-000976,-0.33947298744000004
ACH-000978,-0.6675262655699999
ACH-000980,-0.415324965756
ACH-000984,-0.259249155543
ACH-000986,-0.10388595544299999
ACH-000988,-0.445877269138
ACH-000993,-0.39542740559600004
ACH-000994,-0.374138322842
ACH-000996,-0.276932756463
ACH-001001,-0.18257014954
ACH-001020,0.10781962306500001
ACH-001028,-0.197539426053
ACH-001031,-0.18571852689399998
ACH-001038,-0.29433961256200003
ACH-001048,-0.206868976664
ACH-001050,-0.23046515463300002
ACH-001053,-0.182060874538
ACH-001054,-0.202367020724
ACH-001061,-0.321224859524
ACH-001067,-0.343525042381
ACH-001075,0.0466016057383
ACH-001096,-0.019637481419400003
ACH-001128,-0.1319071781
ACH-001134,-0.146512637799
ACH-001151,-0.25994681908100004
ACH-001163,-0.186421045105
ACH-001164,-0.27118474726999997
ACH-001173,-0.331884428045
ACH-001183,-0.10444481807099999
ACH-001184,-0.153458512404
ACH-001190,-0.328167477021
ACH-001192,-0.15879129016899998
ACH-001193,-0.271130148481
ACH-001196,-0.250399901407
ACH-001197,-0.17191588614199999
ACH-001205,-0.528822568249
ACH-001211,-0.175520421173
ACH-001212,-0.146481159916
ACH-001228,-0.194689442359
ACH-001232,-0.226367745667
ACH-001239,-0.254950249477
ACH-001274,-0.19391844274300002
ACH-001275,-0.115591813652
ACH-001277,-0.22129336077300002
ACH-001278,-0.13712949616800002
ACH-001280,-0.0500485278255
ACH-001283,-0.140217359689
ACH-001289,-0.470713480804
ACH-001295,-0.172037737799
ACH-001300,-0.210990543426
ACH-001301,-0.332712302987
ACH-001302,-0.251781831251
ACH-001303,-0.197323531507
ACH-001306,-0.318317281291
ACH-001318,-0.222504956549
ACH-001322,-0.151138774939
ACH-001328,-0.140984313728
ACH-001332,-0.21020556181299999
ACH-001333,-0.231029886105
ACH-001336,-0.33915080433399997
ACH-001340,-0.253288683379
ACH-001346,-0.148257988572
ACH-001353,-0.266108521554
ACH-001354,-0.329899006663
ACH-001367,-0.22614114139199998
ACH-001368,-0.19145289974500002
ACH-001374,-0.239913949974
ACH-001375,-0.35879564733099995
ACH-001377,-0.151539746114
ACH-001380,-0.24427885823399997
ACH-001391,-0.210705409166
ACH-001407,-0.0243719564035
ACH-001408,-0.203243197775
ACH-001413,-0.297240891589
ACH-001430,-0.32604922190200003
ACH-001431,-0.199507458479
ACH-001450,-0.278493483607
ACH-001496,-0.23816094343699998
ACH-001500,-0.134550193603
ACH-001521,-0.119517208502
ACH-001523,-0.242295685924
ACH-001532,-0.349405630312
ACH-001536,-0.334731781434
ACH-001550,-0.0962893643534
ACH-001552,-0.25954571868
ACH-001554,-0.172855131617
ACH-001645,-0.10895257228
ACH-001654,-0.35782558214000004
ACH-001715,-0.250984532569
ACH-001735,-0.515752593923
ACH-001736,-0.24168054645
ACH-001737,-1.02209121481
ACH-001740,-0.239534734581
ACH-001745,-0.13032012421599998
ACH-001750,-0.332623291555
ACH-001765,-0.285463124925
ACH-001956,-0.22098946898000002
ACH-001957,-0.238673131648
