,ABHD14B (84836)
ACH-000004,-0.0911815532553
ACH-000007,-0.256235234374
ACH-000009,-0.10334224545
ACH-000011,0.0685145971367
ACH-000012,-0.185399540491
ACH-000013,0.09579474981319999
ACH-000014,-0.22446732796100002
ACH-000015,-0.124273928881
ACH-000017,-0.123952100888
ACH-000018,-0.185692001705
ACH-000019,-0.034219402725499996
ACH-000021,-0.133447033666
ACH-000022,0.021973932047700002
ACH-000025,-0.0538134007795
ACH-000028,-0.11330630615599999
ACH-000030,0.027832979273399998
ACH-000035,-0.0106736949274
ACH-000036,-0.105245717082
ACH-000037,-0.150648456193
ACH-000039,-0.278032768455
ACH-000040,-0.228215931692
ACH-000041,0.034242113958
ACH-000042,-0.210714068611
ACH-000045,-0.08482400275110001
ACH-000047,0.051472630599300004
ACH-000052,-0.0743838610597
ACH-000053,-0.0783443711537
ACH-000054,-0.167378869053
ACH-000055,-0.132033803541
ACH-000060,-0.109158192733
ACH-000067,-0.289337945886
ACH-000070,-0.211413049107
ACH-000075,0.06956211506139999
ACH-000078,-0.12987251201
ACH-000082,0.07798778210110001
ACH-000085,0.058676814445
ACH-000086,-0.0762335303239
ACH-000087,-0.0391396537096
ACH-000092,0.10476443280400001
ACH-000095,-0.09722642178919999
ACH-000097,0.0054664053018999995
ACH-000098,-0.138970946256
ACH-000099,0.0463605628462
ACH-000108,-0.264136200326
ACH-000113,-0.209931875318
ACH-000115,-0.202963049236
ACH-000116,0.0300848864362
ACH-000118,-0.234786445939
ACH-000120,-0.23369194344500002
ACH-000123,-0.070943017406
ACH-000127,-0.028122910642400002
ACH-000128,-0.029612460721400002
ACH-000132,-0.126195312461
ACH-000133,0.0592776057461
ACH-000137,0.343007934952
ACH-000138,0.0951646871848
ACH-000142,0.15687165511
ACH-000143,0.061117265614800007
ACH-000146,0.034335982387700005
ACH-000148,0.09998192324819999
ACH-000150,-0.25181257170000004
ACH-000152,0.0036945630673400004
ACH-000153,0.18037021863400002
ACH-000159,-0.0582131655936
ACH-000160,-0.09495108702260001
ACH-000163,0.030213128535
ACH-000167,0.184749948805
ACH-000168,0.11521754922800001
ACH-000169,0.115542812216
ACH-000178,-0.011496839400799999
ACH-000182,0.140179812561
ACH-000183,0.311299382851
ACH-000188,0.06482966917859999
ACH-000189,0.148853200682
ACH-000190,-0.03893214804780001
ACH-000198,0.126319128317
ACH-000204,0.00189997003274
ACH-000206,-0.15526986165200002
ACH-000207,-0.162254101413
ACH-000211,-0.139041202035
ACH-000215,-0.0596908319687
ACH-000221,-0.186736669537
ACH-000222,0.101009791948
ACH-000223,0.0123532582161
ACH-000226,0.101348903694
ACH-000227,0.182709994708
ACH-000228,-0.010177245052200001
ACH-000231,0.030850110078400002
ACH-000232,0.051254090685300006
ACH-000233,0.119863125713
ACH-000234,-0.197097070812
ACH-000235,-0.0524853283675
ACH-000237,-0.051909632208199996
ACH-000238,-0.175262846119
ACH-000243,-0.067852885015
ACH-000244,-0.18903946244699998
ACH-000246,-0.025171203656700003
ACH-000248,-0.0162925792934
ACH-000250,0.00860716460705
ACH-000251,-0.393224189816
ACH-000253,-0.015869068942599998
ACH-000255,-0.107989206936
ACH-000256,0.248890208445
ACH-000257,0.103856564542
ACH-000258,0.07761322667710001
ACH-000259,-0.00961646520674
ACH-000260,0.0186969126024
ACH-000261,0.0690873709927
ACH-000262,-0.237002570098
ACH-000263,-0.16278153127999997
ACH-000264,0.026515207457400002
ACH-000265,-0.313673909727
ACH-000266,-0.111983358882
ACH-000272,-0.047635009590099996
ACH-000273,0.129218201951
ACH-000274,-0.144119487129
ACH-000277,-0.10295170257200001
ACH-000278,-0.0344043767076
ACH-000279,-0.07819496124410001
ACH-000280,0.0238619344398
ACH-000281,-0.0710067685194
ACH-000288,-0.062848634443
ACH-000291,-0.170596777971
ACH-000293,-0.0303004846284
ACH-000294,-0.141415532698
ACH-000295,-0.309442051063
ACH-000296,0.157254538065
ACH-000302,-0.022156818706
ACH-000304,0.221634565799
ACH-000307,-0.16368482861
ACH-000308,0.07799898558789999
ACH-000310,0.0958900938652
ACH-000311,0.0277273830336
ACH-000312,-0.10635672449400001
ACH-000315,0.280903136897
ACH-000316,0.0454049795008
ACH-000317,-0.0584774830228
ACH-000318,-0.0252304968538
ACH-000319,-0.0618948157532
ACH-000320,-0.0927395210417
ACH-000322,-0.152755084958
ACH-000323,-0.031880183208400005
ACH-000324,0.032048081501000004
ACH-000329,0.235231785477
ACH-000330,0.0390362096701
ACH-000331,0.0587366877656
ACH-000332,-0.0755335542053
ACH-000334,0.04018165044330001
ACH-000335,-0.0682108658172
ACH-000336,0.040359208419999994
ACH-000337,0.04067437116869999
ACH-000339,0.0447190120252
ACH-000341,-0.0454404352139
ACH-000348,0.096623788396
ACH-000350,0.0788696951553
ACH-000352,0.0931914856807
ACH-000356,0.032439876681
ACH-000361,0.0409958272725
ACH-000362,0.045077734764599996
ACH-000363,0.0784407756128
ACH-000364,0.0671769588946
ACH-000365,-0.154646034737
ACH-000366,0.171164311336
ACH-000368,-0.0279799296913
ACH-000374,-0.195624240112
ACH-000375,-0.136327549813
ACH-000376,0.159028635126
ACH-000381,-0.06371925755459999
ACH-000383,-0.0766161844782
ACH-000387,-0.155529460537
ACH-000389,-0.0266667108843
ACH-000390,-0.131961481971
ACH-000393,0.18780014512600002
ACH-000395,-0.156274861081
ACH-000397,-0.218201979044
ACH-000401,-0.09598129039629999
ACH-000402,-0.37135903624300004
ACH-000403,0.06987897094239999
ACH-000404,0.387052923449
ACH-000406,-0.052588633144300005
ACH-000407,0.0125804976086
ACH-000408,-0.321919882555
ACH-000410,-0.102415643826
ACH-000411,0.0974372236115
ACH-000414,-0.16117942919000003
ACH-000415,-0.257927762053
ACH-000416,-0.0796461769742
ACH-000420,-0.0460583520464
ACH-000421,0.0664980968156
ACH-000424,-0.000778817238191
ACH-000425,-0.07087791058330001
ACH-000426,0.050466513688500005
ACH-000427,0.148515072187
ACH-000433,-0.258946888419
ACH-000436,0.017340138930599998
ACH-000444,0.021430233061099997
ACH-000445,-0.256894467063
ACH-000448,0.0539260246244
ACH-000450,-0.155381826922
ACH-000452,-0.17421954981499999
ACH-000454,-0.47431680919299996
ACH-000458,0.06393112863599999
ACH-000459,-0.025331952095
ACH-000460,-0.054904602634199995
ACH-000461,0.032345725524
ACH-000463,-0.129380867525
ACH-000464,-0.149819920444
ACH-000466,0.15037246874500002
ACH-000467,-0.000898913575395
ACH-000468,-0.0596857354849
ACH-000469,0.0962040258926
ACH-000470,-0.121220194899
ACH-000471,0.0736710931892
ACH-000472,0.062436946430199994
ACH-000473,-0.0241872180167
ACH-000475,-0.00771899371116
ACH-000476,-0.0629261187995
ACH-000477,-0.0781237922742
ACH-000480,0.0525962460442
ACH-000481,-0.031581990957
ACH-000483,-0.0631100169444
ACH-000484,-0.024017025012
ACH-000485,-0.123919421335
ACH-000486,-0.232486179184
ACH-000487,0.0204057839253
ACH-000488,-0.049907067091699994
ACH-000490,-0.0537441470815
ACH-000491,0.0340606429404
ACH-000495,0.12926840421
