,OSGEPL1 (64172)
ACH-000004,0.16592591416
ACH-000007,-0.045303087277499994
ACH-000009,-0.0773003124758
ACH-000011,0.165443786881
ACH-000012,0.012560875390899999
ACH-000013,0.0135881269753
ACH-000014,0.07322637575360001
ACH-000015,0.015916723481
ACH-000017,-0.09398331191630001
ACH-000018,-0.0422500815907
ACH-000019,-0.08102809013880001
ACH-000021,0.08088315243710001
ACH-000022,0.0492937106824
ACH-000025,-0.0812647219315
ACH-000028,0.136972820459
ACH-000030,0.0265745913302
ACH-000035,0.0863322495479
ACH-000036,0.12632724821900002
ACH-000037,-0.15960860994200002
ACH-000039,-0.023672725804499996
ACH-000040,0.07968771898789999
ACH-000041,0.0641622869054
ACH-000042,-0.0186120791922
ACH-000045,0.133428722716
ACH-000047,-0.058915027620000004
ACH-000052,0.0382967187118
ACH-000053,0.0521313015458
ACH-000054,0.192225068178
ACH-000055,-0.122548380436
ACH-000060,0.11864597804000002
ACH-000067,0.0617629557883
ACH-000070,0.00784249135138
ACH-000075,0.017732095722299997
ACH-000078,0.014214922752799999
ACH-000082,-0.047324897205699996
ACH-000085,0.0128118264827
ACH-000086,-0.13590073985200002
ACH-000087,-0.186365361553
ACH-000092,-0.114521411275
ACH-000095,-0.043410493464
ACH-000097,0.07994558029960001
ACH-000098,-0.0318170867418
ACH-000099,0.0441258253821
ACH-000108,0.016016881336100002
ACH-000113,-0.0168554212991
ACH-000115,-0.198683350545
ACH-000116,0.056673408808900004
ACH-000118,0.0179195238579
ACH-000120,-0.12778522524299998
ACH-000123,-0.0019540482812
ACH-000127,0.019961444116700002
ACH-000128,0.0745672374695
ACH-000132,0.00970934895584
ACH-000133,-0.18723327977600002
ACH-000137,0.08202464841939999
ACH-000138,-0.0981139697013
ACH-000142,-0.012396990133200001
ACH-000143,0.12229912249399999
ACH-000146,0.0475067707564
ACH-000148,-0.0072543007301499995
ACH-000150,0.112695381308
ACH-000152,-0.126267284978
ACH-000153,-0.08435989040729999
ACH-000159,0.0251513061135
ACH-000160,0.0215682449516
ACH-000163,0.123780465339
ACH-000167,0.0149319445913
ACH-000168,0.226347509777
ACH-000169,-0.07165018140410001
ACH-000178,-0.0035910068016
ACH-000182,0.029309919936900002
ACH-000183,-0.138693628033
ACH-000188,0.09851922940760001
ACH-000189,-0.0133041338332
ACH-000190,-0.124089561873
ACH-000198,0.0591551148448
ACH-000204,0.00822607291459
ACH-000206,0.12091194331499999
ACH-000207,0.0946805985698
ACH-000211,-0.0471363438944
ACH-000215,0.049735449771300004
ACH-000221,0.075001515224
ACH-000222,0.16113068205
ACH-000223,-0.046425305209099994
ACH-000226,0.034087866161
ACH-000227,0.0643048323169
ACH-000228,0.0181245681266
ACH-000231,0.0730201521145
ACH-000232,-0.129945733281
ACH-000233,0.21591287073000004
ACH-000234,-0.078407892562
ACH-000235,0.0414999110021
ACH-000237,0.0581469570482
ACH-000238,-0.09888326939889999
ACH-000243,0.05297612481919999
ACH-000244,0.06554072849169999
ACH-000246,0.156968310221
ACH-000248,0.21553713870400001
ACH-000250,0.09301958431230001
ACH-000251,0.167830262434
ACH-000253,0.09050915038730001
ACH-000255,-0.15897006443199999
ACH-000256,0.037544020935800004
ACH-000257,0.0182235721275
ACH-000258,0.228489361134
ACH-000259,0.014211451600299999
ACH-000260,0.0489041437852
ACH-000261,0.0817261995196
ACH-000262,0.12691700195299999
ACH-000263,0.028959516796900002
ACH-000264,0.0388296925135
ACH-000265,-0.0721714517313
ACH-000266,0.030193678893499998
ACH-000272,-0.016586249876600002
ACH-000273,-0.0866536125202
ACH-000274,-0.0895843616213
ACH-000277,0.137794928999
ACH-000278,-0.302773485806
ACH-000279,-0.139110175522
ACH-000280,0.027665169441
ACH-000281,0.04708347322940001
ACH-000288,0.014193985473299999
ACH-000291,-0.0101217432575
ACH-000293,-0.00125693165251
ACH-000294,0.00936637281509
ACH-000295,0.129232837455
ACH-000296,0.115070718123
ACH-000302,0.0318017934531
ACH-000304,-0.183138175268
ACH-000307,0.0644163428795
ACH-000308,0.110216800607
ACH-000310,0.104805590535
ACH-000311,0.0584350793958
ACH-000312,-0.0517399170104
ACH-000315,0.06197079103019999
ACH-000316,0.240099715509
ACH-000317,0.155070225293
ACH-000318,-0.07561378376410001
ACH-000319,0.0623008519815
ACH-000320,-0.0660247135779
ACH-000322,0.06459011042259999
ACH-000323,0.13807013372500002
ACH-000324,-0.017463896093900002
ACH-000329,0.0060593188653
ACH-000330,-0.015283078870299999
ACH-000331,-0.129019979161
ACH-000332,0.0823609397083
ACH-000334,0.0602383513822
ACH-000335,0.20013299253400002
ACH-000336,0.0005061842355940001
ACH-000337,-0.13583913757899999
ACH-000339,0.0557428339996
ACH-000341,-0.00121851148161
ACH-000348,0.0905561637543
ACH-000350,0.08148425568960001
ACH-000352,0.189698406796
ACH-000356,0.13985128912
ACH-000361,0.12106079489800001
ACH-000362,-0.013564498951099999
ACH-000363,-0.0323663743972
ACH-000364,-0.10889572670700001
ACH-000365,-0.0546407585699
ACH-000366,0.0229684449445
ACH-000368,0.12775408151599998
ACH-000374,-0.0241071731526
ACH-000375,-0.102217930558
ACH-000376,0.0301450102276
ACH-000381,0.0382270821565
ACH-000383,0.0397243080141
ACH-000387,-0.032715178708599996
ACH-000389,0.0673778721215
ACH-000390,-0.17783655323699998
ACH-000393,-0.09609700319150001
ACH-000395,-0.00134964861472
ACH-000397,0.048581201470599994
ACH-000401,-0.0518710714406
ACH-000402,0.1780315825
