,IFITM5 (387733)
ACH-000004,-0.17112235582899998
ACH-000007,0.318092272851
ACH-000009,0.058119068372999995
ACH-000011,0.0311552077672
ACH-000012,0.050643139360800005
ACH-000013,-0.0562681689908
ACH-000014,-0.0686544179474
ACH-000015,-0.109958512497
ACH-000017,-0.060700767913600004
ACH-000018,0.00887025874741
ACH-000019,-0.13062574937000002
ACH-000021,-0.0482268190598
ACH-000022,-0.284539638047
ACH-000025,0.027544795528799997
ACH-000028,-0.07104816490589999
ACH-000030,-0.0447273115071
ACH-000035,-0.17594385795
ACH-000036,-0.10222824982300001
ACH-000037,-0.20838549734099998
ACH-000039,-0.0812312531923
ACH-000040,-0.322910559249
ACH-000041,-0.25207305206700004
ACH-000042,0.019602269686000002
ACH-000045,0.07789162640210001
ACH-000047,-0.18209024805799998
ACH-000052,-0.101739471087
ACH-000053,-0.23604353456
ACH-000054,-0.12039551177999999
ACH-000055,-0.202034845966
ACH-000060,-0.323884006634
ACH-000067,-0.0240273417814
ACH-000070,0.0272087198258
ACH-000075,-0.23284566741999999
ACH-000078,-0.198278666602
ACH-000082,-0.228560386523
ACH-000085,0.006362270887250001
ACH-000086,-0.118280780172
ACH-000087,0.338410830826
ACH-000092,-0.0544470004258
ACH-000095,-0.005638941989590001
ACH-000097,-0.0783528110869
ACH-000098,-0.0677443314721
ACH-000099,-0.027667408052799998
ACH-000108,-0.131809345278
ACH-000113,-0.11170886186
ACH-000115,-0.21069054625199998
ACH-000116,-0.0320577169335
ACH-000118,0.0563343805655
ACH-000120,-0.08465936440469998
ACH-000123,-0.35086312272200004
ACH-000127,-0.0800507171505
ACH-000128,-0.12541060607899998
ACH-000132,-0.0527516551179
ACH-000133,-0.0068150031259500005
ACH-000137,-0.188348735173
ACH-000138,-0.0989192905983
ACH-000142,-0.37791247457599997
ACH-000143,0.0460865724025
ACH-000146,-0.061534651273699996
ACH-000148,-0.143905237588
ACH-000150,0.0245243645199
ACH-000152,-0.08606943779760001
ACH-000153,-0.23112007621
ACH-000159,-0.00852597829267
ACH-000160,-0.172756199045
ACH-000163,0.026367243445099997
ACH-000167,-0.274106974935
ACH-000168,0.0262326895873
ACH-000169,-0.151299245291
ACH-000178,-0.11642175136
ACH-000182,-0.010123264057500001
ACH-000183,-0.11491408328500001
ACH-000188,-0.010509290368
ACH-000189,-0.15313844284800002
ACH-000190,0.017297096379200003
ACH-000198,-0.147469107583
ACH-000204,0.10712877711000002
ACH-000206,-0.19225058386100002
ACH-000207,0.20334296415
ACH-000211,-0.0470172407858
ACH-000215,-0.0098287846377
ACH-000221,-0.187804191584
ACH-000222,0.0177735119746
ACH-000223,-0.149678143526
ACH-000226,-0.0435720600472
ACH-000227,0.122952759453
ACH-000228,-0.043312416105300004
ACH-000231,-0.18364701401500003
ACH-000232,0.0597485759024
ACH-000233,-0.0893443736382
ACH-000234,-0.32407972041099997
ACH-000235,-0.106406105233
ACH-000237,-0.270170904352
ACH-000238,-0.115158038685
ACH-000243,0.023087335182
ACH-000244,0.078216444045
ACH-000246,-0.110673401936
ACH-000248,0.20008074821
ACH-000250,-0.26738613684
ACH-000251,-0.0068619313442700005
ACH-000253,-0.406778330665
ACH-000255,0.106779539024
ACH-000256,-0.15081266614
ACH-000257,-0.204641806643
ACH-000258,0.018801480810900002
ACH-000259,-0.10002777004699999
ACH-000260,-0.10405096072799999
ACH-000261,-0.06942834341310002
ACH-000262,-0.2468341768
ACH-000263,-0.34699065704599996
ACH-000264,-0.133462032077
ACH-000265,0.117008905486
ACH-000266,-0.090444361128
