,MVK (4598)
ACH-000004,-1.52133532019
ACH-000007,-1.35792130963
ACH-000009,-0.94029903624
ACH-000011,-1.14516789819
ACH-000012,-1.2258322210400001
ACH-000013,-0.495339718521
ACH-000014,-1.3221047732200002
ACH-000015,-1.32151129907
ACH-000017,-1.48497058157
ACH-000018,-1.2429365179799998
ACH-000019,-0.7637487099339999
ACH-000021,-1.40400176924
ACH-000022,-0.594959494656
ACH-000025,-1.3563678885100001
ACH-000028,-1.3293640279899999
ACH-000030,-1.56916677109
ACH-000035,-1.3967737777200002
ACH-000036,-1.25778492024
ACH-000037,-1.03857133567
ACH-000039,-0.756984827908
ACH-000040,-1.00395923206
ACH-000041,-0.7803888459460001
ACH-000042,-1.2839207004000002
ACH-000045,-1.37288556743
ACH-000047,-1.2072361964700002
ACH-000052,-0.935271655818
ACH-000053,-1.36446350183
ACH-000054,-1.21206719537
ACH-000055,-0.9105865747949999
ACH-000060,-0.433450260059
ACH-000067,-0.993751565882
ACH-000070,-1.30769541761
ACH-000075,-0.738695176574
ACH-000078,-1.27564015319
ACH-000082,-0.5830929741399999
ACH-000085,-1.2881861379700001
ACH-000086,-0.6466420869039999
ACH-000087,-1.19034448771
ACH-000092,-1.6836530570700001
ACH-000095,-1.3494843963799998
ACH-000097,-0.761212625299
ACH-000098,-0.274657192231
ACH-000099,-1.4600808528100002
ACH-000108,-1.350220026
ACH-000113,-1.2355614425
ACH-000115,-0.9457576973370001
ACH-000116,-0.5605690122020001
ACH-000118,-1.20065931925
ACH-000120,-0.7148604505830001
ACH-000123,-1.24117421073
ACH-000127,-1.3577087179499998
ACH-000128,-1.0157884742
ACH-000132,-1.36326764933
ACH-000133,-1.3429201153700001
ACH-000137,-0.8602116539799999
ACH-000138,-1.0725672751000002
ACH-000142,-1.3836921658899999
ACH-000143,-1.3800566078
ACH-000146,-1.67834403021
ACH-000148,-0.689077192439
ACH-000150,-1.37380339921
ACH-000152,-1.3445391173299999
ACH-000153,-1.16106218026
ACH-000159,-1.34611328946
ACH-000160,-1.62058073992
ACH-000163,-0.7059978239139999
ACH-000167,-1.30600797073
ACH-000168,-1.48919671727
ACH-000169,-1.4567105527000002
ACH-000178,-1.53487728262
ACH-000182,-1.55917727905
ACH-000183,-1.5620715476
ACH-000188,-1.18856233212
ACH-000189,-1.3588110563
ACH-000190,-1.51404249963
ACH-000198,-1.2706262205399999
ACH-000204,-1.3329198625799998
ACH-000206,-0.9132345675920001
ACH-000207,-1.19009577633
ACH-000211,-0.967171753213
ACH-000215,-0.452700703926
ACH-000221,-0.573227977486
ACH-000222,-1.45316160121
ACH-000223,-1.52295192021
ACH-000226,-1.29978700948
ACH-000227,-1.18861218808
ACH-000228,-0.5349558417360001
ACH-000231,-0.880248324452
ACH-000232,-0.8168475467759999
ACH-000233,-1.24104882104
ACH-000234,-1.83914476176
ACH-000235,-1.30230260086
ACH-000237,-0.934556847346
