,ACCS (84680)
ACH-000004,0.21098031019000002
ACH-000007,0.269324043337
ACH-000009,0.103008580821
ACH-000011,-0.0426897106927
ACH-000012,0.0456058441872
ACH-000013,0.197169330004
ACH-000014,0.129983319704
ACH-000015,0.159779328448
ACH-000017,0.254757877576
ACH-000018,0.10559680888299999
ACH-000019,0.124966461764
ACH-000021,-0.042814570239000004
ACH-000022,0.153315507827
ACH-000025,-0.010572784194399998
ACH-000028,0.0403532077356
ACH-000030,0.0694219497202
ACH-000035,0.0371922871692
ACH-000036,0.124787420888
ACH-000037,-0.0141969832746
ACH-000039,-0.00183259975106
ACH-000040,0.129034282205
ACH-000041,-0.046520379356899996
ACH-000042,0.019911417003400003
ACH-000045,0.185664407344
ACH-000047,0.11633547644600001
ACH-000052,-0.137882726372
ACH-000053,0.213750282793
ACH-000054,0.0836199404094
ACH-000055,0.33942032556100005
ACH-000060,-0.0370782116368
ACH-000067,-0.246220054542
ACH-000070,0.34027164501100005
ACH-000075,0.00205035834838
ACH-000078,-0.10555293632099999
ACH-000082,0.077255270724
ACH-000085,0.197078425735
ACH-000086,-0.029315539835599997
ACH-000087,-0.120514493266
ACH-000092,0.169845272566
ACH-000095,0.0983895328583
ACH-000097,0.24085396472800003
ACH-000098,0.189154058335
ACH-000099,0.0817498179621
ACH-000108,0.241935616745
ACH-000113,0.061141204737
ACH-000115,0.153641472937
ACH-000116,0.14012682723
ACH-000118,0.158512347424
ACH-000120,0.16022451407
ACH-000123,0.110207661531
ACH-000127,0.13194739644099998
ACH-000128,0.13823244419199998
ACH-000132,-0.0980412740375
ACH-000133,-0.121307508006
ACH-000137,-0.0682936631088
ACH-000138,0.0855903544304
ACH-000142,0.125678349604
ACH-000143,0.10306397223500001
ACH-000146,0.151998749304
ACH-000148,-0.08382867113260001
ACH-000150,0.128284861788
ACH-000152,0.0978081934612
ACH-000153,0.09182308417189998
ACH-000159,-0.0157991562193
ACH-000160,0.049253951710800006
ACH-000163,0.125825327495
ACH-000167,-0.125235281869
ACH-000168,0.129614945172
ACH-000169,0.109408490129
ACH-000178,0.129356337593
