,SAR1B (51128)
ACH-000004,0.18502158811500002
ACH-000007,0.0137574232935
ACH-000009,-0.08445327534040001
ACH-000011,0.165489531563
ACH-000012,0.11554391496
ACH-000013,0.0657066638042
ACH-000014,0.09027502002730001
ACH-000015,-0.12415960140999999
ACH-000017,0.0229652377299
ACH-000018,0.07903339618130001
ACH-000019,-0.202590397328
ACH-000021,-0.124149707732
ACH-000022,0.10980770327400001
ACH-000025,0.0233403711801
ACH-000028,-0.0681801885898
ACH-000030,-0.0173092260776
ACH-000035,0.033960033081400005
ACH-000036,-0.066256082844
ACH-000037,0.0805520810156
ACH-000039,-0.132576329413
ACH-000040,0.10735258516200001
ACH-000041,0.0661315326456
ACH-000042,-0.127615031778
ACH-000045,0.135431236905
ACH-000047,0.10624566376
ACH-000052,-0.0117260309079
ACH-000053,-0.0406579639001
ACH-000054,0.0021373029586
ACH-000055,-0.00586975826364
ACH-000060,0.0677888214147
ACH-000067,-0.0596864699297
ACH-000070,0.0412929567491
ACH-000075,-0.289607888559
ACH-000078,0.12280512375
ACH-000082,0.020676195859599997
ACH-000085,0.0176925790273
ACH-000086,0.053367773110300006
ACH-000087,0.397316009772
ACH-000092,-0.11679432901699999
ACH-000095,-0.0686042952683
ACH-000097,0.00806784795784
ACH-000098,-0.150690378185
ACH-000099,0.00166333351997
ACH-000108,-0.15586720653799999
ACH-000113,0.015742141492299997
ACH-000115,0.0435807934726
ACH-000116,-0.044445207501800005
ACH-000118,-0.00250662432349
ACH-000120,-0.0102262250835
ACH-000123,-0.0582483594401
ACH-000127,-0.0733238093852
ACH-000128,0.048168868557400005
ACH-000132,0.04942878243150001
ACH-000133,0.0140607732436
ACH-000137,0.08707085931669999
ACH-000138,-0.10918810562999999
ACH-000142,0.0923685503414
ACH-000143,0.212179326894
ACH-000146,-0.0695194579418
ACH-000148,0.028555950655999997
ACH-000150,0.0460647740986
ACH-000152,-0.03723472126169999
ACH-000153,0.159251413654
ACH-000159,-0.010227556002399999
ACH-000160,-0.148754031103
ACH-000163,0.07973102466810002
ACH-000167,-0.06612835282940001
ACH-000168,0.014102948712299999
ACH-000169,-0.0498763459796
ACH-000178,0.0328294656032
ACH-000182,0.00519657218382
ACH-000183,0.125298562623
ACH-000188,0.113482000441
ACH-000189,0.0615798071776
ACH-000190,-0.10446702944700001
ACH-000198,0.00298496950277
ACH-000204,-0.17417946518199998
ACH-000206,-0.053548067639199996
ACH-000207,0.22361150233000002
ACH-000211,-0.0286191645388
ACH-000215,0.10036141894600001
ACH-000221,0.22377215434300002
ACH-000222,-0.12637838918299998
ACH-000223,0.0260233379422
ACH-000226,0.0609646310765
ACH-000227,-0.0484548582574
ACH-000228,-0.294172907242
ACH-000231,0.0520992233987
ACH-000232,-0.00038347245233800005
ACH-000233,0.0500123403381
ACH-000234,-0.12005800681399999
ACH-000235,-0.111341291906
ACH-000237,0.0722514550008
ACH-000238,-0.0455981269221
ACH-000243,-0.165496707878
ACH-000244,-0.200442654841
ACH-000246,-0.106114058178
ACH-000248,-0.11577996010399999
ACH-000250,-0.010473462684200002
ACH-000251,0.35024005816799997
ACH-000253,0.0296747936412
ACH-000255,-0.0194128443915
ACH-000256,-0.10633296696399999
ACH-000257,0.13510654221100002
ACH-000258,0.0396156515587
ACH-000259,-0.055741036603600004
ACH-000260,0.06492019678830001
ACH-000261,0.0158709436274
ACH-000262,0.07990088450069999
ACH-000263,-0.09836039732850001
ACH-000264,-0.0208799617022
ACH-000265,-0.0958913884561
ACH-000266,-0.0703277084342
ACH-000272,0.0971931435523
ACH-000273,-0.038165154025500005
ACH-000274,-0.105764485838
ACH-000277,-0.0026251229550200003
ACH-000278,0.107408889281
ACH-000279,-0.017594427551099998
ACH-000280,-0.0014175520423
ACH-000281,-0.109385637127
ACH-000288,-0.00976043812743
ACH-000291,0.051488295495999994
ACH-000293,-0.0448588471044
ACH-000294,-0.0449655484869
ACH-000295,0.0643592034282
ACH-000296,-0.0344610112382
ACH-000302,0.139355811375
ACH-000304,-0.245518646998
ACH-000307,-0.043654664412
ACH-000308,-0.0800740717741
ACH-000310,-0.295204682446
ACH-000311,-0.21374968822700002
ACH-000312,-0.202312916132
ACH-000315,0.10237517631200001
ACH-000316,0.205005360176
ACH-000317,-0.078439205691
ACH-000318,0.0974792380762
ACH-000319,-0.128813724114
ACH-000320,-0.29578464797
ACH-000322,-0.0683900581611
ACH-000323,-0.028250401469700002
ACH-000324,-0.0735453391662
ACH-000329,-0.051790048797000006
