,CX3CL1 (6376)
ACH-000004,0.281189725902
ACH-000007,0.24796386100499998
ACH-000009,0.1818038003
ACH-000011,0.18948624004999998
ACH-000012,0.17535349131499997
ACH-000013,0.200805967681
ACH-000014,0.031780863449599996
ACH-000015,0.225701026607
ACH-000017,0.114377140165
ACH-000018,0.22394028034000002
ACH-000019,0.130626270658
ACH-000021,0.09809623998230001
ACH-000022,0.16338526240999998
ACH-000025,0.006877273116520001
ACH-000028,0.360009611972
ACH-000030,0.140558611966
ACH-000035,-0.07080168347360001
ACH-000036,0.180211538971
ACH-000037,0.09806756836439999
ACH-000039,0.0399745086795
ACH-000040,0.315857679732
ACH-000041,0.17517196333700003
ACH-000042,0.259919464333
ACH-000045,0.023766196878
ACH-000047,0.21581363185400002
ACH-000052,0.132818458039
ACH-000053,-0.0270781604098
ACH-000054,0.145122037801
ACH-000055,0.261195835165
ACH-000060,0.0240607839152
ACH-000067,0.149185714583
ACH-000070,0.289534358405
ACH-000075,0.276815892295
ACH-000078,0.215707632495
ACH-000082,0.014786832674200001
ACH-000085,0.196637366047
ACH-000086,0.0989948703823
ACH-000087,0.124831044284
ACH-000092,0.18296847067000002
ACH-000095,0.23076199605
ACH-000097,0.177740597832
ACH-000098,0.157467596385
ACH-000099,0.268476376437
ACH-000108,0.186605515715
ACH-000113,0.24660330414200002
ACH-000115,0.0548882612801
ACH-000116,0.24340098116300002
ACH-000118,0.130977392823
ACH-000120,0.416498733645
ACH-000123,0.24388917388599998
ACH-000127,0.142444472323
ACH-000128,0.115758504495
ACH-000132,0.07284771582050001
ACH-000133,0.019052409840200003
ACH-000137,0.20943148508200002
ACH-000138,0.30728997327700003
ACH-000142,0.0883378695185
ACH-000143,0.396532311934
ACH-000146,0.14031870404400001
ACH-000148,0.247153531151
ACH-000150,0.286144154329
ACH-000152,0.224253291961
ACH-000153,0.295796173794
ACH-000159,0.204169156665
ACH-000160,-0.00803558734699
ACH-000163,0.292528696582
ACH-000167,0.0973359617166
ACH-000168,0.163128062041
ACH-000169,0.0751933074685
ACH-000178,0.18675518558200002
ACH-000182,0.172641319484
ACH-000183,0.130814679731
ACH-000188,0.11757631017999999
ACH-000189,0.11999197417400001
ACH-000190,0.148943780279
ACH-000198,0.127455306091
ACH-000204,0.25536868440099997
ACH-000206,-0.028459390209300002
ACH-000207,0.152925752401
ACH-000211,0.137706516963
ACH-000215,0.183734721422
ACH-000221,0.0761338024655
ACH-000222,0.40010056890900003
ACH-000223,0.315624535768
ACH-000226,0.221019605861
ACH-000227,0.30296329536999994
ACH-000228,0.292399092185
ACH-000231,0.0853245130909
ACH-000232,0.220109646507
ACH-000233,0.181347146149
ACH-000234,0.297475408844
ACH-000235,0.17795251829199998
ACH-000237,0.22259461459899998
ACH-000238,0.15890185277000002
ACH-000243,0.257728368641
ACH-000244,0.34928270815800005
ACH-000246,0.294472124785
ACH-000248,0.276715108251
ACH-000250,0.159539037687
ACH-000251,0.421206189334
ACH-000253,0.0539414860714
ACH-000255,0.23467504517499999
ACH-000256,0.0162948056184
ACH-000257,0.34085179689499995
ACH-000258,0.187340632196
ACH-000259,0.154151924564
ACH-000260,0.07434219820969999
ACH-000261,0.376016522906
ACH-000262,0.284507754085
ACH-000263,0.466462101013
ACH-000264,0.15378552973600002
ACH-000265,0.203905485727
ACH-000266,0.167628338794
ACH-000272,0.264328917494
ACH-000273,0.19691013699700002
ACH-000274,0.173971300047
ACH-000277,0.15484258419500002
ACH-000278,0.19850138147
ACH-000279,0.17808140551100002
ACH-000280,0.163581916904
ACH-000281,0.21280486288
ACH-000288,0.20863147357700002
ACH-000291,0.19576197365200002
ACH-000293,0.22973225218
ACH-000294,0.16338235537100002
ACH-000295,0.05789717306480001
ACH-000296,0.357650790474
ACH-000302,0.194032100418
ACH-000304,0.006463123425180001
ACH-000307,0.13010548855
ACH-000308,0.23294597559500002
ACH-000310,0.201768281494
ACH-000311,0.275433493647
ACH-000312,0.35022602318
ACH-000315,-0.019859520426
ACH-000316,0.164307520519
ACH-000317,0.36804804816200004
ACH-000318,0.261820433169
ACH-000319,0.152620446535
ACH-000320,0.188958748867
ACH-000322,0.255497883911
ACH-000323,0.0364359322154
ACH-000324,0.292498288855
ACH-000329,0.11822449571900001
ACH-000330,0.147632016028
ACH-000331,0.172442370981
ACH-000332,0.268418549961
ACH-000334,0.367344091907
ACH-000335,0.155931019344
ACH-000336,0.164366520109
ACH-000337,0.0625399169787
ACH-000339,0.20249392178599998
ACH-000341,0.111116667268
ACH-000348,0.1689009352
ACH-000350,0.259146565189
ACH-000352,0.27013996852899996
