,ZACN (353174)
ACH-000248,-0.28406877022
ACH-000250,-0.510664544231
ACH-000251,-0.685286524118
ACH-000253,-0.340848292668
ACH-000255,-0.410405984235
ACH-000256,-0.284194449912
ACH-000257,-0.135187246795
ACH-000258,-0.512806445074
ACH-000259,-0.411503653628
ACH-000260,-0.505591757028
ACH-000261,-0.5224787570530001
ACH-000262,-0.400615140321
ACH-000263,-0.5490807596549999
ACH-000264,-0.39558102797600003
ACH-000265,-0.42870500777099996
ACH-000266,-0.470071679336
ACH-000272,-0.379905011746
ACH-000273,-0.234458858824
ACH-000274,-0.350611686563
ACH-000277,-0.593003590744
ACH-000278,-0.389892650955
ACH-000279,-0.268547876212
ACH-000280,-0.522309900807
ACH-000281,-0.378267543722
ACH-000288,-0.537095059483
ACH-000291,-0.413140126914
ACH-000293,-0.5342979178399999
ACH-000294,-0.197905529698
ACH-000295,-0.0981563983885
ACH-000296,-0.244724608972
ACH-000302,-0.400326910667
ACH-000304,-0.22778713688299998
ACH-000307,-0.255997365841
ACH-000308,-0.326141977737
ACH-000310,-0.7213621204080001
ACH-000311,-0.367003734547
ACH-000312,-0.419852581211
ACH-000315,0.157013148429
ACH-000316,-0.696930222459
ACH-000317,-0.027982729645400002
ACH-000318,-0.286925883013
ACH-000319,-0.33754427552599997
ACH-000320,-0.334047521827
ACH-000322,-0.31930587294199997
ACH-000323,-0.636094005001
ACH-000324,-0.404143543135
ACH-000329,-0.36271946855099996
ACH-000330,-0.28224402578200003
ACH-000331,-0.391564885714
ACH-000332,-0.439621961331
ACH-000334,-0.37917629367100003
ACH-000335,-0.133334987893
ACH-000336,-0.467721884222
ACH-000337,-0.6071533098290001
ACH-000339,-0.212439104681
ACH-000341,-0.436251372359
ACH-000348,-0.253791672752
ACH-000350,-0.313265256956
ACH-000352,-0.334407793001
ACH-000356,-0.634555094307
ACH-000361,-0.30506103307599997
ACH-000362,-0.29223965923
ACH-000363,-0.255992246326
ACH-000364,-0.336924605609
ACH-000365,-0.307580957736
ACH-000366,-0.380091060308
ACH-000368,-0.22566813210900002
ACH-000374,-0.480176655817
ACH-000375,-0.518400261666
ACH-000376,-0.36505738794
ACH-000381,-0.317894905675
ACH-000383,-0.36445610324699995
ACH-000387,-0.224849842884
ACH-000389,-0.43416437511399997
ACH-000390,-0.32197477681200004
ACH-000393,-0.257996511958
ACH-000395,-0.45264524467399997
ACH-000397,-0.28131738565000003
ACH-000401,-0.20516202860999996
ACH-000402,-0.34727561803999996
ACH-000403,-0.33493400931
ACH-000404,-0.452635497209
ACH-000406,-0.339923708618
ACH-000407,-0.759602995261
ACH-000408,-0.0450368548498
ACH-000410,-0.27065258358800004
ACH-000411,-0.40040137768
ACH-000414,-0.27623058289
ACH-000415,-0.304449205205
ACH-000416,-0.34472515199299997
ACH-000420,-0.48600481614600005
ACH-000421,-0.42062757791100003
ACH-000424,-0.316528517079
ACH-000425,-0.31166161449700003
ACH-000426,-0.44706139805100004
ACH-000427,-0.39158114773
ACH-000433,-0.46969738514799997
ACH-000436,-0.29105943300000003
ACH-000444,-0.23978938305599998
ACH-000445,-0.334549942656
ACH-000448,-0.4692801711399999
ACH-000450,-0.243375867719
ACH-000452,-0.417154487891
ACH-000454,-0.166143440733
ACH-000458,-0.329634169203
ACH-000459,-0.268302712405
ACH-000460,-0.473503516351
ACH-000461,-0.140887536835
ACH-000463,-0.423161848456
ACH-000464,-0.369155755098
ACH-000466,-0.390903614493
ACH-000467,-0.35326950459
ACH-000468,-0.312035143808
ACH-000469,-0.37489749971999997
ACH-000470,-0.33896016048699995
ACH-000471,-0.426848884655
ACH-000472,-0.544778659602
ACH-000473,-0.44899096304499997
ACH-000475,-0.411400503702
ACH-000476,-0.398369838243
ACH-000477,-0.24494226351999998
ACH-000480,-0.57519340761
ACH-000481,-0.364290410216
ACH-000483,-0.319366948006
ACH-000484,-0.111896220062
ACH-000485,-0.561336566275
ACH-000486,-0.281269387973
ACH-000487,-0.24522092579799998
ACH-000488,-0.363690591093
ACH-000490,-0.29873143495099996
ACH-000491,-0.650431048078
ACH-000495,-0.0833671358539
ACH-000496,-0.298779347043
ACH-000499,-0.326770980319
ACH-000500,-0.299238059436
ACH-000502,-0.444405799221
ACH-000503,-0.445206071764
ACH-000505,-0.5441083334260001
ACH-000507,-0.229843543233
ACH-000510,-0.340405931201
ACH-000511,-0.465624856047
ACH-000512,-0.199889141301
ACH-000516,-0.605907897477
ACH-000517,-0.443786917445
ACH-000518,-0.482065432374
ACH-000520,-0.444519738886
ACH-000521,-0.46189964751999996
ACH-000522,-0.17322590630999998
ACH-000524,-0.33733897204700003
ACH-000527,-0.464698948793
ACH-000528,-0.362360335388
ACH-000537,-0.36952226743600003
ACH-000541,-0.32640093732299996
ACH-000542,-0.3155729619
ACH-000544,-0.472190401545
ACH-000545,-0.375197356691
ACH-000547,-0.7886892324889999
ACH-000548,-0.479745857143
ACH-000549,-0.431356676602
ACH-000550,-0.5632533609100001
ACH-000552,-0.237992107115
ACH-000556,-0.372535611765
ACH-000557,-0.31232920626
ACH-000570,-0.543486914311
ACH-000571,-0.383870304641
ACH-000573,-0.236019376235
ACH-000576,-0.274406337891
ACH-000580,-0.326161011338
ACH-000584,-0.354667370643
ACH-000585,-0.380216245817
ACH-000588,-0.21985027443900002
ACH-000589,-0.237349496144
ACH-000591,-0.287906323142
ACH-000593,-0.34763537237400005
ACH-000600,-0.394381567394
ACH-000601,-0.34435822214699996
ACH-000604,-0.261470902186
ACH-000605,-0.351040624419
ACH-000606,-0.325929921574
ACH-000608,-0.46912633264200004
ACH-000614,-0.344878952711
ACH-000616,-0.311360934862
ACH-000618,-0.368957685018
ACH-000619,-0.32051842335700004
ACH-000620,-0.383490902671
ACH-000621,-0.410744422725
ACH-000622,-0.35192301543899995
ACH-000623,-0.550714281345
ACH-000624,-0.332457985652
ACH-000627,-0.34606082901
ACH-000630,-0.56697395506
ACH-000632,-0.315728476341
ACH-000633,-0.54029451422
ACH-000637,-0.5130750207
ACH-000638,-0.41479246424099997
ACH-000646,-0.386715659534
ACH-000647,-0.379169087382
ACH-000648,-0.133832325967
ACH-000649,-0.416904549013
ACH-000651,-0.457794615008
ACH-000652,-0.353793970951
ACH-000653,-0.133806872849
ACH-000657,-0.5128259920539999
ACH-000658,-0.255132228543
ACH-000661,-0.201247422559
ACH-000662,-0.534209701686
ACH-000663,-0.608977881379
ACH-000665,0.0534498805836
ACH-000671,-0.36051534686
ACH-000673,-0.478562464678
ACH-000676,-0.412776246844
ACH-000677,-0.21401159073399997
ACH-000681,-0.559917387634
ACH-000682,-0.4322283976
ACH-000683,-0.367656956329
ACH-000684,-0.366393896393
ACH-000688,-0.180325426337
ACH-000693,-0.347200159917
ACH-000694,-0.262018873907
ACH-000695,-0.305976169939
ACH-000696,-0.42411683289200003
ACH-000697,-0.0881409088448
ACH-000699,-0.33369479341499997
ACH-000701,-0.33152644785999996
ACH-000706,-0.35073722372500005
ACH-000711,-0.41671192353200004
ACH-000713,-0.32698169958900003
ACH-000714,-0.615649260475
ACH-000718,-0.3181848128
ACH-000720,-0.421826371348
ACH-000721,-0.331525811087
ACH-000724,-0.27726645334000005
ACH-000725,-0.39580596654100003
ACH-000732,-0.19322411319200003
ACH-000734,-0.282148231059
ACH-000735,-0.395504470066
ACH-000736,-0.38028993725599997
ACH-000738,-0.45115826648100005
ACH-000746,-0.521619688718
ACH-000747,-0.35887121371799996
ACH-000748,-0.333125778353
ACH-000753,-0.44170063578900004
ACH-000756,-0.38304151028000005
ACH-000757,-0.215159926616
ACH-000758,-0.33778376457599996
ACH-000760,-0.481484841366
ACH-000763,-0.0691083985375
ACH-000764,-0.543241502938
ACH-000765,-0.446441355741
ACH-000766,-0.425128724169
ACH-000767,-0.44225456533299995
ACH-000768,-0.222218300183
ACH-000769,-0.22233160145999997
ACH-000770,-0.200664540008
ACH-000771,-0.232042920946
ACH-000773,-0.497136475109
ACH-000776,-0.598569552229
ACH-000777,-0.2423689619
ACH-000778,-0.21667026812800003
ACH-000781,-0.473720824187
ACH-000782,-0.176713171671
ACH-000783,-0.531183979205
ACH-000784,-0.402688142245
ACH-000785,-0.346768609279
ACH-000787,-0.292326269041
ACH-000788,-0.5819987869309999
ACH-000791,-0.41010597244099994
ACH-000792,-0.36619279051
ACH-000794,-0.314951967244
ACH-000796,-0.258849893314
ACH-000799,-0.340325698901
ACH-000800,-0.583219564352
ACH-000802,-0.250967535264
ACH-000804,-0.274018498931
ACH-000805,-0.43990732175499997
ACH-000809,-0.353485226231
ACH-000810,-0.12150351477700001
ACH-000811,-0.509216996897
ACH-000817,-0.41590040549900004
ACH-000819,-0.451181731669
ACH-000820,-0.214286104111
ACH-000821,-0.482118820551
ACH-000822,-0.46174644276999993
ACH-000823,-0.477954753356
ACH-000824,-0.380361812694
ACH-000827,-0.383017265337
ACH-000829,-0.043503014189599995
ACH-000831,-0.47885099273599996
ACH-000832,-0.30888073725000004
ACH-000833,-0.407981626627
ACH-000834,-0.323854514569
ACH-000835,-0.37760001555100003
ACH-000836,-0.258610908231
ACH-000837,-0.257193022744
ACH-000838,-0.08328650829199999
ACH-000839,-0.44215651556900004
ACH-000840,-0.322141166615
ACH-000841,-0.38923960409599995
ACH-000843,-0.392825800505
ACH-000846,-0.432641746767
ACH-000847,-0.39235313484800005
ACH-000848,-0.337896565992
ACH-000849,-0.35653086623
ACH-000851,-0.286583024144
ACH-000855,-0.021889129635799996
ACH-000856,-0.39716782276199997
ACH-000858,-0.376208028034
ACH-000859,-0.334082693885
ACH-000861,-0.18070670590799998
ACH-000862,-0.21238600727200002
ACH-000865,-0.322524144099
ACH-000866,-0.330771486937
ACH-000867,-0.4106972832
ACH-000869,-0.281613508763
ACH-000872,-0.62282430633
ACH-000873,-0.383782805037
ACH-000876,-0.466214493656
ACH-000878,-0.284758738327
ACH-000880,-0.40067987521399995
ACH-000881,-0.633437637644
ACH-000882,-0.433918844522
ACH-000884,-0.267883232254
ACH-000885,-0.337657434899
ACH-000887,-0.596242455042
ACH-000888,-0.451623473274
ACH-000889,-0.175259519249
ACH-000890,-0.341850735625
ACH-000896,-0.35254722206600003
ACH-000898,-0.241603601155
ACH-000900,-0.409370839928
ACH-000901,-0.485038448298
ACH-000905,-0.39411534556100003
ACH-000906,-0.32997412077300003
ACH-000907,-0.447574255881
ACH-000910,-0.404037362869
ACH-000911,-0.40746128388700004
ACH-000912,-0.325219939444
ACH-000913,-0.6686129439999999
ACH-000915,-0.361558113557
ACH-000916,-0.37089935858499995
ACH-000917,-0.519058889512
ACH-000921,-0.464018442222
ACH-000924,-0.40835112687700004
ACH-000926,-0.6855416670669999
ACH-000928,-0.365531137254
ACH-000929,-0.392351067173
ACH-000932,-0.27207646831
ACH-000935,-0.421289303249
ACH-000936,-0.212130824132
ACH-000937,-0.280974174415
ACH-000938,-0.31689215023600004
ACH-000939,-0.33645354525
ACH-000941,-0.289720019215
ACH-000943,-0.332881229381
ACH-000946,-0.330897072229
ACH-000947,-0.330708315544
ACH-000948,-0.168591167386
ACH-000950,-0.367914982212
ACH-000953,-0.192988700588
ACH-000957,-0.237163841353
ACH-000958,-0.16500140893200002
ACH-000960,-0.20732280589299998
ACH-000963,0.046212878088300005
ACH-000968,-0.27930599831999997
ACH-000969,0.0333389097982
ACH-000973,-0.31267654828
ACH-000974,-0.34725438316600005
ACH-000975,-0.310815063931
ACH-000976,-0.352741029006
ACH-000978,-0.227245830952
ACH-000980,-0.234752550101
ACH-000984,-0.25762313088399996
ACH-000986,-0.414047095378
ACH-000988,-0.403130725643
ACH-000993,-0.549824599584
ACH-000994,-0.43215441644599994
ACH-000996,-0.395555889264
ACH-001001,-0.338258773348
ACH-001020,-0.31153745289900003
ACH-001028,-0.47098684813999997
ACH-001031,-0.42739691316399997
ACH-001038,-0.16606629742
ACH-001048,-0.529467439955
ACH-001050,-0.7786864728030001
ACH-001053,-0.33809158938100003
ACH-001054,-0.4420018126
ACH-001061,-0.37749846916999996
ACH-001067,-0.399742090717
ACH-001075,-0.157840346945
ACH-001096,-0.288198303539
ACH-001128,-0.43111311630800003
ACH-001134,-0.241205284159
ACH-001151,-0.33976320634199997
ACH-001163,-0.40416682962800005
ACH-001164,-0.441775752497
ACH-001173,-0.431144063848
ACH-001183,-0.40431457888899996
ACH-001184,-0.472813291234
ACH-001190,-0.268775893437
ACH-001192,-0.49257371755400003
ACH-001193,-0.6752919237809999
ACH-001196,-0.30321047133
ACH-001197,-0.651765091455
ACH-001205,-0.448904922547
ACH-001211,-0.203193006012
ACH-001212,-0.395207037617
ACH-001228,-0.382204896484
ACH-001232,-0.547111795126
ACH-001239,-0.43516331893
ACH-001274,-0.43805215987499996
ACH-001275,-0.41687758544799997
ACH-001277,-0.40411726246699997
ACH-001278,-0.250116235834
ACH-001280,-0.420245475124
ACH-001283,-0.371771643192
ACH-001289,-0.352129176409
ACH-001295,-0.38200265103299996
ACH-001300,-0.45542053842
ACH-001301,-0.286834994143
ACH-001302,-0.838850954243
ACH-001303,-0.526884543357
ACH-001306,-0.21447258114999998
ACH-001318,-0.32801999193000003
ACH-001322,-0.284655234446
ACH-001328,-0.541728605889
ACH-001332,-0.5374759250600001
ACH-001333,-0.17372396724
ACH-001336,-0.46483629931299997
ACH-001340,-0.415448723811
ACH-001346,-0.318661941577
ACH-001353,-0.38773092220399996
ACH-001354,-0.639211503931
ACH-001367,-0.409077629864
ACH-001368,-0.34652447595799996
ACH-001374,-0.520551448621
ACH-001375,-0.39266079917400004
ACH-001377,-0.378332685302
ACH-001380,-0.253794903183
ACH-001391,-0.695027443319
ACH-001407,-0.258741864072
ACH-001408,-0.298818705202
ACH-001413,-0.46934755586099997
ACH-001430,-0.11171048195000001
ACH-001431,-0.560208916527
ACH-001450,-0.376711841559
ACH-001496,-0.373236879848
ACH-001500,-0.447769861402
ACH-001521,-0.4191640715
ACH-001523,-0.565071974584
ACH-001532,-0.340974388942
ACH-001536,-0.358400350642
ACH-001550,-0.23546832366
ACH-001552,-0.573481661141
ACH-001554,-0.34807395839599997
ACH-001645,-0.376652892768
ACH-001654,-0.518015077414
ACH-001715,-0.36486516065700003
ACH-001735,-0.351438214423
ACH-001736,-0.19695107523299998
ACH-001737,-0.585136434383
ACH-001740,-0.22383086979000003
ACH-001745,-0.402970263447
ACH-001750,-0.414487558331
ACH-001765,-0.228881946547
ACH-001956,-0.40561675539399994
ACH-001957,-0.527271501523
