,CUTA (51596)
ACH-000004,-0.177819251232
ACH-000007,0.0452468129567
ACH-000009,-0.0912056221018
ACH-000011,0.0144588778492
ACH-000012,-0.156761770597
ACH-000013,-0.20179719766600002
ACH-000014,-0.00142441017635
ACH-000015,-0.24308988829999997
ACH-000017,-0.298666107094
ACH-000018,-0.0139297546041
ACH-000019,-0.0828936947361
ACH-000021,-0.126103254385
ACH-000022,0.12631419252999998
ACH-000025,-0.133300029066
ACH-000028,-0.22015950112
ACH-000030,-0.0144242356216
ACH-000035,-0.0672110226996
ACH-000036,-0.22675379456999997
ACH-000037,-0.361244712321
ACH-000039,0.0146949831558
ACH-000040,-0.39729172770800003
ACH-000041,-0.134661991001
ACH-000042,-0.11204554272299999
ACH-000045,-0.132092854574
ACH-000047,-0.165264122766
ACH-000052,-0.06396555005599999
ACH-000053,-0.011803009015600002
ACH-000054,0.027988128056299997
ACH-000055,-0.108756067734
ACH-000060,-0.167247764231
ACH-000067,-0.137143796281
ACH-000070,-0.07428187867910001
ACH-000075,-0.043547274048
ACH-000078,-0.189220548011
ACH-000082,-0.0783388559643
ACH-000085,-0.186865315358
ACH-000086,-0.127323349477
ACH-000087,-0.17612911490299998
ACH-000092,-0.107414892229
ACH-000095,-0.0508508894575
ACH-000097,-0.216132853204
ACH-000098,-0.17724935913400003
ACH-000099,-0.123135582383
ACH-000108,0.0437670905012
ACH-000113,-0.0482233283605
ACH-000115,-0.213496355935
ACH-000116,-0.242854853407
ACH-000118,-0.121900675726
ACH-000120,-0.266990016426
ACH-000123,-0.10283771346699999
ACH-000127,-0.11376043590700001
ACH-000128,0.13759480829600002
ACH-000132,-0.15824052134400002
ACH-000133,-0.187928493532
ACH-000137,-0.0786128436368
ACH-000138,-0.11622943071900001
ACH-000142,-0.0853866437404
ACH-000143,0.0475808486645
ACH-000146,-0.14670014651799998
ACH-000148,0.0289298873858
ACH-000150,-0.23577204425999998
ACH-000152,-0.19368054065600002
ACH-000153,-0.7479819155670001
ACH-000159,-0.0777867896022
ACH-000160,-0.0748536375353
ACH-000163,-0.09000480618889999
ACH-000167,-0.0205931136937
ACH-000168,-0.143487738659
ACH-000169,-0.0989871358861
ACH-000178,-0.1042753331
ACH-000182,-0.294005220868
ACH-000183,-0.034906447583199995
ACH-000188,-0.09238120418019999
ACH-000189,0.26622790013500003
ACH-000190,-0.30428296612399997
ACH-000198,-0.00623738095765
ACH-000204,-0.40648351126500004
ACH-000206,-0.0744442875755
ACH-000207,-0.00286867428347
ACH-000211,-0.108905798478
ACH-000215,-0.12431277545
ACH-000221,0.062200236983
ACH-000222,-0.24478339167100002
ACH-000223,-0.29941151778
ACH-000226,-0.0368794062038
ACH-000227,-0.0986812156449
ACH-000228,-0.0695961383728
ACH-000231,-0.0200365130542
ACH-000232,-0.0398671821823
ACH-000233,-0.146201678686
ACH-000234,-0.0175898604998
ACH-000235,-0.10941566352499998
ACH-000237,-0.07809996068689999
ACH-000238,-0.0743340345141
ACH-000243,-0.177317503613
ACH-000244,-0.18813566695199999
ACH-000246,-0.13412888184
ACH-000248,-0.10292832943800001
ACH-000250,-0.15202058703
ACH-000251,-0.114301000866
ACH-000253,0.00693614649767
ACH-000255,-0.0812983380519
ACH-000256,0.0936579264887
ACH-000257,0.22980301794100003
ACH-000258,0.105823890281
ACH-000259,0.0240555104509
ACH-000260,-0.0812318409084
ACH-000261,0.0030807450437500003
ACH-000262,0.11364228273
ACH-000263,-0.0031616851759299998
ACH-000264,-0.0848020719417
ACH-000265,-0.186738207508
ACH-000266,-0.151915804597
ACH-000272,-0.185581421263
ACH-000273,-0.153776249795
ACH-000274,-0.00133252351225
ACH-000277,-0.0903128444111
ACH-000278,0.05261229900719999
ACH-000279,-0.023709943953200002
ACH-000280,-0.0208491152904
ACH-000281,-0.0670272563069
ACH-000288,-0.046558441426
ACH-000291,-0.0381742913546
ACH-000293,-0.0375009056399
ACH-000294,-0.0626928397079
ACH-000295,-0.58122794352
ACH-000296,-0.424393872756
ACH-000302,-0.231343256142
ACH-000304,-0.566213974789
ACH-000307,0.105697030724
ACH-000308,-0.116655374539
ACH-000310,-0.275877801901
ACH-000311,-0.281867946691
ACH-000312,-0.18783567967099998
ACH-000315,-0.35015906663
ACH-000316,-0.0799259899234
ACH-000317,0.109478178033
ACH-000318,0.017785824528700003
ACH-000319,-0.323474360976
ACH-000320,-0.102319730844
ACH-000322,-0.15554819074200002
ACH-000323,0.0903874931031
ACH-000324,0.026759010737099995
ACH-000329,-0.052188931741800004
ACH-000330,-0.422404923098
ACH-000331,-0.0416782254134
ACH-000332,-0.09732354016000001
ACH-000334,-0.173560920037
ACH-000335,-0.17750784302
ACH-000336,-0.200161959866
ACH-000337,-0.11432336828800001
ACH-000339,-0.118521361423
ACH-000341,-0.063502732349
ACH-000348,-0.0884182125144
ACH-000350,0.010136455139
ACH-000352,-0.0777813608082
ACH-000356,-0.39316878885300005
ACH-000361,-0.0600215664109
ACH-000362,-0.351215403086
ACH-000363,-0.046784980067800006
ACH-000364,-0.320520209943
ACH-000365,-0.125864635298
ACH-000366,-0.0332699965171
ACH-000368,-0.369776028747
ACH-000374,-0.384267744977
ACH-000375,-0.232771726978
ACH-000376,-0.138478396257
ACH-000381,-0.0186234048248
ACH-000383,-0.20652342896499998
ACH-000387,0.011244129153
ACH-000389,-0.00287778901364
ACH-000390,0.034072536053
ACH-000393,0.0145313022219
ACH-000395,0.0430808039688
ACH-000397,-0.17255524582000004
ACH-000401,-0.0406520195892
ACH-000402,-0.151798120036
ACH-000403,-0.0986548435755
ACH-000404,0.21467096179200001
ACH-000406,-0.172579640565
ACH-000407,-0.171083245469
ACH-000408,-0.022491261707900004
ACH-000410,0.0367522237284
ACH-000411,-0.23050833306
ACH-000414,-0.17127922558699998
ACH-000415,-0.132609853532
ACH-000416,-0.114381569843
ACH-000420,-0.19426345117199997
ACH-000421,0.033483006855000004
ACH-000424,0.21797830345600003
ACH-000425,0.0784386530362
ACH-000426,-0.0129484090319
ACH-000427,-0.44237839146200003
ACH-000433,-0.39606066744999996
ACH-000436,-0.0655098477752
ACH-000444,-0.147304824803
ACH-000445,0.198155623998
ACH-000448,-0.232564791723
ACH-000450,-0.195238461188
ACH-000452,-0.128689402367
ACH-000454,-0.16888721202999998
ACH-000458,-0.18707607754900002
ACH-000459,-0.0614221859196
ACH-000460,-0.165717860548
ACH-000461,-0.303817928595
ACH-000463,-0.09498891101439999
ACH-000464,-0.05838612342090001
ACH-000466,-0.14099472127999998
ACH-000467,0.0235121453901
ACH-000468,-0.277427619435
ACH-000469,-0.019362976235
ACH-000470,-0.10611222667400001
ACH-000471,-0.22485847087299998
ACH-000472,-0.0175915098476
ACH-000473,0.0923480332232
ACH-000475,-0.138403261095
ACH-000476,0.0761579832335
ACH-000477,-0.15254158980000002
ACH-000480,-0.0753894539147
ACH-000481,-0.11206665368100001
ACH-000483,-0.164471409196
ACH-000484,-0.010744315068299998
ACH-000485,0.111101883337
ACH-000486,-0.12355135146
ACH-000487,0.00200214503253
ACH-000488,-0.006294224463339999
ACH-000490,-0.186430277421
ACH-000491,-0.273975565924
ACH-000495,0.22838089971099998
ACH-000496,-0.0155291107846
ACH-000499,-0.18152287440099998
ACH-000500,0.0156720927371
ACH-000502,-0.19459639464899997
ACH-000503,-0.249254380878
ACH-000505,-0.125927213438
ACH-000507,-0.248802198822
ACH-000510,-0.060626873451
ACH-000511,-0.180384494448
ACH-000512,0.0319979516451
ACH-000516,-0.140275755419
ACH-000517,-0.0759346922741
ACH-000518,-0.108677187396
ACH-000520,-0.154633199331
ACH-000521,-0.109409806688
ACH-000522,-0.10782447514799999
ACH-000524,-0.139912965674
ACH-000527,-0.05431132418819999
ACH-000528,-0.076196034447
ACH-000537,-0.0828971066597
ACH-000541,-0.133237734584
ACH-000542,-0.0588920451879
ACH-000544,-0.0843760389578
ACH-000545,-0.138353262984
ACH-000547,0.015601921641799998
ACH-000548,-0.123783349668
ACH-000549,-0.06742540458719999
ACH-000550,0.0248284124882
ACH-000552,-0.031265713081
ACH-000556,-0.120546079912
ACH-000557,0.007952305352600001
ACH-000570,0.0824258027201
ACH-000571,-0.299623989662
ACH-000573,-0.166449218135
ACH-000576,-0.21327869184599998
ACH-000580,0.108622328676
ACH-000584,-0.051927185020399995
ACH-000585,-0.123627966721
ACH-000588,-0.132409524118
ACH-000589,-0.0745555822269
ACH-000591,-0.0229674357175
ACH-000593,-0.15189596893500001
ACH-000600,-0.0128775777469
ACH-000601,-0.103546515797
ACH-000604,-0.40457117683399996
ACH-000605,0.280339554289
ACH-000606,-0.04767023292769999
ACH-000608,-0.015700280297299998
ACH-000614,0.051652009978
ACH-000616,-0.0385833821499
ACH-000618,-0.161497158378
ACH-000619,-0.185252556763
ACH-000620,-0.000598410847844
ACH-000621,-0.193947879105
ACH-000622,-0.0599996950593
ACH-000623,-0.041854800812
ACH-000624,-0.17501439985800002
ACH-000627,-0.136193008654
ACH-000630,-0.0905189607808
ACH-000632,-0.246372241136
ACH-000633,-0.185183087126
ACH-000637,-0.257854626404
ACH-000638,-0.0446722064785
ACH-000646,-0.27528166220600003
ACH-000647,-0.117940632596
ACH-000648,0.08729997871410002
ACH-000649,-0.0887242967413
ACH-000651,-0.0118289869869
ACH-000652,-0.08626442913860001
ACH-000653,-0.077748489095
ACH-000657,-0.07075754706989999
ACH-000658,-0.135181974928
ACH-000661,0.0324870142024
ACH-000662,-0.0043656489440400004
ACH-000663,-0.15402795611700001
ACH-000665,-0.10992674574200001
ACH-000671,-0.008018297661109999
ACH-000673,-0.126888203
ACH-000676,-0.0829729490385
ACH-000677,-0.30357926469999996
ACH-000681,-0.36404995475100005
ACH-000682,-0.07653457652210001
ACH-000683,-0.0658799277551
ACH-000684,-0.0947116611874
ACH-000688,-0.134700630583
ACH-000693,-0.154667128509
ACH-000694,0.0228394855865
ACH-000695,0.248073069173
ACH-000696,-0.222311180087
ACH-000697,-0.141935304194
ACH-000699,-0.209317467031
ACH-000701,0.0784210654928
ACH-000706,-0.186346820016
ACH-000711,-0.105899105536
ACH-000713,-0.11183797386399999
ACH-000714,-0.0140354858503
ACH-000718,-0.0741488428869
ACH-000720,-0.017814749015400002
ACH-000721,-0.18153390188000001
ACH-000724,0.0224042426823
ACH-000725,-0.27556034840300003
ACH-000732,-0.191091072201
ACH-000734,-0.253878660903
ACH-000735,-0.0652403789626
ACH-000736,-0.133387253527
ACH-000738,-0.07518628486239999
ACH-000746,-0.0320268591372
ACH-000747,-0.151016918411
ACH-000748,-0.0722026814989
ACH-000753,-0.0618501093833
ACH-000756,0.09626231032749999
ACH-000757,-0.17749974413
ACH-000758,-0.31770476235100004
ACH-000760,0.00102056004604
ACH-000763,-0.334616966788
ACH-000764,-0.643567291878
ACH-000765,-0.158747129846
ACH-000766,-0.157274410064
ACH-000767,0.0863838409722
ACH-000768,-0.16936396107
ACH-000769,-0.0522185446796
ACH-000770,-0.131605795004
ACH-000771,0.16543789615499999
ACH-000773,-0.04208302082780001
ACH-000776,-0.0791846794383
ACH-000777,-0.14487447554000002
ACH-000778,-0.20368567082699998
ACH-000781,-0.172992391534
ACH-000782,-0.11834353005300001
ACH-000783,-0.442152650032
ACH-000784,-0.0394525642978
ACH-000785,-0.0647626001511
ACH-000787,-0.0793511105003
ACH-000788,-0.108170802322
ACH-000791,-0.10629312351399998
ACH-000792,-0.176890374904
ACH-000794,-0.112816764292
ACH-000796,-0.181830890243
ACH-000799,-0.011246178623200001
ACH-000800,0.285580196677
ACH-000802,-0.0423304775229
ACH-000804,0.10567562140799999
ACH-000805,-0.131837057494
ACH-000809,-0.122473114079
ACH-000810,-0.20297995085099999
ACH-000811,-0.18337861397799998
ACH-000817,-0.138399376588
ACH-000819,0.0727840911461
ACH-000820,-0.0231052358286
ACH-000821,-0.10953661286699999
ACH-000822,-0.140733924221
ACH-000823,-0.169985298468
ACH-000824,-0.0167542927841
ACH-000827,-0.034619599898
ACH-000829,-0.0210019711901
ACH-000831,-0.16783908667999997
ACH-000832,-0.12031593810999999
ACH-000833,0.0267856570403
ACH-000834,-0.23371243046
ACH-000835,0.045816451155099996
ACH-000836,-0.144185243043
ACH-000837,-0.1025014067
ACH-000838,-0.160063321338
ACH-000839,-0.11061640425000001
ACH-000840,0.226933413422
ACH-000841,-0.19088609221
ACH-000843,-0.0533871697195
ACH-000846,-0.18604093729200002
ACH-000847,-0.024454783335099997
ACH-000848,0.06291904080680001
ACH-000849,-0.147246082199
ACH-000851,0.00354032104648
ACH-000855,-0.013171625636700001
ACH-000856,0.058835282885699995
ACH-000858,-0.140136003795
ACH-000859,-0.178526535303
ACH-000861,-0.0497650106455
ACH-000862,-0.059497158460999996
ACH-000865,-0.21327257378800002
ACH-000866,-0.17949642126499998
ACH-000867,-0.0568099386432
ACH-000869,-0.0134605900134
ACH-000872,0.116631176914
ACH-000873,-0.23461056935400001
ACH-000876,0.0154235581987
ACH-000878,-0.352296202134
ACH-000880,-0.12880523120200002
ACH-000881,-0.209270614584
ACH-000882,-0.047644756579999996
ACH-000884,-0.048944890614900004
ACH-000885,0.207815688556
ACH-000887,-0.119262187656
ACH-000888,-0.0516449723364
ACH-000889,-0.230497874616
ACH-000890,-0.118061303299
ACH-000896,-0.07113596173430001
ACH-000898,-0.09592505566019999
ACH-000900,-0.162252779886
ACH-000901,-0.0659031299067
ACH-000905,-0.10206897239700001
ACH-000906,-0.132075145843
ACH-000907,-0.26961121662099996
ACH-000910,-0.0976984318448
ACH-000911,-0.0878254011847
ACH-000912,-0.0696183160866
ACH-000913,-0.250463266856
ACH-000915,-0.017514100781000002
ACH-000916,-0.10528580166899999
ACH-000917,0.023679519975299997
ACH-000921,-0.382562970294
ACH-000924,-0.0181432317219
ACH-000926,-0.18622621502099998
ACH-000928,-0.127822764566
ACH-000929,-0.0201111683847
ACH-000932,-0.189788734393
ACH-000935,0.07519198626519999
ACH-000936,-0.0598487586931
ACH-000937,-0.0802852782122
ACH-000938,-0.0625246111025
ACH-000939,-0.14528531853
ACH-000941,-0.175723264374
ACH-000943,-0.177131485598
ACH-000946,-0.13885309047900002
ACH-000947,-0.18707509783
ACH-000948,-0.164285806102
ACH-000950,-0.267740138175
ACH-000953,-0.0736376176168
ACH-000957,0.0608887872362
ACH-000958,0.09832676044410002
ACH-000960,-0.0026599229220799995
ACH-000963,0.00959284106233
ACH-000968,-0.29045378995
ACH-000969,0.269297496238
ACH-000973,-0.0983797883227
ACH-000974,-0.24598791428800001
ACH-000975,-0.158933239204
ACH-000976,-0.24128811352600002
ACH-000978,-0.179794284193
