,PTCD3 (55037)
ACH-000004,-0.8765229647600001
ACH-000007,-0.8657034857449999
ACH-000009,-0.7208636689229999
ACH-000011,-0.310919672868
ACH-000012,-0.950263130184
ACH-000013,-0.907957541064
ACH-000014,-0.55543915312
ACH-000015,-0.914713046618
ACH-000017,-0.608555496954
ACH-000018,-1.20704903679
ACH-000019,-0.8345155803990001
ACH-000021,-0.7933384572900001
ACH-000022,-0.717037653726
ACH-000025,-0.963835260134
ACH-000028,-1.03816054429
ACH-000030,-0.914899085459
ACH-000035,-1.2576723962799998
ACH-000036,-0.608338485681
ACH-000037,-0.7662595159510001
ACH-000039,-0.9960646056470001
ACH-000040,-0.6053187716189999
ACH-000041,-0.8212349569349999
ACH-000042,-0.782901824136
ACH-000045,-0.924327514391
ACH-000047,-0.9388161530700001
ACH-000052,-0.536279604238
ACH-000053,-0.725772217444
ACH-000054,-0.8557769370939999
ACH-000055,-0.775702905615
ACH-000060,-0.7542867203020001
ACH-000067,-0.654482684419
ACH-000070,-0.585184507143
ACH-000075,-0.632629304858
ACH-000078,-0.803325694614
ACH-000082,-0.627171989698
ACH-000085,-0.46963047704800004
ACH-000086,-1.1175674528100001
ACH-000087,-0.978692706155
ACH-000092,-0.856552233066
ACH-000095,-0.619404099031
ACH-000097,-0.748499725164
ACH-000098,-0.6869820053560001
ACH-000099,-0.810975493066
ACH-000108,-0.69360015389
ACH-000113,-0.7960620073800001
ACH-000115,-0.7066272015899999
ACH-000116,-0.9260783189380001
ACH-000118,-1.09771949179
ACH-000120,-0.629450031561
ACH-000123,-0.982932960024
ACH-000127,-0.870102155423
ACH-000128,-0.802668914419
ACH-000132,-0.511715826686
ACH-000133,-0.925985998583
ACH-000137,-0.641346933172
ACH-000138,-0.790323237707
ACH-000142,-0.8634357686399999
ACH-000143,-1.12008272763
ACH-000146,-0.727808266913
ACH-000148,-0.9527696205580001
ACH-000150,-1.25057068699
ACH-000152,-0.79211304862
ACH-000153,-0.7652761272949999
ACH-000159,-0.569217332542
ACH-000160,-1.11754126868
ACH-000163,-0.688984700086
ACH-000167,-0.699597050736
ACH-000168,-0.428468471794
ACH-000169,-0.60953636234
ACH-000178,-0.839729655047
ACH-000182,-1.05690493825
ACH-000183,-0.759464074685
ACH-000188,-0.9154789000650001
ACH-000189,-1.34852885072
ACH-000190,-1.0451608805700001
ACH-000198,-0.861275396868
ACH-000204,-0.6896324431409999
ACH-000206,-0.655418604737
ACH-000207,-1.01384416746
ACH-000211,-0.748665963442
ACH-000215,-1.00256109151
ACH-000221,-1.11837645125
ACH-000222,-0.9855083950200001
ACH-000223,-0.932630094817
ACH-000226,-0.706120610631
ACH-000227,-1.13926555632
ACH-000228,-0.948916604375
ACH-000231,-0.634556916996
ACH-000232,-0.953449147981
ACH-000233,-0.7452920267149999
ACH-000234,-0.6679831297119999
ACH-000235,-0.623983927908
ACH-000237,-0.43742585453599997
ACH-000238,-1.01488368443
ACH-000243,-0.705846878085
ACH-000244,-1.11662413314
ACH-000246,-0.787892290011
ACH-000248,-1.00112990775
ACH-000250,-0.49034770201899996
ACH-000251,-0.738637799808
ACH-000253,-0.49781913342
ACH-000255,-0.763966086334
ACH-000256,-0.544710639684
ACH-000257,-1.0812756029000001
ACH-000258,-0.768016608196
ACH-000259,-1.08560760553
ACH-000260,-0.6643298630510001
ACH-000261,-0.63648016096
ACH-000262,-0.590659772255
ACH-000263,-1.1610152460299998
ACH-000264,-0.575663816083
ACH-000265,-1.21325308732
ACH-000266,-0.525571603872
ACH-000272,-0.626491916368
ACH-000273,-1.00489567305
ACH-000274,-0.768021151547
ACH-000277,-0.893362582515
ACH-000278,-0.536486826367
ACH-000279,-1.10408823061
ACH-000280,-0.592768604084
ACH-000281,-0.825066466453
ACH-000288,-1.0387965024799999
ACH-000291,-0.779146148653
ACH-000293,-1.07936639314
ACH-000294,-0.708984490494
ACH-000295,-1.03768699481
ACH-000296,-0.873851167605
ACH-000302,-0.882755333899
ACH-000304,-1.20017018704
ACH-000307,-0.6979875132879999
ACH-000308,-0.742975263846
ACH-000310,-0.6808472981720001
ACH-000311,-0.756742837755
ACH-000312,-0.955507639155
ACH-000315,-0.328845843105
ACH-000316,-0.7293247090100001
ACH-000317,-0.840113275569
ACH-000318,-1.0016437625299999
ACH-000319,-0.526136008524
ACH-000320,-0.912134695844
ACH-000322,-0.873279203212
ACH-000323,-0.973632116605
ACH-000324,-0.6937224983239999
ACH-000329,-0.817975283973
ACH-000330,-0.9236810959270001
ACH-000331,-0.7515168223980001
ACH-000332,-0.465295456428
ACH-000334,-0.626835152408
ACH-000335,-0.7579153085320001
ACH-000336,-0.882802618491
ACH-000337,-0.890943162763
ACH-000339,-0.78702496803
ACH-000341,-0.913748294868
ACH-000348,-0.670229015373
ACH-000350,-0.7756243768719999
ACH-000352,-0.9008957886210001
ACH-000356,-0.865209240149
ACH-000361,-0.634293327085
ACH-000362,-0.5505846871710001
ACH-000363,-0.8005331847759999
ACH-000364,-1.0417859455
ACH-000365,-0.9204875444410001
ACH-000366,-0.68590358113
ACH-000368,-1.00411323972
ACH-000374,-1.3187076240100002
ACH-000375,-0.8348275498409999
ACH-000376,-1.14325923037
ACH-000381,-0.9856824255779999
ACH-000383,-0.868880819613
ACH-000387,-0.810713566794
ACH-000389,-0.35595111798199996
ACH-000390,-0.86717983009
ACH-000393,-0.568838315832
ACH-000395,-0.7804814110320001
ACH-000397,-0.47893917102300004
ACH-000401,-0.408982298586
ACH-000402,-0.396207825716
ACH-000403,-0.7231294663590001
ACH-000404,-0.991376707872
ACH-000406,-1.02605626808
ACH-000407,-0.873369156825
ACH-000408,-0.8564273596349999
ACH-000410,-0.831012184228
ACH-000411,-0.537129521098
ACH-000414,-0.664318974002
ACH-000415,-0.993990132657
ACH-000416,-0.563837936586
ACH-000420,-0.7354790193690001
ACH-000421,-0.6848370139550001
ACH-000424,-1.23871483435
ACH-000425,-0.8443291014480001
ACH-000426,-0.569933241992
ACH-000427,-1.0058004188
ACH-000433,-0.824278698454
ACH-000436,-0.614166862028
ACH-000444,-0.695621841551
ACH-000445,-0.669119828177
ACH-000448,-0.380387802783
ACH-000450,-1.05366158975
ACH-000452,-0.659254248195
ACH-000454,-1.29962074986
ACH-000458,-0.9470070389409999
ACH-000459,-1.2650093847
ACH-000460,-0.614500774369
ACH-000461,-1.2522589052500002
ACH-000463,-0.700497364649
ACH-000464,-0.743135035799
ACH-000466,-0.747199764864
ACH-000467,-0.964509550112
ACH-000468,-0.893701425554
ACH-000469,-1.0531527222200001
ACH-000470,-0.767493784633
ACH-000471,-0.525450282401
ACH-000472,-0.702608792444
ACH-000473,-0.732118151454
ACH-000475,-0.880111896179
ACH-000476,-1.17628734739
ACH-000477,-0.721656214769
ACH-000480,-0.7189606987639999
ACH-000481,-0.6837111059469999
ACH-000483,-1.1610646048
ACH-000484,-0.6519157394039999
ACH-000485,-0.658303734371
ACH-000486,-0.726934642115
ACH-000487,-0.92064022893
ACH-000488,-1.12524448313
ACH-000490,-0.778914605725
ACH-000491,-1.16959233268
ACH-000495,-0.48913289803300003
ACH-000496,-0.7204846425
ACH-000499,-1.09338581668
ACH-000500,-1.0503009140200001
ACH-000502,-0.717910538488
ACH-000503,-0.999566315413
