,ENAM (10117)
ACH-000004,0.046339487145
ACH-000007,0.12702729602399998
ACH-000009,-0.048093875592
ACH-000011,0.0510855181549
ACH-000012,-0.08469666844809999
ACH-000013,0.11615329864
ACH-000014,-0.0723634798871
ACH-000015,0.0159609093873
ACH-000017,0.0490012350491
ACH-000018,0.0139203322077
ACH-000019,-0.022428049638999997
ACH-000021,0.0231149998175
ACH-000022,0.0523318085144
ACH-000025,-0.0188274810317
ACH-000028,-0.08031626878989999
ACH-000030,0.0140131968531
ACH-000035,0.0022403440379699996
ACH-000036,0.0548628119854
ACH-000037,-0.04297965609
ACH-000039,0.108720384448
ACH-000040,0.0141550665097
ACH-000041,-0.0934705488903
ACH-000042,-0.06091487065909999
ACH-000045,0.06865125441150001
ACH-000047,-0.09734804194970001
ACH-000052,0.0635612092624
ACH-000053,-0.0068645526813
ACH-000054,0.108322484465
ACH-000055,0.10763833487600001
ACH-000060,-0.0004727177482769999
ACH-000067,-0.04082067062130001
ACH-000070,0.00240410350293
ACH-000075,0.179238342243
ACH-000078,-0.0346520134287
ACH-000082,0.0724479769523
ACH-000085,0.166641091952
ACH-000086,0.09122835766719999
ACH-000087,0.160161382884
ACH-000092,0.0925894328259
ACH-000095,0.07496186182789999
ACH-000097,0.0343679644576
ACH-000098,-0.0969526328592
ACH-000099,0.0303051700368
ACH-000108,0.175871256874
ACH-000113,-0.01059135753
ACH-000115,0.15386303747400001
ACH-000116,0.0661770557797
ACH-000118,0.022921317634299998
ACH-000120,-0.0695525417676
ACH-000123,0.0067296829428
ACH-000127,0.00849780940731
ACH-000128,-0.0598765259249
ACH-000132,0.0134839163222
ACH-000133,0.0028793810931799996
ACH-000137,-0.09313211093189999
ACH-000138,0.14920995976
ACH-000142,0.116834279658
ACH-000143,-0.131769918968
ACH-000146,-0.0119667950461
ACH-000148,0.17241114582400002
ACH-000150,-0.0622923053347
ACH-000152,0.0416983376262
ACH-000153,-0.20077547606600002
ACH-000159,-0.0548435113145
ACH-000160,0.018882657873700002
ACH-000163,-0.04887794440359999
ACH-000167,0.007465374620410001
ACH-000168,-0.08247999179210001
ACH-000169,-0.0429716275067
ACH-000178,0.10426625693700001
ACH-000182,0.137476836
ACH-000183,-0.0271706664609
ACH-000188,-0.0035514172842199994
ACH-000189,-0.0394972815478
ACH-000190,0.1268055587
ACH-000198,-0.0771469481085
ACH-000204,-0.122397898487
ACH-000206,0.0404007307791
ACH-000207,0.184448024827
ACH-000211,-0.07824027920479999
ACH-000215,-0.040229537058599996
ACH-000221,0.0611705081814
ACH-000222,0.100323470586
ACH-000223,-0.0108429882886
ACH-000226,-0.0847977008179
ACH-000227,-0.124760651758
ACH-000228,0.00516368047417
ACH-000231,0.00044164210241500005
ACH-000232,0.12453038765900001
ACH-000233,-0.024644567544800003
ACH-000234,0.037935659672
ACH-000235,0.09016055655060001
ACH-000237,0.0884963782314
ACH-000238,0.09297431016989999
ACH-000243,0.0151341856605
ACH-000244,-0.055182342923600004
ACH-000246,0.10388767010500001
ACH-000248,0.0223761659933
ACH-000250,0.140883824266
ACH-000251,0.0404874231192
ACH-000253,0.10941198242900001
ACH-000255,0.00486861336932
ACH-000256,0.24722032190999998
ACH-000257,0.136361875918
ACH-000258,-0.0462215894703
ACH-000259,0.029045901050900002
ACH-000260,0.17771849518
ACH-000261,0.116458676429
ACH-000262,0.119554631526
ACH-000263,0.00410616861613
ACH-000264,0.00181127492877
ACH-000265,-0.007074623592629999
ACH-000266,0.09349634780470001
ACH-000272,0.0159311619107
ACH-000273,0.150387118991
ACH-000274,0.17377237587900002
ACH-000277,0.08499490193380001
ACH-000278,0.17540523290100002
ACH-000279,0.0855016803515
ACH-000280,0.10168579862600001
ACH-000281,-0.13890405627900002
ACH-000288,0.0965945839832
ACH-000291,0.232510091186
ACH-000293,-0.247298364214
ACH-000294,0.122357494196
ACH-000295,0.19007710497400002
ACH-000296,0.0125330190371
ACH-000302,-0.0010692636943099999
ACH-000304,0.0667572261316
ACH-000307,0.00544980735947
ACH-000308,0.0045611603386400005
ACH-000310,-0.11190605913599999
ACH-000311,-0.0779929180732
ACH-000312,0.027314434246299996
ACH-000315,0.130065097227
ACH-000316,0.0197259682125
ACH-000317,-0.049171380819499996
ACH-000318,0.011792833871799998
ACH-000319,-0.0187061310664
ACH-000320,-0.178456929091
