,SPHAR (10638)
ACH-000004,0.32701241077599996
ACH-000007,0.0700504992039
ACH-000009,0.036194389071699994
ACH-000011,0.324558071915
ACH-000012,0.204618775504
ACH-000013,0.205237702001
ACH-000014,0.34591425526600006
ACH-000015,0.179036495022
ACH-000017,0.310790501064
ACH-000018,0.218907820997
ACH-000019,0.20162835559700001
ACH-000021,0.0752085488174
ACH-000022,0.21927090451099998
ACH-000025,0.247451377946
ACH-000028,0.22012339374
ACH-000030,0.17526924486900003
ACH-000035,0.278834062212
ACH-000036,0.116406619421
ACH-000037,0.09672641537769999
ACH-000039,0.23821947664999998
ACH-000040,0.089518631522
ACH-000041,0.138006246273
ACH-000042,0.07598121041410001
ACH-000045,0.18390135572799998
ACH-000047,0.011114228155200002
ACH-000052,0.159292876767
ACH-000053,0.105704567751
ACH-000054,0.112671417979
ACH-000055,0.374787250172
ACH-000060,0.170233127834
ACH-000067,0.11756052130999999
ACH-000070,0.051601727549099995
ACH-000075,0.17118833644099998
ACH-000078,0.237291943394
ACH-000082,0.246988722529
ACH-000085,0.074812622105
ACH-000086,0.202207535865
ACH-000087,0.159912936861
ACH-000092,0.0312747575204
ACH-000095,0.019946178257
ACH-000097,0.122292284829
ACH-000098,0.0709357872013
ACH-000099,0.043771701869299996
ACH-000108,0.218328160856
ACH-000113,0.181147605216
ACH-000115,0.163804509382
ACH-000116,0.18830520273899998
ACH-000118,0.234337240698
ACH-000120,0.11833379876399999
ACH-000123,0.22419045548500002
ACH-000127,0.259003593335
ACH-000128,0.245343194311
ACH-000132,0.11874722658399998
ACH-000133,0.191985676061
ACH-000137,0.27172190621
ACH-000138,0.022671568818900003
ACH-000142,0.22770328636
ACH-000143,0.218202230448
ACH-000146,0.0169658272752
ACH-000148,0.042249706542600005
ACH-000150,0.223584156846
ACH-000152,0.143936359353
ACH-000153,0.0785409590151
ACH-000159,0.0606884170239
ACH-000160,0.0676182873037
ACH-000163,0.007862312576529999
ACH-000167,0.112937654167
ACH-000168,0.0307649299324
ACH-000169,0.16028935406
ACH-000178,0.23928898195999998
ACH-000182,0.178135238965
ACH-000183,0.299640930031
ACH-000188,0.0997660124477
ACH-000189,0.213727635158
ACH-000190,0.13245466269300002
ACH-000198,0.226110345513
ACH-000204,0.163033307204
ACH-000206,0.21234506394400002
ACH-000207,0.217731554936
ACH-000211,0.0881715541093
ACH-000215,0.18193386037099998
ACH-000221,0.136181797026
ACH-000222,0.09863015859680001
ACH-000223,-0.0564820193224
ACH-000226,0.032341928821799995
ACH-000227,-0.0598921211872
ACH-000228,0.304276609097
ACH-000231,0.09936182438419999
ACH-000232,0.169234497425
ACH-000233,-0.0653226215279
ACH-000234,0.097859338827
ACH-000235,0.0853676393675
ACH-000237,0.156016221265
ACH-000238,0.11106911523
ACH-000243,0.0598731034473
ACH-000244,0.22044603109000002
ACH-000246,0.0625758922262
ACH-000248,0.19091993378
ACH-000250,0.151009269694
ACH-000251,0.376106286975
ACH-000253,0.0430367016441
ACH-000255,0.153457372193
ACH-000256,0.14387452737700002
ACH-000257,0.11173077919000002
ACH-000258,0.250456967007
ACH-000259,0.06710409312400001
ACH-000260,0.262063729949
ACH-000261,0.16710616085000002
ACH-000262,0.378665222298
ACH-000263,0.130969656923
ACH-000264,0.0212634592471
ACH-000265,0.175465479472
ACH-000266,0.110557189713
ACH-000272,-0.0182503187705
ACH-000273,0.18742280167800002
ACH-000274,0.0496078672209
ACH-000277,-0.154081220951
ACH-000278,0.116930420931
ACH-000279,0.226315730862
ACH-000280,0.233910327041
ACH-000281,0.192548627218
ACH-000288,0.077223461248
ACH-000291,0.053984315587900004
ACH-000293,0.264629327161
ACH-000294,0.014465376246700001
ACH-000295,0.298688192397
ACH-000296,0.147297990547
ACH-000302,0.12332731498199999
ACH-000304,0.0967142866437
ACH-000307,0.11308510177000002
ACH-000308,0.123420956563
ACH-000310,-0.04716755703369999
ACH-000311,0.0570315625187
ACH-000312,0.21577588442899998
ACH-000315,0.0006364684638180001
ACH-000316,0.049433696869599995
ACH-000317,0.198809833118
ACH-000318,0.128156577235
ACH-000319,0.197655838592
ACH-000320,0.11575287884600001
ACH-000322,0.193181311781
ACH-000323,0.24194253549699998
ACH-000324,0.270782937599
ACH-000329,0.255275100571
ACH-000330,0.18089181346500002
ACH-000331,0.12542199724199998
ACH-000332,0.07700082192430001
ACH-000334,0.0198758203129
ACH-000335,0.139560932913
ACH-000336,0.451940844571
ACH-000337,0.06606629172720001
ACH-000339,0.131513869761
ACH-000341,0.039096271241099996
ACH-000348,0.15117026780200002
ACH-000350,0.0980091854949
ACH-000352,0.160532100851
ACH-000356,0.20760226931899997
ACH-000361,0.257199587884
ACH-000362,0.158147306908
ACH-000363,0.113630032916
ACH-000364,0.33860619008000004
ACH-000365,0.10696299829099999
ACH-000366,0.13727369909
ACH-000368,0.35804816057899996
ACH-000374,0.219658029809
ACH-000375,0.105717597284
ACH-000376,0.210765440152
ACH-000381,0.21835131815499997
ACH-000383,0.09313218253080001
ACH-000387,0.156380168146
ACH-000389,0.25517441408
ACH-000390,0.154278801892
ACH-000393,0.026632488112
ACH-000395,0.06533031111030001
ACH-000397,0.25708682667
ACH-000401,0.0790212769713
ACH-000402,-0.067906628724
ACH-000403,0.0418266250509
ACH-000404,0.309195776674
ACH-000406,0.12260432848099999
ACH-000407,0.038029846782
ACH-000408,0.255384524075
ACH-000410,0.169041173525
ACH-000411,0.186200340996
ACH-000414,0.22198495568100002
ACH-000415,0.228882831456
ACH-000416,0.139745333416
ACH-000420,-0.07639180276
ACH-000421,0.153449519642
ACH-000424,0.237899900396
ACH-000425,0.10656324481799999
ACH-000426,0.35013955580399997
ACH-000427,-0.112763698277
ACH-000433,0.327232744799
ACH-000436,0.403986733534
ACH-000444,0.20991045162099997
ACH-000445,0.205973828465
ACH-000448,0.148385180718
ACH-000450,0.061149335111499996
ACH-000452,0.249789677914
ACH-000454,0.225009428988
ACH-000458,0.215259931133
ACH-000459,0.385073033261
ACH-000460,0.078981587608
ACH-000461,0.23013460705699998
ACH-000463,0.21234173355099997
ACH-000464,0.116427075197
