,KAT5 (10524)
ACH-000004,-0.608855499548
ACH-000007,-0.6844281528470001
ACH-000009,-0.691472497587
ACH-000011,-0.565585252506
ACH-000012,-0.847645764536
ACH-000013,-0.6959430130300001
ACH-000014,-0.710286345441
ACH-000015,-0.836348278698
ACH-000017,-0.849160165445
ACH-000018,-0.849260854304
ACH-000019,-0.957945510993
ACH-000021,-0.721249417994
ACH-000022,-0.911375817509
ACH-000025,-0.793153703206
ACH-000028,-0.629023788021
ACH-000030,-0.759989563361
ACH-000035,-0.945411923058
ACH-000036,-0.841662715045
ACH-000037,-0.9539569999549999
ACH-000039,-0.9348956352079999
ACH-000040,-1.01750533615
ACH-000041,-0.761617241472
ACH-000042,-0.76693067244
ACH-000045,-0.960526383405
ACH-000047,-0.7132929747810001
ACH-000052,-1.23358459337
ACH-000053,-0.979445267862
ACH-000054,-0.812498814769
ACH-000055,-0.699867112097
ACH-000060,-0.9022985897470001
ACH-000067,-0.8620954060609999
ACH-000070,-0.7172943614839999
ACH-000075,-0.7177967418860001
ACH-000078,-0.690019013755
ACH-000082,-0.45779548429899997
ACH-000085,-0.829328010007
ACH-000086,-1.03531280949
ACH-000087,-0.573753445192
ACH-000092,-0.8408789455589999
ACH-000095,-0.909613376744
ACH-000097,-0.610089459301
ACH-000098,-0.823873699029
ACH-000099,-0.891534605715
ACH-000108,-0.55196138798
ACH-000113,-1.16354275074
ACH-000115,-0.8831064067550001
ACH-000116,-0.717771408327
ACH-000118,-0.6956922836130001
ACH-000120,-0.90923071854
ACH-000123,-0.9097454612010001
ACH-000127,-0.806042382498
ACH-000128,-0.7431544830169999
ACH-000132,-0.8722159535870001
ACH-000133,-0.649949027764
ACH-000137,-1.08798210471
ACH-000138,-0.7582681488099999
ACH-000142,-1.0338956284799998
ACH-000143,-0.864603296355
ACH-000146,-0.8643088593780001
ACH-000148,-0.726211057408
ACH-000150,-0.80167680192
ACH-000152,-0.9213706526530001
ACH-000153,-0.738954399534
ACH-000159,-0.8556001594679999
ACH-000160,-0.47902877243600006
ACH-000163,-0.593415980254
ACH-000167,-0.49435793992399996
ACH-000168,-0.8007399889390001
ACH-000169,-0.754082767085
ACH-000178,-0.689965844509
ACH-000182,-0.568031011232
ACH-000183,-1.06252289236
ACH-000188,-0.741544706669
ACH-000189,-0.310525809685
ACH-000190,-0.36789194655699997
ACH-000198,-0.951029281119
ACH-000204,-0.769548564709
ACH-000206,-0.935834417071
ACH-000207,-0.97137081505
ACH-000211,-0.8122922776199999
ACH-000215,-0.69632687684
ACH-000221,-0.8962314562989999
ACH-000222,-0.770956575257
ACH-000223,-0.551277740912
ACH-000226,-0.861136632737
ACH-000227,-0.8739297701450001
ACH-000228,-0.9039517038439999
ACH-000231,-0.935834637322
ACH-000232,-0.692966735175
ACH-000233,-1.07738538026
ACH-000234,-1.07482292477
ACH-000235,-0.697529104119
ACH-000237,-0.77490857256
ACH-000238,-0.604061800913
ACH-000243,-0.44537196414700003
ACH-000244,-0.954777577466
ACH-000246,-0.631292228181
ACH-000248,-0.853103758398
ACH-000250,-0.814676619301
ACH-000251,-0.511866278337
ACH-000253,-0.884670394164
ACH-000255,-0.5982363403750001
ACH-000256,-0.78606175021
ACH-000257,-0.827255984981
ACH-000258,-0.656814160564
ACH-000259,-0.8400912372339999
ACH-000260,-0.8771855543479999
ACH-000261,-0.932876952906
ACH-000262,-1.01306918456
ACH-000263,-0.7282309677840001
ACH-000264,-0.769935797825
ACH-000265,-0.801443841155
ACH-000266,-0.765160866918
ACH-000272,-0.684116401857
ACH-000273,-0.825011912218
ACH-000274,-0.94356919479
ACH-000277,-0.767967342266
ACH-000278,-0.7210357509819999
ACH-000279,-0.6051322168550001
ACH-000280,-0.8150937010879999
ACH-000281,-0.464226603452
ACH-000288,-0.834209865078
ACH-000291,-0.6887594199699999
ACH-000293,-0.881106110632
ACH-000294,-0.709925597456
ACH-000295,-0.954934229277
ACH-000296,-0.508147834967
ACH-000302,-0.6901066905580001
ACH-000304,-0.51679057906
ACH-000307,-0.6188111704420001
ACH-000308,-0.731308188899
ACH-000310,-0.968117474482
ACH-000311,-0.526531550173
ACH-000312,-0.8083661911679999
ACH-000315,-0.8987461926029999
ACH-000316,-0.9063654242460001
ACH-000317,-0.701610710584
ACH-000318,-0.782641186202
ACH-000319,-1.14238190717
ACH-000320,-0.583436675454
ACH-000322,-0.7724826120180001
ACH-000323,-0.903706689051
ACH-000324,-0.705826216671
ACH-000329,-0.850657575308
ACH-000330,-0.719980699251
ACH-000331,-0.8328855155670001
ACH-000332,-0.548989929366
ACH-000334,-0.847536359452
ACH-000335,-0.69628571454
ACH-000336,-0.891136375275
ACH-000337,-0.7831631941930001
ACH-000339,-0.686782544202
ACH-000341,-0.7385244291840001
ACH-000348,-0.714352944505
ACH-000350,-1.40056259025
ACH-000352,-0.7570472351080001
ACH-000356,-0.7477321157819999
ACH-000361,-0.706003083052
ACH-000362,-0.805759482739
ACH-000363,-0.9039984358409999
ACH-000364,-0.9547038076019999
ACH-000365,-0.8993422414259999
ACH-000366,-0.732728369828
ACH-000368,-1.17201147311
ACH-000374,-0.634634548753
ACH-000375,-0.578877944665
ACH-000376,-0.5584605098390001
ACH-000381,-0.864727837985
ACH-000383,-0.624564706338
ACH-000387,-1.0305177088700002
ACH-000389,-0.39202815322400003
ACH-000390,-0.8775350815340001
ACH-000393,-1.02591622519
ACH-000395,-0.757452968322
ACH-000397,-0.775711556444
ACH-000401,-0.936676555128
ACH-000402,-0.825469764894
ACH-000403,-0.916300059299
ACH-000404,-0.709444142227
ACH-000406,-0.953756521188
ACH-000407,-0.94851747284
ACH-000408,-0.315872702099
ACH-000410,-0.8482682297949999
ACH-000411,-0.6386038694839999
ACH-000414,-0.746418445753
ACH-000415,-0.6937515395730001
ACH-000416,-0.6910981301829999
ACH-000420,-1.03837550847
ACH-000421,-0.776957270324
ACH-000424,-0.780685921641
ACH-000425,-0.8823444288
ACH-000426,-1.3097260515
ACH-000427,-0.8095670850130001
ACH-000433,-0.950733908256
ACH-000436,-0.905841326302
ACH-000444,-0.794837620572
ACH-000445,-0.721692076745
ACH-000448,-0.905752100421
ACH-000450,-0.9195778368299999
ACH-000452,-0.8507771829359999
ACH-000454,-1.0367935210299999
ACH-000458,-0.684830530333
ACH-000459,-0.493203617758
ACH-000460,-0.9541132002380001
ACH-000461,-0.9529436369230001
ACH-000463,-0.902267471486
ACH-000464,-0.67887352331
ACH-000466,-0.920951558479
ACH-000467,-0.790364093712
ACH-000468,-0.919121673382
ACH-000469,-0.8019872466850001
ACH-000470,-0.857829908362
ACH-000471,-0.624445263479
ACH-000472,-0.63095315055
ACH-000473,-0.851560461332
ACH-000475,-0.726037526213
ACH-000476,-0.806266625548
ACH-000477,-1.01889798889
ACH-000480,-0.924372863732
ACH-000481,-0.960823610877
ACH-000483,-0.758110714409
ACH-000484,-0.5159255862309999
ACH-000485,-0.8756519627700001
ACH-000486,-0.808326303223
ACH-000487,-0.839403282298
ACH-000488,-0.699403195034
ACH-000490,-1.1120234458
ACH-000491,-1.08422816813
ACH-000495,-0.687363973892
ACH-000496,-0.559223663157
ACH-000499,-0.599664087358
ACH-000500,-0.835161718744
ACH-000502,-0.639194645872
ACH-000503,-1.27034690814
ACH-000505,-0.820759407675
ACH-000507,-0.545532887187
ACH-000510,-0.8422340226459999
ACH-000511,-0.745595014971
ACH-000512,-0.923637706917
ACH-000516,-0.8857821252760001
ACH-000517,-1.00714143064
ACH-000518,-0.540162309905
ACH-000520,-0.7492226382080001
ACH-000521,-0.876150208959
ACH-000522,-0.752280221463
ACH-000524,-0.8864849696639999
ACH-000527,-0.651884716711
ACH-000528,-0.805642655379
ACH-000537,-0.59090040244
ACH-000541,-0.9835486311849999
ACH-000542,-0.751098181773
ACH-000544,-0.699652791656
ACH-000545,-0.762672538997
ACH-000547,-0.610893630813
ACH-000548,-0.9298177457969999
ACH-000549,-0.950237474368
ACH-000550,-0.5484611381100001
ACH-000552,-0.849661319084
ACH-000556,-0.6302275231600001
ACH-000557,-1.3773868658300001
ACH-000570,-0.94187533484
ACH-000571,-0.967256041515
ACH-000573,-0.584807880938
ACH-000576,-0.717320300292
ACH-000580,-0.701852399932
ACH-000584,-0.719972063967
ACH-000585,-0.755788078603
ACH-000588,-0.6820775905750001
ACH-000589,-0.8475510232100001
ACH-000591,-0.837212224062
ACH-000593,-0.721672478379
ACH-000600,-1.13693518898
ACH-000601,-1.02731336031
ACH-000604,-0.8652258409710001
ACH-000605,-0.96453162499
ACH-000606,-0.8146035898980001
ACH-000608,-1.0786338364599999
ACH-000614,-0.524350464299
ACH-000616,-0.711904244876
ACH-000618,-0.7882558702779999
ACH-000619,-0.8855608397220001
ACH-000620,-0.637777361275
ACH-000621,-0.6773678118619999
ACH-000622,-0.669884712047
ACH-000623,-0.772097471389
ACH-000624,-0.86590353108
ACH-000627,-0.765228157917
ACH-000630,-0.883575393187
ACH-000632,-0.71558944244
ACH-000633,-0.685767437856
ACH-000637,-0.668836256487
ACH-000638,-0.8436949127969999
ACH-000646,-0.723330212827
ACH-000647,-0.87498390529
ACH-000648,-0.7586537381749999
ACH-000649,-0.690739157019
ACH-000651,-0.813751649394
ACH-000652,-0.771447314804
ACH-000653,-1.2484265726600001
ACH-000657,-0.8522353350890001
ACH-000658,-0.7671417082649999
ACH-000661,-0.8706895725939999
ACH-000662,-1.07420886669
ACH-000663,-0.768142980656
ACH-000665,-0.886466533953
ACH-000671,-0.596066731342
ACH-000673,-0.613318645796
ACH-000676,-0.661515302011
ACH-000677,-1.27020045752
ACH-000681,-0.7339509260860001
ACH-000682,-0.778211821173
ACH-000683,-0.809129924857
ACH-000684,-0.618970030204
ACH-000688,-0.621240866789
ACH-000693,-0.6788656354170001
ACH-000694,-0.7630021848109999
ACH-000695,-1.13650698399
ACH-000696,-0.8424953539560001
ACH-000697,-0.698787015372
ACH-000699,-0.7313905188359999
ACH-000701,-0.791220181252
ACH-000706,-0.567875457474
ACH-000711,-0.7962116427600001
ACH-000713,-0.7070461670199999
ACH-000714,-1.05782166173
ACH-000718,-1.0518263364899998
ACH-000720,-0.797843535043
ACH-000721,-0.938329914612
ACH-000724,-1.20482971187
ACH-000725,-1.06495439457
ACH-000732,-0.861890953365
ACH-000734,-0.7549887405210001
ACH-000735,-0.621890732677
ACH-000736,-0.897891848187
ACH-000738,-0.640814466323
ACH-000746,-0.650325777574
ACH-000747,-0.858901160748
ACH-000748,-0.590641913131
ACH-000753,-0.809432003098
ACH-000756,-0.6463008849759999
ACH-000757,-0.909016078937
ACH-000758,-0.730593849616
ACH-000760,-0.904519599319
ACH-000763,-1.0404924770100001
ACH-000764,-0.6685507579259999
ACH-000765,-0.940768874922
ACH-000766,-0.659280812727
ACH-000767,-0.725516576129
ACH-000768,-0.772758017594
ACH-000769,-0.736053420855
ACH-000770,-0.9139251188259999
ACH-000771,-0.8119160753219999
ACH-000773,-0.8611006569419999
ACH-000776,-1.0013074094399999
ACH-000777,-0.7729684808830001
ACH-000778,-0.9587160990360001
ACH-000781,-0.7322232588500001
ACH-000782,-0.8811542568999999
ACH-000783,-0.900837209175
ACH-000784,-0.8345425164210001
ACH-000785,-0.7001361547399999
ACH-000787,-0.708086866574
ACH-000788,-0.765139842069
ACH-000791,-0.8393698761789999
ACH-000792,-0.817283909035
ACH-000794,-0.831111551071
ACH-000796,-0.758264923802
ACH-000799,-0.783949914516
ACH-000800,-0.900138758163
ACH-000802,-0.8737673407430001
ACH-000804,-0.723874076704
ACH-000805,-0.706920547378
ACH-000809,-0.953036820429
ACH-000810,-1.05146771099
ACH-000811,-0.45201669094499997
ACH-000817,-0.640927890701
ACH-000819,-0.7902436327150001
ACH-000820,-0.426199102105
ACH-000821,-0.511217022984
ACH-000822,-1.0072485208600002
ACH-000823,-0.787963966092
ACH-000824,-0.8541992301029999
ACH-000827,-0.810958311841
ACH-000829,-0.931618236414
ACH-000831,-0.8674360889799999
ACH-000832,-0.71619357302
ACH-000833,-0.6884778806659999
ACH-000834,-0.66865877665
ACH-000835,-0.576004931451
ACH-000836,-0.41137843587899997
ACH-000837,-0.5690316713979999
ACH-000838,-1.3896626304799997
ACH-000839,-0.790952344207
ACH-000840,-0.7430215592910001
ACH-000841,-0.8952696045849999
ACH-000843,-0.862668154059
ACH-000846,-0.46397157533699995
ACH-000847,-0.7036836284610001
