,BANP (54971)
ACH-000336,-0.791095795572
ACH-000337,-1.15211588312
ACH-000339,-0.913292348945
ACH-000341,-0.894511468387
ACH-000348,-0.9262637285590001
ACH-000350,-0.724713633261
ACH-000352,-0.8027924835079999
ACH-000356,-0.9223892937799999
ACH-000361,-1.19565026043
ACH-000362,-0.921321729464
ACH-000363,-1.1885412210200001
ACH-000364,-0.821867588695
ACH-000365,-0.9443600956029999
ACH-000366,-1.04747717979
ACH-000368,-0.9196307432999999
ACH-000374,-1.23506599326
ACH-000375,-0.763352404291
ACH-000376,-1.05262685921
ACH-000381,-0.8023161415000001
ACH-000383,-1.10655277369
ACH-000387,-0.827236550492
ACH-000389,-0.8434454188770001
ACH-000390,-1.11333136849
ACH-000393,-1.03233660768
ACH-000395,-0.735805642147
ACH-000397,-0.9580577119760001
ACH-000401,-1.03227081256
ACH-000402,-0.806362530344
ACH-000403,-1.08309676516
ACH-000404,-0.565073960076
ACH-000406,-0.772345935104
ACH-000407,-0.662961515929
ACH-000408,-1.02231131797
ACH-000410,-0.890386862727
ACH-000411,-0.766965495493
ACH-000414,-0.957646005216
ACH-000415,-0.888538817339
ACH-000416,-1.07021071293
ACH-000420,-0.9791217035269999
ACH-000421,-0.954221116417
ACH-000424,-1.0816301726100002
ACH-000425,-0.8645556839700002
ACH-000426,-1.02814756595
ACH-000427,-0.743183502681
ACH-000433,-0.7907632532979999
ACH-000436,-0.7915979776119999
ACH-000444,-1.15663665531
ACH-000445,-0.837058431692
ACH-000448,-0.901645273342
ACH-000450,-0.9747318488560001
ACH-000452,-1.05434454357
ACH-000454,-0.613001755026
ACH-000458,-0.9065303776260001
ACH-000459,-0.495134506421
ACH-000460,-0.7499790428829999
ACH-000461,-1.2191819258499998
ACH-000463,-1.02842080622
ACH-000464,-1.16243067194
ACH-000466,-0.836533400645
ACH-000467,-0.8190500571520001
ACH-000468,-0.945814178952
ACH-000469,-0.9872174545769999
ACH-000470,-0.824859446752
ACH-000471,-1.1659602706399999
ACH-000472,-0.972321712193
ACH-000473,-0.677031765955
ACH-000475,-1.12417664553
ACH-000476,-0.982755975582
ACH-000477,-0.7711103005040001
ACH-000480,-0.898299344103
ACH-000481,-0.796240166449
ACH-000483,-0.781242742392
ACH-000484,-0.756614814536
ACH-000485,-0.987755392503
ACH-000486,-0.704307220572
ACH-000487,-0.903597570571
ACH-000488,-0.834318734014
ACH-000490,-0.919385881294
ACH-000491,-0.7145007086049999
ACH-000495,-1.12605671923
ACH-000496,-0.886919508196
ACH-000499,-0.833293849171
ACH-000500,-1.25133901346
ACH-000502,-0.82235547704
ACH-000503,-0.824641670108
ACH-000505,-0.9972905246930001
ACH-000507,-1.04890707945
ACH-000510,-0.7845959079479999
ACH-000511,-0.7827649508840001
ACH-000512,-1.11054465771
ACH-000516,-1.33791557142
ACH-000517,-1.0819457746899999
ACH-000518,-0.8378936570209999
ACH-000520,-1.03654576824
ACH-000521,-1.04791971845
ACH-000522,-1.13421161283
ACH-000524,-1.1252172617899998
ACH-000527,-0.769187475702
ACH-000528,-0.881615568057
ACH-000537,-0.997843816438
ACH-000541,-1.20328086214
ACH-000542,-0.8236753816210001
ACH-000544,-0.891236736941
ACH-000545,-0.851048301949
ACH-000547,-1.0547247387899998
ACH-000548,-1.27337822189
ACH-000549,-1.1448345235
ACH-000550,-0.7287443700849999
ACH-000552,-0.899483347418
ACH-000556,-0.876571479705
ACH-000557,-1.1750066430700001
ACH-000570,-0.8059581506550001
ACH-000571,-1.04158476244
ACH-000573,-0.8977397522249999
ACH-000576,-0.8264303270190001
ACH-000580,-0.871580034287
ACH-000584,-0.868760676706
ACH-000585,-0.623379987087
ACH-000588,-0.851259515421
ACH-000589,-0.927040160322
ACH-000591,-1.11387311021
ACH-000593,-0.906159855528
ACH-000600,-0.8260366618800001
ACH-000601,-1.02107456172
ACH-000604,-1.4029539551199999
ACH-000605,-0.977084729709
ACH-000606,-0.822876435165
ACH-000608,-1.1792510244499999
ACH-000614,-0.651381196523
ACH-000616,-0.840465534032
ACH-000618,-0.702254897923
ACH-000619,-0.697001205444
ACH-000620,-0.983161156856
ACH-000621,-1.1770945400200001
ACH-000622,-0.797556259169
ACH-000623,-0.846122658418
ACH-000624,-0.971646761133
ACH-000627,-0.8041589578
ACH-000630,-0.817195976065
ACH-000632,-0.8035608216429999
ACH-000633,-0.929324972775
ACH-000637,-0.700922131417
ACH-000638,-0.87969758037
ACH-000646,-1.27443224924
ACH-000647,-1.13572150491
ACH-000648,-1.21280055944
ACH-000649,-0.791472766089
ACH-000651,-1.01040650241
ACH-000652,-0.96381507644
ACH-000653,-0.929869206533
ACH-000657,-0.971261939762
ACH-000658,-0.939204265369
ACH-000661,-0.775250966816
ACH-000662,-0.551247268681
ACH-000663,-0.6129223924639999
ACH-000665,-1.0254367831
ACH-000671,-1.03957051226
ACH-000673,-0.829108619488
ACH-000676,-0.8917507683499999
ACH-000677,-0.8399323159280001
ACH-000681,-0.972375056002
ACH-000682,-1.0187632389399999
ACH-000683,-0.7852917663779999
ACH-000684,-0.663703213756
ACH-000688,-1.18372698408
ACH-000693,-0.970698523917
ACH-000694,-0.8853374924349999
ACH-000695,-1.1087778515200002
ACH-000696,-0.9669446362180001
ACH-000697,-1.12911843165
ACH-000699,-0.810055642399
ACH-000701,-1.0308747217899998
ACH-000706,-0.963461987165
ACH-000711,-0.841989164208
ACH-000713,-0.912965312869
ACH-000714,-0.9887505869750001
ACH-000718,-0.9334216377850001
ACH-000720,-0.9568493258220001
ACH-000721,-0.8725976061249999
ACH-000724,-1.03672762124
ACH-000725,-1.3792567962200002
ACH-000732,-0.876533155411
ACH-000734,-0.9472661700309999
ACH-000735,-0.747328220461
ACH-000736,-0.7714218384739999
ACH-000738,-1.04957711292
ACH-000746,-1.0315595344
ACH-000747,-0.9305979526929999
ACH-000748,-0.809939684402
ACH-000753,-0.7279683060519999
ACH-000756,-1.1089608728799998
ACH-000757,-1.1131746987
ACH-000758,-0.979236275351
ACH-000760,-0.928640319101
ACH-000763,-1.14326890099
ACH-000764,-0.8836069899519999
ACH-000765,-0.8726649181999999
ACH-000766,-0.995462623733
ACH-000767,-1.39202510708
ACH-000768,-1.06184316361
ACH-000769,-0.838001218441
ACH-000770,-0.994160493771
ACH-000771,-0.811553193749
ACH-000773,-0.8518430494779999
ACH-000776,-0.7258843594859999
ACH-000777,-0.835534805997
ACH-000778,-0.8743234663060001
ACH-000781,-0.891316060459
ACH-000782,-0.7914192845199999
ACH-000783,-1.1354792925100001
ACH-000784,-1.08549529039
ACH-000785,-1.0882257372700002
ACH-000787,-0.8941585465430001
ACH-000788,-0.940221447596
ACH-000791,-0.929880860539
ACH-000792,-1.185516317
ACH-000794,-0.859926400194
ACH-000796,-0.795956547509
ACH-000799,-0.596792367104
ACH-000800,-0.478014275951
ACH-000802,-0.9513790872669999
ACH-000804,-1.0229940046100001
ACH-000805,-0.8729705215770001
ACH-000809,-0.8976294020029999
ACH-000810,-0.6633172184089999
ACH-000811,-0.971954976557
ACH-000817,-1.02879352059
ACH-000819,-1.09389012802
ACH-000820,-0.9942018270720001
ACH-000821,-1.2219529331
ACH-000822,-1.1676222100700002
ACH-000823,-0.779351794269
ACH-000824,-1.09856318043
ACH-000827,-0.9944601975249999
ACH-000829,-0.863846505977
ACH-000831,-0.787919279863
ACH-000832,-0.858329357432
ACH-000833,-0.781575365058
ACH-000834,-0.6796264285570001
ACH-000835,-0.8017778191760001
ACH-000836,-0.733277963221
ACH-000837,-0.817852385302
ACH-000838,-0.640233035719
ACH-000839,-0.852693982343
ACH-000840,-0.791110092372
ACH-000841,-0.81672114255
ACH-000843,-0.8073603608419999
ACH-000846,-0.923022032879
ACH-000847,-0.6831635218719999
ACH-000848,-0.848483874594
ACH-000849,-0.936638520243
ACH-000851,-0.849803857305
ACH-000855,-0.7379819802399998
ACH-000856,-0.724736592788
ACH-000858,-0.907689785274
ACH-000859,-0.6600884998359999
ACH-000861,-0.6226460789130001
ACH-000862,-0.918858901756
ACH-000865,-0.804156124223
ACH-000866,-1.1937720228
ACH-000867,-0.937988502307
ACH-000869,-1.07014119846
ACH-000872,-0.9072989051420001
ACH-000873,-1.1095909218
ACH-000876,-1.2188274999700002
ACH-000878,-0.846019598091
ACH-000880,-0.910579142938
ACH-000881,-0.747721478583
ACH-000882,-0.697370204678
ACH-000884,-0.855052114422
ACH-000885,-1.03755586487
ACH-000887,-0.832602327042
ACH-000888,-1.0812343040299999
ACH-000889,-0.860370851882
ACH-000890,-0.6953424645049999
ACH-000896,-0.8386876861939999
ACH-000898,-1.0179081088500002
ACH-000900,-1.05581515375
ACH-000901,-0.970381094565
ACH-000905,-1.01854403266
ACH-000906,-0.820471728532
ACH-000907,-1.14326203375
ACH-000910,-1.0186944011499999
ACH-000911,-0.824351894041
ACH-000912,-0.780533293063
ACH-000913,-0.829078423564
ACH-000915,-0.995098231002
ACH-000916,-1.45706741803
ACH-000917,-0.752647461248
ACH-000921,-1.0377649793200001
ACH-000924,-1.0498061066600002
ACH-000926,-1.01071171869
ACH-000928,-1.0734567677299998
ACH-000929,-0.7451303859020001
ACH-000932,-0.957259459554
ACH-000935,-0.9285384154170001
ACH-000936,-1.04275641208
ACH-000937,-0.685943615573
ACH-000938,-0.917060435087
ACH-000939,-1.01880095077
ACH-000941,-0.9062094860809999
ACH-000943,-0.714095690232
ACH-000946,-0.994224663007
ACH-000947,-0.8212138569149999
ACH-000948,-0.878460049426
ACH-000950,-0.810363637896
ACH-000953,-1.04587872059
ACH-000957,-0.8183334972759999
ACH-000958,-0.9269404312530001
ACH-000960,-1.1366687528
ACH-000963,-1.15484071231
ACH-000968,-0.8457433064100001
ACH-000969,-0.796245015671
ACH-000973,-1.08864047868
ACH-000974,-0.960178642767
ACH-000975,-0.961177149042
ACH-000976,-1.0037985337
ACH-000978,-1.04990411937
ACH-000980,-0.931657951698
ACH-000984,-1.18963607884
ACH-000986,-0.920826281781
ACH-000988,-0.839673622063
ACH-000993,-0.7577723922990001
ACH-000994,-0.900972224723
ACH-000996,-1.05377673222
ACH-001001,-0.824520840291
ACH-001020,-0.7717389195100001
ACH-001028,-0.905892875449
ACH-001031,-0.830914482907
ACH-001038,-1.0944362881799998
ACH-001048,-0.9455095523170001
ACH-001050,-1.09412526086
ACH-001053,-0.951337017307
ACH-001054,-1.03230041092
ACH-001061,-1.01714302089
ACH-001067,-1.0805150324
ACH-001075,-0.547265517618
ACH-001096,-0.8110744631290001
ACH-001128,-0.481379602077
ACH-001134,-0.9717753561660001
ACH-001151,-0.9931001838689999
ACH-001163,-1.1241807053
ACH-001164,-0.9144750743260001
ACH-001173,-0.892555488339
ACH-001183,-0.644338277568
ACH-001184,-0.961674663011
ACH-001190,-0.9718375810240001
ACH-001192,-0.880564666997
ACH-001193,-1.04116687189
ACH-001196,-1.09310277786
ACH-001197,-1.0275642360700001
ACH-001205,-1.07008225468
ACH-001211,-0.9099317714480001
ACH-001212,-1.2646676515200002
ACH-001228,-1.2820301731000001
ACH-001232,-0.965190215257
ACH-001239,-0.889109108797
ACH-001274,-0.63375350741
ACH-001275,-0.8915420047920001
ACH-001277,-1.1165263884899999
ACH-001278,-0.876837867808
ACH-001280,-1.00366495386
ACH-001283,-0.954836173167
ACH-001289,-0.863463574241
ACH-001295,-0.9374220154299999
ACH-001300,-0.936511901481
ACH-001301,-0.991783743402
ACH-001302,-0.7471349279
ACH-001303,-1.29444898899
ACH-001306,-0.955493743054
ACH-001318,-0.974004508976
ACH-001322,-0.981284875714
ACH-001328,-0.913347827612
ACH-001332,-0.821871159475
ACH-001333,-1.00886817072
ACH-001336,-0.939628114957
ACH-001340,-1.0812404427
ACH-001346,-0.709924973296
ACH-001353,-1.0832236693700001
ACH-001354,-0.75802289428
ACH-001367,-1.14696251572
ACH-001368,-0.8616738554180001
ACH-001374,-1.3869153125799998
ACH-001375,-0.7415185114139999
ACH-001377,-0.7194881768539999
ACH-001380,-1.1910370181399998
ACH-001391,-1.0030088449899999
ACH-001407,-1.0939889013200002
ACH-001408,-0.798859456748
ACH-001413,-1.11138421504
ACH-001430,-1.01186309506
ACH-001431,-1.12959182977
ACH-001450,-0.8876955630850001
ACH-001496,-0.7787545726649999
ACH-001500,-0.798300156194
ACH-001521,-0.821881767873
ACH-001523,-0.888507056513
ACH-001532,-0.954210795103
ACH-001536,-0.8383956144560001
ACH-001550,-0.6310482038899999
ACH-001552,-0.7357370723819999
ACH-001554,-0.8514953471819999
ACH-001645,-1.14452754863
ACH-001654,-0.9725174629760001
ACH-001715,-0.792380967182
ACH-001735,-0.924880777817
ACH-001736,-0.8262283148559999
ACH-001737,-0.7975896447640001
ACH-001740,-0.719468604227
ACH-001745,-0.911734707832
ACH-001750,-0.889545510592
ACH-001765,-0.8563768214890001
ACH-001956,-0.962105720775
ACH-001957,-1.1522623698299999
