,OR5AU1 (390445)
ACH-000295,-0.018181187058200002
ACH-000296,-0.176006216057
ACH-000302,-0.10837482802899999
ACH-000304,-0.212407579604
ACH-000307,-0.22214150478300002
ACH-000308,0.046795243809699995
ACH-000310,0.00183509971787
ACH-000311,-0.149513535281
ACH-000312,0.000609451030277
ACH-000315,-0.26486227962299996
ACH-000316,-0.365391170725
ACH-000317,-0.5456538327489999
ACH-000318,-0.400108926453
ACH-000319,-0.207048107328
ACH-000320,-0.13805910503399998
ACH-000322,-0.055109577725999996
ACH-000323,-0.123392089156
ACH-000324,-0.19947805521200002
ACH-000329,-0.0398658080188
ACH-000330,-0.288551629087
ACH-000331,-0.0541577127958
ACH-000332,-0.153117266107
ACH-000334,-0.622255826889
ACH-000335,-0.10841946545999999
ACH-000336,-0.412992603438
ACH-000337,-0.18864854427799999
ACH-000339,-0.0520131757319
ACH-000341,-0.0992093223015
ACH-000348,-0.13839203002699998
ACH-000350,-0.194598504754
ACH-000352,-0.271504386946
ACH-000356,-0.26331601903499996
ACH-000361,-0.396911070946
ACH-000362,-0.20216288099399998
ACH-000363,-0.0727234232825
ACH-000364,-0.109425629495
ACH-000365,-0.33712740705099997
ACH-000366,-0.110215703084
ACH-000368,-0.31243419191
ACH-000374,-0.034039771384799994
ACH-000375,0.0590053462842
ACH-000376,-0.239830288842
ACH-000381,-0.0808106591653
ACH-000383,-0.246761515088
ACH-000387,-0.0473631400265
ACH-000389,-0.053974577362900004
ACH-000390,-0.257468556562
ACH-000393,-0.37207835083
ACH-000395,0.07795584755610001
ACH-000397,-0.170522736204
ACH-000401,-0.12208823560999998
ACH-000402,-0.225556161393
ACH-000403,-0.1442597406
ACH-000404,-0.40245406442500004
ACH-000406,-0.195327755894
ACH-000407,-0.18734030581
ACH-000408,-0.05551516932969999
ACH-000410,0.0138358188486
ACH-000411,0.034920039671699994
ACH-000414,-0.225748952261
ACH-000415,-0.155978055195
ACH-000416,-0.0151423963723
ACH-000420,-0.28448937509
ACH-000421,-0.21919586641999997
ACH-000424,-0.015185200498699999
ACH-000425,-0.0787022476707
ACH-000426,-0.244342691511
ACH-000427,0.123408575717
ACH-000433,-0.23257824130399998
ACH-000436,0.09680699970489999
ACH-000444,-0.0975441044056
ACH-000445,-0.049581560631499995
ACH-000448,-0.18058938291700002
ACH-000450,-0.13295577139
ACH-000452,-0.164170249417
ACH-000454,-0.18154308620499998
ACH-000458,-0.105397611523
ACH-000459,-0.327625744877
ACH-000460,-0.0809808608978
ACH-000461,-0.06312631081640001
ACH-000463,0.0
ACH-000464,-0.013905539001
ACH-000466,-0.138296046184
ACH-000467,-0.259798016149
ACH-000468,0.00200356524625
ACH-000469,-0.266425865626
ACH-000470,-0.00397272185633
ACH-000471,-0.336647164237
ACH-000472,-0.157743674412
ACH-000473,-0.155836420326
ACH-000475,-0.299300073205
ACH-000476,0.00605804381009
ACH-000477,-0.21737056653200001
ACH-000480,-0.018439172344200002
ACH-000481,-0.6552550832899999
ACH-000483,-0.252801702827
ACH-000484,-0.179246580057
ACH-000485,-0.270831073175
ACH-000486,-0.42637629983099995
ACH-000487,-0.048080095649199996
ACH-000488,-0.268676921873
ACH-000490,-0.12313333177300001
ACH-000491,-0.0991062866455
ACH-000495,-0.450454157551
ACH-000496,-0.016674006720200002
ACH-000499,0.048767978764899994
ACH-000500,-0.45630661463600003
ACH-000502,-0.265701187419
ACH-000503,0.13547036228
ACH-000505,-0.277070334703
ACH-000507,-0.121047568508
ACH-000510,-0.130834718798
ACH-000511,-0.198309750565
ACH-000512,-0.39868313322099996
ACH-000516,-0.085906616218
ACH-000517,-0.0951460111578
ACH-000518,-0.0870566041697
ACH-000520,-0.169470727903
ACH-000521,-0.057926195475000004
ACH-000522,-0.123398299606
ACH-000524,-0.175106317698
ACH-000527,-0.0309832545775
ACH-000528,-0.0905021705845
ACH-000537,-0.199111069553
ACH-000541,-0.0848155281284
ACH-000542,-0.130249497421
ACH-000544,-0.143692560908
ACH-000545,-0.09985964592319999
ACH-000547,-0.018610431905
ACH-000548,0.0430847967423
ACH-000549,-0.0773530128627
ACH-000550,-0.207661679578
ACH-000552,-0.20172368647999997
ACH-000556,-0.105178850177
ACH-000557,-0.20696025011799998
ACH-000570,-0.307312806323
ACH-000571,-0.312491393798
ACH-000573,-0.10230983489800001
ACH-000576,-0.0973013437621
ACH-000580,-0.300546051422
ACH-000584,-0.239272914456
ACH-000585,-0.0898128911684
ACH-000588,-0.341559836507
ACH-000589,-0.192508931688
ACH-000591,0.0390108215958
ACH-000593,0.0671609999687
ACH-000600,-0.005110676906460001
ACH-000601,-0.0152593065483
ACH-000604,0.19101626775299999
ACH-000605,-0.143399728751
ACH-000606,-0.0709075947435
ACH-000608,-0.335142937425
ACH-000614,-0.223310212984
ACH-000616,-0.08004585869389999
ACH-000618,-0.107886992235
ACH-000619,-0.311726339841
ACH-000620,-0.0648160635834
ACH-000621,-0.0922692951829
ACH-000622,-0.202419755177
ACH-000623,-0.37908676541999997
ACH-000624,-0.0928791907533
ACH-000627,0.028495040619200003
ACH-000630,-0.0966064662429
ACH-000632,-0.203249476199
ACH-000633,-0.157959826507
ACH-000637,-0.09442548301069999
ACH-000638,-0.17569481095800002
ACH-000646,-0.292969387668
ACH-000647,-0.24505919258
ACH-000648,-0.0629752749212
ACH-000649,-0.2100270084
ACH-000651,-0.0751503218497
ACH-000652,0.0314928091711
ACH-000653,-0.0938438572234
ACH-000657,-0.316667016319
ACH-000658,-0.131464633177
ACH-000661,-0.146476849258
ACH-000662,-0.0913529607539
ACH-000663,0.07713626271219999
ACH-000665,-0.0975082179009
ACH-000671,-0.13832349861600002
ACH-000673,0.010881933765399998
ACH-000676,-0.13158466046599998
ACH-000677,-0.337598561233
ACH-000681,-0.0918243572885
ACH-000682,-0.170240323203
ACH-000683,-0.158470584185
ACH-000684,0.09812634162289999
ACH-000688,0.0171435948627
ACH-000693,-0.0754100498529
ACH-000694,-0.23481165888099997
ACH-000695,-0.229209707734
ACH-000696,-0.218433020924
ACH-000697,-0.18280613519799999
ACH-000699,-0.195941910915
ACH-000701,-0.122521843403
ACH-000706,-0.0647909591331
ACH-000711,-0.19709645473
ACH-000713,-0.24902455479000002
ACH-000714,-0.350746889411
ACH-000718,-0.148491193235
ACH-000720,-0.06070085625919999
ACH-000721,-0.180481999356
ACH-000724,-0.329911627413
ACH-000725,-0.0763270864257
ACH-000732,-0.305782950155
ACH-000734,-0.041143124763699995
ACH-000735,-0.16951139201499998
ACH-000736,-0.31986616901299997
ACH-000738,-0.292981690008
ACH-000746,-0.18491138215300001
ACH-000747,-0.119871569177
ACH-000748,-0.113430994334
ACH-000753,-0.256181151045
ACH-000756,-0.103972652508
ACH-000757,-0.240795417033
ACH-000758,-0.11712511654
ACH-000760,-0.0501779241841
ACH-000763,-0.0864410778766
ACH-000764,-0.292429277709
ACH-000765,-0.404701290187
ACH-000766,-0.18218695900499998
ACH-000767,0.141360922262
ACH-000768,-0.045655491296100005
ACH-000769,-0.264049631816
ACH-000770,-0.279651444297
ACH-000771,-0.105003446644
ACH-000773,-0.185229010799
ACH-000776,-0.245264859434
ACH-000777,-0.00190180647537
ACH-000778,-0.220126651305
ACH-000781,-0.24768385248100003
ACH-000782,0.0544574188024
ACH-000783,-0.136503547176
ACH-000784,-0.131339790753
ACH-000785,-0.010690507216299999
ACH-000787,-0.0570100492682
ACH-000788,-0.132407481888
ACH-000791,-0.5195699861240001
ACH-000792,-0.180714066881
ACH-000794,-0.212891553893
ACH-000796,-0.235855495482
ACH-000799,0.110735647117
ACH-000800,-0.10163177893200001
ACH-000802,-0.161097079694
ACH-000804,-0.178644762774
ACH-000805,-0.273206572088
ACH-000809,-0.168655693646
ACH-000810,-0.126189793017
ACH-000811,-0.0744155178965
ACH-000817,-0.268254339799
ACH-000819,0.015522170538600001
ACH-000820,-0.15893592733200002
ACH-000821,-0.380849403845
ACH-000822,-0.20878899592099998
ACH-000823,-0.227842906928
ACH-000824,-0.385561051822
ACH-000827,-0.0573420107886
ACH-000829,-0.178665357398
ACH-000831,-0.46461225845700005
ACH-000832,-0.160325533427
ACH-000833,-0.0109118371814
ACH-000834,-0.031019711872900004
ACH-000835,-0.100986658547
ACH-000836,-0.251910786158
ACH-000837,-0.10099393819800001
ACH-000838,-0.250414592912
ACH-000839,-0.401045569661
ACH-000840,-0.0680982177731
ACH-000841,-0.398643760643
ACH-000843,0.00991354446271
ACH-000846,-0.0013352470314300002
ACH-000847,-0.0031081106166100003
ACH-000848,-0.39648361725599995
ACH-000849,-0.0223342111028
ACH-000851,-0.10764869595599999
ACH-000855,-0.33546335329
ACH-000856,-0.181565427867
ACH-000858,-0.281708952242
ACH-000859,-0.42831618116899994
ACH-000861,-0.213725816685
ACH-000862,-0.211302783356
ACH-000865,-0.15439480333699998
ACH-000866,-0.316697750566
ACH-000867,-0.113147133783
ACH-000869,-0.19380246223499997
ACH-000872,0.104775178023
ACH-000873,-0.35045903854500005
ACH-000876,-0.449546809983
ACH-000878,0.15185972245100002
ACH-000880,-0.385138700506
ACH-000881,-0.13365850860200001
ACH-000882,-0.0385813672904
ACH-000884,-0.188310242445
ACH-000885,-0.129949238692
ACH-000887,-0.196315303767
ACH-000888,0.007512563767819999
ACH-000889,-0.828156048555
ACH-000890,-0.0860744694535
ACH-000896,-0.258636924562
ACH-000898,-0.183071342865
ACH-000900,-0.470753893865
ACH-000901,-0.181963197027
ACH-000905,-0.406198495965
ACH-000906,-0.176509291406
ACH-000907,-0.339095017912
ACH-000910,0.08531797550460002
ACH-000911,-0.0683969847567
ACH-000912,-0.323727770643
ACH-000913,0.0306702515301
ACH-000915,-0.034518770938300004
ACH-000916,-0.00447882616986
ACH-000917,-0.255686780923
ACH-000921,-0.288194414532
ACH-000924,-0.0039110723688699995
ACH-000926,-0.16730327769
ACH-000928,-0.204514534054
ACH-000929,-0.23258650422
ACH-000932,-0.311646497299
ACH-000935,-0.153064884435
ACH-000936,-0.335771251685
ACH-000937,-0.197326583785
ACH-000938,-0.27693169843800003
ACH-000939,-0.43629175958899996
ACH-000941,-0.634836625299
ACH-000943,-0.45973336067299997
ACH-000946,-0.368796088247
ACH-000947,-0.276512959369
ACH-000948,-0.38072020312399996
ACH-000950,-0.50305841677
ACH-000953,-0.38006931634
ACH-000957,-0.150539267766
ACH-000958,-0.36767391673699995
ACH-000960,-0.301335434225
ACH-000963,-0.647926221052
ACH-000968,-0.0039411136707800005
ACH-000969,-0.519803643528
ACH-000973,-0.179824044864
ACH-000974,-0.473849350343
ACH-000975,-0.104459060811
ACH-000976,-0.18681645116300002
ACH-000978,-0.20259084164000002
ACH-000980,-0.39502476511600004
ACH-000984,-0.136409672928
ACH-000986,-0.21853733857299998
ACH-000988,-0.192937903693
ACH-000993,-0.0586538982135
ACH-000994,-0.272551381359
ACH-000996,-0.271762175356
ACH-001001,-0.15001362996099998
ACH-001020,-0.37609538472900006
ACH-001028,-0.13903176626900002
ACH-001031,-0.068383524291
ACH-001038,-0.161351858806
ACH-001048,-0.238621725068
ACH-001050,0.0182807107173
ACH-001053,-0.0441685264177
ACH-001054,-0.0597719315046
ACH-001061,-0.298630384648
ACH-001067,0.0232635448613
ACH-001075,-0.126995350329
ACH-001096,0.00616992107756
ACH-001128,-0.030505457491099997
ACH-001134,-0.14542917659600002
ACH-001151,-0.196661638482
ACH-001163,-0.211295873612
ACH-001164,-0.127640977307
ACH-001173,-0.0905924847185
ACH-001183,-0.187085004826
ACH-001184,0.18972437126699998
ACH-001190,-0.159551294536
ACH-001192,-0.32349171855500003
ACH-001193,-0.19461670105599999
ACH-001196,-0.222378656323
ACH-001197,-0.165907510925
ACH-001205,-0.0595838320231
ACH-001211,-0.021187331122499996
ACH-001212,-0.13183296634199998
ACH-001228,0.0575275853899
ACH-001232,-0.338333571722
ACH-001239,-0.0621156266316
ACH-001274,-0.11345127158099999
ACH-001275,-0.493633749546
ACH-001277,-0.253326218218
ACH-001278,-0.327472900938
ACH-001280,-0.168807995194
ACH-001283,-0.200170117367
ACH-001289,-0.245795113675
ACH-001295,0.022036799698099997
ACH-001300,0.09610343760839998
ACH-001301,-0.035624535192
ACH-001302,-0.00901186495668
ACH-001303,0.022115076594
ACH-001306,0.00442188094248
ACH-001318,-0.174606319987
ACH-001322,-0.09465780052210002
ACH-001328,-0.126974090977
ACH-001332,-0.25846510411400003
ACH-001333,-0.280367110682
ACH-001336,-0.037600526013099995
ACH-001340,-0.130470520809
ACH-001346,-0.11241118940099999
ACH-001353,-0.39259146261999994
ACH-001354,0.008240892530350001
ACH-001367,-0.263286891072
ACH-001368,-0.253158954554
ACH-001374,-0.11616803771999999
ACH-001375,-0.31150720780200003
ACH-001377,-0.30417531803500003
ACH-001380,-0.19087736301199998
ACH-001391,-0.153218238271
ACH-001407,0.0051328202108000005
ACH-001408,-0.167313153966
ACH-001413,-0.06374846733469999
ACH-001430,0.009186555750489999
ACH-001431,-0.10670167065899999
ACH-001450,-0.164347974457
ACH-001496,-0.186868563301
ACH-001500,-0.225322866848
ACH-001521,0.09627263595550001
ACH-001523,-0.26615457062
ACH-001532,-0.174463056087
ACH-001536,-0.0817972350827
ACH-001550,-0.453316382817
ACH-001552,-0.36264164816
ACH-001554,-0.147985039549
ACH-001645,0.0276533293157
ACH-001654,-0.18231587472
ACH-001715,-0.19981953513700002
ACH-001735,-0.220989278163
ACH-001736,-0.128281599321
ACH-001737,-0.303052474571
ACH-001740,-0.185882066688
ACH-001745,-0.07445185741
ACH-001750,-0.166223372785
ACH-001765,-0.21023402998500001
ACH-001956,-0.161215700005
ACH-001957,-0.0304824054939
