,SUCNR1 (56670)
ACH-000004,-0.19339931909400002
ACH-000007,0.143568501471
ACH-000009,-0.150958690722
ACH-000011,0.224947301223
ACH-000012,0.08887069909600001
ACH-000013,0.14814683596
ACH-000014,0.051600253362499994
ACH-000015,0.142924957853
ACH-000017,-0.06289780850030001
ACH-000018,0.146055240247
ACH-000019,-0.09956645233889999
ACH-000021,0.032373330047499996
ACH-000022,0.0734054125572
ACH-000025,0.056019511552599995
ACH-000028,0.134853055498
ACH-000030,-0.0209418523899
ACH-000035,-0.007304933337470001
ACH-000036,0.08122019498369999
ACH-000037,0.0438849519116
ACH-000039,0.17896046142000002
ACH-000040,-0.12105187099300001
ACH-000041,0.007961165951
ACH-000042,-0.004046073336789999
ACH-000045,0.124972408891
ACH-000047,-0.028842959966700003
ACH-000052,0.123988191653
ACH-000053,-0.0020543744641
ACH-000054,0.137076761225
ACH-000055,0.154249963992
ACH-000060,0.19957168541099998
ACH-000067,-0.0220001185982
ACH-000070,0.150553596743
ACH-000075,0.00560387549717
ACH-000078,0.0153761778894
ACH-000082,-0.0280599276047
ACH-000085,0.058677899318699996
ACH-000086,0.162273143105
ACH-000087,0.08563437898250001
ACH-000092,-0.019570642961099997
ACH-000095,0.0435653218386
ACH-000097,0.11590980677000001
ACH-000098,-0.0166253758596
ACH-000099,-0.029589272332700003
ACH-000108,-0.231371986306
ACH-000113,0.098596928458
ACH-000115,0.19649334630600002
ACH-000116,-0.0312437661758
ACH-000118,-0.0899297424003
ACH-000120,0.00677795659322
ACH-000123,-0.015610038364699999
ACH-000127,0.139765512837
ACH-000128,-0.0264233668612
ACH-000132,0.13103285593699998
ACH-000133,-0.093532246123
ACH-000137,0.1073007985
ACH-000138,-0.16374204410499998
ACH-000142,-0.0816997586726
ACH-000143,0.00480448963212
ACH-000146,-0.0632637516162
ACH-000148,0.156247147541
ACH-000150,0.0236937025171
ACH-000152,0.11295062124199999
ACH-000153,0.0740061734232
ACH-000159,0.14262794051
ACH-000160,-0.0795752870375
ACH-000163,-0.081391465033
ACH-000167,-0.0196606587417
ACH-000168,0.114158635206
ACH-000169,0.09580160623549999
ACH-000178,-0.0195574425085
ACH-000182,0.126944239122
ACH-000183,-0.254553523254
ACH-000188,0.0898753108378
ACH-000189,0.38044798358000004
ACH-000190,0.00378423717222
ACH-000198,0.0803672107517
ACH-000204,-0.333263052437
ACH-000206,0.0229150638657
ACH-000207,-0.120144972247
ACH-000211,0.0580157889202
ACH-000215,0.019088919161900003
ACH-000221,0.020958478000799998
ACH-000222,-0.00976634108907
ACH-000223,0.022528083137699998
ACH-000226,0.10214869648399999
ACH-000227,-0.11910364434800001
ACH-000228,-0.07723463925160001
ACH-000231,0.06928349111019999
ACH-000232,0.0869234225797
ACH-000233,-0.0828877905717
ACH-000234,-0.0151591522519
ACH-000235,-0.0827651632159
ACH-000237,0.0370397146363
ACH-000238,-0.0104265869573
ACH-000243,-0.134083018797
ACH-000244,0.250265148453
ACH-000246,0.18859555951499998
ACH-000248,-0.039963399895300004
ACH-000250,0.0244529851253
ACH-000251,0.00313270341845
ACH-000253,0.10218540340099999
ACH-000255,0.10907179808
ACH-000256,0.0107193744332
ACH-000257,0.278241703993
ACH-000258,0.0793764292027
ACH-000259,-0.011456966371799998
ACH-000260,0.0905114144822
ACH-000261,0.033955074582000006
ACH-000262,-0.211691321832
ACH-000263,-0.037028352075699995
ACH-000264,0.158958615894
ACH-000265,-0.0369400238218
ACH-000266,-0.0845493660085
ACH-000272,0.0933574472336
ACH-000273,0.039880041157900004
ACH-000274,0.0131842244632
ACH-000277,0.11818598364600001
ACH-000278,0.191418344442
ACH-000279,0.113753570507
ACH-000280,0.0864285147556
ACH-000281,-0.0531242879579
ACH-000288,0.05090069431369999
ACH-000291,0.0494728501731
ACH-000293,0.0708909098237
ACH-000294,-0.04859674803069999
ACH-000295,0.165051743682
ACH-000296,0.0935855201334
