,RPH3A (22895)
ACH-000426,-0.0836411222773
ACH-000427,-0.182015533963
ACH-000433,-0.016516221542499997
ACH-000436,0.0216235610733
ACH-000444,-0.150977463122
ACH-000445,-0.214799058508
ACH-000448,-0.13057757250399998
ACH-000450,-0.0971459983783
ACH-000452,-0.3393337419
ACH-000454,-0.331432089157
ACH-000458,-0.02722023537
ACH-000459,0.067111903151
ACH-000460,-0.0949732828527
ACH-000461,-0.0452081679415
ACH-000463,-0.09725806030060001
ACH-000464,-0.24080393037099998
ACH-000466,-0.0455778200758
ACH-000467,-0.214130425027
ACH-000468,-0.187037618754
ACH-000469,0.035293011160000005
ACH-000470,-0.157832873171
ACH-000471,-0.09439733964430001
ACH-000472,-0.179844989833
ACH-000473,0.08164000328530001
ACH-000475,-0.0826872411934
ACH-000476,-0.120664555076
ACH-000477,-0.11120237883600001
ACH-000480,-0.20519174556800002
ACH-000481,-0.25021295918
ACH-000483,-0.23892380624200002
ACH-000484,-0.0453518067352
ACH-000485,-0.286807043825
ACH-000486,-0.0770659689377
ACH-000487,-0.0869141604266
ACH-000488,-0.190976080119
ACH-000490,-0.144580760342
ACH-000491,-0.26925924391
ACH-000495,-0.16396602685699999
ACH-000496,-0.144100897232
ACH-000499,-0.158468010698
ACH-000500,0.0833138691536
ACH-000502,-0.154480122941
ACH-000503,-0.12494434812300001
ACH-000505,-0.0740889869346
ACH-000507,-0.0298272233974
ACH-000510,-0.08009113325230001
ACH-000511,-0.105293803241
ACH-000512,-0.219297588926
ACH-000516,-0.21205632896600002
ACH-000517,-0.190581728299
ACH-000518,-0.1461136467
ACH-000520,-0.0500253544012
ACH-000521,-0.328734316765
ACH-000522,-0.17716585398200002
ACH-000524,-0.144200700115
ACH-000527,-0.164742922191
ACH-000528,-0.206212323685
ACH-000537,-0.241763947221
ACH-000541,-0.23649607504099998
ACH-000542,-0.152287592915
ACH-000544,-0.135403150217
ACH-000545,-0.11371556490399999
ACH-000547,-0.32666455172200004
ACH-000548,-0.123540555011
ACH-000549,-0.205057574883
ACH-000550,-0.236180250374
ACH-000552,-0.221662115397
ACH-000556,-0.10224768022299999
ACH-000557,-0.108404319656
ACH-000570,-0.07194680601549999
ACH-000571,-0.0159500430847
ACH-000573,-0.14076746208
ACH-000576,-0.22910389604200002
ACH-000580,-0.183594153081
ACH-000584,-0.0765012767209
ACH-000585,-0.131643837604
ACH-000588,-0.048623389682300004
ACH-000589,-0.406656231018
ACH-000591,-0.266950944296
ACH-000593,-0.174356182847
ACH-000600,0.0168466288582
ACH-000601,-0.230678375496
ACH-000604,0.0330121920437
ACH-000605,-0.025877411664299996
ACH-000606,-0.070117408466
ACH-000608,-0.09428752949619999
ACH-000614,-0.256429906406
ACH-000616,-0.028933701654
ACH-000618,-0.121177301704
ACH-000619,-0.170883881308
ACH-000620,-0.219602154099
ACH-000621,-0.214567038182
ACH-000622,-0.0448032729803
ACH-000623,-0.169304020299
ACH-000624,-0.07557678470269999
ACH-000627,-0.279928770208
ACH-000630,-0.0508709539377
ACH-000632,-0.0670875504424
ACH-000633,-0.123557260142
ACH-000637,-0.0809652967381
ACH-000638,-0.116644192165
ACH-000646,-0.146626124744
ACH-000647,-0.08380229743499999
ACH-000648,0.010612660111400002
ACH-000649,-0.0797191803179
ACH-000651,-0.176234967388
ACH-000652,-0.0016951184474
ACH-000653,-0.213318448618
ACH-000657,-0.0735499974417
ACH-000658,-0.0351417540808
ACH-000661,-0.007460126740529999
ACH-000662,-0.224400099751
ACH-000663,-0.170132223999
ACH-000665,-0.15904731443700001
ACH-000671,-0.018238707136799998
ACH-000673,-0.17563466021699997
ACH-000676,-0.14165511873199998
ACH-000677,-0.182563876419
ACH-000681,-0.0531456052317
ACH-000682,-0.20308330486900003
ACH-000683,-0.189160127805
ACH-000684,-0.0577431771557
ACH-000688,-0.128945819509
ACH-000693,-0.197449701628
ACH-000694,-0.270353491901
ACH-000695,-0.19771683897
ACH-000696,-0.202175408689
ACH-000697,-0.168516249969
ACH-000699,-0.194568883154
ACH-000701,-0.275253395246
ACH-000706,0.0427342720608
ACH-000711,-0.137295459861
ACH-000713,-0.120657846891
ACH-000714,-0.074349966062
ACH-000718,-0.210633612049
ACH-000720,-0.0335954896091
ACH-000721,-0.0662464933271
ACH-000724,-0.165628951711
ACH-000725,-0.027325765087099996
ACH-000732,-0.329205893046
ACH-000734,-0.124629724906
ACH-000735,-0.19069335874499999
ACH-000736,-0.0351771988145
ACH-000738,-0.194045935394
ACH-000746,-0.330022810333
ACH-000747,-0.161651831312
ACH-000748,-0.12023802812699999
ACH-000753,-0.251787521321
ACH-000756,-0.18010909484700002
ACH-000757,-0.224147168257
ACH-000758,-0.200043007744
ACH-000760,-0.222514432837
ACH-000763,-0.349015297557
ACH-000764,-0.142124188778
ACH-000765,-0.35221914450099995
ACH-000766,-0.116903733725
ACH-000767,-0.053364939493199995
ACH-000768,-0.31842979132300003
ACH-000769,-0.161590722084
ACH-000770,-0.135710582914
ACH-000771,-0.07770955133969999
ACH-000773,-0.16012295722300002
ACH-000776,0.132261016063
ACH-000777,0.0359255496623
ACH-000778,-0.221504659344
ACH-000781,-0.117890272213
ACH-000782,-0.173927781259
ACH-000783,-0.22807455685199998
ACH-000784,-0.0548050284106
ACH-000785,-0.378822535603
ACH-000787,-0.110696446631
ACH-000788,-0.213923787809
ACH-000791,-0.115698253767
ACH-000792,-0.125726710054
ACH-000794,-0.21264816394400002
ACH-000796,-0.291411225796
ACH-000799,-0.174044108733
ACH-000800,-0.275527999221
ACH-000802,-0.05520646097999999
ACH-000804,0.020559200487
ACH-000805,-0.204408257154
ACH-000809,-0.0756391207301
ACH-000810,-0.12617356514
ACH-000811,-0.0321639352086
ACH-000817,0.0633536354149
ACH-000819,-0.128852823985
ACH-000820,-0.160948542417
ACH-000821,-0.0319547342841
ACH-000822,-0.164694448451
ACH-000823,-0.161898037103
ACH-000824,-0.15611634174300001
ACH-000827,-0.112326601678
ACH-000829,-0.0470859341306
ACH-000831,-0.233353395389
ACH-000832,-0.135022827523
ACH-000833,-0.130924252448
ACH-000834,-0.18672292826499998
ACH-000835,-0.12769844273800002
ACH-000836,-0.139985274711
ACH-000837,-0.192752771446
ACH-000838,-0.118368594275
ACH-000839,-0.154385239008
ACH-000840,-0.312725110447
ACH-000841,-0.0565324126368
ACH-000843,-0.07898723740069999
ACH-000846,-0.0081602545023
ACH-000847,-0.175179935722
ACH-000848,-0.108294394048
ACH-000849,-0.157473285527
ACH-000851,-0.161761373713
ACH-000855,-0.23960950452799998
ACH-000856,-0.08740200108819998
ACH-000858,-0.122760319639
ACH-000859,-0.199901907194
ACH-000861,-0.0966426822963
ACH-000862,-0.126248635069
ACH-000865,-0.0469044762641
ACH-000866,-0.19183042671300002
ACH-000867,-0.160299697912
ACH-000869,-0.037081491091699996
ACH-000872,-0.151227643918
ACH-000873,-0.229245660123
ACH-000876,-0.0990893116422
ACH-000878,-0.335671904546
ACH-000880,-0.207245576824
ACH-000881,-0.0332538341861
ACH-000882,-0.07635037869580001
ACH-000884,-0.19303193264600002
ACH-000885,-0.050225049088900006
ACH-000887,-0.205881826992
ACH-000888,-0.107822950594
ACH-000889,-0.11685870991800001
ACH-000890,-0.24281159461100002
ACH-000896,-0.15179432343000002
ACH-000898,-0.15253254606
ACH-000900,-0.34640649968599996
ACH-000901,-0.221184235598
ACH-000905,0.00835841891118
ACH-000906,-0.180332156504
ACH-000907,0.0995368384744
ACH-000910,-0.24703358511100001
ACH-000911,-0.059798910196000005
ACH-000912,-0.045245339356
ACH-000913,-0.18784225120700002
ACH-000915,-0.0206945721654
ACH-000916,0.423026095444
ACH-000917,-0.0912812818527
ACH-000921,-0.197425373411
ACH-000924,-0.221029463254
ACH-000926,-0.158926952008
ACH-000928,-0.162273417273
ACH-000929,-0.0168686097988
ACH-000932,-0.060402273843900005
ACH-000935,-0.0714812554205
ACH-000936,-0.11888511534700001
ACH-000937,-0.24305200418900003
ACH-000938,-0.19286567491300002
ACH-000939,-0.157819555639
ACH-000941,0.0483051715791
ACH-000943,-0.232356494169
ACH-000946,-0.123172603511
ACH-000947,-0.16815959329500002
ACH-000948,-0.154355982118
ACH-000950,-0.133456300837
ACH-000953,-0.296935420561
ACH-000957,-0.24225719833700002
ACH-000958,-0.284305821287
ACH-000960,-0.213254940048
ACH-000963,0.0044171953614600004
ACH-000968,-0.295200083999
ACH-000969,-0.150336468404
ACH-000973,-0.184093720109
ACH-000974,-0.14675760155
ACH-000975,-0.21165869567200002
ACH-000976,-0.111802009243
ACH-000978,-0.29221725594500003
ACH-000980,-0.141834518979
ACH-000984,-0.488071020568
ACH-000986,-0.0955845088308
ACH-000988,-0.052886417490999996
ACH-000993,-0.0966301360203
ACH-000994,-0.281013234807
ACH-000996,-0.147372299092
ACH-001001,-0.13847133811100001
ACH-001020,0.264230900636
ACH-001028,-0.208328941598
ACH-001031,-0.218315593424
ACH-001038,-0.180958244538
ACH-001048,-0.157547918159
ACH-001050,-0.121692060528
ACH-001053,-0.25883674604400003
ACH-001054,-0.19493181417199998
ACH-001061,-0.157317619906
ACH-001067,-0.200410728272
ACH-001075,-0.033460269692
ACH-001096,-0.0239484504699
ACH-001128,0.162657689751
ACH-001134,-0.14326405388900001
ACH-001151,-0.160490443739
ACH-001163,-0.15337713453
ACH-001164,-0.143036987493
ACH-001173,-0.196215772746
ACH-001183,0.114517458099
ACH-001184,-0.335024115136
ACH-001190,-0.135829530545
ACH-001192,-0.119503494297
ACH-001193,-0.15463528897700002
ACH-001196,-0.18170539818599998
ACH-001197,-0.166679573429
ACH-001205,-0.0893666717749
ACH-001211,-0.206096754606
ACH-001212,-0.017310762037
ACH-001228,-0.272673193145
ACH-001232,-0.163311583333
ACH-001239,-0.158724984358
ACH-001274,-0.0888306327649
ACH-001275,0.00144773158892
ACH-001277,-0.26432748999
ACH-001278,-0.072931933524
ACH-001280,-0.014282878485299999
ACH-001283,-0.113609567877
ACH-001289,-0.101970641345
ACH-001295,-0.133371425022
ACH-001300,-0.22601499070599998
ACH-001301,-0.112581382356
ACH-001302,0.0128769043867
ACH-001303,-0.457111125851
ACH-001306,-0.122396181936
ACH-001318,-0.0645605573541
ACH-001322,0.0550033128039
ACH-001328,-0.10785998479100001
ACH-001332,-0.046276549924900004
ACH-001333,-0.0829556648313
ACH-001336,-0.022784935844799997
ACH-001340,-0.213697958448
ACH-001346,-0.176420447757
ACH-001353,-0.164981656201
ACH-001354,-0.5634871806589999
ACH-001367,-0.181228721295
ACH-001368,-0.0147873844201
ACH-001374,0.11309482225199999
ACH-001375,-0.15065373548900002
ACH-001377,-0.112050709431
ACH-001380,-0.122815158504
ACH-001391,-0.235227737577
ACH-001407,-0.145468341051
ACH-001408,-0.195967424414
ACH-001413,-0.181915377886
ACH-001430,-0.34623342188699996
ACH-001431,-0.261700213264
ACH-001450,-0.146505725441
ACH-001496,-0.0581159947989
ACH-001500,-0.153901103113
ACH-001521,-0.0161386970734
ACH-001523,-0.0013184997888300001
ACH-001532,-0.19089805049699998
ACH-001536,-0.08717454113959999
ACH-001550,-0.21046824285100002
ACH-001552,-0.257262389586
ACH-001554,-0.164952721669
ACH-001645,-0.26775940356600003
ACH-001654,-0.060492537530500004
ACH-001715,-0.14948615835999998
ACH-001735,-0.204037637417
ACH-001736,-0.215357825757
ACH-001737,-0.36973264220799995
ACH-001740,0.17676887803
ACH-001745,-0.09617382065840001
ACH-001750,-0.15955785678
ACH-001765,-0.25481291720800003
ACH-001956,-0.0933507756416
ACH-001957,0.0171211870407
