,ADAMTS14 (140766)
ACH-000004,0.0634013624847
ACH-000007,-0.0330901327442
ACH-000009,0.10857397982000001
ACH-000011,0.0718055681025
ACH-000012,0.11197128988
ACH-000013,0.31680649241000003
ACH-000014,-0.146827210454
ACH-000015,0.045176909967
ACH-000017,-0.0595730015281
ACH-000018,0.0645726197578
ACH-000019,-0.029205716494900003
ACH-000021,0.0807175686476
ACH-000022,0.09789664839250001
ACH-000025,0.126342455584
ACH-000028,0.118933935526
ACH-000030,-0.0670133429909
ACH-000035,0.0895055417814
ACH-000036,0.185689547741
ACH-000037,0.139509362974
ACH-000039,0.016623062480799998
ACH-000040,0.0320694558489
ACH-000041,0.0765186579164
ACH-000042,0.10107730228
ACH-000045,0.0960382902496
ACH-000047,0.129930338905
ACH-000052,0.25539235114
ACH-000053,0.058090041089900006
ACH-000054,0.0388794586521
ACH-000055,0.0629731879456
ACH-000060,0.00730562403878
ACH-000067,-0.038694761821400005
ACH-000070,-0.0329453836359
ACH-000075,-0.0183507271209
ACH-000078,0.40092185011500003
ACH-000082,0.102582899297
ACH-000085,-0.0563093095307
ACH-000086,-0.0141099256397
ACH-000087,-0.243300458122
ACH-000092,0.207149684192
ACH-000095,0.0738397992963
ACH-000097,0.0313784918999
ACH-000098,0.08505917183469999
ACH-000099,0.0582605663077
ACH-000108,-0.23423553831
ACH-000113,-0.0530109403814
ACH-000115,-0.075317379319
ACH-000116,-0.00938996532832
ACH-000118,0.153316329519
ACH-000120,-0.152270625219
ACH-000123,0.00289853313095
ACH-000127,0.12701856477
ACH-000128,0.221650948299
ACH-000132,0.136934961211
ACH-000133,0.208346389784
ACH-000137,0.0348707031306
ACH-000138,0.10518281869799999
ACH-000142,0.0740868938588
ACH-000143,0.012208858468299999
ACH-000146,0.142074561691
ACH-000148,0.0317081631167
ACH-000150,0.0930333382161
ACH-000152,-0.039159251069099996
ACH-000153,0.416588681526
ACH-000159,0.0641827598768
ACH-000160,0.179905826907
ACH-000163,-0.21670090651700002
ACH-000167,-0.028039819972900004
ACH-000168,-0.31389335803
ACH-000169,0.09537283706630001
ACH-000178,-0.07000876552110001
ACH-000182,-0.00142814577798
ACH-000183,0.15021288832000002
ACH-000188,0.078373752814
ACH-000189,0.317785362467
ACH-000190,0.31618438123799997
ACH-000198,0.167264651495
ACH-000204,-0.10707528454
ACH-000206,0.125197855449
ACH-000207,0.115834506391
ACH-000211,0.00763506472449
ACH-000215,0.13611757753599998
ACH-000221,-0.0315606029434
ACH-000222,0.0739800995617
ACH-000223,0.0670295635454
ACH-000226,0.00287031006431
ACH-000227,0.079725885862
ACH-000228,-0.207415652287
ACH-000231,0.057215334646399996
ACH-000232,0.16135064504799998
ACH-000233,-0.0478141878414
ACH-000234,0.14307546182800002
ACH-000235,0.0708610285974
ACH-000237,0.124222217355
ACH-000238,-0.0278668102337
ACH-000243,0.045770271750699996
ACH-000244,0.336365871662
ACH-000246,-0.0144369480518
ACH-000248,0.0599333129013
ACH-000250,0.033747370314000005
ACH-000251,0.127613215235
ACH-000253,0.0961047460813
ACH-000255,-0.177337405216
ACH-000256,-0.0138163927814
ACH-000257,0.181034729851
ACH-000258,-0.334675598015
ACH-000259,0.08710585735189999
ACH-000260,0.106318749078
ACH-000261,0.145804378898
ACH-000262,-0.224679372425
ACH-000263,-0.18525427821600002
ACH-000264,0.214965777139
ACH-000265,-0.035369166092800004
ACH-000266,0.156807638092
ACH-000272,0.14709431184900001
ACH-000273,0.00291175544097
ACH-000274,0.17942384445999998
ACH-000277,0.142291393961
ACH-000278,0.313717584176
ACH-000279,0.0188488521556
ACH-000280,0.08623823798800001
ACH-000281,0.024813413686799998
ACH-000288,0.122665375685
ACH-000291,0.142819239766
ACH-000293,0.308130806131
ACH-000294,-0.0797790794468
ACH-000295,-0.11659231152899999
