,MMD2 (221938)
ACH-000004,0.257367623911
ACH-000007,0.0362181317302
ACH-000009,0.0184082310255
ACH-000011,-0.101321288869
ACH-000012,-0.009398428245500001
ACH-000013,0.0146390465345
ACH-000014,-0.037294536009800004
ACH-000015,-0.0373066164919
ACH-000017,-0.115099411865
ACH-000018,-0.0461028527731
ACH-000019,0.144941114101
ACH-000021,0.0800852038404
ACH-000022,-0.017139830013299998
ACH-000025,0.0889510258863
ACH-000028,0.215140482056
ACH-000030,0.0330480291628
ACH-000035,-0.00144599424019
ACH-000036,0.121361401047
ACH-000037,-0.061676650834300004
ACH-000039,0.009452708295
ACH-000040,-0.24668670369800003
ACH-000041,0.124851735095
ACH-000042,0.0108750484581
ACH-000045,0.142615591476
ACH-000047,0.004873058089069999
ACH-000052,-0.0746220245412
ACH-000053,-7.36501637817e-05
ACH-000054,-0.10401950005300001
ACH-000055,0.24638336511
ACH-000060,-0.11680793444
ACH-000067,-0.0291282685753
ACH-000070,0.15564242431
ACH-000075,-0.124044388867
ACH-000078,0.015912741328
ACH-000082,0.0363295463771
ACH-000085,0.0563156587328
ACH-000086,0.0385916790892
ACH-000087,0.0580094017789
ACH-000092,0.00945347018683
ACH-000095,-0.0474269699957
ACH-000097,0.0625663642887
ACH-000098,0.03438229828330001
ACH-000099,0.03684364926540001
ACH-000108,-0.250612533764
ACH-000113,0.153474228701
ACH-000115,-0.015234777594600001
ACH-000116,-0.00812974312038
ACH-000118,0.00834169406393
ACH-000120,0.008354015519739999
ACH-000123,0.005725295940779999
ACH-000127,-0.06067507932030001
ACH-000128,-0.114414367479
ACH-000132,-0.0426410573635
ACH-000133,0.049177503753699996
ACH-000137,-0.0418957138633
ACH-000138,0.033033817707
ACH-000142,-0.12016574345
ACH-000143,-0.0726055513612
ACH-000146,-0.07165860098639999
ACH-000148,-0.1163527942
ACH-000150,-0.00577077753093
ACH-000152,0.051852580241
ACH-000153,0.14177822010399999
ACH-000159,0.0824792189622
ACH-000160,-0.018391915806
ACH-000163,-0.025455520909000003
ACH-000167,-0.0778032976026
ACH-000168,0.0806652521425
ACH-000169,-0.150892985815
ACH-000178,-0.0749864328837
ACH-000182,0.00858385052374
ACH-000183,0.239139561032
ACH-000188,0.0559369227854
ACH-000189,0.12783721672599999
ACH-000190,0.048425705972300004
ACH-000198,-0.09643707595069999
ACH-000204,0.254851418871
ACH-000206,-0.011020572683200001
ACH-000207,-0.013637324496799998
ACH-000211,0.00360277784864
ACH-000215,-0.00499626884694
ACH-000221,-0.00243134763191
ACH-000222,-0.00718265804812
ACH-000223,0.0533282878323
ACH-000226,0.124382936024
ACH-000227,-0.040747227358
ACH-000228,-0.183916336089
ACH-000231,0.0440861990479
ACH-000232,-0.0013873216958899999
ACH-000233,0.0931254158502
ACH-000234,0.0917765129002
ACH-000235,0.0616277262035
ACH-000237,-0.146459563799
ACH-000238,-0.0279399109116
ACH-000243,0.142112977188
ACH-000244,0.012222237472999999
ACH-000246,0.0078692129352
ACH-000248,0.0496540290588
ACH-000250,0.025354592185400003
ACH-000251,-0.219013513252
ACH-000253,-0.00436754540127
ACH-000255,0.13781598588
ACH-000256,-0.0989768007701
ACH-000257,-0.18706769605999998
ACH-000258,0.145548352237
ACH-000259,-0.102722482674
ACH-000260,-0.0389224100824
ACH-000261,0.06185373012019999
ACH-000262,0.125768050406
ACH-000263,0.0950371636782
ACH-000264,-0.0188823569504
ACH-000265,0.140617937781
ACH-000266,-0.08376242781710001
ACH-000272,0.048127201885400005
ACH-000273,0.020045670489599998
ACH-000274,-0.340197909916
ACH-000277,0.04781055268630001
ACH-000278,0.055091043940699996
ACH-000279,0.048229423915099996
ACH-000280,0.030309780222400003
ACH-000281,-0.18870542927
ACH-000288,-0.054719590433900005
ACH-000291,-0.0922779602005
ACH-000293,0.21098072312600002
ACH-000294,0.12633978322699999
ACH-000295,0.0358647630904
ACH-000296,0.266776797062
ACH-000302,-0.0120272004529
ACH-000304,-0.00534762599745
ACH-000307,0.011427698652700002
ACH-000308,-0.03091752874
ACH-000310,0.0320019050543
ACH-000311,-0.12939799521700002
ACH-000312,-0.184397723495
ACH-000315,-0.103130682174
ACH-000316,-0.20990132031800002
ACH-000317,0.0449841156926
ACH-000318,-0.0935809083773
ACH-000319,0.146308735615
ACH-000320,-0.027683640934200004
ACH-000322,0.0744730019062
ACH-000323,-0.040047819751
ACH-000324,0.0228788692089
ACH-000329,-0.013749500494600001
ACH-000330,0.26184685649
ACH-000331,-0.09793518463169999
ACH-000332,0.0168362155638
ACH-000334,-0.026436548751
ACH-000335,0.274165562571
ACH-000336,0.308098730712
ACH-000337,-0.024659275852900002
ACH-000339,-0.048944776172400006
ACH-000341,0.0580993294167
ACH-000348,-0.05347973054380001
ACH-000350,-0.0295223587463
ACH-000352,-0.0413654478039
ACH-000356,-0.0275037615361
ACH-000361,0.17132466223200002
ACH-000362,0.0467156530291
ACH-000363,-0.18833222829799998
ACH-000364,-0.276840171963
ACH-000365,0.0937207106902
ACH-000366,0.01124689231
ACH-000368,0.173843079606
ACH-000374,-0.03735418177640001
ACH-000375,-0.0401673211819
ACH-000376,-0.08413451757960001
ACH-000381,0.203648616428
ACH-000383,0.0732859018005
ACH-000387,0.0218086914458
ACH-000389,-0.45625560370800006
ACH-000390,-0.00343492911027
ACH-000393,0.014489754950299999
ACH-000395,-0.0311967311271
ACH-000397,0.022529018781499998
ACH-000401,0.132799849509
ACH-000402,-0.119779099843
ACH-000403,0.014204646462
ACH-000404,-0.202282266298
ACH-000406,0.027136013457
ACH-000407,0.0257657846242
