,PRPF38B (55119)
ACH-000004,-1.5046742999200002
ACH-000007,-1.41921694217
ACH-000009,-1.58972535523
ACH-000011,-1.60260049044
ACH-000012,-1.2619026559
ACH-000013,-1.50567083781
ACH-000014,-1.5753308477
ACH-000015,-1.29148909162
ACH-000017,-1.54628015347
ACH-000018,-0.928921971543
ACH-000019,-1.81426425265
ACH-000021,-1.7678520855700002
ACH-000022,-1.82769371031
ACH-000025,-1.27658225519
ACH-000028,-1.3360100451899999
ACH-000030,-1.5609384258399999
ACH-000035,-1.50631721631
ACH-000036,-1.14841597512
ACH-000037,-1.8931599023900003
ACH-000039,-1.91252646475
ACH-000040,-1.14700376176
ACH-000041,-1.26744038125
ACH-000042,-1.67897367996
ACH-000045,-1.45203086872
ACH-000047,-1.6151950551899998
ACH-000052,-1.21410607098
ACH-000053,-1.30530272311
ACH-000054,-1.3546265313499999
ACH-000055,-1.47745326823
ACH-000060,-1.62440785819
ACH-000067,-1.3538520029799999
ACH-000070,-1.15271357283
ACH-000075,-1.5249578164700002
ACH-000078,-1.5761118036700001
ACH-000082,-1.50616400715
ACH-000085,-1.30268784514
ACH-000086,-1.28320552633
ACH-000087,-1.39080713956
ACH-000092,-1.40554805196
ACH-000095,-1.50116405042
ACH-000097,-1.53883049319
ACH-000098,-1.26132295052
ACH-000099,-1.4898031914399998
ACH-000108,-1.37734584724
ACH-000113,-1.6211185658200002
ACH-000115,-1.41375487579
ACH-000116,-1.38820236033
ACH-000118,-1.4037145748100002
ACH-000120,-1.7073539410799998
ACH-000123,-1.3551832121
ACH-000127,-1.3473001489899998
ACH-000128,-1.16272716608
ACH-000132,-1.6003356983500001
ACH-000133,-1.4778217039700001
ACH-000137,-1.13578807745
ACH-000138,-1.39890030895
ACH-000142,-1.50380014727
ACH-000143,-1.6295253149700002
ACH-000146,-1.86077305653
ACH-000148,-1.5508361958
ACH-000150,-1.5735932388799998
ACH-000152,-1.3704448544299999
ACH-000153,-1.44355467407
ACH-000159,-1.60096472497
ACH-000160,-1.62378077687
ACH-000163,-1.7371854894
ACH-000167,-1.75034396407
ACH-000168,-1.6119441984600003
ACH-000169,-1.3947892324899998
ACH-000178,-1.41881795011
ACH-000182,-1.24138631824
