,ADCYAP1R1 (117)
ACH-000004,-0.0451583407198
ACH-000007,-0.125212541988
ACH-000009,-0.034992915543699994
ACH-000011,0.107042066916
ACH-000012,-0.045358810460900005
ACH-000013,-0.0498003847466
ACH-000014,0.024274826059
ACH-000015,-0.08462348149660001
ACH-000017,-0.10452599932199999
ACH-000018,-0.287451837442
ACH-000019,0.255823305607
ACH-000021,-0.0842320471268
ACH-000022,-0.122148022258
ACH-000025,-0.0667407107245
ACH-000028,-0.00225517391458
ACH-000030,-0.0438450155284
ACH-000035,-0.390671138962
ACH-000036,0.0859088995006
ACH-000037,-0.0944737169133
ACH-000039,-0.167315475881
ACH-000040,-0.23897785813900002
ACH-000041,-0.131389562363
ACH-000042,-0.187778598051
ACH-000045,-0.12290323904000001
ACH-000047,-0.18171789880699998
ACH-000052,-0.21233650711399998
ACH-000053,-0.23280364046
ACH-000054,-0.057750296320699994
ACH-000055,-0.0382427048953
ACH-000060,-0.284971533219
ACH-000067,0.111652405624
ACH-000070,-0.100991659182
ACH-000075,-0.00336438782983
ACH-000078,0.0552597594529
ACH-000082,-0.129298792665
ACH-000085,-0.374966215067
ACH-000086,0.0631601650589
ACH-000087,0.321484678664
ACH-000092,0.10135570605000001
ACH-000095,-0.116587755021
ACH-000097,0.0108450574102
ACH-000098,-0.100575360408
ACH-000099,-0.0748358470005
ACH-000108,-0.306072041395
ACH-000113,-0.00478674021563
ACH-000115,-0.0851864386157
ACH-000116,-0.00189406276939
ACH-000118,-0.00248482208716
ACH-000120,-0.0356866874565
ACH-000123,-0.12848088981
ACH-000127,-0.09146366938339999
ACH-000128,-0.19691582791200002
ACH-000132,0.273989471437
ACH-000133,-0.0633521962454
ACH-000137,-0.16653361684100002
ACH-000138,-0.042461325703099996
ACH-000142,-0.0879200092358
ACH-000143,-0.130730771329
ACH-000146,-0.148105942747
ACH-000148,0.0100064304895
ACH-000150,-0.434863767809
ACH-000152,1.92773771859e-05
ACH-000153,-0.052125001372400004
ACH-000159,-0.20119979197299998
ACH-000160,-0.029868491463700002
ACH-000163,-0.00260712409994
ACH-000167,-0.104595098574
ACH-000168,-0.13312144933
ACH-000169,-0.137573830857
ACH-000178,-0.252621551055
ACH-000182,-0.18146762575999997
ACH-000183,8.4271297359e-05
ACH-000188,-0.124100551789
ACH-000189,-0.469492430293
ACH-000190,-0.0940561659341
ACH-000198,-0.145456537687
ACH-000204,0.09952112821
ACH-000206,0.017701665548099998
ACH-000207,-0.11319080125999999
ACH-000211,-0.0313167246043
ACH-000215,0.0376710397433
ACH-000221,-0.11951773982200001
ACH-000222,0.318298291445
ACH-000223,-0.06647195682469999
ACH-000226,-0.23962913111499998
ACH-000227,0.0835407007824
ACH-000228,0.0235041440448
ACH-000231,-0.12552729195499998
ACH-000232,-0.032334424658900005
ACH-000233,-0.0186382707748
ACH-000234,0.00041985335698
ACH-000235,-0.13347833261199998
ACH-000237,-0.10539880635099999
ACH-000238,-0.038612681150500004
ACH-000243,0.0151908811371
ACH-000244,-0.457128663454
ACH-000246,-0.0653410231189
ACH-000248,-0.16574229729599999
ACH-000250,-0.0652284173288
ACH-000251,0.10611346226299999
ACH-000253,-0.063754483909
ACH-000255,-0.101871758889
ACH-000256,-0.15572907370300001
ACH-000257,0.143976513332
ACH-000258,-0.252719146983
ACH-000259,-0.05032475661719999
ACH-000260,-0.0323306695998
ACH-000261,0.0189034669878
ACH-000262,0.067495011391
ACH-000263,-0.311154292169
ACH-000264,-0.12471968513699999
ACH-000265,0.006533036616699999
ACH-000266,-0.180366128008
ACH-000272,-0.047173088644300004
ACH-000273,-0.0762756510963
ACH-000274,0.110361727247
ACH-000277,-0.00252232409529
ACH-000278,-0.113888520552
ACH-000279,-0.290397967211
ACH-000280,-0.0829161256903
ACH-000281,-0.559330067708
ACH-000288,-0.111279079583
ACH-000291,-0.0211554842472
ACH-000293,-0.0008257887766919999
ACH-000294,-0.083588562656
ACH-000295,-0.0684014795656
ACH-000296,-0.046431062054399994
ACH-000302,-0.12273676322100001
ACH-000304,-0.16908373195300003
ACH-000307,-0.19341392073600003
ACH-000308,-0.061662475031
ACH-000310,-0.0719296935358
ACH-000311,0.00587552004417
ACH-000312,-0.0802583640168
ACH-000315,-0.132255382163
ACH-000316,-0.0458406902183
ACH-000317,0.137549059915
ACH-000318,0.126538240796
ACH-000319,-0.21282468237799998
ACH-000320,0.00741858592279
ACH-000322,-0.107345344539
ACH-000323,-0.0180440688873
ACH-000324,-0.0394357848326
ACH-000329,-0.026425160904900002
ACH-000330,-0.0808872849599
ACH-000331,0.0878012695493
ACH-000332,-0.0110902806771
ACH-000334,0.24754548424699999
ACH-000335,-0.0802083967364
ACH-000336,-0.0855759387809
ACH-000337,-0.189553058834
ACH-000339,-0.0199284887949
ACH-000341,-0.0995102893235
ACH-000348,-0.106208052379
ACH-000350,-0.157010670761
ACH-000352,0.05810867679219999
ACH-000356,-0.10549160448799999
ACH-000361,-0.0216340488205
ACH-000362,-0.143771749662
ACH-000363,-0.12252041736
ACH-000364,-0.101913766484
ACH-000365,-0.09033629592760001
ACH-000366,-0.046417402597199994
ACH-000368,-0.042409731344
ACH-000374,-0.0847513037923
ACH-000375,-0.07426122333039999
ACH-000376,-0.0796893117068
ACH-000381,0.00122995783975
ACH-000383,-0.11644739159000002
ACH-000387,-0.13841106380100002
ACH-000389,-0.13772683724
ACH-000390,-0.014428103978899999
ACH-000393,0.00726644335801
ACH-000395,-0.09183313770649999
ACH-000397,-0.186936588418
ACH-000401,0.009304743378450001
ACH-000402,-0.320968826002
ACH-000403,-0.14671491190199998
ACH-000404,-0.326069425924
ACH-000406,-0.24170877222399997
ACH-000407,-0.123759516316
ACH-000408,-0.197180958865
ACH-000410,0.00708657790437
ACH-000411,-0.0585645815228
ACH-000414,0.0204502773952
ACH-000415,-0.11536062946799999
ACH-000416,-0.10708258319399999
ACH-000420,-0.14767074508300002
ACH-000421,-0.08381793058510001
ACH-000424,-0.06288317290369999
ACH-000425,-0.0430956311878
ACH-000426,0.107672880625
ACH-000427,0.034380826215699996
ACH-000433,-0.00983496507637
ACH-000436,-0.147182621432
ACH-000444,-0.07892441298910001
ACH-000445,0.127919844956
ACH-000448,-0.168403703361
ACH-000450,-0.0542046589415
ACH-000452,-0.0876596937586
ACH-000454,-0.138438426049
ACH-000458,-0.0809980765382
ACH-000459,-0.157030067852
ACH-000460,-0.0244416496807
ACH-000461,0.027016706721
ACH-000463,0.00231381517852
ACH-000464,-0.10335406339099999
ACH-000466,-0.05015052302780001
ACH-000467,-0.235483227082
ACH-000468,-0.159047829784
ACH-000469,-0.0971463397504
ACH-000470,-0.0021780212335300005
ACH-000471,-0.144896039333
ACH-000472,-0.162280415696
ACH-000473,-0.0883748879449
ACH-000475,-0.0461284635257
ACH-000476,-0.18450173475200002
ACH-000477,-0.0753210619188
ACH-000480,-0.021068694418599997
ACH-000481,-0.0926653679234
ACH-000483,0.109682784164
ACH-000484,-0.11761280053300001
ACH-000485,-0.20265881734299998
ACH-000486,0.132967731273
ACH-000487,-0.00444086026304
ACH-000488,-0.058013389145999995
ACH-000490,-0.0668528824858
ACH-000491,-0.19167776137000003
ACH-000495,0.0173171329158
ACH-000496,0.016571291544600002
ACH-000499,0.0739205630882
ACH-000500,-0.579303881335
ACH-000502,0.0392550294617
ACH-000503,0.310083407238
ACH-000505,-0.025826837128499997
ACH-000507,-0.0899818352883
ACH-000510,-0.166555909958
ACH-000511,-0.011126901060200001
ACH-000512,0.00139494484085
ACH-000516,-0.164974947053
ACH-000517,0.0228492221808
ACH-000518,-0.300435425452
ACH-000520,0.148854393853
ACH-000521,0.0751763862951
ACH-000522,-0.19042688229600002
ACH-000524,-0.0696399840705
ACH-000527,-0.018867848721799998
ACH-000528,-0.0221066984975
ACH-000537,-0.196484491818
ACH-000541,-0.055349491733300005
ACH-000542,-0.09646390201189999
ACH-000544,-0.131314643646
ACH-000545,-0.10975969085000001
ACH-000547,-0.16937943928500002
ACH-000548,-0.0156872338235
ACH-000549,-0.0195069094823
ACH-000550,-0.273413845082
ACH-000552,-0.109713641894
ACH-000556,-0.027981491660700002
ACH-000557,-0.0513679785969
ACH-000570,-0.140249373396
ACH-000571,0.060564268798900006
ACH-000573,-0.0973976168926
ACH-000576,-0.046524198784499995
ACH-000580,0.13827157749000002
ACH-000584,-0.142580657795
ACH-000585,-0.107271010453
ACH-000588,-0.11452075974000002
ACH-000589,-0.00353354971892
ACH-000591,-0.298306020696
ACH-000593,-0.059701391669699996
ACH-000600,-0.138435640009
ACH-000601,-0.0174706368656
ACH-000604,0.10289633941700001
ACH-000605,-0.00969901103263
ACH-000606,0.0997306697831
ACH-000608,-0.082764402009
ACH-000614,-0.311567162179
ACH-000616,0.009545365210190001
ACH-000618,-0.31982031064399996
ACH-000619,-0.150767814405
ACH-000620,-0.07537024591
ACH-000621,-0.17156277928
ACH-000622,-0.142912924669
ACH-000623,-0.226385922998
ACH-000624,0.005347640115040001
ACH-000627,-0.08307092540989999
ACH-000630,-0.09302834240430001
ACH-000632,-0.147040238271
ACH-000633,-0.174414476355
ACH-000637,-0.00633200528999
ACH-000638,0.0946562715563
ACH-000646,-0.178233906758
ACH-000647,-0.11503525309800001
ACH-000648,0.182612101992
ACH-000649,-0.0588143778988
ACH-000651,-0.120414394985
ACH-000652,-0.11813502281199999
ACH-000653,-0.0827891775633
ACH-000657,-0.21590441085
ACH-000658,0.0327999088687
ACH-000661,-0.23535044624600002
ACH-000662,0.220661404838
ACH-000663,-0.128965298121
ACH-000665,-0.0232866819964
ACH-000671,-0.0305686776883
ACH-000673,-0.10343612129100001
ACH-000676,-0.0896074455783
ACH-000677,0.119021874389
ACH-000681,-0.106201327096
ACH-000682,-0.0537220793991
ACH-000683,-0.0424814517349
ACH-000684,-0.152573155134
ACH-000688,0.049865847627600005
ACH-000693,-0.017839388182
ACH-000694,-0.19498137427700002
ACH-000695,0.269725712361
ACH-000696,-0.08675425108969999
ACH-000697,-0.14228164438899998
ACH-000699,-0.0280684896417
ACH-000701,0.153559201653
ACH-000706,0.037511781486699994
ACH-000711,-0.0861108926934
