,FGFR1OP2 (26127)
ACH-000168,-0.314801120135
ACH-000169,-0.180712714869
ACH-000178,-0.672723502839
ACH-000182,-0.30044657335999997
ACH-000183,-0.306388278381
ACH-000188,-0.346257378262
ACH-000189,-0.623520234315
ACH-000190,-0.5184664684179999
ACH-000198,-0.475999949468
ACH-000204,-0.35910874527599995
ACH-000206,-0.626344955189
ACH-000207,-0.362296050538
ACH-000211,-0.425443480343
ACH-000215,-0.467653525418
ACH-000221,-0.27321723433899997
ACH-000222,-0.255928386048
ACH-000223,-0.41424896553499996
ACH-000226,-0.300843499665
ACH-000227,-0.347221196985
ACH-000228,-0.304107119192
ACH-000231,-0.43724010730400004
ACH-000232,-0.384706797002
ACH-000233,-0.439104501929
ACH-000234,-0.376317921896
ACH-000235,-0.714201045081
ACH-000237,-0.400623346017
ACH-000238,-0.591806652358
ACH-000243,-0.287079056605
ACH-000244,-0.594417312329
ACH-000246,-0.42468399562799997
ACH-000248,-0.389255735339
ACH-000250,-0.212849632758
ACH-000251,-0.39717696150799997
ACH-000253,-0.48079189432400005
ACH-000255,-0.67411096642
ACH-000256,-0.53648781101
ACH-000257,-0.271857090962
ACH-000258,-0.132833874948
ACH-000259,-0.372556581319
ACH-000260,-0.021070926645499997
ACH-000261,-0.34299815191
ACH-000262,-0.27908968194600003
ACH-000263,-0.681783853151
ACH-000264,-0.331390233303
ACH-000265,-0.362144435497
ACH-000266,-0.35961046227
ACH-000272,-0.40577781192699997
ACH-000273,-0.278531186409
ACH-000274,-0.433234503771
ACH-000277,-0.367139677821
ACH-000278,-0.271781287981
ACH-000279,-0.321286690513
ACH-000280,-0.535943196937
ACH-000281,-0.597249525493
ACH-000288,-0.71871515316
ACH-000291,-0.24879008904199998
ACH-000293,-0.108638090592
ACH-000294,-0.441557790379
ACH-000295,-0.44401134213200005
ACH-000296,-0.31806144322200003
ACH-000302,-0.31383953496
ACH-000304,-0.029872866981099998
ACH-000307,-0.42315497115199996
ACH-000308,-0.187051265345
ACH-000310,-0.164066211796
ACH-000311,-0.574229419019
ACH-000312,-0.284777674652
ACH-000315,-0.185079198595
ACH-000316,-0.233122408063
ACH-000317,-0.47540512783
ACH-000318,-0.567640096705
ACH-000319,-0.624072585682
ACH-000320,-0.6118942572280001
ACH-000322,-0.170579739716
ACH-000323,-0.276331264748
ACH-000324,-0.321545761406
ACH-000329,-0.34728211999700004
ACH-000330,-0.37143392351099996
ACH-000331,-0.501663417701
ACH-000332,-0.520679771926
ACH-000334,-0.357468461901
ACH-000335,-0.28387381425
ACH-000336,-0.608635011243
ACH-000337,-0.505767682471
ACH-000339,-0.290546301374
ACH-000341,-0.266936233088
ACH-000348,-0.167597613393
ACH-000350,-0.416557648531
ACH-000352,-0.115199671158
ACH-000356,-0.447513388486
ACH-000361,-0.540054956014
ACH-000362,-0.326696544155
ACH-000363,-0.388443177066
ACH-000364,-0.5540032912030001
ACH-000365,-0.32887559828400004
ACH-000366,0.0822309792737
ACH-000368,-0.546329857001
ACH-000374,-0.350587229999
ACH-000375,-0.938330994523
ACH-000376,-0.480292975008
ACH-000381,-0.449795613844
ACH-000383,-0.41987872992700004
ACH-000387,-0.163676863174
ACH-000389,-0.544989226977
ACH-000390,-0.309177985547
ACH-000393,-0.43616079203
ACH-000395,-0.673244025032
ACH-000397,-0.169561670162
ACH-000401,-0.44921815459700004
ACH-000402,-0.280421628588
ACH-000403,-0.496497398285
ACH-000404,-0.360291754846
ACH-000406,-0.252449347061
ACH-000407,-0.37473112608900006
ACH-000408,-0.44355365456600004
ACH-000410,-0.2561541001
ACH-000411,-0.418182352873
ACH-000414,-0.416428700305
ACH-000415,-0.238729975781
ACH-000416,-0.395447661672
ACH-000420,-0.40119467442199996
ACH-000421,-0.381013398614
ACH-000424,-0.9174527224600001
ACH-000425,-0.339896256478
ACH-000426,-0.44674298263000006
ACH-000427,-0.39809098983
ACH-000433,-0.477548916498
ACH-000436,-0.317491007824
ACH-000444,-0.512567638786
ACH-000445,-0.460361889167
ACH-000448,-0.315280936297
ACH-000450,-0.09666280565589999
ACH-000452,-0.33495921863899997
ACH-000454,-0.402468444336
ACH-000458,-0.525584951574
ACH-000459,0.08877421983310001
ACH-000460,-0.571581871033
ACH-000461,-0.322342934455
ACH-000463,-0.429583493707
ACH-000464,-0.602050428951
ACH-000466,-0.514439244506
ACH-000467,-0.363020099981
ACH-000468,-0.412563847825
ACH-000469,-0.670932863561
ACH-000470,-0.486172791989
ACH-000471,-0.521133008147
ACH-000472,-0.33473670597
ACH-000473,-0.330780652771
ACH-000475,-0.248016823933
ACH-000476,-0.282366449363
ACH-000477,-0.442070104097
ACH-000480,-0.46488161967200003
ACH-000481,-0.323887641097
ACH-000483,-0.275841771028
ACH-000484,-0.21970280634300002
ACH-000485,-0.362311868586
ACH-000486,-0.34661494264
ACH-000487,-0.47266431559699995
ACH-000488,-0.359342535197
ACH-000490,-0.15438829424699999
ACH-000491,-0.401556702584
ACH-000495,-0.0356165209546
ACH-000496,-0.38960594033600005
ACH-000499,-0.589838705617
ACH-000500,-0.36834970066399997
ACH-000502,-0.5592916800209999
ACH-000503,-0.708525517741
ACH-000505,-0.286691284267
ACH-000507,-0.500442294793
ACH-000510,-0.324431094277
ACH-000511,-0.553410896926
ACH-000512,-0.35512765576300004
ACH-000516,-0.42577714831600005
ACH-000517,-0.402047584378
ACH-000518,-0.332137415554
ACH-000520,-0.393038586058
ACH-000521,-0.453337084954
ACH-000522,-0.319202238963
ACH-000524,-0.259986969542
ACH-000527,-0.37211996034999995
ACH-000528,-0.336270052316
ACH-000537,-0.212280947732
ACH-000541,-0.45674682417499995
ACH-000542,-0.468011102831
ACH-000544,-0.42239565332400003
ACH-000545,-0.360581022957
ACH-000547,-0.167227172891
ACH-000548,-0.43649694195600003
ACH-000549,-0.521625177135
ACH-000550,-0.693985117785
ACH-000552,-0.363980598617
ACH-000556,-0.357168229657
ACH-000557,-0.113956653746
ACH-000570,-0.458634222395
ACH-000571,-0.276811288684
ACH-000573,-0.0695654231708
ACH-000576,-0.5210158622909999
ACH-000580,-0.16854052015700002
ACH-000584,-0.238340485733
ACH-000585,-0.504851688963
ACH-000588,-0.25233233692400003
ACH-000589,-0.48870455501000004
ACH-000591,-0.489022124862
ACH-000593,-0.499056777372
ACH-000600,-0.39497089561
ACH-000601,-0.262711261149
ACH-000604,-0.253099101107
ACH-000605,-0.282207227306
ACH-000606,-0.315681445497
ACH-000608,-0.555900184403
ACH-000614,-0.46828334843900005
ACH-000616,-0.702638705617
ACH-000618,-0.354584524878
ACH-000619,-0.286141610185
ACH-000620,-0.359619270577
ACH-000621,-0.268021146502
ACH-000622,-0.40767344696
ACH-000623,-0.595062049124
ACH-000624,-0.207371506826
ACH-000627,-0.40606378929399994
ACH-000630,-0.727161464544
ACH-000632,-0.27957169018000005
ACH-000633,-0.24258827099599997
ACH-000637,-0.165430230047
ACH-000638,-0.395084342378
ACH-000646,-0.103763771367
ACH-000647,-0.361839953143
ACH-000648,-0.486498248687
ACH-000649,-0.289749907716
ACH-000651,-0.145331079602
ACH-000652,-0.45804088805200005
ACH-000653,-0.20933829601300002
ACH-000657,-0.313621210075
ACH-000658,-0.0605185788009
ACH-000661,-0.304287752982
ACH-000662,-0.476087594542
ACH-000663,-0.36254427893
ACH-000665,-0.260452453868
ACH-000671,-0.23190072768199999
ACH-000673,-0.44650114599699997
ACH-000676,-0.257822095592
ACH-000677,-0.6833842135189999
ACH-000681,-0.464265074724
ACH-000682,-0.24592219912399998
ACH-000683,-0.155585154998
ACH-000684,-0.385584929474
ACH-000688,-0.786377308367
ACH-000693,-0.30261288585
ACH-000694,-0.39633745428499995
ACH-000695,-0.41937092312700003
ACH-000696,-0.284531013444
ACH-000697,-0.180073402317
ACH-000699,-0.24205631097600003
ACH-000701,-0.26578289266399996
ACH-000706,-0.309650126458
ACH-000711,-0.42249932286799996
ACH-000713,-0.291500238464
ACH-000714,-0.330193005285
ACH-000718,-0.360582786504
ACH-000720,-0.464737313279
ACH-000721,-0.31665330505
ACH-000724,-0.145543094176
ACH-000725,-0.31022940387200004
ACH-000732,-0.5858747160050001
ACH-000734,-0.352418318147
ACH-000735,-0.556963997136
ACH-000736,-0.11560098795
ACH-000738,-0.483267969571
ACH-000746,-0.0759678667515
ACH-000747,-0.230217733728
ACH-000748,-0.39880117399400006
ACH-000753,-0.22208812384799997
ACH-000756,-0.395322875716
ACH-000757,-0.155507412164
ACH-000758,-0.37972396787100005
ACH-000760,-0.274475314509
ACH-000763,-0.33144938389199996
ACH-000764,-0.516105110603
ACH-000765,-0.46142227466799995
ACH-000766,-0.18495290189599997
ACH-000767,-0.278916930369
ACH-000768,-0.350687417148
ACH-000769,-0.24987320726599999
ACH-000770,-0.32866112669799996
ACH-000771,-0.242579475374
ACH-000773,-0.59076336092
ACH-000776,-0.44338682674999996
ACH-000777,-0.327165118506
ACH-000778,-0.273600059873
ACH-000781,-0.337745977821
ACH-000782,-0.536551498642
ACH-000783,-0.1574065463
ACH-000784,-0.260609303616
ACH-000785,-0.23319275605700002
ACH-000787,-0.260988197893
ACH-000788,-0.40570387202799996
ACH-000791,-0.37340885984899996
ACH-000792,-0.31691713664
ACH-000794,-0.474198592909
ACH-000796,-0.39810491178499996
ACH-000799,-0.296350746626
ACH-000800,-0.40546700589
ACH-000802,-0.42876214525600004
ACH-000804,-0.14462781960999999
ACH-000805,-0.26865519215399997
ACH-000809,-0.699731967576
ACH-000810,-0.386910871483
ACH-000811,-0.41908086834700004
ACH-000817,-0.47880409506000005
ACH-000819,-0.293939034479
ACH-000820,0.0323345699831
ACH-000821,-0.25958654147300003
ACH-000822,-0.454841612433
ACH-000823,-0.258548449105
ACH-000824,-0.09447079094789998
ACH-000827,-0.36461649390399997
ACH-000829,-0.623769296611
ACH-000831,-0.22645517303000004
ACH-000832,-0.66655758016
ACH-000833,-0.257766224517
ACH-000834,-0.332633713788
ACH-000835,-0.45232572950800004
ACH-000836,-0.501571938193
ACH-000837,-0.35279762406599996
ACH-000838,0.22853126160999998
ACH-000839,-0.677893054392
ACH-000840,-0.625768511687
ACH-000841,-0.410672338879
ACH-000843,-0.33235544887400004
ACH-000846,-0.23536863886
ACH-000847,-0.37805458541299997
ACH-000848,-0.32421577168000004
ACH-000849,-0.56123426023
ACH-000851,-0.34216781918300004
ACH-000855,-0.6306631001240001
ACH-000856,-0.373957001268
ACH-000858,-0.226628101457
ACH-000859,-0.615347827565
ACH-000861,-0.134527013275
ACH-000862,0.12858355165899998
ACH-000865,-0.190242227668
ACH-000866,-0.46392122607299996
ACH-000867,-0.252912993109
ACH-000869,-0.722770256516
ACH-000872,-0.421493567837
ACH-000873,-0.47649699834
ACH-000876,-0.21646495118099998
ACH-000878,-0.34888766385200004
ACH-000880,-0.41808601204999996
ACH-000881,-0.22403600726999998
ACH-000882,-0.22504901219700002
ACH-000884,-0.038605968498699995
ACH-000885,-0.163056356585
ACH-000887,-0.17347409113499998
ACH-000888,-0.421330523557
ACH-000889,-0.347572334358
ACH-000890,-0.490029772958
ACH-000896,-0.23560389603
ACH-000898,-0.196993176838
ACH-000900,-0.263317184744
ACH-000901,-0.208819192114
ACH-000905,-0.462346339849
ACH-000906,-0.22230889907600002
ACH-000907,-0.503558773524
ACH-000910,-0.268269073181
ACH-000911,-0.533752171082
ACH-000912,-0.206091981023
ACH-000913,-0.289165829006
ACH-000915,-0.366249795783
ACH-000916,-0.707300273895
ACH-000917,-0.129495431536
ACH-000921,-0.390639768223
ACH-000924,-0.317559283478
ACH-000926,-0.406811168121
ACH-000928,-0.38982249263
ACH-000929,-0.24121888213599998
ACH-000932,-0.35695998273
ACH-000935,-0.369279053015
ACH-000936,-0.48021199685800003
ACH-000937,-0.201305906864
ACH-000938,-0.16981559208900002
ACH-000939,-0.35617523705399995
ACH-000941,-0.44861148326300004
ACH-000943,-0.259108867806
ACH-000946,-0.396489251827
ACH-000947,-0.184934821595
ACH-000948,-0.355761124422
ACH-000950,-0.5040801102179999
ACH-000953,-0.222977367841
ACH-000957,-0.379255978279
ACH-000958,-0.480045682869
ACH-000960,-0.282605946663
ACH-000963,-0.42847652529200003
ACH-000968,-0.36977094096999996
ACH-000969,-0.21062275027199998
ACH-000973,-0.28466374376200004
ACH-000974,-0.537695997503
ACH-000975,-0.318915397251
ACH-000976,-0.5446309289600001
ACH-000978,-0.0034290429512800003
ACH-000980,-0.27170461371300003
ACH-000984,-0.5588441261770001
ACH-000986,-0.429018165914
ACH-000988,-0.09291542852399999
ACH-000993,-0.478360531382
ACH-000994,-0.419782618952
ACH-000996,-0.396179899314
ACH-001001,-0.27598046615
ACH-001020,-0.450213454697
ACH-001028,-0.355751912219
ACH-001031,-0.298570325523
ACH-001038,-0.24782885888199999
ACH-001048,-0.65972430914
ACH-001050,-0.41484033306900003
ACH-001053,-0.834736843741
ACH-001054,-0.391846539216
ACH-001061,-0.206192766996
ACH-001067,-0.299187422218
ACH-001075,-0.54412264633
ACH-001096,-0.207525842823
ACH-001128,-0.523621258886
ACH-001134,-0.150412668507
ACH-001151,-0.275582209604
ACH-001163,-0.393247082135
ACH-001164,-0.542644709537
ACH-001173,-0.460050392921
ACH-001183,-0.318047979584
ACH-001184,-0.139480004873
ACH-001190,-0.5267933062669999
ACH-001192,-0.27965418297899997
ACH-001193,-0.645485610897
ACH-001196,-0.442554804256
ACH-001197,-0.36011169352
ACH-001205,-0.464550642082
ACH-001211,-0.488301846642
ACH-001212,-0.129986525197
ACH-001228,-0.40597039905999993
ACH-001232,-0.297384428084
ACH-001239,-0.39564842545900003
ACH-001274,-0.636602521815
ACH-001275,-0.505037270956
ACH-001277,-0.35892983392
ACH-001278,-0.471610056185
ACH-001280,0.2586839504
ACH-001283,-0.507927091498
ACH-001289,-0.441658091972
ACH-001295,-0.20969582015299998
ACH-001300,-0.359960508432
ACH-001301,-0.203593550353
ACH-001302,-0.258801420286
ACH-001303,-0.20630268413
ACH-001306,-0.557340164567
ACH-001318,-0.278390875608
ACH-001322,-0.7044580699359999
ACH-001328,-0.516283634167
ACH-001332,-0.035653223741
ACH-001333,-0.29695653831
ACH-001336,-0.45424887225500005
ACH-001340,-0.440074027576
ACH-001346,-0.351395260901
ACH-001353,-0.891507914649
ACH-001354,-0.224066667395
ACH-001367,-0.347977856282
ACH-001368,-0.180909763046
ACH-001374,0.023426121251900002
ACH-001375,-0.339703060026
ACH-001377,-0.337568004691
ACH-001380,-0.258802722932
ACH-001391,-0.309943595145
ACH-001407,-0.598287075228
ACH-001408,-0.415342187096
ACH-001413,-0.36444637959799997
ACH-001430,-0.23748020074099999
ACH-001431,-0.134712861536
ACH-001450,-0.700935547422
ACH-001496,-0.365046395538
ACH-001500,-0.538739254765
ACH-001521,-0.547098631374
ACH-001523,-0.638480459276
ACH-001532,-0.165230564853
ACH-001536,-0.620790698445
ACH-001550,-0.426934418663
ACH-001552,-0.5773863309139999
ACH-001554,-0.25922783216999995
ACH-001645,-0.24125532453600002
ACH-001654,-0.473316270003
ACH-001715,-0.544773272494
ACH-001735,-0.5147426492270001
ACH-001736,-0.29979278556999994
ACH-001737,-0.446592219209
ACH-001740,-0.39335911588699995
ACH-001745,-0.304071705755
ACH-001750,-0.284233011873
ACH-001765,-0.285796398208
ACH-001956,-0.474667274201
ACH-001957,-0.187595304008
