,MSC (9242)
ACH-000004,-0.17417580839000002
ACH-000007,0.0171091579357
ACH-000009,0.00676253674812
ACH-000011,0.105970157424
ACH-000012,0.105585518359
ACH-000013,-0.06406227637550001
ACH-000014,0.0336863239282
ACH-000015,0.0024956182641399996
ACH-000017,-0.36403485712
ACH-000018,-0.190918079767
ACH-000019,-0.19341741648699998
ACH-000021,0.11758098657600001
ACH-000022,-0.000201126235666
ACH-000025,0.029560842350599997
ACH-000028,0.07670562553280001
ACH-000030,-0.104213055358
ACH-000035,-0.126249688883
ACH-000036,0.0189566007966
ACH-000037,-0.456978508044
ACH-000039,-0.173309556378
ACH-000040,0.0741701786652
ACH-000041,0.0618561696156
ACH-000042,-0.08712595104399999
ACH-000045,-0.145520994714
ACH-000047,-0.0631324264765
ACH-000052,0.10920318416
ACH-000053,0.019206368021
ACH-000054,0.0575307332053
ACH-000055,-0.0703180614728
ACH-000060,-0.0907954238796
ACH-000067,-0.10911597807399999
ACH-000070,-0.210330658063
ACH-000075,-0.082442041422
ACH-000078,-0.0565496643305
ACH-000082,-0.12225916807600001
ACH-000085,-0.17581898612500002
ACH-000086,-0.0484957775464
ACH-000087,-0.185092377443
ACH-000092,-0.0738351860589
ACH-000095,-0.177476930752
ACH-000097,0.0215151560169
ACH-000098,-0.0272793929494
ACH-000099,-0.134255211759
ACH-000108,-0.248128103658
ACH-000113,-0.135921230176
ACH-000115,-0.265001555833
ACH-000116,-0.142152360833
ACH-000118,0.0263912481096
ACH-000120,0.0686203511085
ACH-000123,0.11762104376700001
ACH-000127,-0.0876363405558
ACH-000128,0.0860142441316
ACH-000132,-0.174454733627
ACH-000133,-0.0708587895365
ACH-000137,0.159139296199
ACH-000138,0.0875207694208
ACH-000142,-0.0426269030219
ACH-000143,-0.0207193750567
ACH-000146,-0.108753500486
ACH-000148,-0.0644322193045
ACH-000150,-0.275004616798
ACH-000152,-0.151208405264
ACH-000153,0.262157221737
ACH-000159,0.0941842903308
ACH-000160,0.128481108391
ACH-000163,-0.132333747778
ACH-000167,0.35243871320500003
ACH-000168,-0.130909478206
ACH-000169,-0.131023927545
ACH-000178,-0.0941546207872
ACH-000182,-0.0373217526461
ACH-000183,-0.0666149848532
ACH-000188,0.0113351696075
ACH-000189,-0.24648048374899997
ACH-000190,0.428287922907
ACH-000198,0.0852314279731
ACH-000204,-0.04920155378050001
ACH-000206,0.158429683683
ACH-000207,-0.23683866236900003
ACH-000211,0.0300321467799
ACH-000215,0.0799735716191
ACH-000221,-0.08855708611199999
ACH-000222,0.297612564137
ACH-000223,0.00846851757595
ACH-000226,-0.29574191587299997
ACH-000227,0.21246769636399998
ACH-000228,-0.0641749750003
ACH-000231,-0.10879618589500001
ACH-000232,-0.168853638656
ACH-000233,-0.035585304426000004
ACH-000234,-0.263096780435
ACH-000235,-0.0612731116039
ACH-000237,-0.024408694294500002
ACH-000238,-0.107320312247
ACH-000243,0.007542402336529999
ACH-000244,-0.410198971627
