,WDYHV1 (55093)
ACH-000004,-0.191913815965
ACH-000007,0.17633150389000002
ACH-000009,-0.10117698305299999
ACH-000011,0.0795021215746
ACH-000012,-0.13853771832200001
ACH-000013,0.0688539950913
ACH-000014,0.261304872906
ACH-000015,-0.026510179954499998
ACH-000017,-0.0738325757897
ACH-000018,-0.0788116862708
ACH-000019,-0.0141280514976
ACH-000021,-0.00263398206277
ACH-000022,0.0345212185443
ACH-000025,0.08447094539169998
ACH-000028,-0.223442047014
ACH-000030,-0.05315438270830001
ACH-000035,0.004986955265439999
ACH-000036,-0.0713630136747
ACH-000037,0.0268516097491
ACH-000039,0.0970607647501
ACH-000040,0.0223035017279
ACH-000041,-0.08762087294330001
ACH-000042,-0.07190534918319999
ACH-000045,0.132897019291
ACH-000047,0.0548595855805
ACH-000052,-0.0563164087915
ACH-000053,0.0840664650106
ACH-000054,-0.109895252609
ACH-000055,-0.330378740067
ACH-000060,-0.101040187097
ACH-000067,0.17291486027199998
ACH-000070,0.139356549782
ACH-000075,-0.148561552945
ACH-000078,-0.0850998731852
ACH-000082,0.0118356292482
ACH-000085,-0.025282939684900002
ACH-000086,0.122280282323
ACH-000087,0.13260309522500002
ACH-000092,0.00817604590232
ACH-000095,0.109000933084
ACH-000097,0.0017879882531099999
ACH-000098,0.0243944220142
ACH-000099,0.121533963048
ACH-000108,0.0047685565019200005
ACH-000113,0.0504245651349
ACH-000115,0.0502187772411
ACH-000116,0.0285933689899
ACH-000118,-0.293716776807
ACH-000120,0.0169073442938
ACH-000123,-0.00438660047212
ACH-000127,0.014061282203500001
ACH-000128,0.161988658811
ACH-000132,0.0710978946067
ACH-000133,0.059299652641799996
ACH-000137,0.125142386646
ACH-000138,0.11802689667300001
ACH-000142,-0.0493225290159
ACH-000143,-0.0181661105865
ACH-000146,0.0266182026083
ACH-000148,0.0485090626559
ACH-000150,-0.165600390315
ACH-000152,0.108859045675
ACH-000153,-0.0412840420931
ACH-000159,0.1065712209
ACH-000160,0.136224334428
ACH-000163,-0.189561691704
ACH-000167,-0.09336384385610001
ACH-000168,-0.10857892041200001
ACH-000169,0.102240064199
ACH-000178,0.052383856804400004
ACH-000182,0.00345747465797
ACH-000183,0.0666140397472
ACH-000188,0.0467576034581
ACH-000189,-0.140304736107
ACH-000190,-0.135065347488
ACH-000198,0.209639763111
ACH-000204,0.0532885956571
ACH-000206,0.17093420986699998
ACH-000207,-0.196034794035
ACH-000211,-0.05719255170919999
ACH-000215,0.077838403375
ACH-000221,-0.0443317901298
ACH-000222,-0.0234065856654
ACH-000223,-0.0671880132999
ACH-000226,0.149726869012
ACH-000227,0.112816098739
ACH-000228,0.0532901831331
ACH-000231,-0.0237303242116
ACH-000232,0.114281396752
ACH-000233,-0.0210210156317
ACH-000234,-0.010512656452799998
ACH-000235,0.0269500375144
ACH-000237,0.050907701709000004
ACH-000238,-0.138423888736
ACH-000243,-0.049487832677800006
ACH-000244,0.0271959995976
ACH-000246,0.0764087265917
ACH-000248,-0.359375871654
ACH-000250,0.060181935416400004
ACH-000251,0.10755379419000001
ACH-000253,-0.00531193104576
ACH-000255,0.108624252568
ACH-000256,-0.101842591072
ACH-000257,0.102378602482
ACH-000258,0.09546443387180001
ACH-000259,0.185721018089
ACH-000260,0.0388835430375
ACH-000261,-0.0071317708815500005
ACH-000262,0.198868696139
ACH-000263,0.0984138666234
ACH-000264,-0.024700283412200003
ACH-000265,-0.137186032343
ACH-000266,0.0451211631449
ACH-000272,0.0635838146799
ACH-000273,0.043916691830099996
ACH-000274,0.07102774384289999
ACH-000277,-0.20734068602000003
ACH-000278,0.09442903979319998
ACH-000279,0.061882908581
ACH-000280,-0.0561859075012
ACH-000281,-0.0981883799848
ACH-000288,0.23359073606199998
ACH-000291,0.22718185657499998
ACH-000293,0.169372105938
ACH-000294,-0.0648803313633
ACH-000295,0.17364041021499999
ACH-000296,0.12859512624000002
ACH-000302,0.0548984812476
ACH-000304,-0.0632536278376
ACH-000307,-0.0861601605273
ACH-000308,0.0831798602254
ACH-000310,-0.050328302827399994
ACH-000311,0.043273825032599994
ACH-000312,0.0787313700575
ACH-000315,0.19335818962
ACH-000316,0.0997028481976
