,ALAD (210)
ACH-000004,-0.0458180472884
ACH-000007,0.334846233184
ACH-000009,-0.154891177808
ACH-000011,0.0383496941091
ACH-000012,-0.152952181554
ACH-000013,0.0236383322962
ACH-000014,0.0855709623452
ACH-000015,-0.12810176596
ACH-000017,-0.22064325341200003
ACH-000018,-0.18082824748100002
ACH-000019,-0.155693878425
ACH-000021,-0.153722293761
ACH-000022,-0.161993533223
ACH-000025,0.133306090018
ACH-000028,-0.19440014707199998
ACH-000030,-0.807568292095
ACH-000035,-0.14349083884199998
ACH-000036,0.11040352827299998
ACH-000037,-0.224163982049
ACH-000039,0.325665680384
ACH-000040,-0.199376398704
ACH-000041,-0.16909384821899998
ACH-000042,-0.20338608204
ACH-000045,-0.787750236213
ACH-000047,-0.537198642563
ACH-000052,0.281573626989
ACH-000053,-0.0589716557343
ACH-000054,0.133387442154
ACH-000055,0.139816265
ACH-000060,0.11684139529000001
ACH-000067,0.0173210305916
ACH-000070,0.135462873801
ACH-000075,-0.104450979799
ACH-000078,0.0816355218035
ACH-000082,-0.026499018464099997
ACH-000085,0.00737565852219
ACH-000086,0.08749161913689998
ACH-000087,-0.404190067724
ACH-000092,-0.243246649772
ACH-000095,-0.03365265951
ACH-000097,-0.0225626534454
ACH-000098,0.113392953949
ACH-000099,0.0831117427312
ACH-000108,-0.176038788445
ACH-000113,-0.911634887384
ACH-000115,-0.38279802317199996
ACH-000116,0.0629640043419
ACH-000118,-0.368495515821
ACH-000120,-0.177366353744
ACH-000123,0.257961172371
ACH-000127,-0.00366923225883
ACH-000128,-0.341633640061
ACH-000132,-0.04001665391030001
ACH-000133,-0.18127183848200001
ACH-000137,-0.11093385426100001
ACH-000138,-0.33221405548599997
ACH-000142,-0.139250079681
ACH-000143,-0.112732039645
ACH-000146,-0.23426519645799998
ACH-000148,-0.0208918864991
ACH-000150,-0.281581045592
ACH-000152,-0.16962388050299998
ACH-000153,-0.252184006541
ACH-000159,-0.228219844908
ACH-000160,-0.338685860249
ACH-000163,-0.231250299169
ACH-000167,-0.285027868231
ACH-000168,0.0890592458047
ACH-000169,-0.0118657202485
ACH-000178,-0.119788364327
ACH-000182,-0.0604118392864
ACH-000183,-0.641641716762
ACH-000188,0.0829811433743
ACH-000189,-0.396081731699
ACH-000190,0.044475641663800004
ACH-000198,-0.707442145506
ACH-000204,0.14117761166200002
ACH-000206,-0.38084416466
ACH-000207,-0.0667222025085
ACH-000211,-0.084322554922
ACH-000215,-0.0861660993355
ACH-000221,-0.124346117767
ACH-000222,-0.202028723136
ACH-000223,-0.059187407286800005
ACH-000226,-0.493182657486
ACH-000227,-0.0946335531542
ACH-000228,-0.347347795902
ACH-000231,-0.10131264181199999
ACH-000232,0.1158288302
ACH-000233,-0.330090149372
ACH-000234,-0.186765679848
ACH-000235,-0.156085548315
ACH-000237,0.193243739899
ACH-000238,-0.0454939950775
ACH-000243,-0.142952170163
ACH-000244,-0.27103906836999997
ACH-000246,-0.078558053292
ACH-000248,0.0726893082835
ACH-000250,-0.152076992848
ACH-000251,-0.304325268662
ACH-000253,-0.0301190459926
ACH-000255,-0.25178822595
ACH-000256,0.11252635337400001
ACH-000257,0.133485885086
ACH-000258,-0.151692029496
ACH-000259,-0.127178033286
ACH-000260,-0.06038270199569999
ACH-000261,-0.11099336525699999
ACH-000262,0.0457850040147
ACH-000263,0.0962660954125
ACH-000264,-0.192543070519
ACH-000265,0.0449176155222
ACH-000266,-0.173978884311
ACH-000272,-0.00790179851119
ACH-000273,-0.133021927968
ACH-000274,-0.14081904326300002
ACH-000277,-0.264587521689
ACH-000278,0.081435303888
ACH-000279,-0.221219191704
ACH-000280,-0.25466525415999997
ACH-000281,-0.18190382360100002
ACH-000288,-0.024811403369800002
ACH-000291,0.0657770180205
ACH-000293,-0.187100338803
ACH-000294,0.387775365177
ACH-000295,-0.275314642125
ACH-000296,0.413107245523
ACH-000302,-0.09464592784060001
ACH-000304,0.0371645435291
ACH-000307,-0.206088467401
ACH-000308,-0.0631550214483
ACH-000310,0.232017087502
ACH-000311,-0.136647283832
ACH-000312,-0.152878941393
ACH-000315,-0.573396032871
ACH-000316,-0.217033280529
ACH-000317,-0.347012690291
ACH-000318,-0.252388226773
ACH-000319,0.036258535715400005
ACH-000320,-0.321134554893
ACH-000322,-0.0737422648474
ACH-000323,-0.0276746621987
ACH-000324,0.019996443032200002
ACH-000329,-0.27028551758499997
ACH-000330,-0.16542717257300002
