,FNDC8 (54752)
ACH-000004,-0.0395354390701
ACH-000007,-0.155502660343
ACH-000009,-0.240496436205
ACH-000011,0.098710714157
ACH-000012,-0.0081356487846
ACH-000013,0.0224858822606
ACH-000014,-0.13435178429300002
ACH-000015,0.05096211720930001
ACH-000017,-0.089202874479
ACH-000018,-0.195975866849
ACH-000019,0.0833395837774
ACH-000021,0.011483368662700002
ACH-000022,-0.0182485328479
ACH-000025,-0.05215075727869999
ACH-000028,-0.07091656718280001
ACH-000030,-0.07162500941439999
ACH-000035,-0.331954819285
ACH-000036,-0.214269313678
ACH-000037,-0.09338839280889999
ACH-000039,-0.15075457912100002
ACH-000040,-0.146160228215
ACH-000041,-0.21625785088100002
ACH-000042,-0.00280402950947
ACH-000045,0.06698895213759999
ACH-000047,-0.157042818993
ACH-000052,-0.00811829594788
ACH-000053,-0.12256252378100001
ACH-000054,-0.120981793224
ACH-000055,-0.0790449329777
ACH-000060,0.024784150326099996
ACH-000067,-0.201287354312
ACH-000070,0.0347628985027
ACH-000075,-0.0547952561267
ACH-000078,-0.212640472832
ACH-000082,-0.151455083016
ACH-000085,0.08421448532220001
ACH-000086,-0.08307850830689999
ACH-000087,0.167511148367
ACH-000092,-0.04225827441340001
ACH-000095,-0.027148532296599998
ACH-000097,0.039495080249900005
ACH-000098,-0.06531868922709999
ACH-000099,-0.160714008792
ACH-000108,-0.252548555317
ACH-000113,-0.058731840625599996
ACH-000115,-0.175707035774
ACH-000116,-0.06398543424809999
ACH-000118,-0.171568137499
ACH-000120,-0.08646593832999999
ACH-000123,-0.144535313422
ACH-000127,-0.13136866223899998
ACH-000128,-0.0612093763894
ACH-000132,-0.139981549616
ACH-000133,-0.018920297178200002
ACH-000137,-0.10817756065400001
ACH-000138,-0.11287760214600001
ACH-000142,0.0268734728826
ACH-000143,-0.152227110428
ACH-000146,-0.107168078838
ACH-000148,0.0224256304695
ACH-000150,-0.0841778398765
ACH-000152,-0.281168704826
ACH-000153,0.191621689239
ACH-000159,-0.0810877760521
ACH-000160,0.0295350018945
ACH-000163,0.0345949756971
ACH-000167,-0.157898288481
ACH-000168,-0.0814201093295
ACH-000169,-0.037830048103300006
ACH-000178,0.0258416662617
ACH-000182,-0.016447240414700002
ACH-000183,-0.0873402101114
ACH-000188,0.0114874141301
ACH-000189,-0.24197302296700002
ACH-000190,-0.0580048083726
ACH-000198,0.0733801182841
ACH-000204,-0.0849168567386
ACH-000206,0.047231426108
ACH-000207,-0.14733502328099998
ACH-000211,-0.0944607599869
ACH-000215,0.0555004929461
ACH-000221,-0.12005601819
ACH-000222,-0.24776694120499998
ACH-000223,-0.158896201412
ACH-000226,-0.105038917324
ACH-000227,-0.0665879840996
ACH-000228,-0.41445340005599995
ACH-000231,0.019675334695299997
ACH-000232,-0.09984933505850001
ACH-000233,-0.0399723364417
ACH-000234,-0.00981622686546
ACH-000235,-0.13033778297499998
ACH-000237,0.0693725625599
ACH-000238,-0.12977798577
ACH-000243,-0.114223997163
ACH-000244,0.208783401369
ACH-000246,0.10944545299799999
ACH-000248,-0.046688969462999996
ACH-000250,-0.0326172571327
ACH-000251,-0.150233632885
ACH-000253,-0.0429416351189
ACH-000255,-0.0677554372824
ACH-000256,0.024697237374499997
ACH-000257,-0.126334006418
ACH-000258,-0.24454100988699998
ACH-000259,-0.0519767308732
ACH-000260,0.0422925247182
ACH-000261,0.0270597295603
ACH-000262,-0.199885585256
ACH-000263,0.166709336369
ACH-000264,-0.07538123155019999
ACH-000265,-0.09570414755460002
ACH-000266,-0.0243257215694
ACH-000272,0.07496370421830001
ACH-000273,0.0451356880342
ACH-000274,-0.15507155721899998
ACH-000277,0.00809347418377
ACH-000278,0.225861293325
ACH-000279,-0.109717057545
ACH-000280,-0.0556560422425
ACH-000281,-0.161582033278
ACH-000288,-0.0606924637312
ACH-000291,0.000222367590123
ACH-000293,-0.160856142782
ACH-000294,-0.0331114855945
ACH-000295,-0.037932554074699996
ACH-000296,-0.0666815690682
ACH-000302,-0.0246828160218
ACH-000304,-0.0157561338628
