,S100B (6285)
ACH-000004,-0.00502766011128
ACH-000007,-0.070157738693
ACH-000009,0.17160513815
ACH-000011,0.10350526101299999
ACH-000012,0.12567153345100002
ACH-000013,0.24345030704700002
ACH-000014,0.245789829541
ACH-000015,0.334734169862
ACH-000017,0.198018584096
ACH-000018,0.296897723225
ACH-000019,0.0920144092629
ACH-000021,0.222373329914
ACH-000022,0.24930957996199998
ACH-000025,0.238728032046
ACH-000028,0.0784602980561
ACH-000030,0.162092233019
ACH-000035,0.25350190136100004
ACH-000036,-0.0480351719741
ACH-000037,0.223228678705
ACH-000039,0.222342100172
ACH-000040,0.289379992408
ACH-000041,0.23304761917800002
ACH-000042,0.15420609383
ACH-000045,0.226395688447
ACH-000047,0.258004502419
ACH-000052,0.25146208313499996
ACH-000053,0.204636841924
ACH-000054,0.137640813946
ACH-000055,0.34898191717699995
ACH-000060,0.30810943595400003
ACH-000067,0.274703196912
ACH-000070,0.38757691399800004
ACH-000075,0.327449097166
ACH-000078,0.0821311522125
ACH-000082,0.19272616264400003
ACH-000085,0.301028384955
ACH-000086,0.317554647556
ACH-000087,0.367853864349
ACH-000092,0.150704375848
ACH-000095,0.19787914928
ACH-000097,0.145937322729
ACH-000098,0.268095995528
ACH-000099,0.114862794232
ACH-000108,0.11667781966499999
ACH-000113,0.188590543114
ACH-000115,0.403424144001
ACH-000116,0.188529027974
ACH-000118,0.238307324906
ACH-000120,0.272451734928
ACH-000123,-0.096610458686
ACH-000127,0.189450436189
ACH-000128,0.156984947784
ACH-000132,0.206655333829
ACH-000133,0.377844012768
ACH-000137,0.20514438920800002
ACH-000138,0.265740364141
ACH-000142,0.00220104980537
ACH-000143,0.08272516697019999
ACH-000146,0.156318273757
ACH-000148,0.15302791819
ACH-000150,-0.146891081082
ACH-000152,0.22296284518000004
ACH-000153,0.04175877716780001
ACH-000159,0.155945252748
ACH-000160,0.27217523467300003
ACH-000163,0.19182657688000002
ACH-000167,0.18768471687
ACH-000168,0.124509811072
ACH-000169,0.152082726685
ACH-000178,0.197518349613
ACH-000182,0.282484147379
ACH-000183,0.154925829125
ACH-000188,0.306121871174
ACH-000189,0.201648461651
ACH-000190,0.43554678676200004
ACH-000198,0.197783803737
ACH-000204,0.273132950193
ACH-000206,0.26099957878
ACH-000207,0.14663871218
ACH-000211,0.262902967109
ACH-000215,0.148077539582
ACH-000221,0.19298059549199997
ACH-000222,0.14595051107100002
ACH-000223,0.154222578022
ACH-000226,0.249607284823
ACH-000227,0.152108780852
ACH-000228,0.33277630931499996
ACH-000231,0.05470021189259999
ACH-000232,0.289249686302
ACH-000233,0.334482806227
ACH-000234,0.31597085594
ACH-000235,0.175941867185
ACH-000237,0.211564999638
ACH-000238,0.0684954846858
ACH-000243,0.24074308986600002
ACH-000244,0.178866879982
ACH-000246,0.18434689035799998
ACH-000248,0.224805866893
ACH-000250,0.0270386068535
ACH-000251,0.309916765246
ACH-000253,0.14536788389
ACH-000255,0.35637778986
ACH-000256,0.124960540081
ACH-000257,0.281272766338
ACH-000258,0.32386577665
ACH-000259,0.13849244824100002
ACH-000260,0.22160270679400002
ACH-000261,0.167518501648
ACH-000262,0.345477189507
ACH-000263,0.267006056055
ACH-000264,0.10830781539100001
ACH-000265,0.234441282979
ACH-000266,0.0972749997411
ACH-000272,0.141028149326
ACH-000273,0.25102436062
ACH-000274,0.154410418
ACH-000277,0.120582714903
ACH-000278,0.165422246474
ACH-000279,0.176476704163
ACH-000280,0.24668312863000003
ACH-000281,0.32545677469900003
ACH-000288,0.11190258388900001
ACH-000291,0.31434848812
ACH-000293,0.275035798349
ACH-000294,0.0573822737037
ACH-000295,0.140096631867
ACH-000296,0.24711954677700002
ACH-000302,0.23678025112300002
ACH-000304,0.26607369212299997
ACH-000307,0.232231392421
