,FGA (2243)
ACH-000004,0.0441088361422
ACH-000007,0.100261977138
ACH-000009,0.07595999243
ACH-000011,0.061311034501099995
ACH-000012,0.0440919161033
ACH-000013,0.0797238190487
ACH-000014,0.0456287098135
ACH-000015,0.0483482348243
ACH-000017,0.129485097957
ACH-000018,0.12562319722100002
ACH-000019,0.0137368367227
ACH-000021,0.102435516474
ACH-000022,-0.00692512207637
ACH-000025,0.09321706064819998
ACH-000028,0.06198884387519999
ACH-000030,0.0443648151654
ACH-000035,0.080515264253
ACH-000036,0.160505366321
ACH-000037,-0.00724260614464
ACH-000039,0.10702405586699999
ACH-000040,0.10321885547399999
ACH-000041,0.07978953674030001
ACH-000042,0.056885304554399996
ACH-000045,0.06725852264830001
ACH-000047,-0.0231988918817
ACH-000052,0.0754755354395
ACH-000053,0.0699493745217
ACH-000054,0.0513535119568
ACH-000055,0.179958282259
ACH-000060,-0.0509324393425
ACH-000067,0.16003379991699998
ACH-000070,-0.0662442288767
ACH-000075,0.23610719974
ACH-000078,0.0614072019582
ACH-000082,0.081105704261
ACH-000085,-0.0457830627207
ACH-000086,0.14087312465
ACH-000087,-0.040953364550900005
ACH-000092,0.0541455389196
ACH-000095,0.11435185247099999
ACH-000097,5.8422943337e-05
ACH-000098,0.0873357747005
ACH-000099,0.112263534146
ACH-000108,0.146870051753
ACH-000113,0.0761055612033
ACH-000115,0.0548659782554
ACH-000116,0.09010798068180001
ACH-000118,0.155398870531
ACH-000120,0.0212544673941
ACH-000123,0.114658009311
ACH-000127,0.0361213042155
ACH-000128,0.0815633588608
ACH-000132,0.142502049665
ACH-000133,0.045768736629
ACH-000137,0.0845763701334
ACH-000138,0.0732362721697
ACH-000142,0.152802232367
ACH-000143,0.0505576339666
ACH-000146,0.0162185542769
ACH-000148,0.0505121578485
ACH-000150,0.0944523934737
ACH-000152,0.15209327960799998
ACH-000153,0.00446256953851
ACH-000159,0.0578903521248
ACH-000160,0.139776855773
ACH-000163,-0.0174642944285
ACH-000167,-0.0012764591418299998
ACH-000168,-0.055249040258300006
ACH-000169,0.0393787201769
ACH-000178,0.0329808943361
ACH-000182,0.132868682041
ACH-000183,0.0265828621781
ACH-000188,0.05774566824
ACH-000189,0.0217430447461
ACH-000190,0.058141923288799996
ACH-000198,0.0827235289167
ACH-000204,0.013557949220399998
ACH-000206,0.0811866486434
ACH-000207,0.052298592585800004
ACH-000211,0.017740447001599997
ACH-000215,0.087663360202
ACH-000221,0.086883832829
ACH-000222,0.0700053134387
ACH-000223,0.0613121160064
ACH-000226,0.191460493199
ACH-000227,0.168880363206
ACH-000228,0.165949754204
ACH-000231,0.0758909720787
ACH-000232,0.0376420011246
ACH-000233,0.000590630944793
ACH-000234,0.0597006606456
ACH-000235,0.0572643672284
ACH-000237,0.15955153595899998
ACH-000238,0.0156655105858
ACH-000243,0.0353988247623
ACH-000244,0.0323395438836
ACH-000246,0.0492779320517
ACH-000248,0.1648278236
ACH-000250,0.047083982532
ACH-000251,0.08932031824439998
ACH-000253,0.0765445279879
ACH-000255,0.0745697332861
ACH-000256,0.0796377781201
ACH-000257,0.16196963769
ACH-000258,0.0499730372757
ACH-000259,0.047600926900899995
ACH-000260,0.0151090121686
ACH-000261,0.07534189438819999
ACH-000262,-0.0426920894378
ACH-000263,0.07630989380560001
ACH-000264,0.0389094478209
ACH-000265,0.0482950092976
ACH-000266,0.0826379554073
ACH-000272,0.021168945770400002
ACH-000273,0.0140455392677
ACH-000274,0.017590174596200003
ACH-000277,0.16464531365
ACH-000278,0.12084722060799999
ACH-000279,0.021441109168700002
ACH-000280,-0.0385108876342
ACH-000281,0.07458702092530001
ACH-000288,0.051028886808
ACH-000291,0.027136633299699998
ACH-000293,0.0686479354344
ACH-000294,0.0562033183603
ACH-000295,0.182282609241
ACH-000296,0.12730344709799998
ACH-000302,0.05361452522869999
ACH-000304,0.173392253834
ACH-000307,0.0116018713379
ACH-000308,0.008713611168399998
ACH-000310,0.0445191367875
ACH-000311,0.09366322266989999
ACH-000312,0.0813171205365
ACH-000315,0.355211774713
ACH-000316,0.0387955636927
ACH-000317,-0.0499467528535
ACH-000318,-0.0348729689179
ACH-000319,0.0989894658278
ACH-000320,0.166605903579
ACH-000322,-0.0597691069367
ACH-000323,0.0595833568394
ACH-000324,0.022793027625700003
ACH-000329,0.025441332749099998
ACH-000330,0.200445742247
ACH-000331,0.158392545378
ACH-000332,0.103885012875
