,RECQL5 (9400)
ACH-000004,-0.189704789487
ACH-000007,-0.163736251951
ACH-000009,-0.146189952367
ACH-000011,-0.0828677714805
ACH-000012,-0.0352756262291
ACH-000013,0.12259765462200001
ACH-000014,-0.10171173202099999
ACH-000015,0.13489189711
ACH-000017,0.0347970381415
ACH-000018,0.17518970577999998
ACH-000019,-0.29724182013
ACH-000021,-0.047760434044500005
ACH-000022,-0.12201018250999998
ACH-000025,-0.0172901492877
ACH-000028,-0.340606397463
ACH-000030,-0.00028675466750300004
ACH-000035,-0.106517852984
ACH-000036,-0.0645320324666
ACH-000037,0.261336154379
ACH-000039,-0.227375601076
ACH-000040,-0.055567464844000006
ACH-000041,-0.0194090287929
ACH-000042,-0.266036794758
ACH-000045,-0.0391582880549
ACH-000047,-0.136525812493
ACH-000052,-0.0636307218503
ACH-000053,0.010464920997700002
ACH-000054,0.0294075622323
ACH-000055,0.0287365110217
ACH-000060,0.0130191980112
ACH-000067,0.0388256168693
ACH-000070,0.0340974813666
ACH-000075,-0.0306305475422
ACH-000078,0.0853554271599
ACH-000082,0.0356758299571
ACH-000085,-0.252349963873
ACH-000086,-0.0813931446021
ACH-000087,0.042287867309600005
ACH-000092,-0.142457089856
ACH-000095,-0.012741387819299997
ACH-000097,-0.0495314175358
ACH-000098,0.021589499908400003
ACH-000099,-0.195577553398
ACH-000108,-0.105703486469
ACH-000113,0.168701564663
ACH-000115,-0.040928591587600004
ACH-000116,-0.180839889894
ACH-000118,0.0337156519131
ACH-000120,-0.133810958703
ACH-000123,-0.131418595775
ACH-000127,-0.146691844859
ACH-000128,0.0403139916829
ACH-000132,-0.11664915492599999
ACH-000133,-0.108029356501
ACH-000137,0.063948385735
ACH-000138,-0.200147491752
ACH-000142,0.027499058114800003
ACH-000143,0.09650290974760002
ACH-000146,-0.042061433787199995
ACH-000148,0.017017796194299998
ACH-000150,-0.125280903781
ACH-000152,-0.14505115986
ACH-000153,0.0388357534983
ACH-000159,-0.016048345444399998
ACH-000160,-0.221844058732
ACH-000163,-0.00722120588951
ACH-000167,-0.066433489696
ACH-000168,0.0349889744248
ACH-000169,0.051669997780999996
ACH-000178,0.15850154411800002
ACH-000182,0.226363531056
ACH-000183,0.111424231163
ACH-000188,0.120141828215
ACH-000189,0.45198064817100003
ACH-000190,-0.198817542623
ACH-000198,0.0129039149695
ACH-000204,-0.271890775052
ACH-000206,-0.17478702815400002
ACH-000207,-0.08539966853360001
ACH-000211,-0.0667439802613
ACH-000215,0.049077419049399995
ACH-000221,-0.0298678818305
ACH-000222,-0.00648768582142
ACH-000223,0.033501343428099996
ACH-000226,-0.0035562573498299998
ACH-000227,-0.28892577436
ACH-000228,-0.020710582238900002
ACH-000231,-0.168711496836
ACH-000232,0.0336152304756
ACH-000233,0.136205425287
ACH-000234,-0.0163277961874
ACH-000235,-0.0969248190581
ACH-000237,-0.04375954996590001
ACH-000238,-0.145845867699
ACH-000243,-0.112868380722
ACH-000244,-0.412701499168
ACH-000246,-0.173590713634
ACH-000248,-0.272413721777
ACH-000250,-0.112167298081
ACH-000251,4.268799043900001e-05
ACH-000253,-0.09748403367889999
ACH-000255,0.08514107874530001
ACH-000256,-0.17448198271899998
ACH-000257,-0.11912448504699999
ACH-000258,0.0784137269305
ACH-000259,-0.23402398891600001
ACH-000260,-0.148643526493
ACH-000261,-0.009155391765760001
ACH-000262,-0.0759099626109
ACH-000263,-0.398266310745
ACH-000264,-0.147480136204
ACH-000265,0.0767606448095
ACH-000266,-0.09351210528899999
ACH-000272,0.014350447100200002
ACH-000273,0.024069893698299996
ACH-000274,-0.173741791897
ACH-000277,-0.162755833058
ACH-000278,-0.0398384755134
ACH-000279,-0.09340511522730001
ACH-000280,0.023956436528400002
ACH-000281,-0.0708498404805
ACH-000288,-0.0669350177556
ACH-000291,0.009214890167049999
ACH-000293,-0.066863043039
ACH-000294,0.0898252262915
ACH-000295,0.043750754139300005
ACH-000296,0.0513972825777
ACH-000302,0.0687865485025
ACH-000304,-0.115076745645
ACH-000307,0.250072450608
ACH-000308,-0.033524705802199996
ACH-000310,0.020335221676400003
ACH-000311,-0.228302238919
ACH-000312,-0.11963793946699999
ACH-000315,-0.036319722249699996
ACH-000316,-0.045297579858300005
ACH-000317,-0.013834363083799999
ACH-000318,-0.12054955580700001
ACH-000319,0.101494146033
ACH-000320,-0.203181067835
ACH-000322,0.258156693984
ACH-000323,-0.07359307894719999
ACH-000324,0.0410885074724
ACH-000329,-0.08836512449210002
ACH-000330,-0.118982559638
ACH-000331,-0.0201861102671
ACH-000332,-0.03134850122
ACH-000334,0.153878160145
ACH-000335,0.086638913113
ACH-000336,0.0413981537643
ACH-000337,-0.295726198547
ACH-000339,0.0422170474192
ACH-000341,-0.00034158358316099997
ACH-000348,-0.10020001258
ACH-000350,-0.11999596662
ACH-000352,0.007296837454850001
ACH-000356,0.023316687201299997
ACH-000361,0.16398343232100002
ACH-000362,-0.048187187854199995
ACH-000363,-0.0410153092609
ACH-000364,0.23699083102600002
ACH-000365,0.0546258273795
ACH-000366,-0.0332707558856
ACH-000368,0.09427982572259999
ACH-000374,-0.0748237698222
ACH-000375,-0.012988139857499999
ACH-000376,0.030693515745700003
ACH-000381,-0.250914394637
ACH-000383,-0.151438924814
ACH-000387,-0.114807048361
ACH-000389,-0.06977864707999999
ACH-000390,-0.0589943085726
ACH-000393,0.0276345753702
ACH-000395,-0.30028960433
ACH-000397,0.0131003295116
ACH-000401,-0.118302530495
ACH-000402,0.046669190894
ACH-000403,-0.06934877263639999
ACH-000404,-0.047769648654
ACH-000406,-0.12117945779000001
ACH-000407,-0.146692976039
ACH-000408,-0.0648676196241
ACH-000410,0.203141320809
