,SLTM (79811)
ACH-000004,-0.192769200224
ACH-000007,-0.057091702617300004
ACH-000009,0.09676193968539999
ACH-000011,0.141035035602
ACH-000012,0.026945715967599995
ACH-000013,0.0563061245753
ACH-000014,0.19676611589
ACH-000015,0.00462507162992
ACH-000017,-0.127780800746
ACH-000018,-0.192380051084
ACH-000019,-0.245780411664
ACH-000021,0.25878764934099996
ACH-000022,-0.0374218068437
ACH-000025,-0.213528692771
ACH-000028,-0.248352446639
ACH-000030,-0.446851543641
ACH-000035,-0.0968845526843
ACH-000036,0.238689835241
ACH-000037,0.105826821569
ACH-000039,-0.109951770313
ACH-000040,0.28064329689
ACH-000041,0.145600315309
ACH-000042,-0.17874272642499997
ACH-000045,0.203701558437
ACH-000047,-0.205799686715
ACH-000052,-0.0614150135267
ACH-000053,-0.139357128718
ACH-000054,0.0803361637904
ACH-000055,0.0759212583955
ACH-000060,0.055556815188
ACH-000067,0.264818738377
ACH-000070,-0.50902933656
ACH-000075,0.14436295797
ACH-000078,0.08893644019819999
ACH-000082,0.178308930226
ACH-000085,-0.146987772925
ACH-000086,0.105214313324
ACH-000087,-0.13427192237299998
ACH-000092,-0.107411083197
ACH-000095,0.162374359919
ACH-000097,-0.450312384094
ACH-000098,0.24328798135000002
ACH-000099,0.015751432959200003
ACH-000108,0.040453351846400004
ACH-000113,0.32914296715
ACH-000115,-0.42538902116800004
ACH-000116,-0.342635632523
ACH-000118,-0.005200526824560001
ACH-000120,-0.0209556014202
ACH-000123,-0.266469695401
ACH-000127,-0.178737775088
ACH-000128,-0.127913389787
ACH-000132,-0.062199362632300005
ACH-000133,-0.021261196216599998
ACH-000137,-0.00808673696001
ACH-000138,-0.0407769112974
ACH-000142,-0.145927541367
ACH-000143,-0.09097676010269999
ACH-000146,0.0529686510915
ACH-000148,-0.10657802568399999
ACH-000150,0.38254747638000003
ACH-000152,-0.0729617073686
ACH-000153,-0.206898899197
ACH-000159,-0.08986788918819999
ACH-000160,-0.116878012866
ACH-000163,-0.005548497221939999
ACH-000167,-0.25856492921
ACH-000168,0.0763309207732
ACH-000169,-0.144001452754
ACH-000178,0.0347347757335
ACH-000182,0.03572743422269999
ACH-000183,-0.158776940033
ACH-000188,-0.21826670659800002
ACH-000189,-0.0671357213966
ACH-000190,-0.289792209904
ACH-000198,-0.18237232563499997
ACH-000204,-0.44530116281099996
ACH-000206,-0.248784999199
ACH-000207,-0.391927882755
ACH-000211,0.0658277020585
ACH-000215,0.0180431515845
ACH-000221,-0.0649271004849
ACH-000222,-0.290208761942
ACH-000223,-0.263737993003
ACH-000226,-0.00554882830334
ACH-000227,0.0515261958409
ACH-000228,-0.18228071919599997
ACH-000231,-0.0740420438796
ACH-000232,-0.0498107846846
ACH-000233,-0.14430498522600002
ACH-000234,0.038097478198
ACH-000235,-0.290840422742
ACH-000237,-0.141414162775
ACH-000238,-0.23078910109499998
ACH-000243,-0.107796491009
ACH-000244,0.115633544133
ACH-000246,0.0923622231155
ACH-000248,-0.143568860004
ACH-000250,-0.33665313617200004
ACH-000251,-0.369684357904
ACH-000253,-0.19448867749600002
ACH-000255,-0.175965960903
ACH-000256,-0.479852845525
ACH-000257,-0.131175045348
ACH-000258,-0.17947145469
ACH-000259,0.0266605578008
ACH-000260,-0.028400024917
ACH-000261,-0.0547618072614
ACH-000262,0.0916855610149
ACH-000263,-0.304469605123
ACH-000264,-0.130389989811
ACH-000265,0.038973124843300004
ACH-000266,-0.302117854252
ACH-000272,0.033354721195
ACH-000273,-0.114997905044
ACH-000274,-0.0192749180327
ACH-000277,0.0412764432898
ACH-000278,0.11206753300000001
ACH-000279,0.052667817443500006
ACH-000280,0.0644888224789
ACH-000281,0.0606297380172
ACH-000288,-0.018450532369999998
ACH-000291,-0.32205858077599997
ACH-000293,0.148885034352
ACH-000294,-0.0658230976251
ACH-000295,0.025198650739500002
ACH-000296,-0.282484392943
ACH-000302,-0.136495096163
ACH-000304,0.37637060562799995
ACH-000307,0.026306358906400002
ACH-000308,-0.163091135296
ACH-000310,0.0491454094675
ACH-000311,-0.12309381131899999
ACH-000312,0.305307392916
ACH-000315,-0.38355040542900004
ACH-000316,-0.0721681747778
ACH-000317,0.0137469912625
ACH-000318,-0.0994794335573
ACH-000319,-0.013461545482
ACH-000320,-0.110275753539
ACH-000322,-0.302277322761
ACH-000323,0.11662195291099998
ACH-000324,-0.224172029061
ACH-000329,0.220661046968
ACH-000330,0.0982221741519
ACH-000331,0.00185362584702
ACH-000332,0.0840451168238
ACH-000334,-0.28829573619300003
ACH-000335,-0.199541155334
ACH-000336,-0.26605946860199997
ACH-000337,-0.16217177228399998
ACH-000339,-0.138338785139
ACH-000341,0.461849174521
ACH-000348,-0.21849508918000002
ACH-000350,0.23391275522500002
ACH-000352,-0.214698301072
ACH-000356,-0.0154125480051
ACH-000361,-0.10677900023499999
ACH-000362,0.144415958426
ACH-000363,-0.10042982900900001
ACH-000364,-0.038994178517900005
ACH-000365,-0.156748261067
ACH-000366,0.0656912610018
ACH-000368,0.0212550951913
ACH-000374,-0.306829491602
ACH-000375,-0.20102022008200002
ACH-000376,-0.19512509164
ACH-000381,0.19879841652
ACH-000383,-0.11796692461100002
ACH-000387,0.0376650929484
ACH-000389,0.12303386333900002
ACH-000390,0.0192433633276
ACH-000393,0.0113446708944
ACH-000395,-0.254838084157
ACH-000397,0.13485805154000002
ACH-000401,-0.29592886634300003
ACH-000402,-0.275099652019
ACH-000403,-0.19861963415800002
ACH-000404,-0.225169167366
ACH-000406,-0.0630971410488
ACH-000407,0.00267232573967
ACH-000408,0.253765841525
ACH-000410,-0.12009102310599999
ACH-000411,0.189981216387
ACH-000414,0.07025752547
ACH-000415,0.0570152165561
ACH-000416,0.021518630648099998
ACH-000420,-0.141202175406
ACH-000421,-0.116884262588
ACH-000424,0.185068460658
ACH-000425,0.111234019555
ACH-000426,-0.423736475351
ACH-000427,0.012343734254700001
ACH-000433,0.0161076787799
ACH-000436,-0.142914290074
ACH-000444,-0.011214517483399999
ACH-000445,0.013536457592499999
ACH-000448,-0.0327349471343
ACH-000450,0.243126921598
ACH-000452,-0.184927605954
ACH-000454,-0.184531498625
ACH-000458,-0.194704876268
ACH-000459,-0.572436159206
ACH-000460,-0.19327249656599998
ACH-000461,-0.18784433982700002
ACH-000463,0.0658800497731
ACH-000464,-0.383181805639
ACH-000466,-0.08579446059250001
ACH-000467,-0.0323694857742
ACH-000468,0.07045186187369999
ACH-000469,0.05439587763119999
ACH-000470,-0.229028180189
ACH-000471,0.32775585452399997
ACH-000472,-0.06904021752600001
ACH-000473,-0.08734379858660002
ACH-000475,-0.0528050847728
ACH-000476,-0.155415915286
ACH-000477,-0.197796583086
ACH-000480,0.0671479535959
ACH-000481,-0.433365183006
ACH-000483,-0.0862673739018
ACH-000484,-0.255048938136
ACH-000485,-0.0110453916356
ACH-000486,-0.135787962391
ACH-000487,-0.0789263099374
ACH-000488,-0.135228197869
ACH-000490,-0.202337298051
ACH-000491,-0.281975701225
ACH-000495,-0.145793023298
ACH-000496,-0.152925872411
ACH-000499,-0.178838331853
ACH-000500,0.19473779770100003
ACH-000502,-0.12467871704700001
ACH-000503,-0.255906789964
ACH-000505,-0.04949873056890001
ACH-000507,0.032886256423400005
ACH-000510,-0.012426536336900001
ACH-000511,-0.18075019425299998
ACH-000512,0.0032321954891199995
ACH-000516,-0.058473678548699996
ACH-000517,-0.020904875396
ACH-000518,-0.286358304056
ACH-000520,-0.205413325868
ACH-000521,0.234066401109
ACH-000522,-0.28510407154
ACH-000524,-0.545412708788
ACH-000527,-0.24499305130100002
ACH-000528,0.0170265648401
ACH-000537,-0.025921125328900004
ACH-000541,-0.29428484352699996
ACH-000542,0.0240707842968
ACH-000544,-0.0193145382781
ACH-000545,-0.264054783679
ACH-000547,-0.00477464392589
ACH-000548,0.217130277478
ACH-000549,-0.045627612470199995
ACH-000550,0.0668497847148
ACH-000552,-0.183357395209
ACH-000556,0.048527924028699994
ACH-000557,-0.0767572609655
ACH-000570,-0.00361878934562
ACH-000571,-0.102542831177
ACH-000573,-0.0037471142959800002
ACH-000576,-0.47659498739600004
ACH-000580,0.0319984572619
ACH-000584,-0.0788103581636
ACH-000585,-0.0277190814658
ACH-000588,0.0165246890713
ACH-000589,-0.0252782640944
ACH-000591,-0.10945611223099999
ACH-000593,0.134232390075
ACH-000600,0.169809459628
ACH-000601,-0.284611346562
ACH-000604,-0.06470902076259999
ACH-000605,0.20497866745700002
ACH-000606,0.112204362509
ACH-000608,-0.158486969608
ACH-000614,0.17521401992600003
ACH-000616,0.178651947626
ACH-000618,-0.0623459175309
ACH-000619,-0.34301357772200003
ACH-000620,-0.180829468964
ACH-000621,-0.048307919629300006
ACH-000622,0.181489937267
ACH-000623,-0.204045679751
ACH-000624,0.0156903600826
ACH-000627,-0.107667119913
ACH-000630,0.188363608897
ACH-000632,0.0531930355599
ACH-000633,-0.0700743035987
ACH-000637,0.17392376143
ACH-000638,0.0129926407015
ACH-000646,-0.311393787993
ACH-000647,-0.126995344684
ACH-000648,-0.178284452285
ACH-000649,-0.0171737162245
ACH-000651,-0.192302564813
ACH-000652,0.16326356432800002
ACH-000653,-0.0883203582319
ACH-000657,-0.134246530284
ACH-000658,-0.147110615506
ACH-000661,-0.09809968481789999
ACH-000662,-0.397644819085
ACH-000663,0.07582869360439999
ACH-000665,-0.00712879045157
ACH-000671,-0.00257660908586
ACH-000673,0.120249132404
ACH-000676,-0.113346929668
ACH-000677,-0.230969508655
ACH-000681,-0.0886448839084
ACH-000682,-0.06394984007690001
ACH-000683,0.0710853560868
ACH-000684,0.0171936614802
ACH-000688,-0.117330102399
ACH-000693,0.00915038981315
ACH-000694,0.0374004960271
ACH-000695,-0.110555019553
ACH-000696,-0.0883096962834
ACH-000697,-0.507263099296
ACH-000699,0.015984842075399998
ACH-000701,-0.23326473364999997
ACH-000706,-0.126283626554
ACH-000711,-0.012883969216799998
ACH-000713,-0.09942675887800001
ACH-000714,-0.0227221273201
ACH-000718,-0.132330960568
ACH-000720,-0.277705555911
ACH-000721,0.0291983090572
ACH-000724,-0.266781687095
ACH-000725,-0.36706126242700005
ACH-000732,0.216290682241
ACH-000734,-0.0700867792383
ACH-000735,-0.17482126165800002
ACH-000736,0.15477825611999999
ACH-000738,0.00970728752011
ACH-000746,0.000602875163
ACH-000747,-0.143342749395
ACH-000748,0.07838243414639999
ACH-000753,-0.18907293970800002
ACH-000756,0.11968270132200001
ACH-000757,-0.055236980873
ACH-000758,0.177427817301
ACH-000760,-0.021672487192599996
ACH-000763,-0.24069772661999997
ACH-000764,0.0322234440356
ACH-000765,0.0273696198171
ACH-000766,0.0733724095974
ACH-000767,-0.16701624116699998
ACH-000768,-0.229529036093
ACH-000769,-0.05301954749480001
ACH-000770,-0.16323950761
ACH-000771,-0.00370844182771
ACH-000773,-0.061845431649400005
ACH-000776,-0.0752122584148
ACH-000777,-0.0606342482094
ACH-000778,0.10882419308499999
ACH-000781,-0.0447465111262
ACH-000782,-0.273606326886
ACH-000783,-0.330587718623
ACH-000784,-0.176600095215
ACH-000785,-0.310010729444
ACH-000787,-0.142305497012
ACH-000788,-0.0144055396275
ACH-000791,-0.011592898285799999
ACH-000792,-0.10120683829800001
ACH-000794,-0.0820543434524
ACH-000796,-0.22065025864
ACH-000799,0.220799541948
ACH-000800,0.0276279740265
ACH-000802,-0.026215031521099996
ACH-000804,0.0476126399326
ACH-000805,0.0469995739989
ACH-000809,-0.07289670774389999
ACH-000810,-0.347558789127
ACH-000811,0.0953053455119
ACH-000817,-0.0656146169565
ACH-000819,0.143960038216
ACH-000820,-0.09331919604139999
ACH-000821,-0.030200719503
ACH-000822,-0.26132098409800003
ACH-000823,0.0258567430284
ACH-000824,0.203499774716
ACH-000827,-0.11684211470000001
ACH-000829,0.0954026202496
ACH-000831,0.06901823895610001
ACH-000832,0.0136780557186
ACH-000833,-0.147854764734
ACH-000834,-0.244074286453
ACH-000835,0.0016454176139600002
ACH-000836,-0.0665576800228
ACH-000837,0.18209764402800002
ACH-000838,-0.118927745251
ACH-000839,0.151536099227
ACH-000840,-0.324180577644
ACH-000841,-0.522368694288
ACH-000843,-0.240883642956
ACH-000846,-0.0279422821899
ACH-000847,-0.12679486287699998
ACH-000848,0.0487435235547
ACH-000849,-0.225316843336
ACH-000851,-0.100675681922
ACH-000855,-0.116763843901
ACH-000856,-0.212766152787
ACH-000858,-0.0905625195696
ACH-000859,0.0488231509403
ACH-000861,-0.219039322957
ACH-000862,0.0700976093377
ACH-000865,-0.0702370216506
ACH-000866,0.0324549783622
ACH-000867,0.0624036032984
ACH-000869,-0.0281767821049
ACH-000872,-0.127489635216
ACH-000873,-0.309328741413
ACH-000876,-0.018682543829700003
ACH-000878,0.47427503284199996
ACH-000880,0.0074499798801000005
ACH-000881,-0.05930377235280001
ACH-000882,-0.183575292342
ACH-000884,-0.391572519748
ACH-000885,0.08855269505419999
ACH-000887,-0.0159421894758
ACH-000888,-0.0517371045266
ACH-000889,-0.0207671043282
ACH-000890,0.148012219814
ACH-000896,-0.154224607586
ACH-000898,0.19005740061999998
ACH-000900,0.09545583346650001
ACH-000901,0.0703294813406
ACH-000905,-0.141673826601
ACH-000906,-0.0356045120412
ACH-000907,0.0231093319716
ACH-000910,-0.264105009575
ACH-000911,0.102995815611
ACH-000912,-0.426391426593
ACH-000913,-0.220650456959
ACH-000915,0.165434579877
ACH-000916,-0.18110867002999997
ACH-000917,-0.0012922319455999998
ACH-000921,-0.180175693893
ACH-000924,-0.13315103876599999
ACH-000926,0.0581635687364
ACH-000928,-0.0827573542843
ACH-000929,0.138850996591
ACH-000932,-0.06800732983419999
ACH-000935,0.41755422344400006
ACH-000936,-0.158431405888
ACH-000937,-0.101516857061
ACH-000938,-0.0108370240885
ACH-000939,-0.13109791189099998
ACH-000941,-0.139788652739
ACH-000943,-0.103246102503
ACH-000946,-0.21167919596299997
ACH-000947,-0.21439565195000002
ACH-000948,-0.0242809830119
ACH-000950,-0.113245831655
ACH-000953,0.043590522914699996
ACH-000957,-0.175465181651
ACH-000958,-0.121815468108
ACH-000960,0.113043869618
ACH-000963,-0.217816845157
ACH-000968,-0.115044321941
ACH-000969,-0.0672073742961
ACH-000973,-0.101151147076
ACH-000974,0.025418847088099997
ACH-000975,-0.07170511167289999
ACH-000976,-0.180891832327
ACH-000978,-0.22081334669
ACH-000980,-0.0334056448413
ACH-000984,0.0292325744562
ACH-000986,-0.00628459249917
ACH-000988,0.0359468094581
ACH-000993,-0.242660801771
ACH-000994,-0.24119368483399997
ACH-000996,-0.248146989389
ACH-001001,-0.22808941266600002
ACH-001020,0.0588662151351
ACH-001028,0.00047062765497099995
ACH-001031,-0.412597114363
ACH-001038,-0.09333490134360001
ACH-001048,-0.027669498650500002
ACH-001050,-0.27960672914
ACH-001053,-0.0712795198437
ACH-001054,0.127990402581
ACH-001061,0.0821402414288
ACH-001067,0.09857581242720001
ACH-001075,-0.138217144479
ACH-001096,-0.0143861634376
ACH-001128,-0.19227633478300002
ACH-001134,-0.136464950644
ACH-001151,-0.147101303412
ACH-001163,-0.284264984939
ACH-001164,0.040496657781800005
ACH-001173,-0.049055168619499996
ACH-001183,-0.106318245236
ACH-001184,0.056899143624999995
ACH-001190,-0.295193698229
ACH-001192,-0.020706810636099998
ACH-001193,0.164323622925
ACH-001196,-0.194449784987
ACH-001197,-0.375277300123
ACH-001205,0.14112862240000001
ACH-001211,0.121773092924
ACH-001212,0.022375889797400003
ACH-001228,-0.172066969497
ACH-001232,-0.08879530377869999
ACH-001239,0.14431277636
ACH-001274,-0.10176376900499999
ACH-001275,-0.159049278408
ACH-001277,-0.24040992773000003
ACH-001278,-0.0399181879412
ACH-001280,-0.151383182216
ACH-001283,0.0823219741697
ACH-001289,0.0819210779969
ACH-001295,0.18183221915699999
ACH-001300,0.026108960945799998
ACH-001301,0.168872533789
ACH-001302,0.165326553468
ACH-001303,-0.08613777619060001
ACH-001306,-0.140661404795
ACH-001318,-0.00781903686102
ACH-001322,-0.0768097388483
ACH-001328,-0.276994646827
ACH-001332,0.05461094054880001
ACH-001333,-0.10341009587099999
ACH-001336,-0.17193214722199998
ACH-001340,-0.026402529591900002
ACH-001346,0.012178363085000001
ACH-001353,-0.20767991602299998
ACH-001354,-0.140376733349
ACH-001367,-0.106993655544
ACH-001368,-0.142960969117
ACH-001374,0.217882709138
ACH-001375,0.031879711160400004
ACH-001377,-0.13125330276
ACH-001380,-0.26606838118799997
ACH-001391,-0.345555240989
ACH-001407,-0.278992483849
ACH-001408,-0.254495619528
ACH-001413,-0.27185664548599997
ACH-001430,-0.07449750392860001
ACH-001431,0.0634062416326
ACH-001450,-0.327973879608
ACH-001496,-0.19170062473000002
ACH-001500,0.294086640185
ACH-001521,-0.21156687782400002
ACH-001523,-0.018418091753599996
ACH-001532,-0.31790294735
ACH-001536,-0.08786073399420001
ACH-001550,-0.0367738686023
ACH-001552,0.000700768061693
ACH-001554,-0.0900510339525
ACH-001645,0.110502085602
ACH-001654,-0.11515507629899999
ACH-001715,0.289917390276
ACH-001735,0.083126809543
ACH-001736,-0.00876516357078
ACH-001737,-0.324810127337
ACH-001740,-0.201993697622
ACH-001745,-0.0586126683504
ACH-001750,0.008156773128420001
ACH-001765,-0.306030373546
ACH-001956,-0.0537793857156
ACH-001957,0.149222294478
