,RPN1 (6184)
ACH-000004,-1.24563528627
ACH-000007,-1.39701841195
ACH-000009,-1.3186316315200002
ACH-000011,-1.2792148809100001
ACH-000012,-1.13561563366
ACH-000013,-0.9292944455329999
ACH-000014,-1.03910569258
ACH-000015,-1.10655702171
ACH-000017,-1.18763971595
ACH-000018,-0.985056715895
ACH-000019,-1.0034595921
ACH-000021,-1.2270401302
ACH-000022,-1.56737359843
ACH-000025,-1.1758229819200001
ACH-000028,-1.14903146391
ACH-000030,-1.25404564609
ACH-000035,-1.2752218494399998
ACH-000036,-1.11973954684
ACH-000037,-0.9361241580959999
ACH-000039,-1.33103902025
ACH-000040,-1.18648345502
ACH-000041,-1.0937674940200002
ACH-000042,-1.23047830271
ACH-000045,-1.3287206072700002
ACH-000047,-1.23501082765
ACH-000052,-1.01178474214
ACH-000053,-1.2819724348700001
ACH-000054,-1.05806252713
ACH-000055,-1.27122898671
ACH-000060,-1.1299591385799999
ACH-000067,-1.3327639150200001
ACH-000070,-1.21808552622
ACH-000075,-1.1594089270499999
ACH-000078,-1.22327368211
ACH-000082,-1.27095079862
ACH-000085,-1.08865876907
ACH-000086,-1.20649384924
ACH-000087,-1.52472280304
ACH-000092,-1.04784624293
ACH-000095,-1.15030982327
ACH-000097,-1.24525175581
ACH-000098,-0.979125704367
ACH-000099,-1.00340953813
ACH-000108,-1.21508897872
ACH-000113,-1.19825977813
ACH-000115,-1.51601370555
ACH-000116,-1.36216888081
ACH-000118,-1.28016417816
ACH-000120,-1.01121120983
ACH-000123,-1.27387113323
ACH-000127,-1.0963856231
ACH-000128,-1.33998948631
ACH-000132,-1.3936522449000002
ACH-000133,-1.20390469686
ACH-000137,-0.894621540679
ACH-000138,-1.0809432661299998
ACH-000142,-1.34330377734
ACH-000143,-1.4141695377799999
ACH-000146,-1.08103325591
ACH-000148,-1.167141545
ACH-000150,-1.0310135676799999
ACH-000152,-1.078695038
ACH-000153,-1.8686708604700002
ACH-000159,-1.3937923241499999
ACH-000160,-1.4452801683899998
ACH-000163,-1.25043257407
ACH-000167,-1.7338342469499999
ACH-000168,-1.12565405576
ACH-000169,-1.47014289063
ACH-000178,-1.38421661276
ACH-000182,-1.16189510044
ACH-000183,-1.2966652942499999
ACH-000188,-1.17393868231
ACH-000189,-1.55575842185
ACH-000190,-1.32189272401
ACH-000198,-1.25577818583
ACH-000204,-1.36219868104
ACH-000206,-1.57059229442
ACH-000207,-1.11204384539
ACH-000211,-1.24041818472
ACH-000215,-1.2049648002
ACH-000221,-1.17087686992
ACH-000222,-1.4870559103100003
ACH-000223,-1.0
ACH-000226,-1.30273914808
ACH-000227,-0.61740561846
ACH-000228,-1.3599640165600002
ACH-000231,-1.17351882505
ACH-000232,-1.2338799124
ACH-000233,-1.12572268697
ACH-000234,-1.4443476798800001
ACH-000235,-1.3482729299599998
