,NEB (4703)
ACH-000004,-0.214327671052
ACH-000007,-0.0705233855185
ACH-000009,-0.033125683812000005
ACH-000011,-0.0334360907225
ACH-000012,0.00377303667977
ACH-000013,0.0827204397822
ACH-000014,-0.10393692462500001
ACH-000015,0.0155475660598
ACH-000017,-0.125694641355
ACH-000018,-0.211839242166
ACH-000019,0.125724739001
ACH-000021,0.0632764005933
ACH-000022,-0.0468739134961
ACH-000025,-0.00648468792449
ACH-000028,0.0120232363419
ACH-000030,0.137429230836
ACH-000035,0.125571815996
ACH-000036,0.00195505773934
ACH-000037,-0.0475238158627
ACH-000039,0.166410390093
ACH-000040,0.028062010525000004
ACH-000041,0.0677236170749
ACH-000042,0.0301633302438
ACH-000045,-0.00768783074423
ACH-000047,0.0386430199191
ACH-000052,0.015452077098
ACH-000053,0.21531676475000003
ACH-000054,0.061737078241600005
ACH-000055,-0.0344330020753
ACH-000060,0.06577419994559999
ACH-000067,0.192286583376
ACH-000070,-0.011207899394300001
ACH-000075,-0.297521841921
ACH-000078,0.117228943772
ACH-000082,0.336540778799
ACH-000085,-0.07321490775489999
ACH-000086,-0.0263622704315
ACH-000087,-0.0346759957344
ACH-000092,-0.186960708635
ACH-000095,0.0337773084878
ACH-000097,0.06873251903119999
ACH-000098,-0.10101434337899999
ACH-000099,0.12279959494
ACH-000108,0.0531323785551
ACH-000113,0.0852487493437
ACH-000115,0.37885139185
ACH-000116,0.08926110725639999
ACH-000118,-0.0544973360085
ACH-000120,0.021752417663699997
ACH-000123,-0.00988690133391
ACH-000127,-0.0958072542423
ACH-000128,0.024869515142
ACH-000132,-0.043787728574099995
ACH-000133,-0.011096960219
ACH-000137,-0.0827640552829
ACH-000138,0.22320644911899998
ACH-000142,0.274162386341
ACH-000143,0.067279188953
ACH-000146,0.0725410992316
ACH-000148,0.01191559922
ACH-000150,0.103506133246
ACH-000152,0.030906100825
ACH-000153,0.044481297264099995
ACH-000159,0.149112766927
ACH-000160,0.0357543050759
ACH-000163,0.010305646653
ACH-000167,-0.140559609004
ACH-000168,0.194719061384
ACH-000169,0.042891009824
ACH-000178,0.04325474720980001
ACH-000182,0.045342499009
ACH-000183,0.043339330754199996
ACH-000188,0.22857585873300001
ACH-000189,0.120733383639
ACH-000190,0.025269562733299996
ACH-000198,0.0658389009222
ACH-000204,0.0798905532792
ACH-000206,-0.37158051216300003
ACH-000207,0.5242060995719999
ACH-000211,0.0077148141616800005
ACH-000215,0.00616667224307
ACH-000221,0.20288227567000003
ACH-000222,0.0457573233656
ACH-000223,-0.019258879817599998
ACH-000226,-0.0499872206558
ACH-000227,-0.07044180952739999
ACH-000228,0.157413666023
ACH-000231,0.101101513137
ACH-000232,-0.025842779257
ACH-000233,0.0730012641404
ACH-000234,-0.054188616311099995
ACH-000235,0.0320785528164
ACH-000237,-0.14364823256200002
ACH-000238,0.0224166092435
ACH-000243,0.08565338174360002
ACH-000244,0.179629787238
ACH-000246,-0.044539975049
ACH-000248,-0.036849336859699995
ACH-000250,-0.0551228625559
ACH-000251,-0.0698743486518
ACH-000253,-0.0886770312961
ACH-000255,-0.07579885815189999
ACH-000256,0.263986440478
ACH-000257,-0.186104396075
ACH-000258,0.08971746131920001
ACH-000259,0.0462491771636
ACH-000260,-0.00444210608545
ACH-000261,0.029298400024399998
ACH-000262,-0.212364389842
ACH-000263,0.102957317383
ACH-000264,0.262060260545
ACH-000265,0.09251159847969999
ACH-000266,0.00491465415524
ACH-000272,-0.07756707421289999
ACH-000273,0.0482390411063
ACH-000274,-0.06699425481049999
ACH-000277,0.279674656292
ACH-000278,0.0714608412373
ACH-000279,-0.156461887487
ACH-000280,0.0897030270629
ACH-000281,0.055027652237400006
ACH-000288,0.134455005097
ACH-000291,-0.0695380605066
ACH-000293,0.14955461394000003
ACH-000294,0.114846706369
ACH-000295,-0.0254320020401
ACH-000296,-0.023366966535099995
ACH-000302,0.0524959041136
ACH-000304,-0.26754780920000004
ACH-000307,-0.011891242649299999
ACH-000308,0.174891191916
ACH-000310,-0.0726815622359
ACH-000311,0.18070155317699998
ACH-000312,0.0930204242777
ACH-000315,0.029240810884700003
ACH-000316,-0.07404351349089999
ACH-000317,-0.170519537947
ACH-000318,0.23316492877599998
ACH-000319,0.1393536095
ACH-000320,0.0782131189822
ACH-000322,0.0108903020191
ACH-000323,0.24570273596099998
ACH-000324,-0.039536550173699996
ACH-000329,-0.147368524856
ACH-000330,0.0645022272827
ACH-000331,-0.08861391024569999
ACH-000332,0.07631009326930001
ACH-000334,0.333702373429
ACH-000335,0.19117760614999998
ACH-000336,-0.113619013443
ACH-000337,0.0986691562562
ACH-000339,-0.042958068145
ACH-000341,-0.0846310557288
ACH-000348,-0.0561573530886
ACH-000350,0.240260082254
ACH-000352,0.10386888883300001
ACH-000356,-0.0742952341874
ACH-000361,0.285181348238
ACH-000362,0.0284184192864
ACH-000363,0.152039615682
ACH-000364,-0.152029886088
ACH-000365,-0.000573824684406
ACH-000366,0.211918527649
ACH-000368,0.0685307733397
ACH-000374,-0.10668927620200001
ACH-000375,0.0691330172355
ACH-000376,-0.06985849111560001
ACH-000381,0.00046728965435000004
ACH-000383,0.22625621986900002
ACH-000387,0.08061756592569999
ACH-000389,0.11918723499299999
ACH-000390,0.0283372311829
ACH-000393,-0.101150117068
ACH-000395,0.129440015318
ACH-000397,0.008275524068279999
ACH-000401,0.21365231354400002
ACH-000402,0.0656731308698
ACH-000403,0.139800004651
ACH-000404,-0.607565153528
ACH-000406,-0.0280020525471
ACH-000407,-0.0830475884761
ACH-000408,0.160870051166
ACH-000410,0.030385621806799996
ACH-000411,-0.0927889012304
ACH-000414,-0.012980074004799998
ACH-000415,0.021799794586700002
ACH-000416,0.125096511431
ACH-000420,-0.107538912734
ACH-000421,0.178369248986
ACH-000424,-0.0396988362262
ACH-000425,-0.0211255530637
