,CKMT1B (1159)
ACH-000004,0.135154645179
ACH-000007,0.09638023752410001
ACH-000009,0.00942731092769
ACH-000011,0.313943960592
ACH-000012,-0.125579644747
ACH-000013,0.169057599567
ACH-000014,0.166769480386
ACH-000015,0.17126331868500003
ACH-000017,0.329768213853
ACH-000018,0.424960176037
ACH-000019,0.39413916220600004
ACH-000021,0.203728568222
ACH-000022,0.16423358315300002
ACH-000025,-0.0733417727007
ACH-000028,0.323413309514
ACH-000030,0.12151646213600001
ACH-000035,0.161656064569
ACH-000036,0.34849457706500003
ACH-000037,0.100130681772
ACH-000039,0.350876673675
ACH-000040,0.216595778093
ACH-000041,0.353489689982
ACH-000042,0.315510231345
ACH-000045,0.007253247230079999
ACH-000047,0.256944194797
ACH-000052,0.165772174134
ACH-000053,0.215293895029
ACH-000054,0.0465522032522
ACH-000055,0.21912178432399998
ACH-000060,0.193618441014
ACH-000067,-0.08395206727610001
ACH-000070,0.21707020709000002
ACH-000075,0.17406325889199997
ACH-000078,0.163255384763
ACH-000082,0.22265533157499998
ACH-000085,0.37875778657799997
ACH-000086,0.0832824228309
ACH-000087,0.186441426538
ACH-000092,0.226809429226
ACH-000095,0.23697085165399998
ACH-000097,0.176131402555
ACH-000098,0.178697818403
ACH-000099,0.144929205052
ACH-000108,0.128801682252
ACH-000113,0.15073311891
ACH-000115,0.33229599596500003
ACH-000116,0.201036913481
ACH-000118,0.262788044453
ACH-000120,0.055094720820000005
ACH-000123,0.235087213578
ACH-000127,0.08435640520189999
ACH-000128,0.25060386794399997
ACH-000132,0.0559032413614
ACH-000133,0.252904679556
ACH-000137,0.122070323367
ACH-000138,0.222166196155
ACH-000142,0.25682904398899997
ACH-000143,-0.0482502464819
ACH-000146,0.127442768633
ACH-000148,0.0864801826557
ACH-000150,0.10396735439999999
ACH-000152,0.19545153422400002
ACH-000153,0.0776455944108
ACH-000159,0.138802609316
ACH-000160,0.230506134125
ACH-000163,0.151118211882
ACH-000167,0.23921169073800003
ACH-000168,-0.0558871749615
ACH-000169,0.08951695389310001
ACH-000178,0.130438225262
ACH-000182,0.109629931469
ACH-000183,0.0513429396521
ACH-000188,0.256374504044
ACH-000189,0.236563351956
ACH-000190,-0.202266864012
ACH-000198,0.177665460274
ACH-000204,0.0494155207761
ACH-000206,-0.00595342593585
ACH-000207,0.022927557820700002
ACH-000211,0.213420564831
ACH-000215,0.202161913612
ACH-000221,0.0845651991539
ACH-000222,0.209302097879
ACH-000223,0.146072523116
ACH-000226,0.12050974638499999
ACH-000227,0.33448056759100003
ACH-000228,0.20518685481499999
ACH-000231,0.187637647855
ACH-000232,0.271706175952
ACH-000233,-0.09330744070800001
ACH-000234,0.313831735376
ACH-000235,-0.0137359604116
ACH-000237,0.0754900513249
ACH-000238,0.328764065066
ACH-000243,0.0346736480966
ACH-000244,0.127149566402
ACH-000246,0.197106568805
ACH-000248,0.0672171576274
ACH-000250,0.118252928935
ACH-000251,0.40987183514200004
ACH-000253,0.0604451513848
ACH-000255,-0.036047691766800005
ACH-000256,0.08616666663239998
ACH-000257,0.13633301721899999
ACH-000258,0.19577298695599998
ACH-000259,0.155096049102
ACH-000260,0.0948753994596
ACH-000261,-0.00686299618488
ACH-000262,0.25869198571400004
ACH-000263,0.0281989736246
ACH-000264,0.216737337379
ACH-000265,0.0374544541384
ACH-000266,0.0220878572273
ACH-000272,-0.07242232429939999
ACH-000273,0.230869666049
ACH-000274,0.14649336650699998
ACH-000277,0.139448953836
ACH-000278,0.282133374459
ACH-000279,0.196206768604
ACH-000280,0.255468652973
ACH-000281,0.232935518242
ACH-000288,0.08488173852330001
ACH-000291,0.0289595721731
ACH-000293,0.116119588748
ACH-000294,-0.23065742160900002
ACH-000295,0.22415123559500003
ACH-000296,0.115463056457
ACH-000302,0.04448760873319999
ACH-000304,0.11491085679400001
ACH-000307,0.140430193955
ACH-000308,0.175242694784
ACH-000310,-0.0609143046194
ACH-000311,0.134324334825
ACH-000312,0.328187531993
ACH-000315,0.09039077626639999
ACH-000316,0.124297157994
ACH-000317,0.219744603534
ACH-000318,0.0659595488141
ACH-000319,0.000339475323201
ACH-000320,0.19209590132800003
ACH-000322,0.133184220947
ACH-000323,0.21077962655000002
ACH-000324,0.035745877917400005
ACH-000329,0.267046359142
ACH-000330,0.235385642654
ACH-000331,0.141251283536
ACH-000332,0.115785381634
ACH-000334,-0.03525368505819999
ACH-000335,0.11114596714500001
ACH-000336,-0.015731292768
ACH-000337,0.0360801645004
ACH-000339,0.335911991249
ACH-000341,0.295384155791
ACH-000348,0.151434696479
ACH-000350,0.106536359536
ACH-000352,0.27077528631299996
ACH-000356,0.35242640661799995
ACH-000361,-0.061130604401500005
ACH-000362,0.185868899785
ACH-000363,0.15349880825200002
ACH-000364,0.0642916232072
ACH-000365,0.10094857698
ACH-000366,0.169476751382
ACH-000368,0.0620261651081
ACH-000374,0.213378186857
ACH-000375,-0.143517424561
ACH-000376,0.044159950503099996
ACH-000381,0.422992056324
ACH-000383,-0.013967102030100001
ACH-000387,0.179043344164
ACH-000389,0.139294538803
ACH-000390,0.181179607936
ACH-000393,0.106567051821
ACH-000395,0.19154655125599998
ACH-000397,0.160602375027
ACH-000401,0.19181814208099998
ACH-000402,0.206148652504
ACH-000403,-0.05195323278800001
ACH-000404,0.28309688782
ACH-000406,0.141945142472
ACH-000407,-0.013471545753299998
ACH-000408,0.0768840665769
ACH-000410,0.20235561971500002
ACH-000411,0.117127203381
ACH-000414,0.31143703529100003
ACH-000415,0.25961763367199997
ACH-000416,0.123774443122
ACH-000420,0.201987047089
ACH-000421,0.142434720381
ACH-000424,-0.06355518501190001
ACH-000425,0.028038769903700002
ACH-000426,0.0774598223938
ACH-000427,0.152388394111
ACH-000433,0.0693220736254
ACH-000436,-0.0105865209599
ACH-000444,0.07030648353239999
ACH-000445,0.0751390877509
ACH-000448,-0.00316086779874
ACH-000450,-0.010216964225
