,FAM25G (100133093)
ACH-000004,-0.986641943761
ACH-000007,-0.784300761658
ACH-000009,-0.698035527353
ACH-000011,-0.922822616944
ACH-000012,-0.920696446046
ACH-000013,-0.9256271343799999
ACH-000014,-1.16619257503
ACH-000015,-0.775302731076
ACH-000017,-0.893151241982
ACH-000018,-0.9765605581229999
ACH-000019,-0.8019139226540001
ACH-000021,-1.0864137112899999
ACH-000022,-0.811219580849
ACH-000025,-0.958592803511
ACH-000028,-0.7592971769589999
ACH-000030,-1.04442547229
ACH-000035,-0.8768640251209999
ACH-000036,-0.839067044091
ACH-000037,-1.26110307611
ACH-000039,-1.09782390058
ACH-000040,-0.989615759391
ACH-000041,-1.07688757885
ACH-000042,-1.03117253957
ACH-000045,-1.07232504086
ACH-000047,-0.69803907903
ACH-000052,-0.985581330473
ACH-000053,-0.801987978917
ACH-000054,-0.712840602182
ACH-000055,-0.734866209657
ACH-000060,-1.03667755781
ACH-000067,-1.06071654999
ACH-000070,-1.04164510993
ACH-000075,-1.05167375604
ACH-000078,-0.887986840887
ACH-000082,-0.954095525063
ACH-000085,-1.10691326092
ACH-000086,-0.756389081162
ACH-000087,-0.9418434465790001
ACH-000092,-1.1818775729200002
ACH-000095,-1.04568033358
ACH-000097,-0.985272874275
ACH-000098,-1.04198407971
ACH-000099,-1.01429594791
ACH-000108,-0.842119841683
ACH-000113,-1.01141689592
ACH-000115,-1.1688436364700001
ACH-000116,-0.9237206257170001
ACH-000118,-0.908929901144
ACH-000120,-0.830835757473
ACH-000123,-0.896941652103
ACH-000127,-0.9585487430159999
ACH-000128,-0.9253487096080001
ACH-000132,-1.40878556752
ACH-000133,-0.982635273173
ACH-000137,-0.834716521668
ACH-000138,-0.8330623315979999
ACH-000142,-0.641117153514
ACH-000143,-0.902449141363
ACH-000146,-1.24682387143
ACH-000148,-1.1629704157
ACH-000150,-1.15883343501
ACH-000152,-1.0198243297
ACH-000153,-0.43033719835199996
ACH-000159,-0.929605480895
ACH-000160,-1.14447135176
ACH-000163,-0.887561316531
ACH-000167,-1.51048067071
ACH-000168,-1.14246456973
ACH-000169,-0.949930877483
ACH-000178,-0.830769096076
ACH-000182,-1.4166402270700003
ACH-000183,-0.9280050717110001
ACH-000188,-0.951672464139
ACH-000189,-1.0591562382600002
ACH-000190,-0.857460713391
ACH-000198,-1.01042441259
ACH-000204,-0.750854211478
ACH-000206,-1.33483973487
ACH-000207,-0.9136036057100001
ACH-000211,-1.1115862545100001
ACH-000215,-1.26880474107
ACH-000221,-0.697897020137
ACH-000222,-0.987095902929
ACH-000223,-1.09209010909
ACH-000226,-0.923592929903
ACH-000227,-1.3052550389700002
ACH-000228,-1.26694487875
ACH-000231,-1.15846362815
ACH-000232,-1.1168732105299999
ACH-000233,-0.850500433356
ACH-000234,-0.9908927487770001
ACH-000235,-0.9703528995
ACH-000237,-0.9528579477339999
ACH-000238,-1.0109789401
ACH-000243,-0.8113262724889999
ACH-000244,-0.9403893451540001
ACH-000246,-0.771440543499
ACH-000248,-0.7375943383570001
ACH-000250,-0.945651254509
ACH-000251,-0.823777928765
ACH-000253,-0.9174473779200001
ACH-000255,-0.820923720986
ACH-000256,-1.023359111
ACH-000257,-1.3846068548700001
ACH-000258,-0.54981723941
