,HBA1 (3039)
ACH-000004,0.059332326649599997
ACH-000007,0.463537286897
ACH-000009,0.429058826139
ACH-000011,0.25262863319
ACH-000012,0.27201116673500003
ACH-000013,0.20878087719900001
ACH-000014,0.426695156494
ACH-000015,0.240894325949
ACH-000017,0.17729231673700002
ACH-000018,0.205303343495
ACH-000019,0.44851274476899994
ACH-000021,0.244871200255
ACH-000022,0.307330712639
ACH-000025,0.17867697943
ACH-000028,0.310907626108
ACH-000030,0.308710450068
ACH-000035,0.503514822882
ACH-000036,0.210310475754
ACH-000037,0.162382619967
ACH-000039,0.278793792442
ACH-000040,0.21253702058600002
ACH-000041,0.437299612539
ACH-000042,0.366021805245
ACH-000045,0.263588423353
ACH-000047,0.12383432012800001
ACH-000052,0.28571563164700003
ACH-000053,0.272997897546
ACH-000054,0.34547821118600003
ACH-000055,0.290492736067
ACH-000060,0.256093854248
ACH-000067,0.725172875063
ACH-000070,0.286324521693
ACH-000075,0.275028306316
ACH-000078,0.322997539267
ACH-000082,0.25334433966
ACH-000085,0.131014467789
ACH-000086,0.35904036198899997
ACH-000087,0.20882547549000002
ACH-000092,0.21650155457400003
ACH-000095,0.42835737536300006
ACH-000097,0.278289060642
ACH-000098,0.173779681098
ACH-000099,0.13422273758099998
ACH-000108,0.162850242319
ACH-000113,0.4327888826100001
ACH-000115,0.19104801698600002
ACH-000116,0.248967535094
ACH-000118,0.307252823881
ACH-000120,0.323984361716
ACH-000123,0.371426525171
ACH-000127,0.268586099588
ACH-000128,0.294421011302
ACH-000132,0.284747989443
ACH-000133,0.15928022261299998
ACH-000137,0.379700803208
ACH-000138,0.39138345502099997
ACH-000142,0.10478866004699999
ACH-000143,0.193163581382
ACH-000146,0.326516833492
ACH-000148,0.227168036128
ACH-000150,0.330178105213
ACH-000152,0.265146569063
ACH-000153,0.313486767729
ACH-000159,0.239656376123
ACH-000160,0.434906268331
ACH-000163,0.340587040084
ACH-000167,0.33807995539999997
ACH-000168,0.37275730858
ACH-000169,0.140699512795
ACH-000178,0.246776687389
ACH-000182,0.252389520767
ACH-000183,0.510320501184
ACH-000188,0.213657279969
ACH-000189,-0.10080400977399999
ACH-000190,0.10862280318499999
ACH-000198,0.329380965932
ACH-000204,0.286583979274
ACH-000206,0.423937873294
ACH-000207,0.28117991114700003
ACH-000211,0.27062954766999997
ACH-000215,0.279507641854
ACH-000221,0.056694180506100006
ACH-000222,0.25537511646
ACH-000223,0.26352394922899997
ACH-000226,0.36616358547399996
ACH-000227,0.46927600992799995
ACH-000228,0.190723507635
ACH-000231,0.263482903362
ACH-000232,0.197871636722
ACH-000233,0.18411813434000002
ACH-000234,0.313260589313
ACH-000235,0.31494735629500004
ACH-000237,0.21009824302900001
ACH-000238,0.38587216027800003
ACH-000243,0.273977464932
ACH-000244,0.09639082379760001
ACH-000246,0.305521094199
ACH-000248,0.223171294923
ACH-000250,0.0998243390724
ACH-000251,0.41337533026900003
ACH-000253,0.120869035621
ACH-000255,0.334278541153
ACH-000256,0.261357536816
ACH-000257,0.285254574619
ACH-000258,0.128198185068
ACH-000259,0.24389558150600002
ACH-000260,0.106659994492
ACH-000261,0.29261770412300003
ACH-000262,0.151372914251
ACH-000263,0.576821520163
ACH-000264,0.18688943533500002
ACH-000265,0.30396160488699997
ACH-000266,0.235885416985
ACH-000272,0.316943691136
ACH-000273,0.354121406827
ACH-000274,0.230118393361
ACH-000277,0.118605993938
ACH-000278,0.324222587933
ACH-000279,0.328277863128
ACH-000280,-0.07969195048880001
ACH-000281,0.562783573452
ACH-000288,0.0827584877119
ACH-000291,0.338776411816
ACH-000293,0.256914181714
ACH-000294,0.44253490995300004
ACH-000295,0.18605006936500001
ACH-000296,0.282252113692
ACH-000302,0.349858306131
ACH-000304,0.35553509985299997
ACH-000307,0.34532233587899996
ACH-000308,0.24517421836199998
ACH-000310,0.17921983995700003
ACH-000311,0.43206954425899996
ACH-000312,0.207840574042
ACH-000315,0.10036325340800001
ACH-000316,0.14115363039599998
ACH-000317,0.46880245548999994
ACH-000318,0.314393311859
ACH-000319,0.224231456818
ACH-000320,0.230983320975
ACH-000322,0.024830327401
ACH-000323,0.329441654543
ACH-000324,0.23090075748000002
ACH-000329,0.26877517151299996
ACH-000330,0.369625996059
ACH-000331,0.18408080753800002
ACH-000332,0.207011924126
ACH-000334,0.32714710156
ACH-000335,0.225878919467
ACH-000336,0.108970460623
ACH-000337,0.09667947112700001
ACH-000339,0.211009767019
ACH-000341,0.23202737843600002
ACH-000348,0.24935982376899998
ACH-000350,0.270275364138
ACH-000352,0.350798795115
ACH-000356,0.371728219359
ACH-000361,0.480816856334
ACH-000362,0.399572208401
ACH-000363,0.223554358815
ACH-000364,0.28170592135
ACH-000365,0.460935297844
ACH-000366,0.158970774948
ACH-000368,0.369083229789
ACH-000374,0.423686608816
ACH-000375,0.0964137235503
ACH-000376,0.34521558347900005
ACH-000381,0.179100602421
ACH-000383,0.373883790217
ACH-000387,0.330026896919
ACH-000389,0.231922477437
ACH-000390,0.398945163314
ACH-000393,0.367724989458
ACH-000395,0.35982154713500003
ACH-000397,0.282986440473
ACH-000401,0.297251031991
ACH-000402,0.336329539044
ACH-000403,0.28058934164099997
ACH-000404,0.285769344311
ACH-000406,0.35640607618299996
ACH-000407,0.374224152945
ACH-000408,0.0354830109297
ACH-000410,0.144008205755
ACH-000411,0.0628271036653
ACH-000414,0.43522918192800003
ACH-000415,0.454011233767
ACH-000416,0.21613510270599998
ACH-000420,0.128887231537
ACH-000421,0.248781756688
ACH-000424,0.11110455833699999
ACH-000425,0.214697305222
ACH-000426,0.04241780233
ACH-000427,0.26182038158000004
ACH-000433,0.288979682043
ACH-000436,0.37620743731299994
ACH-000444,0.30575120034000003
ACH-000445,0.29473385908300004
ACH-000448,0.279216269271
ACH-000450,0.0466057374803
ACH-000452,0.17158682535300002
ACH-000454,0.203501345186
ACH-000458,0.283988053839
ACH-000459,-0.0521339469082
ACH-000460,0.12795163592599998
ACH-000461,0.28768340431999995
ACH-000463,0.183292703995
ACH-000464,0.310129679396
ACH-000466,0.293729870794
ACH-000467,0.165306877048
ACH-000468,0.293004352917
ACH-000469,0.197804207159
ACH-000470,0.415482203306
ACH-000471,0.25083928111
ACH-000472,0.176189944071
ACH-000473,0.30616299138
ACH-000475,0.20870441188799999
ACH-000476,0.33946090079499996
ACH-000477,0.562682088257
ACH-000480,0.30767498964400003
ACH-000481,0.244368807076
ACH-000483,0.40841419989100003
ACH-000484,0.378703129449
ACH-000485,0.296427430035
ACH-000486,0.339761748622
ACH-000487,0.22709952895500002
ACH-000488,0.248112332882
ACH-000490,0.358568064909
ACH-000491,0.507741620506
ACH-000495,0.141008595593
ACH-000496,0.147965760157
ACH-000499,0.153273691157
ACH-000500,0.163947336637
ACH-000502,0.262689221711
ACH-000503,0.274261723273
ACH-000505,0.364641979488
ACH-000507,0.326547651178
ACH-000510,0.21480046553399998
ACH-000511,0.255678207016
ACH-000512,0.48562048703999994
ACH-000516,0.24457763004799998
ACH-000517,0.28818266018800004
ACH-000518,0.17674429467
ACH-000520,0.142777020662
ACH-000521,0.353039384574
ACH-000522,0.276511040605
ACH-000524,0.31879890531300004
ACH-000527,0.185206677288
ACH-000528,0.318095824787
ACH-000537,0.276326113448
ACH-000541,0.23240319973200002
ACH-000542,0.39039781117899996
ACH-000544,0.296233441388
ACH-000545,0.260068955001
ACH-000547,0.373100888402
ACH-000548,0.39342064104999996
ACH-000549,0.282966356652
ACH-000550,0.207344802463
ACH-000552,0.307885204938
ACH-000556,0.043618492652799996
ACH-000557,0.521275822214
ACH-000570,0.26759989018
ACH-000571,0.295371555359
ACH-000573,0.416419925606
ACH-000576,0.358469432215
ACH-000580,0.158982966723
ACH-000584,0.231385881012
ACH-000585,0.107343457293
ACH-000588,0.292479712256
ACH-000589,0.285756741567
ACH-000591,0.262903964216
ACH-000593,0.27517508008
ACH-000600,0.181952310454
ACH-000601,0.11450771496500001
ACH-000604,0.10025586934
ACH-000605,0.35115828609800004
ACH-000606,0.290189259265
ACH-000608,0.22328279921799998
ACH-000614,0.159480924441
ACH-000616,0.18673098976799998
ACH-000618,0.312725795069
ACH-000619,0.290199230486
ACH-000620,0.110520007599
ACH-000621,0.208555696407
ACH-000622,0.34990480305699995
ACH-000623,0.461595343243
ACH-000624,0.231595084712
ACH-000627,0.35470628993500003
ACH-000630,0.319132561729
ACH-000632,0.247830765685
ACH-000633,0.244867780497
ACH-000637,0.223938691877
ACH-000638,0.36143256475
ACH-000646,0.240599895323
ACH-000647,0.305200178456
ACH-000648,0.254284638714
ACH-000649,0.33952224570699996
ACH-000651,0.370537215754
ACH-000652,0.156723891752
ACH-000653,0.372074339976
ACH-000657,0.249173986963
ACH-000658,0.346824330962
ACH-000661,0.357579870217
ACH-000662,0.661417008192
ACH-000663,0.32841327832600004
ACH-000665,0.2307920829
ACH-000671,0.241726397445
ACH-000673,0.34459834106299997
ACH-000676,0.35595363215899994
ACH-000677,0.453217099544
ACH-000681,0.237339549945
ACH-000682,0.284746302384
ACH-000683,0.39993214270800004
ACH-000684,0.150057997325
ACH-000688,0.36318587857
ACH-000693,0.304224141565
ACH-000694,0.345278037571
ACH-000695,0.504579857809
ACH-000696,0.270058264619
ACH-000697,0.428921774137
ACH-000699,0.201405521552
ACH-000701,0.49263327780599997
ACH-000706,0.26038823735399996
ACH-000711,0.29359363855799997
ACH-000713,0.26963806532900003
ACH-000714,0.289009835428
ACH-000718,0.14098630332999998
ACH-000720,0.260997021601
ACH-000721,0.508102243028
ACH-000724,0.41374217042499994
ACH-000725,0.24733462714200002
ACH-000732,0.306963694741
ACH-000734,0.27085636841999994
ACH-000735,0.304910057779
ACH-000736,0.271506673705
ACH-000738,0.32583297438299996
ACH-000746,0.241478816118
ACH-000747,0.24680916686999999
ACH-000748,0.265759418958
ACH-000753,0.291965840017
ACH-000756,0.27308972648400004
ACH-000757,0.41855734456999993
ACH-000758,0.370478236249
ACH-000760,0.18316702199700002
ACH-000763,0.514757393538
ACH-000764,0.462437710149
ACH-000765,0.25738574029800004
ACH-000766,0.20559781372299998
ACH-000767,0.182937800861
ACH-000768,0.294769384229
ACH-000769,0.369127493034
ACH-000770,0.292284393057
ACH-000771,0.235257931932
ACH-000773,0.469898713423
ACH-000776,0.229656437771
ACH-000777,0.367316166884
ACH-000778,0.391728248204
