,STK11IP (114790)
ACH-000004,0.044702133023300006
ACH-000007,0.0463529665923
ACH-000009,-0.10574657097000001
ACH-000011,0.16898564625
ACH-000012,0.0192745121569
ACH-000013,0.101316461971
ACH-000014,0.081521938375
ACH-000015,0.045858336199599996
ACH-000017,0.030768558067299997
ACH-000018,0.105068947032
ACH-000019,-0.050350642760100005
ACH-000021,0.0352929833892
ACH-000022,-0.08432894215549999
ACH-000025,-0.0034537648685500004
ACH-000028,-0.0607978619049
ACH-000030,0.0233805460245
ACH-000035,0.0534738451661
ACH-000036,-0.060101136518199996
ACH-000037,0.0522692505733
ACH-000039,-0.10212146784800001
ACH-000040,-0.10147359626599999
ACH-000041,-0.0781365595292
ACH-000042,0.009456472543139999
ACH-000045,0.0078001551419700004
ACH-000047,0.055191553930699994
ACH-000052,0.131521195152
ACH-000053,0.016019666531799998
ACH-000054,-0.069008640625
ACH-000055,-0.11734924276599999
ACH-000060,0.127272495374
ACH-000067,0.061101740735099996
ACH-000070,-0.0220215471997
ACH-000075,0.28557533737
ACH-000078,-0.0250011957542
ACH-000082,0.0475096390653
ACH-000085,0.03495365543
ACH-000086,0.0841184221893
ACH-000087,-0.155153638214
ACH-000092,-0.101612723488
ACH-000095,-0.0389474323804
ACH-000097,0.079634540896
ACH-000098,-0.0285366538833
ACH-000099,0.00044927266465099995
ACH-000108,-0.0216779612377
ACH-000113,0.061404712341099996
ACH-000115,0.00398449939279
ACH-000116,0.150108994558
ACH-000118,0.0365379923473
ACH-000120,0.10573926695000001
ACH-000123,0.0420224306252
ACH-000127,0.0449038851892
ACH-000128,0.14864451514799998
ACH-000132,0.104659747295
ACH-000133,-0.013000037777799999
ACH-000137,0.0043949193883900005
ACH-000138,0.0627247170111
ACH-000142,0.0598117323754
ACH-000143,0.013072609676700002
ACH-000146,-0.0640823062858
ACH-000148,-0.0650607677993
ACH-000150,0.22980493678599997
ACH-000152,0.102916047476
ACH-000153,0.171535558327
ACH-000159,-0.0889159564168
ACH-000160,0.062495027823199996
ACH-000163,0.12660031740900002
ACH-000167,0.169582730231
ACH-000168,0.151330296909
ACH-000169,0.0233817643419
ACH-000178,-0.09433245367080001
ACH-000182,-0.0991800498618
ACH-000183,-0.0464793049933
ACH-000188,0.00971666314471
ACH-000189,0.109968047003
ACH-000190,-0.221312801394
ACH-000198,-0.031878025942700006
ACH-000204,0.0404380180979
ACH-000206,0.140945976316
ACH-000207,0.238182443889
ACH-000211,0.018667735696900004
ACH-000215,0.158155037181
ACH-000221,0.102277492306
ACH-000222,-0.0769775428954
ACH-000223,-0.049016802619199995
ACH-000226,-0.0272906469767
ACH-000227,-0.141289032253
ACH-000228,-0.0123261379145
ACH-000231,-0.0799697316997
ACH-000232,0.136764250764
ACH-000233,-0.00307446721256
ACH-000234,0.0793494944287
ACH-000235,0.06769569407319999
ACH-000237,0.152471314949
ACH-000238,0.062488982412599994
ACH-000243,-0.00990647562108
ACH-000244,0.17574699600299998
ACH-000246,0.0937778949922
ACH-000248,0.227599291589
ACH-000250,0.098843509843
ACH-000251,-0.0266749079149
ACH-000253,0.0650519850738
ACH-000255,-0.0610911916758
ACH-000256,-0.12953189640499999
ACH-000257,-0.077864848996
ACH-000258,0.00532122588911
ACH-000259,0.0374833675203
ACH-000260,0.0102501128768
ACH-000261,0.0028807220596
ACH-000262,0.00457341426529
ACH-000263,0.0158801265626
ACH-000264,0.108181486664
ACH-000265,-0.021972787435
ACH-000266,-0.09501712137019999
ACH-000272,0.0776919542423
ACH-000273,-0.0736151496972
ACH-000274,-0.0313944532738
ACH-000277,0.131253496576
ACH-000278,-0.026304951753400002
ACH-000279,-0.133278950465
ACH-000280,-0.000459549840737
ACH-000281,-0.00031449570305299996
ACH-000288,-0.149960338859
ACH-000291,-0.06854074244250001
ACH-000293,0.06942160057239999
ACH-000294,-0.029747319271499997
ACH-000295,-0.503157218572
ACH-000296,-0.012666260726
ACH-000302,0.0266546913171
ACH-000304,0.097051672554
ACH-000307,0.11549866810699999
ACH-000308,-0.0507234225027
ACH-000310,-0.12101571595999999
ACH-000311,-0.0242432468378
ACH-000312,-0.0795065995517
ACH-000315,0.128565314348
ACH-000316,-0.0209326160294
ACH-000317,0.0445017513387
ACH-000318,0.140636609128
ACH-000319,-0.056616405280200004
ACH-000320,-0.0726190315287
ACH-000322,0.008978095154459999
ACH-000323,-0.16877177986900002
ACH-000324,-0.0313257629283
ACH-000329,-0.05923691135030001
ACH-000330,-0.05451090293600001
ACH-000331,0.132814260129
ACH-000332,0.013260015939499999
ACH-000334,0.164344794637
ACH-000335,-0.131701059037
ACH-000336,0.540192194804
ACH-000337,-0.0129110104344
ACH-000339,0.029672669611299995
ACH-000341,-0.175001937486
ACH-000348,-0.0455725694245
ACH-000350,-0.08999827507089998
ACH-000352,0.086521736176
ACH-000356,0.16647167330600002
ACH-000361,-0.0990070578758
ACH-000362,-0.0957145002277
ACH-000363,-0.08177626106580001
ACH-000364,0.0810209749666
ACH-000365,-0.00504353368579
ACH-000366,-0.043751798452900004
ACH-000368,0.11779345092900001
ACH-000374,0.026873127017399998
ACH-000375,-0.227179942461
ACH-000376,-0.0376176758515
ACH-000381,-0.004333769881399999
ACH-000383,0.025480568484099995
ACH-000387,-0.0434787382364
ACH-000389,0.0695827460288
ACH-000390,-0.015617460386399998
ACH-000393,-0.008131416470810001
ACH-000395,0.144795797406
ACH-000397,0.00600254387709
ACH-000401,0.038292115674300006
ACH-000402,0.0727954621662
ACH-000403,0.0160229615961
ACH-000404,0.26057109522
ACH-000406,0.013064892110899999
ACH-000407,-0.09457326634160002
ACH-000408,-0.07696849394710001
ACH-000410,0.135185214547
ACH-000411,0.132317198792
ACH-000414,0.157861681275
ACH-000415,0.0552423721169
ACH-000416,0.0379542848656
ACH-000420,-0.175203701183
ACH-000421,-0.0241878078468
ACH-000424,-0.0772870948126
ACH-000425,-0.0280571611625
ACH-000426,-0.12764409140900002
ACH-000427,0.0723270606545
ACH-000433,-0.184751560021
ACH-000436,0.07491349490469999
ACH-000444,-0.0597095731131
ACH-000445,-0.08669772778139999
ACH-000448,0.0159784585526
ACH-000450,-0.08933630657849999
ACH-000452,0.0391004402428
ACH-000454,0.091752739377
ACH-000458,-0.0117924982809
ACH-000459,0.033515098159
ACH-000460,-0.121882307817
ACH-000461,-0.0458427318993
