,CSRP2BP (57325)
ACH-000291,-0.239795413858
ACH-000293,0.206415073577
ACH-000294,-0.190894594713
ACH-000295,-0.19084917411
ACH-000296,-0.5442287989519999
ACH-000302,-0.123366912758
ACH-000304,-0.437321381814
ACH-000307,-0.20214229620700003
ACH-000308,-0.211070254802
ACH-000310,-0.267319371278
ACH-000311,-0.15298491512
ACH-000312,-0.151767977531
ACH-000315,-0.44873653217
ACH-000316,-0.29638205476199997
ACH-000317,-0.194458833666
ACH-000318,-0.233038747194
ACH-000319,-0.3078644258
ACH-000320,-0.298699857486
ACH-000322,-0.17758055024500002
ACH-000323,-0.296323264814
ACH-000324,-0.172256635733
ACH-000329,-0.268692217339
ACH-000330,-0.396501353697
ACH-000331,-0.396330576715
ACH-000332,-0.264482349926
ACH-000334,-0.125627622459
ACH-000335,-0.306095157997
ACH-000336,0.091619579553
ACH-000337,-0.168143985082
ACH-000339,-0.309997803503
ACH-000341,-0.274770308858
ACH-000348,-0.17093745801399998
ACH-000350,-0.224694465123
ACH-000352,-0.404974152136
ACH-000356,-0.6064711449979999
ACH-000361,-0.585738357199
ACH-000362,-0.23381951424699998
ACH-000363,-0.11768547488500002
ACH-000364,-0.23078103813
ACH-000365,-0.149584633654
ACH-000366,-0.0754670350117
ACH-000368,-0.38414612441600005
ACH-000374,-0.127340126568
ACH-000375,-0.32696472899900003
ACH-000376,-0.335702850908
ACH-000381,-0.436514256116
ACH-000383,-0.123146314717
ACH-000387,-0.165829748819
ACH-000389,-0.215811659938
ACH-000390,-0.114330275032
ACH-000393,-0.00874064961693
ACH-000395,-0.189968479213
ACH-000397,-0.16044563696
ACH-000401,-0.312153808635
ACH-000402,-0.332515247809
ACH-000403,-0.08273986312369999
ACH-000404,-0.39293897237899994
ACH-000406,0.05323028228730001
ACH-000407,-0.0641097931613
ACH-000408,-0.411424898836
ACH-000410,-0.441823795494
ACH-000411,-0.258481504676
ACH-000414,-0.189267964146
ACH-000415,-0.27894567939
ACH-000416,-0.166131043329
ACH-000420,-0.15098176842
ACH-000421,-0.26518387544300004
ACH-000424,-0.0435811853923
ACH-000425,-0.06278575972099999
ACH-000426,-0.0492247344869
ACH-000427,-0.269027599479
ACH-000433,-0.42948000749799997
ACH-000436,-0.063318198967
ACH-000444,-0.192944564084
ACH-000445,-0.116434497082
ACH-000448,-0.171343948565
ACH-000450,-0.246703707219
ACH-000452,-0.288153484947
ACH-000454,-0.16468029929199998
ACH-000458,-0.422123559288
ACH-000459,-0.284524416727
ACH-000460,-0.29801906377099996
ACH-000461,-0.35733645960999993
ACH-000463,-0.265838617074
ACH-000464,-0.28520517251899996
ACH-000466,-0.182599310841
ACH-000467,-0.0016358608755599998
ACH-000468,-0.135561599459
ACH-000469,-0.35920533718099995
ACH-000470,-0.442964189061
ACH-000471,-0.187411065815
ACH-000472,-0.14505444385
ACH-000473,-0.342821857186
ACH-000475,-0.25647018236499997
ACH-000476,-0.176141518629
ACH-000477,-0.255155632522
ACH-000480,-0.135182747501
ACH-000481,-0.212606551349
ACH-000483,-0.065694922966
ACH-000484,-0.36793724147600004
ACH-000485,-0.33099773052
ACH-000486,-0.468630654371
ACH-000487,-0.14812997866900002
ACH-000488,-0.320656461625
ACH-000490,-0.35059607037
ACH-000491,-0.279096831378
ACH-000495,0.09715838402999999
ACH-000496,-0.2672125946
ACH-000499,-0.42592711827299995
ACH-000500,0.443187367754
ACH-000502,-0.284763601688
ACH-000503,-0.00810249558447
ACH-000505,-0.13176660894300002
ACH-000507,0.0563864475236
ACH-000510,-0.336741043786
ACH-000511,-0.157889319682
ACH-000512,0.150460141376
ACH-000516,-0.357436980902
ACH-000517,-0.160409442094
ACH-000518,-0.10576260965800001
ACH-000520,-0.0357586777919
ACH-000521,-0.44513890299099995
ACH-000522,-0.39819900742299996
ACH-000524,-0.202821595499
ACH-000527,-0.117313829099
ACH-000528,-0.203025220191
ACH-000537,-0.09369098212789999
ACH-000541,-0.0658474115588
ACH-000542,-0.528970303164
ACH-000544,-0.253112460282
ACH-000545,-0.45212386729599996
ACH-000547,-0.25888841421000003
ACH-000548,-0.148726228362
ACH-000549,-0.05666084984209999
ACH-000550,-0.0211382806855
ACH-000552,-0.378783082736
ACH-000556,-0.15973228717000001
ACH-000557,-0.22886059559500002
ACH-000570,-0.276975835297
ACH-000571,-0.134741234676
ACH-000573,-0.401540295844
ACH-000576,-0.26336262224199997
ACH-000580,-0.363952984885
ACH-000584,-0.054286590402800004
ACH-000585,-0.010725894535900001
ACH-000588,-0.17524171679499997
ACH-000589,-0.26647490607200003
ACH-000591,-0.21703994575899999
ACH-000593,-0.105591552368
ACH-000600,-0.293677264898
ACH-000601,-0.148633633327
ACH-000604,-0.108150559534
ACH-000605,-0.0996891588342
ACH-000606,-0.288143263333
ACH-000608,-0.136799630608
ACH-000614,-0.306909369364
ACH-000616,-0.27858300962099997
ACH-000618,-0.0570275755854
ACH-000619,0.0466994983887
ACH-000620,-0.0972038698643
ACH-000621,-0.0430099544832
ACH-000622,-0.19763125298300002
ACH-000623,-0.186245178103
ACH-000624,-0.268930503667
ACH-000627,-0.45782937669
ACH-000630,-0.0187576580506
ACH-000632,-0.25457144863200004
ACH-000633,-0.18887374353599998
ACH-000637,-0.235499076835
ACH-000638,-0.308425912973
ACH-000646,-0.45717376480599997
ACH-000647,-0.128008238228
ACH-000648,-0.22443663027600003
ACH-000649,-0.263402446058
ACH-000651,-0.160132073281
ACH-000652,-0.343358151826
ACH-000653,-0.139339167383
ACH-000657,-0.36150522939900004
ACH-000658,-0.39655692368
ACH-000661,-0.351542969724
ACH-000662,0.232431571809
ACH-000663,-0.0773923085019
ACH-000665,-0.500357068829
ACH-000671,-0.555206031438
ACH-000673,-0.0819698967788
ACH-000676,-0.325465505317
ACH-000677,-0.29358793491999996
ACH-000681,-0.23801795070300003
ACH-000682,-0.0170076274339
ACH-000683,-0.20118119641600002
ACH-000684,-0.08527929967299999
ACH-000688,-0.26298146035000003
ACH-000693,-0.240088611959
ACH-000694,-0.23732034758499998
ACH-000695,-0.16905143634199998
ACH-000696,-0.227706617595
ACH-000697,-0.42282772357799997
ACH-000699,-0.27829750014800003
ACH-000701,-0.288048648151
ACH-000706,-0.0281898164707
ACH-000711,-0.188373859643
ACH-000713,-0.273509149555
ACH-000714,-0.683002810513
ACH-000718,-0.337982016727
ACH-000720,-0.42097060389200003
ACH-000721,-0.28151348834199996
ACH-000724,-0.6667067922
ACH-000725,-0.30502523446999996
ACH-000732,-0.5287909805390001
ACH-000734,-0.163963457324
ACH-000735,-0.030928412646
ACH-000736,-0.151128483159
ACH-000738,-0.041632759018300006
ACH-000746,-0.24987019869199997
ACH-000747,-0.470124096711
ACH-000748,-0.448467270175
ACH-000753,-0.151992036831
ACH-000756,-0.29655474109499996
ACH-000757,-0.226165141204
ACH-000758,-0.220353187789
ACH-000760,-0.052734733167599995
ACH-000763,-0.248772380266
ACH-000764,-0.117085768947
ACH-000765,-0.0143531501984
ACH-000766,-0.262212086131
ACH-000767,-0.11699238365999999
ACH-000768,-0.119694244178
ACH-000769,-0.424741969722
ACH-000770,-0.304184019828
ACH-000771,-0.10668924904999999
ACH-000773,0.06583950349050001
ACH-000776,-0.014879377583500001
ACH-000777,-0.14459691723200002
ACH-000778,-0.258654898295
ACH-000781,-0.338447915986
ACH-000782,-0.23436608288000002
ACH-000783,-0.281030933926
ACH-000784,-0.349677203274
ACH-000785,-0.08251337393569999
ACH-000787,-0.390975392517
ACH-000788,-0.503298712281
ACH-000791,-0.105051241459
ACH-000792,-0.0153170163986
ACH-000794,-0.19613225677
ACH-000796,-0.22653872181999996
ACH-000799,-0.283473448914
ACH-000800,-0.18001242074299997
ACH-000802,-0.144151303295
ACH-000804,0.0332983200827
ACH-000805,-0.372496260966
ACH-000809,-0.255776220952
ACH-000810,0.0167647313965
ACH-000811,-0.18455970533799998
ACH-000817,-0.155075500532
ACH-000819,-0.366679144346
ACH-000820,-0.134097307883
ACH-000821,-0.448782954468
ACH-000822,-0.0976099529229
ACH-000823,-0.334062803289
ACH-000824,-0.110960421822
ACH-000827,-0.348674510284
ACH-000829,-0.222042050387
ACH-000831,-0.276113192382
ACH-000832,-0.146312619581
ACH-000833,-0.26231784273200004
ACH-000834,-0.306015155546
ACH-000835,-0.336182190045
ACH-000836,0.23961381209199997
ACH-000837,-0.47722479859800004
ACH-000838,-0.0730944571185
ACH-000839,-0.0734008608533
ACH-000840,-0.18020154581599998
ACH-000841,-0.122409467507
ACH-000843,-0.380885509528
ACH-000846,-0.289382240397
ACH-000847,-0.271401051706
ACH-000848,-0.0484618336005
ACH-000849,-0.11838165736600001
ACH-000851,-0.358220068303
ACH-000855,-0.250603681144
ACH-000856,-0.266611973121
ACH-000858,-0.189420791369
ACH-000859,-0.381388919759
ACH-000861,-0.20719605094500002
ACH-000862,-0.299203716703
ACH-000865,-0.34868554604999996
ACH-000866,-0.406068258405
ACH-000867,-0.162954885857
ACH-000869,-0.218423709823
ACH-000872,-0.0411305538387
ACH-000873,-0.33962229905999997
ACH-000876,-0.236212790434
ACH-000878,-0.358684721042
ACH-000880,0.0387742804663
ACH-000881,-0.131283539625
ACH-000882,-0.21828602552700002
ACH-000884,-0.204894171401
ACH-000885,-0.0161458058234
ACH-000887,-0.08538812637450001
ACH-000888,-0.228129572917
ACH-000889,-0.0353218344763
ACH-000890,-0.0531996407328
ACH-000896,0.0272632506267
ACH-000898,-0.143045956072
ACH-000900,-0.162769518543
ACH-000901,-0.09136535733480002
ACH-000905,-0.29525041572099997
ACH-000906,-0.167039840591
ACH-000907,-0.257386135104
ACH-000910,-0.0489508626299
ACH-000911,-0.188430924188
ACH-000912,-0.36794306768299995
ACH-000913,-0.287004811353
ACH-000915,-0.282115877216
ACH-000916,-0.39357534354
ACH-000917,-0.22472975972800002
ACH-000921,-0.252823775592
ACH-000924,-0.132192564766
ACH-000926,-0.39088386262599994
ACH-000928,-0.25101832370099997
ACH-000929,-0.151745669991
ACH-000932,-0.348140125603
ACH-000935,-0.133059047053
ACH-000936,-0.0709419492097
ACH-000937,-0.0975234627017
ACH-000938,-0.308472170207
ACH-000939,0.123463420293
ACH-000941,-0.09781355053719999
ACH-000943,-0.134236418874
ACH-000946,-0.08032423597760001
ACH-000947,-0.157835806295
ACH-000948,-0.0379481161555
ACH-000950,0.14953876879
ACH-000953,0.194871943497
ACH-000957,-0.0261809713495
ACH-000958,-0.179510133442
ACH-000960,-0.13696190377999998
ACH-000963,-0.0186099719356
ACH-000968,-0.0805992258347
ACH-000969,0.056834356228900006
ACH-000973,-0.015644937063
ACH-000974,-0.450161415312
ACH-000975,-0.18540349737599998
ACH-000976,-0.0927553638806
ACH-000978,-0.6704162733169999
ACH-000980,-0.209576236626
ACH-000984,-0.286956345633
ACH-000986,-0.259687279626
ACH-000988,-0.342131148019
ACH-000993,-0.33174332408199997
ACH-000994,-0.237640972438
ACH-000996,-0.226652195772
ACH-001001,-0.0175694546157
ACH-001020,-0.0118895770643
ACH-001028,-0.350636173199
ACH-001031,-0.21317264808800002
ACH-001038,-0.18804981815299998
ACH-001048,-0.126523317906
ACH-001050,-0.404498367563
ACH-001053,-0.16935360242699998
ACH-001054,-0.271922917684
ACH-001061,-0.133345719301
ACH-001067,-0.45048341334200004
ACH-001075,-0.5578987799580001
ACH-001096,-0.283649848002
ACH-001128,0.862103869201
ACH-001134,-0.368728233813
ACH-001151,-0.255084269955
ACH-001163,-0.0843354789329
ACH-001164,-0.539917295819
ACH-001173,-0.236133396351
ACH-001183,-0.267514646371
ACH-001184,-0.122668296513
ACH-001190,-0.118687457265
ACH-001192,-0.332144631856
ACH-001193,-0.443873272589
ACH-001196,-0.30140208054699996
ACH-001197,-0.172675036292
ACH-001205,-0.379403414416
ACH-001211,-0.119419173741
ACH-001212,-0.276705316619
ACH-001228,-0.101412413221
ACH-001232,-0.30505531647100004
ACH-001239,-0.326286869864
ACH-001274,-0.160943835543
ACH-001275,-0.396617910659
ACH-001277,-0.07269336891360001
ACH-001278,-0.241366954636
ACH-001280,-0.476303170766
ACH-001283,-0.273370377712
ACH-001289,-0.253711342182
ACH-001295,-0.558939772998
ACH-001300,-0.274065406555
ACH-001301,-0.149089662309
ACH-001302,-0.442992601544
ACH-001303,-0.241406154617
ACH-001306,-0.00360643120595
ACH-001318,-0.250531222529
ACH-001322,-0.602375939296
ACH-001328,0.049516839835
ACH-001332,0.04356925786040001
ACH-001333,-0.382459809051
ACH-001336,-0.36403397854999997
ACH-001340,-0.152744828626
ACH-001346,-0.168799375276
ACH-001353,-0.260942839917
ACH-001354,-0.207279709622
ACH-001367,0.0328621386994
ACH-001368,-0.33226272978300003
ACH-001374,-0.09242525204129999
ACH-001375,-0.273840019906
ACH-001377,-0.0064906920437499994
ACH-001380,-0.334592099298
ACH-001391,-0.315233110661
ACH-001407,-0.205311575876
ACH-001408,-0.0669358753058
ACH-001413,-0.4360786211399999
ACH-001430,-0.266903601898
ACH-001431,-0.269783102158
ACH-001450,0.12578022266799999
ACH-001496,0.033606523775
ACH-001500,-0.0988404857143
ACH-001521,-0.150062803169
ACH-001523,-0.219037789708
ACH-001532,-0.478321302097
ACH-001536,-0.203629000097
ACH-001550,0.108586209737
ACH-001552,-0.290958388448
ACH-001554,-0.113882509232
ACH-001645,-0.325891741558
ACH-001654,-0.176123140308
ACH-001715,-0.198602409659
ACH-001735,-0.10333241337000001
ACH-001736,-0.121360379639
ACH-001737,-0.393256330895
ACH-001740,-0.27423499649300004
ACH-001745,-0.142744941106
ACH-001750,-0.43696019236199996
ACH-001765,-0.010400960869799998
ACH-001956,-0.305080422268
ACH-001957,-0.144530825333
