,SH3GLB1 (51100)
ACH-000004,0.233953724527
ACH-000007,0.32641823188
ACH-000009,0.053922623871599996
ACH-000011,0.14696093310900002
ACH-000012,0.28458926135
ACH-000013,0.17562920008299998
ACH-000014,0.24046491386799998
ACH-000015,0.32373071768100004
ACH-000017,0.262615172136
ACH-000018,0.167302792614
ACH-000019,0.145187653365
ACH-000021,0.16430631987400002
ACH-000022,0.20618287322599999
ACH-000025,0.157282168423
ACH-000028,0.22059100512200003
ACH-000030,0.1408447011
ACH-000035,0.230557677997
ACH-000036,0.16635833807800002
ACH-000037,0.430131628897
ACH-000039,0.17604381176699999
ACH-000040,0.177291486305
ACH-000041,0.216601272344
ACH-000042,0.157118459412
ACH-000045,0.297061138569
ACH-000047,0.18825252600099998
ACH-000052,0.163097433865
ACH-000053,0.175507349675
ACH-000054,0.139515691045
ACH-000055,0.34632976286399997
ACH-000060,0.131128016097
ACH-000067,0.260814593002
ACH-000070,0.15639815136600002
ACH-000075,0.298686679078
ACH-000078,0.280728136782
ACH-000082,0.20086284392700002
ACH-000085,0.114570862511
ACH-000086,0.28289413075500003
ACH-000087,0.27241900938999997
ACH-000092,0.131444705863
ACH-000095,0.19925237889000003
ACH-000097,0.09120666955210001
ACH-000098,0.299752631497
ACH-000099,0.208577265129
ACH-000108,0.24308307896899997
ACH-000113,0.164324816073
ACH-000115,0.138110649329
ACH-000116,0.211784352194
ACH-000118,0.2166973017
ACH-000120,0.12331422460100001
ACH-000123,0.31436100258
ACH-000127,0.129236733147
ACH-000128,0.270604214641
ACH-000132,0.162438944241
ACH-000133,0.040911063539199995
ACH-000137,0.248977864672
ACH-000138,0.122534554669
ACH-000142,0.179343816732
ACH-000143,0.449712150278
ACH-000146,0.0291173037839
ACH-000148,0.285621051605
ACH-000150,0.065054521138
ACH-000152,0.145031262562
ACH-000153,0.127919191678
ACH-000159,0.264974870556
ACH-000160,0.12260003390999999
ACH-000163,0.337731597675
ACH-000167,-0.0421148157865
ACH-000168,0.126515451631
ACH-000169,0.149360849619
ACH-000178,0.192634814569
ACH-000182,0.160323408386
ACH-000183,0.18431797257899998
ACH-000188,0.13608648063200002
ACH-000189,0.667378545423
ACH-000190,0.10977971228700001
ACH-000198,0.11015851749500001
ACH-000204,0.191912926545
ACH-000206,0.0910905987916
ACH-000207,-0.141505298128
ACH-000211,0.222661920795
ACH-000215,0.299004192911
ACH-000221,0.233439954478
ACH-000222,0.161803262783
ACH-000223,0.11140692177999999
ACH-000226,0.223674449006
ACH-000227,-0.00376535838796
ACH-000228,0.0147035414761
ACH-000231,0.24626165695
ACH-000232,0.182803185944
ACH-000233,0.146405242483
ACH-000234,-0.024449552633000003
ACH-000235,0.08540310103710001
ACH-000237,0.296849973684
ACH-000238,0.20412358188000002
ACH-000243,0.13378443347000002
ACH-000244,0.155440954891
ACH-000246,0.16820437187399997
ACH-000248,0.295978957515
ACH-000250,0.23344693811500003
ACH-000251,-0.12899724112400002
ACH-000253,0.08769969469519999
ACH-000255,0.194802407257
ACH-000256,0.252207462465
ACH-000257,0.340653204257
ACH-000258,0.089129639729
ACH-000259,0.136250341046
ACH-000260,0.21433390248300002
ACH-000261,0.166515734961
ACH-000262,0.253103799267
ACH-000263,0.252608038372
ACH-000264,0.17336185492400003
ACH-000265,0.229025407049
ACH-000266,0.12926004278699998
ACH-000272,0.136969879346
ACH-000273,0.25128044288
ACH-000274,0.15958635594599999
ACH-000277,0.26106155124
ACH-000278,0.168812783516
ACH-000279,0.186028554704
ACH-000280,0.238598546133
ACH-000281,0.16829713462
ACH-000288,0.117901325722
ACH-000291,0.0930209918929
ACH-000293,0.182286093532
ACH-000294,0.13050872127399998
ACH-000295,0.058528147510900005
ACH-000296,0.18321007091
ACH-000302,0.176070064435
ACH-000304,0.306914858167
ACH-000307,0.17374452855500003
ACH-000308,0.173349249091
ACH-000310,-0.0715759757485
ACH-000311,0.056494528352699996
ACH-000312,0.178808240871
ACH-000315,0.20579558041700002
ACH-000316,0.11994813362500001
ACH-000317,0.109291948475
ACH-000318,0.14835808677600001
ACH-000319,0.179077671658
ACH-000320,-0.024163240881599997
ACH-000322,-0.0808257155815
ACH-000323,0.34058154496799997
ACH-000324,0.26991504281
ACH-000329,0.195930109502
ACH-000330,0.144768512747
ACH-000331,0.09105884175519999
ACH-000332,0.045276620715699996
ACH-000334,0.34954566646799995
ACH-000335,0.115918116071
ACH-000336,0.121800080636
ACH-000337,0.141462652548
ACH-000339,0.12077421051899999
ACH-000341,0.164793128226
ACH-000348,0.138969680562
ACH-000350,0.291525849592
ACH-000352,0.149855230378
ACH-000356,0.206159534427
ACH-000361,-0.0163081788736
ACH-000362,0.309412742062
ACH-000363,0.160112068829
ACH-000364,0.27826319429
ACH-000365,0.19715257214200002
ACH-000366,0.132582941901
