,AMZ1 (155185)
ACH-000004,-0.30514884299
ACH-000007,-0.09291210309299999
ACH-000009,0.00322750353138
ACH-000011,-0.174210326403
ACH-000012,-0.011648597104
ACH-000013,-0.07947757575119999
ACH-000014,-0.189013839052
ACH-000015,-0.123750414835
ACH-000017,-0.149759186201
ACH-000018,-0.250755612907
ACH-000019,0.0860671193887
ACH-000021,-0.09027497376939998
ACH-000022,-0.096124737434
ACH-000025,-0.22562061355500002
ACH-000028,-0.0452399751836
ACH-000030,-0.0656540714539
ACH-000035,-0.13340504433599998
ACH-000036,-0.22688938130300002
ACH-000037,0.0571513243917
ACH-000039,0.171949132867
ACH-000040,-0.240514436695
ACH-000041,-0.161765541953
ACH-000042,-0.332000844028
ACH-000045,-0.299487233611
ACH-000047,-0.245609961574
ACH-000052,-0.12402845587200001
ACH-000053,-0.09214574185879999
ACH-000054,-0.286550251505
ACH-000055,0.0772201777345
ACH-000060,-0.134956780667
ACH-000067,-0.08534440995449999
ACH-000070,-0.30369556336599995
ACH-000075,-0.0624113731384
ACH-000078,-0.161014454289
ACH-000082,-0.268081101885
ACH-000085,-0.225719012674
ACH-000086,-0.05818990513569999
ACH-000087,-0.34233489252099997
ACH-000092,-0.24418808033199998
ACH-000095,-0.149197160307
ACH-000097,-0.0357255246023
ACH-000098,-0.06942869148910001
ACH-000099,0.023739602176299997
ACH-000108,-0.33948451744499997
ACH-000113,-0.00763244467016
ACH-000115,-0.0999210019407
ACH-000116,-0.07053571276460001
ACH-000118,-0.0446036046136
ACH-000120,-0.0983157487715
ACH-000123,-0.06876086551669999
ACH-000127,0.0239516404189
ACH-000128,-0.25176922611499997
ACH-000132,-0.0502516392808
ACH-000133,-0.0637425876272
ACH-000137,0.0844883157013
ACH-000138,-0.15583487031999999
ACH-000142,-0.229164623088
ACH-000143,-0.151431349389
ACH-000146,-0.0138330224172
ACH-000148,-0.10988172192
ACH-000150,0.0358177711985
ACH-000152,-0.123538601569
ACH-000153,-0.315707026197
ACH-000159,-0.199720967097
ACH-000160,-0.112955128395
ACH-000163,-0.0418285891339
ACH-000167,-0.168865024098
