,SMLR1 (100507203)
ACH-000004,0.11730915380899999
ACH-000007,0.129550961175
ACH-000009,0.0159431644346
ACH-000011,0.08439819879930001
ACH-000012,0.080619541074
ACH-000013,-0.0031941866690700003
ACH-000014,-0.10509716544099999
ACH-000015,0.176784851756
ACH-000017,0.0104771134459
ACH-000018,-0.194150576991
ACH-000019,-0.23312485155499998
ACH-000021,-0.0840556857501
ACH-000022,-0.0352674250103
ACH-000025,-0.13206926717599998
ACH-000028,0.0447206915611
ACH-000030,-0.0322056473126
ACH-000035,-0.0048593110621899995
ACH-000036,-0.0813796004034
ACH-000037,0.0648241617495
ACH-000039,-0.1477679794
ACH-000040,-0.11525218072599999
ACH-000041,-0.195207505093
ACH-000042,-0.029363863327200004
ACH-000045,0.161273512712
ACH-000047,-0.0161303615307
ACH-000052,-0.0523804408919
ACH-000053,-0.0174064785869
ACH-000054,0.007618147491079999
ACH-000055,-0.17268322431299998
ACH-000060,-0.16022727682399998
ACH-000067,-0.08460312775149999
ACH-000070,0.007611132684049999
ACH-000075,0.145838211884
ACH-000078,0.056313169222
ACH-000082,0.0021489843314
ACH-000085,0.0164305648808
ACH-000086,0.101275005368
ACH-000087,-0.05042086215990001
ACH-000092,0.012551550909500001
ACH-000095,0.00476503211775
ACH-000097,0.0644386334458
ACH-000098,0.0827445841359
ACH-000099,-0.0338964612377
ACH-000108,0.033196062661599995
ACH-000113,0.08788215149949999
ACH-000115,-0.0698835736595
ACH-000116,-0.0748601529128
ACH-000118,-0.011526565349299998
ACH-000120,0.0444178133163
ACH-000123,-0.0574245976853
ACH-000127,-0.026794114932499998
ACH-000128,-0.125823693774
ACH-000132,-0.179751630392
ACH-000133,-0.0157557494055
ACH-000137,-0.0314751461895
ACH-000138,0.0334899297842
ACH-000142,0.13326766888900002
ACH-000143,-0.173846036569
ACH-000146,-0.0050398236387
ACH-000148,-0.00130349087492
ACH-000150,-0.0640659963649
ACH-000152,0.011529455999200001
ACH-000153,0.24913149681299998
ACH-000159,0.0422194856283
ACH-000160,-0.0751893868004
ACH-000163,-0.0295024520042
ACH-000167,-0.08220387110039999
ACH-000168,-0.0208572116163
ACH-000169,-0.010792505947399998
ACH-000178,-0.024315982765599996
ACH-000182,0.169263894987
ACH-000183,-0.168399383538
ACH-000188,0.0133924727761
ACH-000189,0.361924222328
ACH-000190,-0.208691639433
ACH-000198,0.0344757215569
ACH-000204,0.11753811430700001
ACH-000206,-0.0885138708505
ACH-000207,-0.15214169327299998
ACH-000211,0.0197690726254
ACH-000215,-0.0042121814587499995
ACH-000221,0.101304186976
ACH-000222,0.0496212139626
ACH-000223,-0.182017153228
ACH-000226,0.0262192904373
ACH-000227,-0.110456380658
ACH-000228,0.066749499528
ACH-000231,-0.0676110024544
ACH-000232,-0.0627290615104
ACH-000233,0.113884036797
ACH-000234,-0.0964540782137
ACH-000235,0.018050145523299997
ACH-000237,-0.012600403777
ACH-000238,0.0547344758939
ACH-000243,-0.0416464906729
ACH-000244,0.29610663049
ACH-000246,-0.00573092676192
ACH-000248,0.056747784764800004
ACH-000250,-0.107468228455
ACH-000251,-0.121455089396
ACH-000253,0.0672411222987
ACH-000255,0.060166359217999996
ACH-000256,-0.010567666923499999
ACH-000257,-0.0634517955951
ACH-000258,0.006426311831850001
ACH-000259,0.0117730230861
ACH-000260,-0.142866499684
ACH-000261,0.020077359835700002
ACH-000262,0.0157773624608
ACH-000263,-0.135925516297
ACH-000264,0.033559541371
ACH-000265,-0.011897479098200001
ACH-000266,-0.0324595687041
ACH-000272,-0.127674854233
ACH-000273,-0.0415643505262
ACH-000274,-0.0593808975036
ACH-000277,0.0041766660318
ACH-000278,-0.045959212538
ACH-000279,0.00669474100047
ACH-000280,0.16650399407
ACH-000281,-0.0228529242009
ACH-000288,0.0538284126031
ACH-000291,0.126354682222
ACH-000293,0.0641759816691
ACH-000294,-0.142109008322
ACH-000295,-0.134170413854
ACH-000296,0.0765923821546
ACH-000302,0.00178239672184
ACH-000304,0.00194944238129
ACH-000307,-0.07952733304880001
ACH-000308,-0.0103818072851
ACH-000310,0.126339556204
ACH-000311,0.00314871826136
ACH-000312,0.0879665875859
ACH-000315,0.247965418041
ACH-000316,0.057315338463
ACH-000317,0.103541853839
ACH-000318,0.0414810185895
ACH-000319,-0.051653335005700005
ACH-000320,-0.0722955842836
ACH-000322,0.152427378156
ACH-000323,0.0421599443232
ACH-000324,-0.0755466139145
ACH-000329,0.060811734165000006
ACH-000330,0.125632135698
ACH-000331,-0.105633788498
ACH-000332,0.13378709734400002
ACH-000334,0.370800091299
ACH-000335,-0.130884468286
ACH-000336,-0.0908126343995
ACH-000337,-0.11619863311100001
ACH-000339,0.0060549479157
ACH-000341,-0.0018175291365599999
ACH-000348,0.080161285325
ACH-000350,0.0661428093336
ACH-000352,0.0696676778395
ACH-000356,0.232610593386
ACH-000361,0.12654292846100001
ACH-000362,0.00213381392222
ACH-000363,-0.240681852909
ACH-000364,-0.0046949113209500005
ACH-000365,0.0325783936888
ACH-000366,0.0137364797391
ACH-000368,-0.0825495879878
ACH-000374,0.0521536790328
ACH-000375,-0.0588921700141
ACH-000376,-0.0416851774782
ACH-000381,-0.125477252832
ACH-000383,0.004369649871020001
ACH-000387,-0.164756145288
ACH-000389,-0.131364698945
ACH-000390,0.0260259850639
ACH-000393,-0.128922400874
ACH-000395,0.044326322064899996
ACH-000397,-0.016238428119900002
ACH-000401,0.234765462404
ACH-000402,0.28681322651
ACH-000403,0.041485591650300004
ACH-000404,0.21124377202999997
ACH-000406,-0.0761157247589
