,IMPA2 (3613)
ACH-000004,-0.336810102292
ACH-000007,-0.136556074476
ACH-000009,-0.189972822759
ACH-000011,-0.166742538495
ACH-000012,-0.312987451827
ACH-000013,-0.0900812179713
ACH-000014,-0.698623900565
ACH-000015,-0.171260200624
ACH-000017,-0.36924049226899996
ACH-000018,-0.228796322919
ACH-000019,0.07354488260710002
ACH-000021,-0.219155528797
ACH-000022,-0.164852795492
ACH-000025,-0.419784288704
ACH-000028,-0.334441325181
ACH-000030,-0.214337174208
ACH-000035,-0.250483994081
ACH-000036,-0.33545000723900004
ACH-000037,-0.359015052482
ACH-000039,-0.203630861332
ACH-000040,-0.548915977601
ACH-000041,-0.35173731994199997
ACH-000042,-0.5181999051839999
ACH-000045,-0.361712834164
ACH-000047,-0.18093910807
ACH-000052,-0.335519166346
ACH-000053,-0.33325572707199996
ACH-000054,-0.39054775666
ACH-000055,-0.40145279093599995
ACH-000060,-0.31746071281
ACH-000067,-0.309321000512
ACH-000070,-0.433013821003
ACH-000075,-0.654577152577
ACH-000078,-0.06882804662549999
ACH-000082,-0.45096770632600003
ACH-000085,-0.257888234014
ACH-000086,-0.29745064868
ACH-000087,-0.385932220459
ACH-000092,-0.38504168844400005
ACH-000095,-0.25509514466999994
ACH-000097,-0.31820360707
ACH-000098,-0.294671736627
ACH-000099,-0.342610314517
ACH-000108,-0.194703198897
ACH-000113,-0.22979527293000002
ACH-000115,-0.22335666503600002
ACH-000116,-0.422682274543
ACH-000118,-0.357091824381
ACH-000120,-0.028813484848
ACH-000123,-0.024275451368100002
ACH-000127,-0.200811760287
ACH-000128,-0.278655925002
ACH-000132,-0.292776324403
ACH-000133,-0.28321129184
ACH-000137,-0.31258007456500003
ACH-000138,-0.28637338141
ACH-000142,-0.32873057726
ACH-000143,-0.35574836559199996
ACH-000146,-0.259562606749
ACH-000148,-0.284914631973
ACH-000150,-0.521944364571
ACH-000152,-0.5674261219
ACH-000153,-0.576291581731
ACH-000159,-0.43015300042099996
ACH-000160,-0.305590089438
ACH-000163,-0.029015566766300002
ACH-000167,-0.0970175270635
ACH-000168,-0.372197835605
ACH-000169,-0.315142935007
ACH-000178,-0.29496447368
ACH-000182,-0.48757671212
ACH-000183,-0.0348675796308
ACH-000188,-0.694786309193
ACH-000189,-0.126115135499
ACH-000190,-0.442315180485
ACH-000198,-0.302563615951
ACH-000204,0.111685498468
ACH-000206,-0.43262829917400003
ACH-000207,-0.33315573068000004
ACH-000211,-0.33869569205899996
ACH-000215,-0.35459589614799997
ACH-000221,-0.235147701387
ACH-000222,-0.312935802336
ACH-000223,-0.471501799279
ACH-000226,-0.21410596669
ACH-000227,-0.672171603038
ACH-000228,-0.321178430074
ACH-000231,-0.277073216205
ACH-000232,-0.49964872757600004
ACH-000233,-0.222121508095
ACH-000234,-0.459933701136
ACH-000235,-0.244610145019
ACH-000237,-0.380067041765
ACH-000238,-0.335827701853
ACH-000243,-0.286955978307
ACH-000244,-0.039089785672
ACH-000246,-0.468600386674
ACH-000248,-0.296477742622
ACH-000250,-0.449442325367
ACH-000251,-0.136494920952
ACH-000253,-0.124362067161
ACH-000255,-0.284465867554
ACH-000256,-0.134228168734
ACH-000257,0.0204463765802
ACH-000258,-0.47842330377
ACH-000259,-0.190479436759
ACH-000260,-0.203632165185
ACH-000261,-0.377010699993
ACH-000262,-0.112716373795
ACH-000263,-0.035798508141300006
ACH-000264,-0.45958362398900005
ACH-000265,-0.258253824509
ACH-000266,-0.350617572149
ACH-000272,-0.335840714361
ACH-000273,-0.391172389608
ACH-000274,-0.29939249097
ACH-000277,-0.666017587436
ACH-000278,-0.499920375599
ACH-000279,-0.354637381053
ACH-000280,-0.322358672114
ACH-000281,-0.385654050058
ACH-000288,-0.17788064603700002
ACH-000291,-0.23672506223499998
ACH-000293,-0.400332384428
ACH-000294,0.0424949759623
ACH-000295,-0.374175694365
ACH-000296,-0.16990354989
ACH-000302,-0.213389993457
ACH-000304,-0.219913109001
ACH-000307,-0.373505925884
ACH-000308,-0.40819984781499996
ACH-000310,-0.41896766239600003
ACH-000311,-0.33354549155
ACH-000312,-0.353686013892
ACH-000315,0.116143281209
ACH-000316,-0.36884449355
ACH-000317,-0.00127474239527
ACH-000318,-0.388317611013
ACH-000319,-0.0007944001351170001
ACH-000320,-0.405140580963
ACH-000322,-0.176152891894
ACH-000323,-0.0166845353145
ACH-000324,-0.231520259861
ACH-000329,-0.495369128769
ACH-000330,-0.262781631646
ACH-000331,-0.408731338421
ACH-000332,-0.388115004255
ACH-000334,-0.283943441007
ACH-000335,0.033872659973299996
ACH-000336,-0.643159869004
ACH-000337,0.00738870251038
ACH-000339,-0.24803982313900003
ACH-000341,-0.307850317295
ACH-000348,-0.22965889873300002
ACH-000350,-0.35049970227300004
ACH-000352,-0.174558815578
ACH-000356,-0.446449289092
ACH-000361,0.0514824926922
ACH-000362,-0.507753847866
ACH-000363,-0.141167255215
ACH-000364,-0.339606211673
ACH-000365,-0.051020084175699996
ACH-000366,-0.24233447864100002
ACH-000368,-0.349165935025
ACH-000374,-0.301576556406
ACH-000375,-0.303518536741
ACH-000376,-0.30277776543400003
ACH-000381,-0.09168263515830001
ACH-000383,-0.294954989943
ACH-000387,-0.165913783618
ACH-000389,-0.512073349097
ACH-000390,-0.429645939068
ACH-000393,-0.305134929549
ACH-000395,-0.32401535941799997
ACH-000397,-0.36335547911399996
ACH-000401,-0.248895045201
ACH-000402,-0.550765164045
ACH-000403,-0.22537001899099998
ACH-000404,-0.36759277880900004
ACH-000406,-0.188199214902
ACH-000407,-0.353449665303
ACH-000408,-0.5341932787529999
ACH-000410,-0.12434696609000001
ACH-000411,-0.207355056949
ACH-000414,-0.40263681193899997
ACH-000415,-0.353333329196
ACH-000416,-0.182276030307
