,TBC1D3C (414060)
ACH-000250,-1.9436315005200002
ACH-000251,-1.92870006455
ACH-000253,-1.9245992146200002
ACH-000255,-1.78572423882
ACH-000256,-2.03453927541
ACH-000257,-2.4079028819
ACH-000258,-2.48665770004
ACH-000259,-1.99714791103
ACH-000260,-1.82575786377
ACH-000261,-2.12657804432
ACH-000262,-1.99685510596
ACH-000263,-2.08056417277
ACH-000264,-1.93525718854
ACH-000265,-2.07867452336
ACH-000266,-1.9934219051099997
ACH-000272,-2.08856014786
ACH-000273,-1.87361484056
ACH-000274,-2.2568109554099998
ACH-000277,-1.9029421879900001
ACH-000278,-1.8933487093599999
ACH-000279,-2.06459802843
ACH-000280,-1.9654265589
ACH-000281,-2.13853432099
ACH-000288,-2.19013310261
ACH-000291,-2.2107459229299997
ACH-000293,-2.24184822926
ACH-000294,-2.21854572902
ACH-000295,-2.0722931565900002
ACH-000296,-2.39514258436
ACH-000302,-2.1240558710900004
ACH-000304,-2.21159544771
ACH-000307,-1.9723301791599999
ACH-000308,-1.9493537349099999
ACH-000310,-1.93633868282
ACH-000311,-2.1373169742400004
ACH-000312,-1.9001120395700002
ACH-000315,-1.9754349129299997
ACH-000316,-2.53908152419
ACH-000317,-2.03038922907
ACH-000318,-1.99511861431
ACH-000319,-2.13701646217
ACH-000320,-2.3903219510400002
ACH-000322,-2.16603342253
ACH-000323,-2.2037700886400002
ACH-000324,-2.08808076836
ACH-000329,-1.8951773902900002
ACH-000330,-2.0348924815
ACH-000331,-1.7936322420099997
ACH-000332,-1.9747366770400003
ACH-000334,-2.6643654585900003
ACH-000335,-2.21120572594
ACH-000336,-2.42568984982
ACH-000337,-1.79197278833
ACH-000339,-1.9699021998700001
ACH-000341,-2.38329667722
ACH-000348,-1.9803385715000001
ACH-000350,-2.54084660371
ACH-000352,-1.9721137527200001
ACH-000356,-1.73638165339
ACH-000361,-2.18851874282
ACH-000362,-2.1461404020900003
ACH-000363,-2.04845174356
ACH-000364,-2.04684507205
ACH-000365,-2.0618463420599995
ACH-000366,-1.81196732324
ACH-000368,-1.95829166395
ACH-000374,-2.12047262635
ACH-000375,-2.1610955488599997
ACH-000376,-2.0641025857499997
ACH-000381,-2.17371543877
ACH-000383,-2.24133364252
ACH-000387,-2.12854250034
ACH-000389,-1.9488557225299998
ACH-000390,-2.1203784569599997
ACH-000393,-2.1100998261000004
ACH-000395,-1.9837001204700002
ACH-000397,-2.1882296073500003
ACH-000401,-2.4336349891799998
ACH-000402,-1.9669345272
ACH-000403,-2.0173753382900004
ACH-000404,-1.90162027572
ACH-000406,-2.04621436538
ACH-000407,-1.88527691278
ACH-000408,-1.9580257522599998
ACH-000410,-1.8940722221900002
ACH-000411,-1.9433308599
ACH-000414,-2.13091013232
ACH-000415,-2.07174274557
ACH-000416,-1.8351826227799999
ACH-000420,-2.10784602414
ACH-000421,-1.89518277722
ACH-000424,-1.8606527354099998
ACH-000425,-1.7144929858000002
ACH-000426,-2.82643993038
ACH-000427,-2.1969527223500003
ACH-000433,-1.95731532164
ACH-000436,-2.3881045686599998
ACH-000444,-2.31106871678
ACH-000445,-2.11370011637
ACH-000448,-2.26629659509
ACH-000450,-1.8704751929299999
ACH-000452,-2.0023630273400004
ACH-000454,-2.10018452562
ACH-000458,-1.99689902727
ACH-000459,-1.8802296280900002
ACH-000460,-2.04455883368
ACH-000461,-2.23616190612
ACH-000463,-1.76449689505
ACH-000464,-2.1071804859
ACH-000466,-2.58793803072
ACH-000467,-2.17586570723
ACH-000468,-2.26134720186
ACH-000469,-2.2508893779299997
ACH-000470,-2.39387867133
ACH-000471,-2.12882843754
ACH-000472,-2.33633363145
ACH-000473,-1.896936784
ACH-000475,-2.15951961806
ACH-000476,-2.00888577811
ACH-000477,-1.93070756285
ACH-000480,-2.10127238162
ACH-000481,-2.0900452549
ACH-000483,-2.19162930247
ACH-000484,-2.06872940615
ACH-000485,-2.41040643413
ACH-000486,-1.7449019313900003
ACH-000487,-2.0944663865099997
ACH-000488,-1.9307845146200002
ACH-000490,-1.83333262594
ACH-000491,-2.1910473313
ACH-000495,-2.0481251291400002
ACH-000496,-2.1286860989500003
ACH-000499,-2.04737054809
ACH-000500,-1.9651622629900003
ACH-000502,-2.10231721904
ACH-000503,-2.35486185189
ACH-000505,-1.7852862291999998
ACH-000507,-2.07623276664
ACH-000510,-1.91195312595
ACH-000511,-2.0487861421
ACH-000512,-2.08292455311
ACH-000516,-2.18922371684
ACH-000517,-2.0312997698900004
ACH-000518,-1.8670380182799997
ACH-000520,-2.24769427607
ACH-000521,-2.10550573094
ACH-000522,-2.1425371273700002
ACH-000524,-1.98364236605
ACH-000527,-1.84694621135
ACH-000528,-1.9209751766499998
ACH-000537,-1.8963704503999999
ACH-000541,-2.28401993949
ACH-000542,-1.8983826313499998
ACH-000544,-2.33760539815
ACH-000545,-1.9760946563599997
ACH-000547,-2.16913439326
ACH-000548,-2.0268180758099996
ACH-000549,-1.87184571681
ACH-000550,-1.75482443498
ACH-000552,-2.0584852747999998
ACH-000556,-1.88216371857
ACH-000557,-2.4530050812099997
ACH-000570,-2.2467134852
ACH-000571,-2.32328280585
ACH-000573,-2.1894065819599997
ACH-000576,-1.81831231776
ACH-000580,-2.21893563371
ACH-000584,-2.30347137945
ACH-000585,-1.96014458306
ACH-000588,-2.33389149992
ACH-000589,-2.1339267185699997
ACH-000591,-2.1951004161900003
ACH-000593,-2.26904204409
ACH-000600,-2.07883278188
ACH-000601,-2.0254002539
ACH-000604,-2.82738006795
ACH-000605,-1.86297366229
ACH-000606,-1.83542161503
ACH-000608,-2.18273503539
ACH-000614,-2.41722655753
ACH-000616,-2.12600987037
ACH-000618,-2.09135991148
ACH-000619,-1.85131388898
ACH-000620,-2.2296930462
ACH-000621,-2.0461156102099998
ACH-000622,-1.78057156069
ACH-000623,-2.1294250319
ACH-000624,-2.1530636638400003
ACH-000627,-1.9861678224400001
ACH-000630,-1.95979163822
ACH-000632,-1.93635476223
ACH-000633,-2.2484008643
ACH-000637,-2.26530444804
ACH-000638,-1.8839400273099998
ACH-000646,-2.12764867762
ACH-000647,-1.9118020805400002
ACH-000648,-2.2540943054700002
ACH-000649,-1.920209295
ACH-000651,-1.9359774545800001
ACH-000652,-2.0838685365000003
ACH-000653,-2.23354063773
ACH-000657,-2.00905013329
ACH-000658,-2.33451998281
ACH-000661,-2.21886413955
ACH-000662,-2.3150537158
ACH-000663,-2.10868424379
ACH-000665,-1.7305403558599999
ACH-000671,-2.19613076483
ACH-000673,-1.98484252623
ACH-000676,-1.87851440963
ACH-000677,-1.9699770095200002
ACH-000681,-2.1360678982900003
ACH-000682,-1.9880347535299998
ACH-000683,-2.04118802656
ACH-000684,-2.2234415045400002
ACH-000688,-1.78138582715
ACH-000693,-1.97120453222
ACH-000694,-1.97887127583
ACH-000695,-2.20591646404
ACH-000696,-1.8145699717099997
ACH-000697,-2.04491777998
ACH-000699,-1.69284373354
ACH-000701,-2.02246157838
ACH-000706,-1.9860271989200002
ACH-000711,-1.91485754305
ACH-000713,-1.9919550284799998
ACH-000714,-1.96661625526
ACH-000718,-2.3704096882299996
ACH-000720,-2.13273578117
ACH-000721,-1.9005214455700001
ACH-000724,-2.42465162406
ACH-000725,-2.23878510347
ACH-000732,-2.1429589081700002
ACH-000734,-2.1644008765400002
ACH-000735,-2.1122230227900003
ACH-000736,-2.32267999103
ACH-000738,-1.9147199805900001
ACH-000746,-2.3927010014700003
ACH-000747,-1.94325759115
ACH-000748,-1.91162630475
ACH-000753,-2.02590088184
ACH-000756,-2.1935026438900005
ACH-000757,-1.8606575719299998
ACH-000758,-1.99947849176
ACH-000760,-1.7571861761
ACH-000763,-2.33047349875
ACH-000764,-2.11706950502
ACH-000765,-1.85357823497
ACH-000766,-2.26802827611
ACH-000767,-1.92153829778
ACH-000768,-2.1751010546700003
ACH-000769,-2.0472270039300002
ACH-000770,-1.9883050509400002
ACH-000771,-1.9908877099900002
ACH-000773,-2.24673196548
ACH-000776,-1.9364956779799998
ACH-000777,-2.11684593165
ACH-000778,-2.47982910277
ACH-000781,-2.07019872358
ACH-000782,-1.61801894232
ACH-000783,-1.99254448273
ACH-000784,-1.9340989709099998
ACH-000785,-2.0766747161200003
ACH-000787,-2.20538177713
ACH-000788,-2.02334287068
ACH-000791,-2.12039018113
ACH-000792,-2.0868074813799997
ACH-000794,-1.8535699120500002
ACH-000796,-2.1250139804
ACH-000799,-1.77917557558
ACH-000800,-1.79008683348
ACH-000802,-2.14723759019
ACH-000804,-2.10972531038
ACH-000805,-1.98743063746
ACH-000809,-1.94835592345
ACH-000810,-1.61181941693
ACH-000811,-2.0615426668200003
ACH-000817,-2.125720903
ACH-000819,-1.92050271802
ACH-000820,-2.16276427349
ACH-000821,-2.61742789473
ACH-000822,-1.92267972627
ACH-000823,-1.9003141304400002
ACH-000824,-2.2973100517500002
ACH-000827,-1.8958282068999999
ACH-000829,-2.1579647848700003
ACH-000831,-1.9378434527000001
ACH-000832,-1.8861884233900001
ACH-000833,-2.25271811855
ACH-000834,-1.7954049770599998
ACH-000835,-1.91768260708
ACH-000836,-1.9388450589
ACH-000837,-1.81481278521
ACH-000838,-2.2132530202000003
ACH-000839,-2.12322005912
ACH-000840,-2.10915801533
ACH-000841,-2.2019956019599998
ACH-000843,-1.8044939113099998
ACH-000846,-1.94074403618
ACH-000847,-1.9373307883500002
ACH-000848,-2.24904377818
ACH-000849,-2.2419446769799998
ACH-000851,-2.0036091947
ACH-000855,-2.06903935404
ACH-000856,-2.27868410896
ACH-000858,-1.9641357516900002
ACH-000859,-1.8872751886400003
ACH-000861,-2.097044816
ACH-000862,-2.05769361036
ACH-000865,-2.04720131828
ACH-000866,-1.9780720318400002
ACH-000867,-2.07858942579
ACH-000869,-1.9301800939099998
ACH-000872,-1.9609231840299999
ACH-000873,-1.9854939417099997
ACH-000876,-2.3039354883
ACH-000878,-1.90997354646
ACH-000880,-2.23586177288
ACH-000881,-1.7685471023500001
ACH-000882,-2.17404687772
ACH-000884,-1.9813697330200002
ACH-000885,-2.21384914063
ACH-000887,-2.07701357005
ACH-000888,-1.8333607235099998
ACH-000889,-2.25378532735
ACH-000890,-1.87291387678
ACH-000896,-2.00805019884
ACH-000898,-1.87388194223
ACH-000900,-1.87939174245
ACH-000901,-2.06896909802
ACH-000905,-2.0656880291900004
ACH-000906,-2.02586686066
ACH-000907,-1.7478593232599997
ACH-000910,-2.04599028563
ACH-000911,-1.98534833945
ACH-000912,-1.8485913126900002
ACH-000913,-2.06514320226
ACH-000915,-2.03018293756
ACH-000916,-2.51460231095
ACH-000917,-2.04156084258
ACH-000921,-1.8036449816099998
ACH-000924,-2.01341804745
ACH-000926,-2.22101151333
ACH-000928,-2.2273659810099997
ACH-000929,-1.9411254478
ACH-000932,-2.1888731811
ACH-000935,-2.11244048568
ACH-000936,-2.03960479574
ACH-000937,-2.38350763819
ACH-000938,-2.2987709926299997
ACH-000939,-2.04080124204
ACH-000941,-2.0119539034400002
ACH-000943,-2.09216199499
ACH-000946,-1.96494900301
ACH-000947,-2.04194439618
ACH-000948,-1.95222009227
ACH-000950,-2.21712650371
ACH-000953,-2.0902934127200004
ACH-000957,-1.9892276681099998
ACH-000958,-2.1635173127400003
ACH-000960,-2.23543305751
ACH-000963,-2.39645219009
ACH-000968,-1.77196605785
ACH-000969,-1.9314328961000002
ACH-000973,-2.08813706216
ACH-000974,-1.96362372273
ACH-000975,-2.17657888385
ACH-000976,-2.09505029425
ACH-000978,-1.97371529127
ACH-000980,-1.9443392313900003
ACH-000984,-1.97955197491
ACH-000986,-1.8450923040599998
ACH-000988,-1.6540230390200001
ACH-000993,-1.9875289339400002
ACH-000994,-2.17130734203
ACH-000996,-1.7644847528
ACH-001001,-1.9738400928
ACH-001020,-1.95918143542
ACH-001028,-1.94861404305
ACH-001031,-2.1728058463599997
ACH-001038,-2.18878911328
ACH-001048,-1.79596083768
ACH-001050,-1.8604523582099999
ACH-001053,-1.7703201970500002
ACH-001054,-1.9372966454900002
ACH-001061,-1.9175387553
ACH-001067,-2.23049749569
ACH-001075,-2.1567434964500003
ACH-001096,-1.6665660490399998
ACH-001128,-2.54443585316
ACH-001134,-2.3366411949
ACH-001151,-2.04590955901
ACH-001163,-1.99533767143
ACH-001164,-2.3959196297
ACH-001173,-1.9013265414900002
ACH-001183,-1.80784395852
ACH-001184,-1.88111528902
ACH-001190,-1.9695481154099999
ACH-001192,-1.87183015027
ACH-001193,-2.09671167949
ACH-001196,-1.80880919628
ACH-001197,-2.25134617503
ACH-001205,-1.7248489777200002
ACH-001211,-1.83829158115
ACH-001212,-2.03754242566
ACH-001228,-1.8821630879599998
ACH-001232,-1.9656729282900003
ACH-001239,-2.07426873351
ACH-001274,-2.00625888912
ACH-001275,-1.7966190264300002
ACH-001277,-2.17142233496
ACH-001278,-2.1520808091
ACH-001280,-2.19236103805
ACH-001283,-1.82803286067
ACH-001289,-2.20677784092
ACH-001295,-2.00575144434
ACH-001300,-1.7972210583400001
ACH-001301,-1.81519088824
ACH-001302,-2.23728494805
ACH-001303,-1.9888035443599998
ACH-001306,-2.05103855724
ACH-001318,-1.9886215971099999
ACH-001322,-1.7626839890200001
ACH-001328,-1.8750987010299998
ACH-001332,-1.7384698728099999
ACH-001333,-2.04344100846
ACH-001336,-2.09341583625
ACH-001340,-1.9460405761900001
ACH-001346,-2.07478929887
ACH-001353,-2.07766508109
ACH-001354,-2.0501066823099996
ACH-001367,-1.89844916932
ACH-001368,-2.0180623651599996
ACH-001374,-1.9104423567500002
ACH-001375,-2.03234192976
ACH-001377,-1.7963566997099998
ACH-001380,-2.0121320797
ACH-001391,-2.2886753006
ACH-001407,-2.0659788364400002
ACH-001408,-1.96003531527
ACH-001413,-1.8409807093500001
ACH-001430,-1.6902784613799997
ACH-001431,-1.9059074573500001
ACH-001450,-2.22973501757
ACH-001496,-2.19008173717
ACH-001500,-1.9530574141900003
ACH-001521,-1.99541326851
ACH-001523,-2.1751007705000003
ACH-001532,-1.9502338844599998
ACH-001536,-1.71324788356
ACH-001550,-2.07395852519
ACH-001552,-2.01056818477
ACH-001554,-2.13907630083
ACH-001645,-1.8753904479099999
ACH-001654,-1.92534177427
ACH-001715,-1.81903422528
ACH-001735,-1.89217236009
ACH-001736,-2.05997780225
ACH-001737,-2.17995193584
ACH-001740,-2.15556249842
ACH-001745,-2.01560263112
ACH-001750,-1.82701484958
ACH-001765,-2.08776685625
ACH-001956,-2.1190916192500002
ACH-001957,-2.01517963352
