,TBC1D3C (414060)
ACH-000004,-2.15900892711
ACH-000007,-2.1279169651800003
ACH-000009,-2.1394909703900002
ACH-000011,-2.0967046005900003
ACH-000012,-1.9614337156000001
ACH-000013,-1.9921269351900002
ACH-000014,-2.29951209257
ACH-000015,-1.84560394289
ACH-000017,-2.30543953003
ACH-000018,-1.85816151338
ACH-000019,-1.6906394865
ACH-000021,-2.0717293905700003
ACH-000022,-2.2250704374
ACH-000025,-1.88258174814
ACH-000028,-1.9220180175900001
ACH-000030,-2.03943102076
ACH-000035,-1.85649778284
ACH-000036,-1.9215354798900002
ACH-000037,-2.0873831931
ACH-000039,-2.3031465563599998
ACH-000040,-1.8688414034599998
ACH-000041,-2.12408218463
ACH-000042,-1.8889532208200002
ACH-000045,-2.05476662193
ACH-000047,-2.11010026896
ACH-000052,-1.95446360718
ACH-000053,-1.9407616220900001
ACH-000054,-1.9460353651700002
ACH-000055,-2.3971485172299998
ACH-000060,-2.15743765538
ACH-000067,-2.08869744816
ACH-000070,-2.0992784641299997
ACH-000075,-2.09286792857
ACH-000078,-1.9260107950299998
ACH-000082,-2.0786784829900005
ACH-000085,-1.8540198710900002
ACH-000086,-2.0636567289500003
ACH-000087,-2.23438562581
ACH-000092,-1.80841702691
ACH-000095,-2.04187789369
ACH-000097,-2.1068013505
ACH-000098,-2.15614823583
ACH-000099,-1.8402680623599996
ACH-000108,-1.89645453975
ACH-000113,-1.88218629243
ACH-000115,-2.57583735235
ACH-000116,-1.98663591093
ACH-000118,-2.05603643726
ACH-000120,-2.10385249705
ACH-000123,-2.00543857755
ACH-000127,-1.9811999779799998
ACH-000128,-1.9811574749
ACH-000132,-2.15630778874
ACH-000133,-1.90062505062
ACH-000137,-2.14305791707
ACH-000138,-2.05601191612
ACH-000142,-2.0033464017099996
ACH-000143,-1.9639932489400003
ACH-000146,-2.3843620437
ACH-000148,-2.24643345431
ACH-000150,-2.28891573829
ACH-000152,-1.9396973391699999
ACH-000153,-2.32283108015
ACH-000159,-2.18738521809
ACH-000160,-2.03186161805
ACH-000163,-2.14692157913
ACH-000167,-2.78228617111
ACH-000168,-1.9972226318400002
ACH-000169,-2.0380199163
ACH-000178,-2.1413036335099997
ACH-000182,-2.15419436444
ACH-000183,-2.30931655393
ACH-000188,-2.03068221378
ACH-000189,-2.3927188049900003
ACH-000190,-2.12341425751
ACH-000198,-2.00205365618
ACH-000204,-1.85299140665
ACH-000206,-2.0312552147
ACH-000207,-1.8919721900400002
ACH-000211,-2.06069407457
ACH-000215,-2.19789113383
ACH-000221,-2.2786695134599997
ACH-000222,-2.6311190928
ACH-000223,-2.01059500216
ACH-000226,-2.07036959287
ACH-000227,-2.2723583402500003
ACH-000228,-2.2014578231799997
ACH-000231,-1.9913911284999999
ACH-000232,-2.0879290801400003
ACH-000233,-2.0703573467900003
ACH-000234,-1.9161478556599998
ACH-000235,-2.07856880261
ACH-000237,-2.00448892025
ACH-000238,-2.29004162036
ACH-000243,-1.89104466758
ACH-000244,-2.3071983594
ACH-000246,-2.0004488996200003
ACH-000248,-2.1472003490000002
