,VTI1A (143187)
ACH-000167,-0.202887554187
ACH-000168,-0.135850803412
ACH-000169,-0.22593946045699997
ACH-000178,-0.153120237013
ACH-000182,-0.151000676272
ACH-000183,-0.330629686225
ACH-000188,-0.0086584274384
ACH-000189,-0.18841557698300002
ACH-000190,-0.155816223268
ACH-000198,-0.0349364954825
ACH-000204,-0.22029461905900002
ACH-000206,-0.270819180742
ACH-000207,-0.372162497186
ACH-000211,-0.204082100724
ACH-000215,-0.09582165062169999
ACH-000221,-0.137026536237
ACH-000222,-0.348741474192
ACH-000223,-0.15519817774800002
ACH-000226,-0.053637193577300006
ACH-000227,-0.0552731263403
ACH-000228,-0.112854251445
ACH-000231,-0.202054822453
ACH-000232,-0.260195967457
ACH-000233,-0.260167925942
ACH-000234,-0.16887329132399997
ACH-000235,-0.180126050192
ACH-000237,-0.28797458190999997
ACH-000238,-0.0698427573727
ACH-000243,-0.144271807455
ACH-000244,0.0637561058304
ACH-000246,-0.213626511814
ACH-000248,-0.0701686148805
ACH-000250,-0.12343271432399999
ACH-000251,-0.11274356703400001
ACH-000253,-0.233978375086
ACH-000255,-0.228971213815
ACH-000256,-0.158502700742
ACH-000257,-0.132424408876
ACH-000258,-0.303679975865
ACH-000259,-0.259248429577
ACH-000260,-0.23381238518300002
ACH-000261,-0.18490436234299998
ACH-000262,-0.228244808158
ACH-000263,-0.0550782572969
ACH-000264,-0.20119361301199998
ACH-000265,-0.111281079487
ACH-000266,-0.176771533387
ACH-000272,-0.20982908245
ACH-000273,-0.452076547493
ACH-000274,0.00885603690907
ACH-000277,-0.216611853369
ACH-000278,-0.187028566377
ACH-000279,-0.267706994767
ACH-000280,-0.220627242088
ACH-000281,-0.410908213477
ACH-000288,-0.168333018517
ACH-000291,-0.110553467133
ACH-000293,-0.262046363942
ACH-000294,-0.382471957125
ACH-000295,-0.0839000767086
ACH-000296,-0.254016393508
ACH-000302,-0.180483311919
ACH-000304,-0.0162263516703
ACH-000307,-0.151612774668
ACH-000308,-0.23317888516600002
ACH-000310,-0.22747544888799998
ACH-000311,-0.181796240958
ACH-000312,-0.40974965350500003
ACH-000315,-0.0947898241414
ACH-000316,-0.23427235629700002
ACH-000317,-0.12929983732
ACH-000318,-0.155436227517
ACH-000319,-0.218283704179
ACH-000320,-0.312210980791
ACH-000322,-0.0858512182972
ACH-000323,-0.310919394424
ACH-000324,-0.23083395995099998
ACH-000329,-0.311965096783
ACH-000330,-0.196183241783
ACH-000331,-0.136903609385
ACH-000332,-0.23927096894400002
ACH-000334,-0.00198940668212
ACH-000335,-0.030098092372900002
ACH-000336,-0.0588485486873
ACH-000337,-0.319285627294
ACH-000339,-0.145446055693
ACH-000341,-0.288785997658
ACH-000348,-0.08440864841939999
ACH-000350,-0.172523375609
ACH-000352,-0.234592160683
ACH-000356,-0.226130277501
ACH-000361,-0.18242101264000002
ACH-000362,0.014681583275600001
ACH-000363,-0.153391869248
ACH-000364,-0.0452519854166
ACH-000365,-0.207071092471
ACH-000366,-0.314667240915
ACH-000368,-0.398096525532
ACH-000374,-0.194366804118
ACH-000375,-0.244217887938
ACH-000376,-0.250200320595
ACH-000381,-0.237568619032
ACH-000383,-0.129155592368
ACH-000387,-0.173896649767
ACH-000389,-0.230984191461
ACH-000390,-0.127920619731
ACH-000393,-0.208679058414
ACH-000395,-0.40075975920199997
ACH-000397,-0.331231913839
ACH-000401,-0.111300115811
ACH-000402,0.0634888771034
ACH-000403,-0.258458065338
ACH-000404,-0.149794322408
ACH-000406,-0.146073097898
ACH-000407,-0.233230259804
ACH-000408,-0.09171247661399999
ACH-000410,-0.158494854932
ACH-000411,-0.267914966799
ACH-000414,-0.0848365276726
ACH-000415,-0.236244415766
ACH-000416,-0.126209765419
ACH-000420,-0.092150583138
ACH-000421,-0.21002932657099999
ACH-000424,-0.156863980948
ACH-000425,-0.156693589239
ACH-000426,0.11612376400999999
ACH-000427,-0.265628962613
ACH-000433,-0.196580996418
ACH-000436,-0.20900959834000002
ACH-000444,-0.12539433611
ACH-000445,-0.41082963795999994
ACH-000448,-0.129095683408
ACH-000450,0.0218619828144
ACH-000452,-0.190508545326
ACH-000454,-0.322353638716
ACH-000458,-0.153401866836
ACH-000459,-0.0391046386806
ACH-000460,-0.205282923743
ACH-000461,-0.194014296492
ACH-000463,-0.07493120052060001
ACH-000464,-0.413242650745
ACH-000466,-0.155513311119
ACH-000467,-0.30655175739
ACH-000468,-0.28806699433899996
ACH-000469,-0.20363027933299999
ACH-000470,-0.168534118132
ACH-000471,-0.154325297935
ACH-000472,-0.0916205024068
ACH-000473,-0.16661492845599998
ACH-000475,-0.167636660275
ACH-000476,-0.228464191537
ACH-000477,-0.194523634643
ACH-000480,-0.024971037180300002
ACH-000481,-0.19112691748
ACH-000483,-0.236613749728
ACH-000484,-0.11117977093
ACH-000485,0.00687093468722
ACH-000486,-0.164017679165
ACH-000487,-0.183410342459
ACH-000488,-0.11893046122199999
ACH-000490,-0.093907968672
ACH-000491,-0.256018571039
ACH-000495,-0.335926968983
ACH-000496,-0.366001940506
ACH-000499,-0.024978421288200003
ACH-000500,0.11194368359099999
ACH-000502,-0.1538810915
ACH-000503,-0.23587042339000003
ACH-000505,-0.188795438188
ACH-000507,-0.161591456039
ACH-000510,-0.15231733753499999
ACH-000511,-0.036045205682300005
ACH-000512,-0.306134993345
ACH-000516,-0.100355661209
ACH-000517,-0.22043035592500002
ACH-000518,-0.323018276131
ACH-000520,-0.114016338356
ACH-000521,-0.11952765640900001
ACH-000522,-0.0272031863367
ACH-000524,-0.18885430155900002
ACH-000527,-0.136591045794
ACH-000528,-0.19525639182500001
ACH-000537,-0.022646115166000003
ACH-000541,-0.142588843193
ACH-000542,-0.212888743824
ACH-000544,-0.101808779077
ACH-000545,-0.108266833277
ACH-000547,-0.378359242598
ACH-000548,-0.383499731315
ACH-000549,-0.17138511270399998
ACH-000550,-0.183441662979
ACH-000552,-0.352076114838
ACH-000556,-0.123999381025
ACH-000557,-0.0485089745173
ACH-000570,-0.242166510855
ACH-000571,-0.11047355326
ACH-000573,-0.10318940241
ACH-000576,-0.22383824038199998
ACH-000580,-0.16568379634400002
ACH-000584,-0.091388875634
ACH-000585,-0.34734022538599996
ACH-000588,-0.0687882398126
ACH-000589,-0.07438995391429999
ACH-000591,-0.200020448073
ACH-000593,-0.21224002118299998
ACH-000600,-0.21661127081
ACH-000601,-0.0726252892836
ACH-000604,-0.10617313077099999
ACH-000605,-0.16777978503199997
ACH-000606,-0.110161883069
ACH-000608,-0.267665779603
ACH-000614,-0.119188041662
ACH-000616,-0.08772272486749999
ACH-000618,-0.0509649173334
ACH-000619,-0.0190558251473
ACH-000620,-0.122790127116
ACH-000621,-0.183087632478
ACH-000622,-0.270526105128
ACH-000623,-0.18551528804499998
ACH-000624,-0.050491932266300006
ACH-000627,-0.170711602536
ACH-000630,-0.208451511056
ACH-000632,-0.0790445681886
ACH-000633,-0.233187834071
ACH-000637,0.010606542897900001
ACH-000638,-0.312892593404
ACH-000646,-0.278563486347
ACH-000647,-0.11552131051100001
ACH-000648,-0.26441869921300004
ACH-000649,-0.160373564986
ACH-000651,-0.266386123787
ACH-000652,-0.21368083258499998
ACH-000653,-0.11855552062000001
ACH-000657,-0.183839847907
ACH-000658,-0.0772272579232
ACH-000661,-0.37509134003
ACH-000662,-0.267932065396
ACH-000663,-0.20055007067000002
ACH-000665,-0.142294404188
ACH-000671,-0.230944396631
ACH-000673,-0.471715489112
ACH-000676,-0.180632872049
ACH-000677,-0.259549412636
ACH-000681,-0.18522107801100002
ACH-000682,-0.175444697464
ACH-000683,-0.120335876131
ACH-000684,-0.288112120904
ACH-000688,-0.26967672175
ACH-000693,-0.0553840848213
ACH-000694,-0.19347365011300002
ACH-000695,-0.374458283138
ACH-000696,-0.144352325178
ACH-000697,-0.286055608621
ACH-000699,-0.0663248005251
ACH-000701,-0.19550856524799998
ACH-000706,-0.047024027003699995
ACH-000711,-0.320658265352
ACH-000713,0.0395088118208
ACH-000714,-0.089574210799
ACH-000718,-0.09894692007980001
ACH-000720,-0.0851367716382
ACH-000721,-0.133762643533
ACH-000724,-0.0817579229829
ACH-000725,-0.388896839507
ACH-000732,-0.10955378086100001
ACH-000734,-0.147845546267
ACH-000735,-0.159661114946
ACH-000736,-0.389505778772
ACH-000738,-0.347771614638
ACH-000746,-0.0046520689948
ACH-000747,-0.111539972166
ACH-000748,-0.22366221070700001
ACH-000753,-0.11607656542400001
ACH-000756,0.0650745349914
ACH-000757,-0.223737472981
ACH-000758,-0.129174127314
ACH-000760,-0.09257884264869999
ACH-000763,-0.261050042378
ACH-000764,-0.26529014973299997
ACH-000765,-0.0589401638062
ACH-000766,-0.188444489836
ACH-000767,-0.165974411484
ACH-000768,0.07509134892410001
ACH-000769,-0.35504712625600005
ACH-000770,-0.179372265267
ACH-000771,-0.30735562527800003
ACH-000773,-0.316293742229
ACH-000776,-0.270214300704
ACH-000777,-0.0578414721158
ACH-000778,-0.0124696432996
ACH-000781,-0.191963896906
ACH-000782,-0.23213156048099998
ACH-000783,-0.21573462052700002
ACH-000784,-0.255328223287
ACH-000785,-0.147654941085
ACH-000787,-0.243866497183
ACH-000788,-0.20834385670400002
ACH-000791,-0.047872478071699996
ACH-000792,-0.0869160030067
ACH-000794,-0.19137935755
ACH-000796,-0.39155903272200004
ACH-000799,-0.17190723466699998
ACH-000800,0.0395803922845
ACH-000802,-0.172370504168
ACH-000804,-0.271243351041
ACH-000805,-0.297230675663
ACH-000809,-0.195558496703
ACH-000810,-0.044008191431599994
ACH-000811,-0.190629941264
ACH-000817,-0.228969373631
ACH-000819,-0.065990690721
ACH-000820,-0.121027713895
ACH-000821,-0.00263831268098
ACH-000822,-0.10754274012000001
ACH-000823,-0.136184287688
ACH-000824,-0.231554193185
ACH-000827,-0.20911329199499998
ACH-000829,-0.151358207172
ACH-000831,-0.0100453580888
ACH-000832,-0.17969326305999997
ACH-000833,-0.129731888361
ACH-000834,-0.221862779302
ACH-000835,-0.141967872127
ACH-000836,-0.16574280500900002
ACH-000837,-0.256692698735
ACH-000838,-0.39495177793
ACH-000839,-0.285314495337
ACH-000840,-0.09602077893919998
ACH-000841,-0.282861539168
ACH-000843,-0.132395771437
ACH-000846,-0.097723878318
ACH-000847,-0.228837416422
ACH-000848,-0.323243322914
ACH-000849,-0.22873647502099997
ACH-000851,-0.3883253473800001
ACH-000855,-0.0172210187708
ACH-000856,-0.08491417054169999
ACH-000858,-0.154908727606
ACH-000859,-0.20916456626
ACH-000861,-0.353055664417
ACH-000862,-0.08006163508330001
ACH-000865,-0.21439764551600002
ACH-000866,-0.11361693290699999
ACH-000867,-0.16795183916099998
ACH-000869,-0.403528815976
ACH-000872,-0.012279669868299998
ACH-000873,-0.140133390976
ACH-000876,-0.23116251672600002
ACH-000878,-0.205308158882
ACH-000880,-0.0414454426392
ACH-000881,-0.241921584606
ACH-000882,-0.273807075522
ACH-000884,-0.09682005335
ACH-000885,-0.159604371701
ACH-000887,-0.164373284127
ACH-000888,-0.17020885993700002
ACH-000889,-0.321328336826
ACH-000890,-0.124669428184
ACH-000896,-0.22878390456
ACH-000898,-0.0511968540651
ACH-000900,0.029942093446900003
ACH-000901,-0.133776025286
ACH-000905,-0.166226896565
ACH-000906,-0.14128905079600002
ACH-000907,-0.371633261685
ACH-000910,-0.181354086854
ACH-000911,-0.154209022769
ACH-000912,-0.0726946274008
ACH-000913,-0.199378619005
ACH-000915,-0.0513949290584
ACH-000916,0.05409545041159999
ACH-000917,-0.13522203032500002
ACH-000921,-0.156842191257
ACH-000924,-0.311769814202
ACH-000926,-0.370520754424
ACH-000928,0.04030444042069999
ACH-000929,-0.506929883173
ACH-000932,-0.12867465303700001
ACH-000935,-0.383214791618
ACH-000936,-0.181996902607
ACH-000937,-0.11361857240499999
ACH-000938,-0.0501732381278
ACH-000939,-0.000319622584193
ACH-000941,-0.0736396974668
ACH-000943,-0.0997879055723
ACH-000946,-0.211079638032
ACH-000947,-0.272677895954
ACH-000948,-0.138066312718
ACH-000950,-0.16679378308499998
ACH-000953,-0.0833728061755
ACH-000957,-0.155837941127
ACH-000958,-0.22005594579100002
ACH-000960,-0.131773785742
ACH-000963,-0.14095802316199998
ACH-000968,-0.225691974083
ACH-000969,-0.204088291067
ACH-000973,-0.104568355853
ACH-000974,-0.32996649034000003
ACH-000975,-0.16450957588
ACH-000976,-0.17153068989700002
ACH-000978,0.072206156797
ACH-000980,-0.220684372795
ACH-000984,-0.106531010154
ACH-000986,-0.18186087425500003
ACH-000988,0.0537066069436
ACH-000993,-0.130969728936
ACH-000994,-0.336215186559
ACH-000996,-0.121122389576
ACH-001001,-0.18299327152699998
ACH-001020,-0.142631543902
ACH-001028,-0.244911438684
ACH-001031,-0.0977418203456
ACH-001038,-0.19441110830699998
ACH-001048,-0.286142679061
ACH-001050,-0.119891925483
ACH-001053,-0.534300706375
ACH-001054,-0.24281902499699998
ACH-001061,-0.148332011731
ACH-001067,-0.193446265807
ACH-001075,-0.319266748509
ACH-001096,-0.227610431385
ACH-001128,-0.29712507088
ACH-001134,0.007746803804060001
ACH-001151,-0.246025487851
ACH-001163,-0.0814390188789
ACH-001164,-0.170256074997
ACH-001173,-0.140054969369
ACH-001183,-0.456266195947
ACH-001184,-0.328458442191
ACH-001190,-0.16300252155300002
ACH-001192,-0.213806868189
ACH-001193,-0.126208657074
ACH-001196,-0.146521074114
ACH-001197,-0.41559142059299997
ACH-001205,-0.308254682384
ACH-001211,-0.240145386908
ACH-001212,-0.1930231405
ACH-001228,-0.099837221709
ACH-001232,-0.129386963652
ACH-001239,-0.17546521662300002
ACH-001274,-0.126686046518
ACH-001275,-0.205440673101
ACH-001277,-0.0897760173879
ACH-001278,-0.142207951616
ACH-001280,-0.00742485348422
ACH-001283,-0.173028024408
ACH-001289,-0.241535429131
ACH-001295,-0.169260387495
ACH-001300,-0.154657739203
ACH-001301,-0.17563661305300002
ACH-001302,-0.205237646151
ACH-001303,-0.18490893885499998
ACH-001306,-0.25109075889800003
ACH-001318,0.010016095624200002
ACH-001322,-0.18272129717500002
ACH-001328,-0.127341850727
ACH-001332,0.022539224442400002
ACH-001333,-0.017823369266
ACH-001336,-0.126581587359
ACH-001340,-0.19701103215100002
ACH-001346,-0.18494448568500002
ACH-001353,-0.200480411268
ACH-001354,-0.266789243892
ACH-001367,-0.430379800492
ACH-001368,-0.0692002962218
ACH-001374,-0.00572969265466
ACH-001375,-0.044797558459
ACH-001377,-0.153363179932
ACH-001380,-0.265905667999
ACH-001391,-0.101714160579
ACH-001407,-0.252609518514
ACH-001408,-0.14307887337000003
ACH-001413,-0.24074677684300003
ACH-001430,-0.120064887024
ACH-001431,-0.051139846266
ACH-001450,-0.17461723544500002
ACH-001496,-0.0747013990416
ACH-001500,-0.244025839192
ACH-001521,-0.27594819352899996
ACH-001523,-0.12038027315199999
ACH-001532,-0.24322736386399998
ACH-001536,-0.310453413253
ACH-001550,-0.21800721093000003
ACH-001552,-0.156050087116
ACH-001554,-0.163369056963
ACH-001645,-0.21017143495700003
ACH-001654,-0.104771271271
ACH-001715,-0.0956568985647
ACH-001735,-0.160863293728
ACH-001736,-0.0788955881
ACH-001737,-0.0457309145137
ACH-001740,-0.00855406231435
ACH-001745,-0.0743925231971
ACH-001750,-0.0658797064748
ACH-001765,-0.19788935249200001
ACH-001956,-0.183607769205
ACH-001957,-0.09818099142989999
