,CUEDC1 (404093)
ACH-000004,-0.452510760115
ACH-000007,0.0513159744144
ACH-000009,-0.201140280828
ACH-000011,-0.286766752512
ACH-000012,-0.253218101079
ACH-000013,-0.189106254811
ACH-000014,0.0507000759221
ACH-000015,-0.203851114756
ACH-000017,-0.16690089109099998
ACH-000018,-0.38732100871299996
ACH-000019,-0.15686814552699999
ACH-000021,0.0847721599131
ACH-000022,-0.081930250886
ACH-000025,-0.049977600747100004
ACH-000028,-0.286477013506
ACH-000030,-0.08228902927010001
ACH-000035,-0.182234902115
ACH-000036,0.0316040102763
ACH-000037,-0.158906156498
ACH-000039,-0.114783331486
ACH-000040,-0.129723635543
ACH-000041,-0.05212095049269999
ACH-000042,-0.00794415743251
ACH-000045,-0.136721405705
ACH-000047,-0.113385357487
ACH-000052,-0.136163843594
ACH-000053,-0.052512145819999995
ACH-000054,-0.20691615898
ACH-000055,-0.0156409301904
ACH-000060,-0.252783790994
ACH-000067,-0.118299040816
ACH-000070,-0.295499621313
ACH-000075,0.0550006698571
ACH-000078,-0.10216515097500001
ACH-000082,-0.14252058269
ACH-000085,-0.0169456805479
ACH-000086,-0.19810430062800002
ACH-000087,-0.238314294626
ACH-000092,-0.0634972287867
ACH-000095,-0.265233296719
ACH-000097,-0.0729678414002
ACH-000098,-0.15608368002999998
ACH-000099,-0.106561536581
ACH-000108,0.0941427832635
ACH-000113,0.00971556977825
ACH-000115,-0.12310672816099999
ACH-000116,-0.0500586158686
ACH-000118,0.0126936101825
ACH-000120,-0.263900682224
ACH-000123,-0.23455893553800003
ACH-000127,-0.0632795166933
ACH-000128,-0.42135504666699997
ACH-000132,-0.0988068812198
ACH-000133,-0.164945959942
ACH-000137,-0.148466719423
ACH-000138,-0.052311450569900005
ACH-000142,-0.246967773732
ACH-000143,-0.227072899201
ACH-000146,0.015361126203100001
ACH-000148,-0.150000614242
ACH-000150,-0.0604600179463
ACH-000152,-0.240942964245
ACH-000153,-0.0670032453055
ACH-000159,-0.0926052521435
ACH-000160,0.0344372454031
ACH-000163,-0.151556830403
ACH-000167,-0.0173631824401
ACH-000168,-0.0008112908323110002
ACH-000169,-0.0544115296394
ACH-000178,0.045925812779099996
ACH-000182,0.005012242708510001
ACH-000183,-0.102880545857
ACH-000188,-0.23945989197099998
ACH-000189,-0.106804577659
ACH-000190,-0.164216204515
ACH-000198,-0.00391491806683
ACH-000204,-0.0405805495079
ACH-000206,-0.104360402198
ACH-000207,-0.0617443048339
ACH-000211,-0.126859214852
ACH-000215,-0.06945074040719999
ACH-000221,-0.204980939597
ACH-000222,0.21798043438700002
ACH-000223,-0.198292285046
ACH-000226,-0.0814615222025
ACH-000227,-0.287475960018
ACH-000228,-0.0290199491705
ACH-000231,-0.240020885803
ACH-000232,-0.0322486067503
ACH-000233,-0.0686270098268
ACH-000234,-0.104440031063
ACH-000235,-0.07316268974060001
ACH-000237,0.00351636989938
ACH-000238,-0.22129370776
ACH-000243,-0.155833821807
ACH-000244,-0.279860149692
ACH-000246,-0.159492449845
ACH-000248,-0.20807587123399998
ACH-000250,-0.16426835491
ACH-000251,-0.37040019598800006
