,PGD (5226)
ACH-000004,-1.48946875217
ACH-000007,-1.0796071090700001
ACH-000009,-1.15937110685
ACH-000011,-1.4488496170700003
ACH-000012,-1.2301103684499999
ACH-000013,-0.6833021671799999
ACH-000014,-1.5431727512
ACH-000015,-0.749526168488
ACH-000017,-1.83707370121
ACH-000018,-1.2545650805500002
ACH-000019,-1.17602594932
ACH-000021,-1.11806876019
ACH-000022,-0.664603561523
ACH-000025,-1.45940469478
ACH-000028,-1.4516717573299998
ACH-000030,-1.4278366990600002
ACH-000035,-1.5639616439300001
ACH-000036,-1.33788391252
ACH-000037,-0.6034376933810001
ACH-000039,-0.986854041975
ACH-000040,-0.7492918285169999
ACH-000041,-0.9241532408609999
ACH-000042,-1.10335211361
ACH-000045,-1.3532004532799997
ACH-000047,-1.09370315594
ACH-000052,-0.49248732759400005
ACH-000053,-1.11784001747
ACH-000054,-0.443754023303
ACH-000055,-1.20728137284
ACH-000060,-0.834702259588
ACH-000067,-1.28577110741
ACH-000070,-1.12690549967
ACH-000075,-0.6551173894160001
ACH-000078,-0.914400181563
ACH-000082,-0.286441380878
ACH-000085,-1.12944749278
ACH-000086,-0.7796151702230001
ACH-000087,-0.889695078017
ACH-000092,-1.37816012788
ACH-000095,-0.8249453490649999
ACH-000097,-1.5150893613
ACH-000098,-0.590533293435
ACH-000099,-1.2551482620899999
ACH-000108,-1.04473152269
ACH-000113,-1.05760628528
ACH-000115,-0.597142887203
ACH-000116,-0.752126416409
ACH-000118,-1.01441607359
ACH-000120,-0.578801966392
ACH-000123,-1.03185961794
ACH-000127,-0.990119722894
ACH-000128,-0.949187132219
ACH-000132,-0.956212051033
ACH-000133,-0.80139874025
ACH-000137,-0.930728354841
ACH-000138,-1.30721815516
ACH-000142,-1.3360855186
ACH-000143,-1.1254487587100002
ACH-000146,-1.66424567088
ACH-000148,-0.744440331604
ACH-000150,-1.04805845934
ACH-000152,-1.33991531196
ACH-000153,-0.34683517191299995
ACH-000159,-1.55670209341
ACH-000160,-1.24268471375
ACH-000163,-0.726110140738
ACH-000167,-1.20432881436
ACH-000168,-1.23365266016
ACH-000169,-0.795757678203
ACH-000178,-1.25735688712
ACH-000182,-1.14417794669
ACH-000183,-1.44584874331
ACH-000188,-1.33308563516
ACH-000189,-1.31402511741
ACH-000190,-1.18012088679
ACH-000198,-1.13830442745
ACH-000204,-1.0367407765999999
ACH-000206,-1.52016200521
ACH-000207,-0.9988633579899999
ACH-000211,-0.400365870483
ACH-000215,-1.21522159177
ACH-000221,-0.913446107515
ACH-000222,-1.00661301624
ACH-000223,-0.832916648601
ACH-000226,-1.13596431731
ACH-000227,-0.8606789049310001
ACH-000228,-0.61952430561
ACH-000231,-0.829201034053
ACH-000232,-0.9759815301970001
ACH-000233,-1.3852215948500002
ACH-000234,-1.49392371551
ACH-000235,-1.4546668011700001
ACH-000237,-1.3201193173399999
ACH-000238,-0.6003164247789999
ACH-000243,-1.36739633526
ACH-000244,-0.37764144774499997
ACH-000246,-0.784487493782
ACH-000248,-1.5285866285299998
ACH-000250,-1.36960706432
ACH-000251,-0.359866351467
ACH-000253,-1.1788902825799998
ACH-000255,-1.17563693919
ACH-000256,-1.0158013972600002
ACH-000257,-1.55811139386
ACH-000258,-1.16950551441
ACH-000259,-0.9622657165780001
ACH-000260,-1.3420745850700002
ACH-000261,-1.08101875089
ACH-000262,-1.22684422979
ACH-000263,-0.6113556836680001
ACH-000264,-0.5599706416570001
ACH-000265,-1.0641617035
ACH-000266,-0.521348621021
ACH-000272,-1.12580591531
ACH-000273,-1.1879206412
ACH-000274,-1.62890069055
ACH-000277,-1.32132210191
ACH-000278,-1.37984669986
ACH-000279,-1.37011369326
ACH-000280,-1.1058056442200002
ACH-000281,-1.4346765986
ACH-000288,-1.04968907068
ACH-000291,-0.332704790465
ACH-000293,-0.6586014244789999
ACH-000294,-0.975788085352
ACH-000295,-1.38784550835
ACH-000296,-1.14384949703
ACH-000302,-1.1027567093000001
ACH-000304,-0.930450508275
ACH-000307,-1.1202645353799998
ACH-000308,-0.385971038429
ACH-000310,-0.8456889546969999
ACH-000311,-1.21949635203
ACH-000312,-1.14768009054
ACH-000315,-1.50703292485
ACH-000316,-1.0398363912100002
ACH-000317,-1.7035470058000002
ACH-000318,-1.09372215754
ACH-000319,-1.00933190543
ACH-000320,-1.2309613749400001
ACH-000322,-0.887800876915
ACH-000323,-0.8007421912270001
ACH-000324,-1.08064727239
ACH-000329,-1.5357687314
ACH-000330,-1.3534140581099998
ACH-000331,-0.814099300896
ACH-000332,-0.7115332441069999
ACH-000334,-1.7837908548299999
ACH-000335,-1.34947578104
ACH-000336,-1.30375116536
ACH-000337,-1.5631793225
ACH-000339,-1.40265812773
ACH-000341,-1.20809613034
ACH-000348,-0.60491226672
ACH-000350,-0.7561494307500001
ACH-000352,-1.2875342540999999
ACH-000356,-1.0634100835
ACH-000361,-0.876323589948
ACH-000362,-1.4314585816299998
ACH-000363,-1.0875579173299998
ACH-000364,-0.679419732909
ACH-000365,-1.2507273637899998
ACH-000366,-1.22646524047
ACH-000368,-0.8829574650190001
ACH-000374,-0.841219930353
ACH-000375,-1.109471517
ACH-000376,-1.31587767196
ACH-000381,-1.48320869648
ACH-000383,-1.7852029605700002
ACH-000387,-1.4462493511399999
ACH-000389,-1.07241460828
ACH-000390,-1.43766659016
ACH-000393,-0.538670700399
ACH-000395,-1.1145550860299998
ACH-000397,-1.15004856078
ACH-000401,-1.57512434384
ACH-000402,-1.1691696493600001
ACH-000403,-1.0328174441
ACH-000404,-1.1082729837
ACH-000406,-1.45066993782
ACH-000407,-0.8374407512720001
ACH-000408,-1.2453084171100002
ACH-000410,-0.7514116576209999
ACH-000411,-1.0826698171200002
ACH-000414,-0.952119604365
ACH-000415,-0.882534941099
ACH-000416,-1.16267527365
ACH-000420,-0.757794945866
ACH-000421,-1.0531023032100002
ACH-000424,-1.0988612100200001
ACH-000425,-0.718849278792
ACH-000426,-1.9397790480000001
ACH-000427,-0.276547893745
ACH-000433,-0.832979091717
ACH-000436,-1.0544291222700002
ACH-000444,-0.933035828593
ACH-000445,-1.04165042958
ACH-000448,-0.761058020904
ACH-000450,-1.19933085169
ACH-000452,-0.771790785402
ACH-000454,-1.62357116563
ACH-000458,-1.45981934306
ACH-000459,-1.74043708771
ACH-000460,-1.3210671674799999
ACH-000461,-0.660646150387
ACH-000463,-0.7120591437459999
ACH-000464,-0.7969970933789999
ACH-000466,-0.7890767300329999
ACH-000467,-0.753229951944
ACH-000468,-1.22020291622
ACH-000469,-0.638362985654
ACH-000470,-0.771483858415
ACH-000471,-1.14894651248
ACH-000472,-0.9161594549269999
ACH-000473,-0.22921994202100002
ACH-000475,-0.9928983294670001
ACH-000476,-0.7892589802269999
ACH-000477,-1.22714405371
ACH-000480,-0.660605729294
ACH-000481,-1.49794019579
ACH-000483,-0.7864031434029999
ACH-000484,-1.32996106241
ACH-000485,-1.3141413851200001
ACH-000486,-1.30032217263
ACH-000487,-1.1982167103299999
ACH-000488,-1.04066822402
ACH-000490,-0.605908099306
ACH-000491,-0.913564857218
ACH-000495,-1.14322869455
ACH-000496,-1.5053085486000002
ACH-000499,-0.8160660659829999
ACH-000500,-1.1597113966700001
ACH-000502,-0.9386892166590001
ACH-000503,-1.47068164528
ACH-000505,-0.842934503213
ACH-000507,-1.14233554387
ACH-000510,-1.19091779625
ACH-000511,-1.4686080279299998
ACH-000512,-1.1702132593899999
ACH-000516,-0.36232133593599997
ACH-000517,-1.5328424124899998
ACH-000518,-0.637175440662
ACH-000520,-1.31037060043
ACH-000521,-1.05886752358
ACH-000522,-1.5733502375400001
ACH-000524,-0.7203100195829999
ACH-000527,-0.398243827159
ACH-000528,-0.889091517645
ACH-000537,-1.3218002955700001
ACH-000541,-1.3292169652399999
ACH-000542,-1.01581533869
ACH-000544,-0.9821019595999999
ACH-000545,-0.9092907398510001
ACH-000547,-0.452346753719
ACH-000548,-1.4006826749
ACH-000549,-1.26800733673
ACH-000550,-1.5877288625
ACH-000552,-0.8159512295290001
ACH-000556,-1.18633613972
ACH-000557,-1.1246069376999999
ACH-000570,-0.7764261522020001
ACH-000571,-1.8389986566299998
ACH-000573,-1.15546537376
ACH-000576,-1.26299376469
ACH-000580,-1.68497413301
ACH-000584,-1.33851155616
ACH-000585,-1.19002584699
ACH-000588,-1.10258830315
ACH-000589,-0.9518379167509999
ACH-000591,-1.17739919403
ACH-000593,-0.688821049301
ACH-000600,-0.209995292921
ACH-000601,-1.10232113304
ACH-000604,-1.32132995875
ACH-000605,-0.987852843982
ACH-000606,-0.57206872731
ACH-000608,-1.28574778104
ACH-000614,-1.4982614892500001
ACH-000616,-1.1036417423
ACH-000618,-1.3413800002399998
ACH-000619,-1.2993667969
ACH-000620,-1.2308212842
ACH-000621,-0.645234081754
ACH-000622,-0.7165733965559999
ACH-000623,-0.8339946930490001
ACH-000624,-1.0928879669299998
ACH-000627,-1.46833161398
ACH-000630,-1.0032196881200002
ACH-000632,-1.7557610507299999
ACH-000633,-1.0701409163
ACH-000637,-0.625962029801
ACH-000638,-1.24500602373
ACH-000646,-0.713772140978
ACH-000647,-0.9940946086920001
ACH-000648,-2.08889477532
ACH-000649,-1.50583162526
ACH-000651,-0.882631824026
ACH-000652,-1.4139857362700001
ACH-000653,-1.4391587891799997
ACH-000657,-0.466456646426
ACH-000658,-1.47166965023
ACH-000661,-1.6944960017
ACH-000662,-1.1344518756
ACH-000663,-0.9520981667659999
ACH-000665,-1.62486113562
ACH-000671,-0.274103448814
ACH-000673,-0.58677774215
ACH-000676,-1.5458154808700002
ACH-000677,-0.951033956961
ACH-000681,-1.4440552312200001
ACH-000682,-1.07867171485
ACH-000683,-0.944058365066
ACH-000684,-1.19820154143
ACH-000688,-0.602664628509
ACH-000693,-1.4547687304199999
ACH-000694,-1.29273375223
ACH-000695,-1.31101295714
ACH-000696,-1.07194411282
ACH-000697,-1.53025580516
ACH-000699,-1.4285139723
ACH-000701,-1.2688426023100001
ACH-000706,-1.25976280719
ACH-000711,-1.33044795268
ACH-000713,-1.50443684965
ACH-000714,-1.09894095425
ACH-000718,-0.7607251845999999
ACH-000720,-0.7750982468369999
ACH-000721,-1.29960971366
ACH-000724,-0.513305743269
ACH-000725,-1.38528771532
ACH-000732,-1.0032731231899998
ACH-000734,-1.35851289819
ACH-000735,-1.07022921141
ACH-000736,-1.23798202338
ACH-000738,-0.451827230811
ACH-000746,-0.9695592443369999
ACH-000747,-0.936753011032
ACH-000748,-0.764139777392
ACH-000753,-1.2522317376
ACH-000756,-0.433528606435
ACH-000757,-0.8570490302279999
ACH-000758,-1.29249100164
ACH-000760,-0.952881099826
ACH-000763,-1.0158710016799999
ACH-000764,-1.3910721114500002
ACH-000765,-1.6859448759
ACH-000766,-0.906934910841
ACH-000767,-1.59987734818
ACH-000768,-1.41825739882
ACH-000769,-1.21349992229
ACH-000770,-0.839412183524
ACH-000771,-0.7044599025139999
ACH-000773,-1.0119510741600002
ACH-000776,-1.4053680555
ACH-000777,-1.41815740676
ACH-000778,-1.08669083267
ACH-000781,-1.24121896199
ACH-000782,-1.23108760462
ACH-000783,-1.31661984941
ACH-000784,-0.8233732143670001
