,HIST1H2BI (8346)
ACH-000295,-0.20931597634399998
ACH-000296,-0.41140700337200004
ACH-000302,-0.24636361486900002
ACH-000304,-0.427769699788
ACH-000307,-0.676913376763
ACH-000308,-0.41954855717699996
ACH-000310,-0.437862347385
ACH-000311,-0.324385588324
ACH-000312,-0.239005138012
ACH-000315,-0.14916230526799998
ACH-000316,-0.356557457319
ACH-000317,-0.783219963934
ACH-000318,-0.518436162835
ACH-000319,-0.519462638815
ACH-000320,-0.170912172092
ACH-000322,-0.313571355292
ACH-000323,-0.476880780241
ACH-000324,-0.521422365547
ACH-000329,-0.573226275607
ACH-000330,-0.667464288524
ACH-000331,-0.500271025309
ACH-000332,-0.38542404278399994
ACH-000334,-0.624312172182
ACH-000335,-0.41228662895199997
ACH-000336,-0.47711840636999997
ACH-000337,-0.17421687096000002
ACH-000339,-0.312958644879
ACH-000341,-0.451018158271
ACH-000348,-0.467813098876
ACH-000350,-0.394210202508
ACH-000352,-0.297600498709
ACH-000356,-0.537682743659
ACH-000361,-0.382431958173
ACH-000362,-0.553822395069
ACH-000363,-0.593074312279
ACH-000364,-0.43300647229500006
ACH-000365,-0.536066413362
ACH-000366,-0.397853337544
ACH-000368,-0.292671094801
ACH-000374,-0.5301415411899999
ACH-000375,-0.255186018527
ACH-000376,-0.443517063257
ACH-000381,-0.20970224445900001
ACH-000383,-0.575285304789
ACH-000387,-0.5145320914
ACH-000389,-0.225924055312
ACH-000390,-0.46552734892700004
ACH-000393,-0.382168897086
ACH-000395,-0.190667042428
ACH-000397,-0.559656380495
ACH-000401,-0.23460969050500002
ACH-000402,-0.395536765525
ACH-000403,-0.621083275171
ACH-000404,-0.290996162287
ACH-000406,-0.603721156708
ACH-000407,-0.451456082505
ACH-000408,-0.49895004169
ACH-000410,-0.137905985233
ACH-000411,-0.528083472371
ACH-000414,-0.699594537461
ACH-000415,-0.5260860013840001
ACH-000416,-0.34628336378200003
ACH-000420,-0.226527187265
ACH-000421,-0.490109602512
ACH-000424,-0.18932791705899998
ACH-000425,-0.336714482907
ACH-000426,-0.559020789005
ACH-000427,-0.617629840001
ACH-000433,-0.379369903954
ACH-000436,-0.270335551209
ACH-000444,-0.3787559338
ACH-000445,-0.503749699335
ACH-000448,-0.507244260069
ACH-000450,-0.563123264843
ACH-000452,-0.6079247974440001
ACH-000454,-0.48009593793000005
ACH-000458,-0.56869400124
ACH-000459,-0.732515564474
ACH-000460,-0.304984932159
ACH-000461,-0.690234476758
ACH-000463,-0.37138494766999997
ACH-000464,-0.552129737087
ACH-000466,-0.589099670937
ACH-000467,-0.395879096158
ACH-000468,-0.221212942684
ACH-000469,-0.528234553627
ACH-000470,-0.299982140394
ACH-000471,-0.380572424627
ACH-000472,-0.34487139808
ACH-000473,-0.39898214108
ACH-000475,-0.46339901557999996
ACH-000476,-0.301942934161
ACH-000477,-0.510588440191
ACH-000480,-0.36914489033799996
ACH-000481,-0.584556619821
ACH-000483,-0.131121637048
ACH-000484,-0.352442280091
ACH-000485,-0.415519974322
ACH-000486,-0.589293229294
ACH-000487,-0.601350904051
ACH-000488,-0.45641254951099997
ACH-000490,-0.59489924092
ACH-000491,-0.775003002536
ACH-000495,-0.482196680036
ACH-000496,-0.396442045184
ACH-000499,-0.661502061402
ACH-000500,-1.15071069876
ACH-000502,-0.5394055683160001
ACH-000503,-0.380004294807
ACH-000505,-0.417217313536
ACH-000507,-0.250423626536
ACH-000510,-0.355810127786
ACH-000511,-0.221843513527
ACH-000512,-0.5520567237740001
ACH-000516,-0.806273822836
ACH-000517,-0.670411889804
ACH-000518,-0.639310354574
ACH-000520,-0.25061936974800003
ACH-000521,-0.220367985698
ACH-000522,-0.526470112393
ACH-000524,-0.885674166518
ACH-000527,-0.37137717198700004
ACH-000528,-0.442743343293
ACH-000537,-0.368186647303
ACH-000541,-0.213655556789
ACH-000542,-0.368777697767
ACH-000544,-0.42870189014
ACH-000545,-0.477991160907
ACH-000547,-0.215764820476
ACH-000548,-0.557975972228
ACH-000549,-0.457180458758
ACH-000550,-0.44531205493299997
ACH-000552,-0.429850074147
ACH-000556,-0.362093589872
ACH-000557,-0.478877185132
ACH-000570,-0.527823797317
ACH-000571,-0.627338318716
ACH-000573,-0.497336247117
ACH-000576,-0.574253313412
ACH-000580,-0.222225745141
ACH-000584,-0.618580090127
ACH-000585,-0.758495547357
ACH-000588,-0.277617032311
ACH-000589,-0.367466239182
ACH-000591,-0.428913828223
ACH-000593,-0.18832596118900002
ACH-000600,-0.641492601988
ACH-000601,-0.419121917153
ACH-000604,-0.330688954399
ACH-000605,-0.655445229406
ACH-000606,-0.542634442225
ACH-000608,-0.524354144721
ACH-000614,-0.28792464133699996
ACH-000616,-0.25888650667700003
ACH-000618,-0.567808096097
ACH-000619,-0.8838104427500001
ACH-000620,-0.322463097624
ACH-000621,-0.413824688099
ACH-000622,-0.35372077212700004
ACH-000623,-0.364622014666
ACH-000624,-0.555125268531
ACH-000627,-0.377824190363
ACH-000630,-0.45413248101400006
ACH-000632,-0.391355023164
ACH-000633,-0.246489761906
ACH-000637,-0.742926730868
ACH-000638,-0.329244685586
ACH-000646,-0.416437299976
ACH-000647,-0.5641682672280001
ACH-000648,-0.17289490619399997
ACH-000649,-0.386239262355
ACH-000651,-0.364335268275
ACH-000652,-0.40701752543799996
ACH-000653,-0.694038104709
ACH-000657,-0.5125306074830001
ACH-000658,-0.417852681476
ACH-000661,-0.236395598044
ACH-000662,-0.592516615815
ACH-000663,-0.269113571661
ACH-000665,-0.549649301901
ACH-000671,-0.378012132898
ACH-000673,-0.7309169917939999
ACH-000676,-0.496445546139
ACH-000677,-0.391052527822
ACH-000681,-0.444478453006
ACH-000682,-0.560210556915
ACH-000683,-0.517628940163
ACH-000684,-0.45870691717100004
ACH-000688,-0.230775390513
ACH-000693,-0.5009328244210001
ACH-000694,-0.515691422636
ACH-000695,-0.461622440339
ACH-000696,-0.524108374375
ACH-000697,-0.355786691489
ACH-000699,-0.5468000448229999
ACH-000701,-0.28786183118299996
ACH-000706,-0.547691313763
ACH-000711,-0.39218374747699997
ACH-000713,-0.366028374416
ACH-000714,-0.499861941681
ACH-000718,-0.5114670931849999
ACH-000720,-0.5743297225680001
ACH-000721,-0.597854507845
ACH-000724,-0.910299682476
ACH-000725,-0.593663776958
ACH-000732,-0.306506720365
ACH-000734,-0.47652550485100004
ACH-000735,-0.28670838258000003
ACH-000736,-0.520644487857
ACH-000738,-0.44660340596000003
ACH-000746,-0.48278940896300004
ACH-000747,-0.382628099131
ACH-000748,-0.500850377794
ACH-000753,-0.579363913396
ACH-000756,-0.539339992351
ACH-000757,-0.42859790853
ACH-000758,-0.420614789969
ACH-000760,-0.354233201241
ACH-000763,-0.948453195724
ACH-000764,-0.503484834813
ACH-000765,-0.722595243936
ACH-000766,-0.36575808621699996
ACH-000767,-0.21802553739100003
ACH-000768,-0.310333592571
ACH-000769,-0.20960046951900002
ACH-000770,-0.493653073373
ACH-000771,-0.419307233017
ACH-000773,-0.567772493789
ACH-000776,-0.794850671677
ACH-000777,-0.569443783208
ACH-000778,-0.7858366352420001
ACH-000781,-0.477425079893
ACH-000782,-0.572834057942
ACH-000783,-0.814860197807
ACH-000784,-0.43025048837499996
ACH-000785,-0.544689853805
ACH-000787,-0.353879149715
ACH-000788,-0.367502834333
ACH-000791,-0.491811908051
ACH-000792,-0.567789014848
ACH-000794,-0.621645439346
ACH-000796,-0.46373026656599997
ACH-000799,-0.176020985662
ACH-000800,-0.0948853419088
ACH-000802,-0.433576191289
ACH-000804,-0.311208245223
ACH-000805,-0.553952710677
ACH-000809,-0.534427318889
ACH-000810,-0.630572144766
ACH-000811,-0.411925209264
ACH-000817,-0.438381817719
ACH-000819,-0.452322688314
ACH-000820,-0.279685060796
ACH-000821,-0.323100804289
ACH-000822,-0.348751879124
ACH-000823,-0.354543803473
ACH-000824,-0.646018629893
ACH-000827,-0.32627448463000003
ACH-000829,-0.7233918710160001
ACH-000831,-0.315276862971
ACH-000832,-0.502752493979
ACH-000833,-0.23490357665199998
ACH-000834,-0.371297398575
ACH-000835,-0.23470889045600002
ACH-000836,0.0542242406231
ACH-000837,-0.196290315406
ACH-000838,-0.943238465903
ACH-000839,-0.388919287693
ACH-000840,-0.42743666190800006
ACH-000841,-0.272404071975
ACH-000843,-0.6988108763230001
ACH-000846,-0.524208682474
ACH-000847,-0.714891305882
ACH-000848,-0.428194338759
ACH-000849,-0.558487820003
ACH-000851,-0.20090890115200002
ACH-000855,-0.455745150597
ACH-000856,-0.169019616582
ACH-000858,-0.49477036637500005
ACH-000859,-0.45775621137100003
ACH-000861,-0.406415592445
ACH-000862,-0.415993831948
ACH-000865,-0.5930147155600001
ACH-000866,-0.613319051322
ACH-000867,-0.57781175057
ACH-000869,-0.678865477954
ACH-000872,-0.40309653114200006
ACH-000873,-0.465120014418
ACH-000876,-0.574033318815
ACH-000878,-0.446491026868
ACH-000880,-0.477712118396
ACH-000881,-0.517304810476
ACH-000882,-0.41928688370899997
ACH-000884,-0.34411247750699997
ACH-000885,-0.37613223170599996
ACH-000887,-0.45659232255800003
ACH-000888,-0.635110259336
ACH-000889,-0.704420952827
ACH-000890,-0.25978669986999997
ACH-000896,-0.483582054077
ACH-000898,-0.499726826
ACH-000900,-0.5900451675330001
ACH-000901,-0.41937194498400004
ACH-000905,-0.334298389924
ACH-000906,-0.261872745188
ACH-000907,-0.24630750934700002
ACH-000910,-0.607106895121
ACH-000911,-0.34462892191699995
ACH-000912,-0.47830942611999994
ACH-000913,-0.225334858397
ACH-000915,-0.494401314321
ACH-000916,-0.152514872755
ACH-000917,-0.303794781251
ACH-000921,-0.17779627142299997
ACH-000924,-0.288424486205
ACH-000926,-0.504642948442
ACH-000928,0.0669680882364
ACH-000929,-0.31465364875199997
ACH-000932,-0.43159407354900003
ACH-000935,-0.465257274545
ACH-000936,-0.42714736327799996
ACH-000937,-0.73942395963
ACH-000938,-0.561397367225
ACH-000939,0.20532596920200002
ACH-000941,-0.579835720539
ACH-000943,-0.483352852878
ACH-000946,-0.454150078381
ACH-000947,-0.647020170035
ACH-000948,-0.534392957875
ACH-000950,-0.0648214068288
ACH-000953,-0.612891312226
ACH-000957,-0.249255960253
ACH-000958,-0.455365651175
ACH-000960,-0.634673013384
ACH-000963,-0.0189987043977
ACH-000968,-0.579191845221
ACH-000969,-0.530548612222
ACH-000973,-0.538716604356
ACH-000974,-0.515743415721
ACH-000975,-0.386619692517
ACH-000976,-0.496871216412
ACH-000978,-0.6968262800920001
ACH-000980,-0.336295546237
ACH-000984,0.00132252074784
ACH-000986,-0.593338486755
ACH-000988,-0.42586689761200003
ACH-000993,-0.7116839892129999
ACH-000994,-0.386354081182
ACH-000996,-0.434466566348
ACH-001001,-0.410751411642
ACH-001020,-0.05050431389880001
ACH-001028,-0.569933051105
ACH-001031,-0.592554668482
ACH-001038,-0.535378794058
ACH-001048,-0.500585765941
ACH-001050,-0.318993517978
ACH-001053,-0.48032017484899997
ACH-001054,-0.359071124741
ACH-001061,-0.46925299033600004
ACH-001067,-0.354033894454
ACH-001075,-1.0266174360299998
ACH-001096,-0.284465608926
ACH-001128,0.708390003783
ACH-001134,-0.454464255867
ACH-001151,-0.349658714384
ACH-001163,-0.379046947365
ACH-001164,-0.386012179115
ACH-001173,-0.239672665436
ACH-001183,-0.254441968867
ACH-001184,-0.323972050439
ACH-001190,-0.520892349091
ACH-001192,-0.699462779561
ACH-001193,-0.406468566259
ACH-001196,-0.5084459891040001
ACH-001197,-0.581157021426
ACH-001205,-0.606468776497
ACH-001211,-0.17866716271400002
ACH-001212,-0.621116441956
ACH-001228,-0.589989361029
ACH-001232,-0.17018413065000002
ACH-001239,-0.910704876492
ACH-001274,-0.582578589377
ACH-001275,-0.678583924913
ACH-001277,-0.352621443999
ACH-001278,-0.508216430243
ACH-001280,-0.758850859215
ACH-001283,-0.580352570284
ACH-001289,-0.53830693357
ACH-001295,-0.7460555461660001
ACH-001300,-0.7083774075589999
ACH-001301,-0.7600526361319999
ACH-001302,-0.660696893383
ACH-001303,-0.457906526219
ACH-001306,-0.47862768878
ACH-001318,-0.550051615989
ACH-001322,-0.325870980988
ACH-001328,-0.474633038005
ACH-001332,-0.687210619961
ACH-001333,-0.323109326226
ACH-001336,-0.395088839915
ACH-001340,-0.641690746204
ACH-001346,-0.554343356166
ACH-001353,-0.593387295301
ACH-001354,-0.511376298408
ACH-001367,-0.304638856913
ACH-001368,-0.588342613098
ACH-001374,-0.6956152802159999
ACH-001375,-0.45191471758999996
ACH-001377,-0.44536024060900004
ACH-001380,-0.315783525213
ACH-001391,0.132788004755
ACH-001407,-0.536670807604
ACH-001408,-0.6705925319470001
ACH-001413,-0.322649384534
ACH-001430,-0.606731005521
ACH-001431,-0.554848387209
ACH-001450,-0.453643486476
ACH-001496,-0.11677877595000001
ACH-001500,-0.46124876296800005
ACH-001521,-0.5704230377880001
ACH-001523,-0.41587391452
ACH-001532,-0.595626824085
ACH-001536,-0.509575778615
ACH-001550,-0.16300850280200002
ACH-001552,-0.355341910748
ACH-001554,-0.620321142088
ACH-001645,-0.525675518467
ACH-001654,-0.554805275441
ACH-001715,-0.315579922562
ACH-001735,-0.686810930009
ACH-001736,-0.503279745037
ACH-001737,-1.02834367976
ACH-001740,-0.40549228717
ACH-001745,-0.739230327447
ACH-001750,-0.324658307891
ACH-001765,-0.544223165501
ACH-001956,-0.562256225507
ACH-001957,-0.593436821233
