,ARL4C (10123)
ACH-000004,0.15045822513
ACH-000007,0.07716669759589999
ACH-000009,-0.0992455837315
ACH-000011,-0.44606388400700003
ACH-000012,0.0578488849635
ACH-000013,0.026378675929
ACH-000014,-0.271033837746
ACH-000015,-0.07973631073139999
ACH-000017,0.102688459289
ACH-000018,-0.172388135413
ACH-000019,0.0776114300807
ACH-000021,0.0315060696082
ACH-000022,0.0132090503486
ACH-000025,0.056020581683999995
ACH-000028,0.0339000051577
ACH-000030,0.0372530358856
ACH-000035,0.16085924424200002
ACH-000036,-0.12446885536699999
ACH-000037,-0.20643431727699998
ACH-000039,-0.10020436710899999
ACH-000040,-0.272340663351
ACH-000041,-0.13803804325400001
ACH-000042,-0.299499295571
ACH-000045,-0.031676684960699995
ACH-000047,-0.129054088544
ACH-000052,-0.18227142866300003
ACH-000053,-0.0387788129156
ACH-000054,-0.206449835213
ACH-000055,0.107702812634
ACH-000060,-0.138262973034
ACH-000067,-0.23882644422200003
ACH-000070,-0.137089282482
ACH-000075,0.0625117520474
ACH-000078,-0.140173366024
ACH-000082,0.00803244076656
ACH-000085,-0.0828087772357
ACH-000086,0.0372790357135
ACH-000087,-0.372199956637
ACH-000092,-0.033401362707000004
ACH-000095,-0.08620623752039999
ACH-000097,0.00378984465279
ACH-000098,-0.32342758172200003
ACH-000099,-0.0912290910137
ACH-000108,-0.23721270336199998
ACH-000113,-0.153662458935
ACH-000115,-0.00538611506926
ACH-000116,-0.06320895069230001
ACH-000118,-0.026279898279400003
ACH-000120,0.0419881037189
ACH-000123,-0.0734630293095
ACH-000127,-0.0424686456502
ACH-000128,-0.160648985841
ACH-000132,-0.154200989171
ACH-000133,-0.0489826774831
ACH-000137,0.09541921887869999
ACH-000138,-0.201281732163
ACH-000142,-0.0889606137036
ACH-000143,-0.048439230454900006
ACH-000146,-0.0208997476504
ACH-000148,-0.16617230656600002
ACH-000150,-0.06795011948350001
ACH-000152,-0.136745730426
ACH-000153,-0.189593291807
ACH-000159,-0.106426664322
ACH-000160,-0.138313690735
ACH-000163,-0.17794985171799999
ACH-000167,0.024491757601600002
ACH-000168,0.00737103818971
ACH-000169,-0.103782457774
ACH-000178,-0.038573822688000005
ACH-000182,-0.227513374615
ACH-000183,0.0211929447562
ACH-000188,-0.196527434331
ACH-000189,-0.249872325249
